Supplier_ID,Supplier_Name,Supplier_Region,Purchase_Order_Count,Product_Count,Purchase_Quantity,Purchase_Value,Average_Delivery_Time_Days,Average_Delivery_Delay_Days,On_Time_Deliveries,Total_Deliveries,Rejected_Quantity,Average_Quality_Score,On_Time_Delivery_Percentage,Rejection_Rate_Percentage,Average_Unit_Cost,Unit_Cost_Standard_Deviation,Minimum_Unit_Cost,Maximum_Unit_Cost,Price_Variation_Percentage,On_Time_Score,Quality_Score,Lead_Time_Score,Price_Stability_Score,Rejection_Score,Supplier_Performance_Score,Supplier_Rank,Supplier_Status,Unit_Cost_Change_Percentage,Delivery_Time_Change_Days,On_Time_Change_Percentage_Points,Rejection_Rate_Change,Quality_Change,Decline_Factor_Count,Trend_Status,Review_Priority,Recommended_Action
S00142,Supplier 142,R003,123,5,35443,179455279.9,24.83,4.83,0,123,0,100.0,0.0,0.0,5052.06,156.76,4858.1,5242.9,3.1,0.0,100.0,14.21,51.88,100.0,45.62,150,Renegotiate,0.19,-0.18,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00066,Supplier 066,R007,122,5,32130,249867785.0,24.64,4.64,0,122,0,100.0,0.0,0.0,7817.61,245.27,7524.5,8120.5,3.14,0.0,100.0,31.7,28.51,100.0,45.62,151,Renegotiate,-0.13,-0.52,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00190,Supplier 190,R011,120,5,34630,365470495.4,24.88,4.88,0,120,0,100.0,0.0,0.0,10597.86,328.83,10190.9,10998.1,3.1,0.0,100.0,9.99,52.01,100.0,44.8,152,Renegotiate,-0.06,-0.15,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00162,Supplier 162,R003,121,5,31481,232158371.7,24.83,4.83,0,121,0,100.0,0.0,0.0,7355.87,228.9,7080.1,7640.9,3.11,0.0,100.0,14.47,45.9,100.0,44.78,153,Renegotiate,-0.25,0.31,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00006,Supplier 006,R007,121,5,30605,27358822.5,24.83,4.83,0,121,0,100.0,0.0,0.0,891.94,27.76,858.5,926.5,3.11,0.0,100.0,14.47,45.9,100.0,44.78,154,Renegotiate,-0.0,0.37,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00114,Supplier 114,R015,122,5,31886,58011640.2,24.8,4.8,0,122,0,100.0,0.0,0.0,1814.8,56.59,1747.3,1885.7,3.12,0.0,100.0,17.35,41.41,100.0,44.68,155,Renegotiate,-0.07,0.3,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00118,Supplier 118,R019,121,5,31957,73000644.5,24.84,4.84,0,121,0,100.0,0.0,0.0,2278.5,70.87,2191.7,2365.3,3.11,0.0,100.0,12.94,46.79,100.0,44.61,156,Renegotiate,0.0,0.28,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00098,Supplier 098,R019,122,5,36034,415673265.4,24.81,4.81,0,122,0,100.0,0.0,0.0,11514.9,359.0,11079.7,11957.3,3.12,0.0,100.0,15.84,41.88,100.0,44.45,157,Renegotiate,-0.06,-0.16,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00126,Supplier 126,R007,122,5,33550,107623825.0,24.81,4.81,0,122,0,100.0,0.0,0.0,3201.5,99.81,3080.5,3324.5,3.12,0.0,100.0,15.84,41.88,100.0,44.45,158,Renegotiate,-0.06,-0.15,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00186,Supplier 186,R007,122,5,34720,352520290.0,24.81,4.81,0,122,0,100.0,0.0,0.0,10129.34,315.8,9746.5,10518.5,3.12,0.0,100.0,15.84,41.88,100.0,44.45,159,Renegotiate,-0.06,-0.34,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00070,Supplier 070,R011,122,5,32668,271247469.6,24.81,4.81,0,122,0,100.0,0.0,0.0,8281.91,258.21,7968.9,8600.1,3.12,0.0,100.0,15.84,41.88,100.0,44.45,160,Renegotiate,-0.06,-0.16,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00122,Supplier 122,R003,122,5,32962,89849928.6,24.81,4.81,0,122,0,100.0,0.0,0.0,2739.64,85.41,2636.1,2844.9,3.12,0.0,100.0,15.84,41.88,100.0,44.45,160,Renegotiate,-0.19,-0.28,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00074,Supplier 074,R015,122,5,33106,290037105.4,24.81,4.81,0,122,0,100.0,0.0,0.0,8743.77,272.6,8413.3,9079.7,3.12,0.0,100.0,15.84,41.88,100.0,44.45,161,Renegotiate,0.06,0.34,0.0,0.0,0.0,2,Multiple Performance Issues,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00082,Supplier 082,R003,122,5,34332,333013706.4,24.83,4.83,0,122,0,100.0,0.0,0.0,9673.52,301.4,9302.1,10038.9,3.12,0.0,100.0,14.33,43.2,100.0,44.35,162,Renegotiate,-0.06,-0.25,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00106,Supplier 106,R007,122,5,30660,27447520.0,24.83,4.83,0,122,0,100.0,0.0,0.0,892.78,27.82,858.5,926.5,3.12,0.0,100.0,14.33,43.2,100.0,44.35,163,Renegotiate,-0.06,-0.25,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00058,Supplier 058,R019,122,5,31254,216277698.6,24.83,4.83,0,122,0,100.0,0.0,0.0,6900.65,215.01,6635.7,7161.3,3.12,0.0,100.0,14.33,43.2,100.0,44.35,164,Renegotiate,0.06,-0.12,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00146,Supplier 146,R007,123,5,36435,199986937.5,24.8,4.8,0,123,0,100.0,0.0,0.0,5512.5,172.17,5302.5,5722.5,3.12,0.0,100.0,17.2,38.15,100.0,44.16,165,Renegotiate,-0.12,-0.31,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00042,Supplier 042,R003,97,4,28077,142025880.1,24.73,4.73,0,97,0,100.0,0.0,0.0,5048.52,158.3,4858.1,5242.9,3.14,0.0,100.0,23.17,29.69,100.0,44.09,166,Renegotiate,0.08,0.09,0.0,0.0,0.0,2,Multiple Performance Issues,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00198,Supplier 198,R019,97,4,28809,332408222.9,24.73,4.73,0,97,0,100.0,0.0,0.0,11513.98,361.04,11079.7,11957.3,3.14,0.0,100.0,23.17,29.69,100.0,44.09,167,Renegotiate,-0.08,-0.79,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00050,Supplier 050,R011,120,5,36130,216155020.2,24.82,4.82,0,120,0,100.0,0.0,0.0,5970.71,186.57,5746.9,6202.1,3.12,0.0,100.0,14.6,37.03,100.0,43.47,168,Renegotiate,-0.13,-0.32,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00090,Supplier 090,R011,121,5,34969,368494569.3,24.79,4.79,0,121,0,100.0,0.0,0.0,10584.49,331.44,10190.9,10998.1,3.13,0.0,100.0,17.51,32.6,100.0,43.39,169,Renegotiate,-0.07,0.3,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00178,Supplier 178,R019,121,5,33567,307636427.9,24.81,4.81,0,121,0,100.0,0.0,0.0,9205.6,288.2,8857.7,9559.3,3.13,0.0,100.0,15.99,33.07,100.0,43.16,170,Renegotiate,-0.06,-0.16,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00154,Supplier 154,R015,121,5,30513,195341828.9,24.81,4.81,0,121,0,100.0,0.0,0.0,6434.47,201.44,6191.3,6681.7,3.13,0.0,100.0,15.99,33.07,100.0,43.16,171,Renegotiate,0.06,-0.22,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00022,Supplier 022,R003,121,5,32841,89565308.1,24.81,4.81,0,121,0,100.0,0.0,0.0,2739.64,85.77,2636.1,2844.9,3.13,0.0,100.0,15.99,33.07,100.0,43.16,172,Renegotiate,0.06,-0.22,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00150,Supplier 150,R011,121,5,36429,218009448.1,24.81,4.81,0,121,0,100.0,0.0,0.0,5972.62,186.98,5746.9,6202.1,3.13,0.0,100.0,15.99,33.07,100.0,43.16,173,Renegotiate,-0.06,-0.16,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00018,Supplier 018,R019,121,5,32607,74445473.9,24.81,4.81,0,121,0,100.0,0.0,0.0,2277.78,71.31,2191.7,2365.3,3.13,0.0,100.0,15.99,33.07,100.0,43.16,174,Renegotiate,-0.06,-0.16,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00130,Supplier 130,R011,121,5,33659,123710413.9,24.83,4.83,0,121,0,100.0,0.0,0.0,3665.65,114.69,3524.9,3804.1,3.13,0.0,100.0,14.47,34.41,100.0,43.05,175,Renegotiate,0.19,0.37,0.0,0.0,0.0,2,Multiple Performance Issues,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00170,Supplier 170,R011,121,5,32399,269030931.9,24.83,4.83,0,121,0,100.0,0.0,0.0,8287.11,259.28,7968.9,8600.1,3.13,0.0,100.0,14.47,34.41,100.0,43.05,176,Renegotiate,0.07,-0.13,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00182,Supplier 182,R003,122,5,34332,332629465.2,24.78,4.78,0,122,0,100.0,0.0,0.0,9664.46,303.21,9302.1,10038.9,3.14,0.0,100.0,18.87,28.51,100.0,43.05,177,Renegotiate,-0.0,-0.84,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00062,Supplier 062,R003,122,5,31892,235315886.0,24.8,4.8,0,122,0,100.0,0.0,0.0,7360.5,230.83,7080.1,7640.9,3.14,0.0,100.0,17.35,29.41,100.0,42.88,178,Renegotiate,0.0,-0.19,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00046,Supplier 046,R007,122,5,35990,197565375.0,24.8,4.8,0,122,0,100.0,0.0,0.0,5512.5,172.88,5302.5,5722.5,3.14,0.0,100.0,17.35,29.41,100.0,42.88,179,Renegotiate,0.12,0.31,0.0,0.0,0.0,2,Multiple Performance Issues,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00038,Supplier 038,R019,122,5,34664,159387884.0,24.8,4.8,0,122,0,100.0,0.0,0.0,4588.5,143.9,4413.7,4763.3,3.14,0.0,100.0,17.35,29.41,100.0,42.88,180,Renegotiate,-0.12,-0.32,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00194,Supplier 194,R015,122,5,35696,395473104.0,24.8,4.8,0,122,0,100.0,0.0,0.0,11056.5,346.74,10635.3,11477.7,3.14,0.0,100.0,17.35,29.41,100.0,42.88,181,Renegotiate,0.0,-0.19,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00174,Supplier 174,R015,123,5,33329,292054214.9,24.76,4.76,0,123,0,100.0,0.0,0.0,8743.79,274.82,8413.3,9079.7,3.14,0.0,100.0,20.2,24.71,100.0,42.75,182,Renegotiate,-0.06,-0.26,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00094,Supplier 094,R015,121,5,35353,391786024.5,24.98,4.98,0,121,0,100.0,0.0,0.0,11056.5,343.91,10635.3,11477.7,3.11,0.0,100.0,0.0,46.79,100.0,42.02,183,Renegotiate,-0.13,-0.5,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00110,Supplier 110,R011,121,5,31439,42353576.7,24.78,4.78,0,121,0,100.0,0.0,0.0,1353.65,42.65,1302.9,1406.1,3.15,0.0,100.0,19.03,19.64,100.0,41.75,184,Renegotiate,-0.13,-0.79,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00026,Supplier 026,R007,121,5,33125,106253612.5,24.78,4.78,0,121,0,100.0,0.0,0.0,3200.48,100.83,3080.5,3324.5,3.15,0.0,100.0,19.03,19.64,100.0,41.75,185,Renegotiate,-0.13,-0.8,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00158,Supplier 158,R019,121,5,30647,211795710.3,24.78,4.78,0,121,0,100.0,0.0,0.0,6894.16,217.2,6635.7,7161.3,3.15,0.0,100.0,19.03,19.64,100.0,41.75,186,Renegotiate,-0.0,0.27,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00086,Supplier 086,R007,121,5,34735,352801587.5,24.79,4.79,0,121,0,100.0,0.0,0.0,10132.5,319.08,9746.5,10518.5,3.15,0.0,100.0,17.51,20.56,100.0,41.59,187,Renegotiate,0.0,-0.19,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00014,Supplier 014,R015,98,4,25724,46841826.0,24.89,4.89,0,98,0,100.0,0.0,0.0,1816.5,57.08,1747.3,1885.7,3.14,0.0,100.0,8.82,25.13,100.0,40.53,188,Renegotiate,0.0,-0.47,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00002,Supplier 002,R003,121,5,30021,12951904.1,24.76,4.76,0,121,0,100.0,0.0,0.0,430.36,13.64,414.1,446.9,3.17,0.0,100.0,20.56,6.99,100.0,40.16,189,Renegotiate,-0.06,0.3,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00134,Supplier 134,R015,122,5,34426,141362021.4,24.9,4.9,0,122,0,100.0,0.0,0.0,4125.21,130.19,3969.3,4283.7,3.16,0.0,100.0,7.54,15.9,100.0,38.89,190,Critical Review,-0.06,0.03,0.0,0.0,0.0,1,One Performance Issue,Critical,Place supplier under formal review and shift critical purchase volume to better-performing suppliers.
