Attendance_ID,Employee_ID,Attendance_Date,Shift,Scheduled_Hours,Worked_Hours,Overtime_Hours,Status
AT00023178,E00179,2026-03-03,Morning,8,8,0,Present
AT00023179,E00180,2026-03-04,Night,8,9,1,Present
AT00023180,E00181,2026-03-05,Morning,8,6,0,Present
AT00023181,E00182,2026-03-06,Morning,8,7,0,Present
AT00023182,E00183,2026-03-07,Morning,8,8,0,Present
AT00023183,E00184,2026-03-08,Night,8,9,1,Present
AT00023184,E00185,2026-03-09,Night,8,6,0,Present
AT00023185,E00186,2026-03-10,Morning,8,7,0,Present
AT00023186,E00187,2026-03-11,Night,8,8,0,Present
AT00023187,E00188,2026-03-12,Morning,8,9,1,Present
AT00023188,E00189,2026-03-13,Night,8,6,0,Present
AT00023189,E00190,2026-03-14,Evening,8,7,0,Present
AT00023190,E00191,2026-03-15,Morning,8,8,0,Present
AT00023191,E00192,2026-03-16,Evening,8,9,1,Present
AT00023192,E00193,2026-03-17,Night,8,6,0,Present
AT00023193,E00194,2026-03-18,Night,8,7,0,Present
AT00023194,E00195,2026-03-19,Night,8,8,0,Present
AT00023195,E00196,2026-03-20,Evening,8,9,1,Present
AT00023196,E00197,2026-03-21,Night,8,6,0,Present
AT00023197,E00198,2026-03-22,Morning,8,7,0,Present
AT00023198,E00199,2026-03-23,Evening,8,8,0,Present
AT00023199,E00200,2026-03-24,Night,8,9,1,Present
AT00023200,E00201,2026-03-25,Morning,8,6,0,Present
AT00023201,E00202,2026-03-26,Evening,8,7,0,Present
AT00023202,E00203,2026-03-27,Morning,8,8,0,Present
AT00023203,E00204,2026-03-28,Morning,8,9,1,Present
AT00023204,E00205,2026-03-29,Evening,8,6,0,Present
AT00023205,E00206,2026-03-30,Morning,8,7,0,Present
AT00023206,E00207,2026-03-31,Evening,8,8,0,Present
AT00023207,E00208,2026-04-01,Evening,8,9,1,Present
AT00023208,E00209,2026-04-02,Evening,8,6,0,Present
AT00023209,E00210,2026-04-03,Night,8,7,0,Present
AT00023210,E00211,2026-04-04,Night,8,8,0,Present
AT00023211,E00212,2026-04-05,Morning,8,9,1,Present
AT00023212,E00213,2026-04-06,Morning,8,6,0,Present
AT00023213,E00214,2026-04-07,Evening,8,7,0,Present
AT00023214,E00215,2026-04-08,Evening,8,8,0,Present
AT00023215,E00216,2026-04-09,Evening,8,9,1,Present
AT00023216,E00217,2026-04-10,Morning,8,6,0,Present
AT00023217,E00218,2026-04-11,Night,8,7,0,Present
AT00023218,E00219,2026-04-12,Morning,8,8,0,Present
AT00023219,E00220,2026-04-13,Morning,8,9,1,Present
AT00023220,E00221,2026-04-14,Morning,8,6,0,Present
AT00023221,E00222,2026-04-15,Evening,8,7,0,Present
AT00023222,E00223,2026-04-16,Evening,8,8,0,Present
AT00023223,E00224,2026-04-17,Morning,8,9,1,Present
AT00023224,E00225,2026-04-18,Morning,8,6,0,Present
AT00023225,E00226,2026-04-19,Morning,8,7,0,Present
AT00023226,E00227,2026-04-20,Morning,8,8,0,Present
AT00023227,E00228,2026-04-21,Morning,8,9,1,Present
AT00023228,E00229,2026-04-22,Morning,8,6,0,Present
AT00023229,E00230,2026-04-23,Evening,8,7,0,Present
AT00023231,E00232,2026-04-25,Night,8,9,1,Present
AT00023232,E00233,2026-04-26,Morning,8,6,0,Present
AT00023233,E00234,2026-04-27,Evening,8,7,0,Present
AT00023234,E00235,2026-04-28,Morning,8,8,0,Present
AT00023235,E00236,2026-04-29,Night,8,9,1,Present
AT00023236,E00237,2026-04-30,Morning,8,6,0,Present
AT00023237,E00238,2026-05-01,Evening,8,7,0,Present
AT00023238,E00239,2026-05-02,Evening,8,8,0,Present
AT00023239,E00240,2026-05-03,Night,8,9,1,Present
AT00023240,E00241,2026-05-04,Morning,8,6,0,Present
AT00023241,E00242,2026-05-05,Evening,8,7,0,Present
AT00023242,E00243,2026-05-06,Morning,8,8,0,Present
AT00023243,E00244,2026-05-07,Night,8,9,1,Present
AT00023244,E00245,2026-05-08,Evening,8,6,0,Present
AT00023245,E00246,2026-05-09,Morning,8,7,0,Present
AT00023246,E00247,2026-05-10,Morning,8,8,0,Present
AT00023247,E00248,2026-05-11,Evening,8,9,1,Present
AT00023248,E00249,2026-05-12,Morning,8,6,0,Present
AT00023249,E00250,2026-05-13,Evening,8,7,0,Present
AT00023251,E00252,2026-05-15,Evening,8,9,1,Present
AT00023252,E00253,2026-05-16,Evening,8,6,0,Present
AT00023253,E00254,2026-05-17,Evening,8,7,0,Present
AT00023254,E00255,2026-05-18,Evening,8,8,0,Present
AT00023255,E00256,2026-05-19,Evening,8,9,1,Present
AT00023256,E00257,2026-05-20,Night,8,6,0,Present
AT00023257,E00258,2026-05-21,Evening,8,7,0,Present
AT00023258,E00259,2026-05-22,Evening,8,8,0,Present
AT00023259,E00260,2026-05-23,Night,8,9,1,Present
AT00023260,E00261,2026-05-24,Evening,8,6,0,Present
AT00023261,E00262,2026-05-25,Morning,8,7,0,Present
AT00023262,E00263,2026-05-26,Evening,8,8,0,Present
AT00023263,E00264,2026-05-27,Night,8,9,1,Present
AT00023264,E00265,2026-05-28,Evening,8,6,0,Present
AT00023265,E00266,2026-05-29,Evening,8,7,0,Present
AT00023266,E00267,2026-05-30,Evening,8,8,0,Present
AT00023267,E00268,2026-05-31,Morning,8,9,1,Present
AT00023268,E00269,2026-06-01,Evening,8,6,0,Present
AT00023269,E00270,2026-06-02,Night,8,7,0,Present
AT00023270,E00271,2026-06-03,Morning,8,8,0,Present
AT00023271,E00272,2026-06-04,Night,8,9,1,Present
AT00023272,E00273,2026-06-05,Night,8,6,0,Present
AT00023273,E00274,2026-06-06,Evening,8,7,0,Present
AT00023274,E00275,2026-06-07,Evening,8,8,0,Present
AT00023275,E00276,2026-06-08,Morning,8,9,1,Present
AT00023276,E00277,2026-06-09,Evening,8,6,0,Present
AT00023277,E00278,2026-06-10,Evening,8,7,0,Present
AT00023278,E00279,2026-06-11,Evening,8,8,0,Present
AT00023279,E00280,2026-06-12,Night,8,9,1,Present
AT00023280,E00281,2026-06-13,Night,8,6,0,Present
AT00023281,E00282,2026-06-14,Night,8,7,0,Present
AT00023282,E00283,2026-06-15,Evening,8,8,0,Present
AT00023283,E00284,2026-06-16,Evening,8,9,1,Present
AT00023284,E00285,2026-06-17,Morning,8,6,0,Present
AT00023285,E00286,2026-06-18,Night,8,7,0,Present
AT00023286,E00287,2026-06-19,Evening,8,8,0,Present
AT00023287,E00288,2026-06-20,Evening,8,9,1,Present
AT00023288,E00289,2026-06-21,Morning,8,6,0,Present
AT00023289,E00290,2026-06-22,Night,8,7,0,Present
AT00023290,E00291,2026-06-23,Evening,8,8,0,Present
AT00023291,E00292,2026-06-24,Morning,8,9,1,Present
AT00023292,E00293,2026-06-25,Night,8,6,0,Present
AT00023293,E00294,2026-06-26,Evening,8,7,0,Present
AT00023294,E00295,2026-06-27,Evening,8,8,0,Present
AT00023295,E00296,2026-06-28,Night,8,9,1,Present
AT00023296,E00297,2026-06-29,Morning,8,6,0,Present
AT00023297,E00298,2026-06-30,Night,8,7,0,Present
AT00023298,E00299,2026-07-01,Morning,8,8,0,Present
AT00023299,E00300,2026-07-02,Evening,8,9,1,Present
AT00023300,E00301,2026-07-03,Evening,8,6,0,Present
AT00023301,E00302,2026-07-04,Evening,8,7,0,Present
AT00023302,E00303,2026-07-05,Evening,8,8,0,Present
AT00023303,E00304,2026-07-06,Morning,8,9,1,Present
AT00023304,E00305,2026-07-07,Morning,8,6,0,Present
AT00023305,E00306,2026-07-08,Night,8,7,0,Present
AT00023306,E00307,2026-07-09,Night,8,8,0,Present
AT00023307,E00308,2026-07-10,Evening,8,9,1,Present
AT00023308,E00309,2026-07-11,Night,8,6,0,Present
AT00023309,E00310,2026-07-12,Night,8,7,0,Present
AT00023310,E00311,2026-07-13,Night,8,8,0,Present
AT00023311,E00312,2026-07-14,Night,8,9,1,Present
AT00023312,E00313,2026-07-15,Morning,8,6,0,Present
AT00023313,E00314,2026-07-16,Night,8,7,0,Present
AT00023314,E00315,2026-07-17,Night,8,8,0,Present
AT00023315,E00316,2026-07-18,Evening,8,9,1,Present
AT00023316,E00317,2026-07-19,Morning,8,6,0,Present
AT00023317,E00318,2026-07-20,Evening,8,7,0,Present
AT00023318,E00319,2026-07-21,Morning,8,8,0,Present
AT00023319,E00320,2026-07-22,Evening,8,9,1,Present
AT00023320,E00321,2026-07-23,Morning,8,6,0,Present
AT00023321,E00322,2026-07-24,Night,8,7,0,Present
AT00023322,E00323,2026-07-25,Morning,8,8,0,Present
AT00023323,E00324,2026-07-26,Night,8,9,1,Present
AT00023324,E00325,2026-07-27,Evening,8,6,0,Present
AT00023325,E00326,2026-07-28,Evening,8,7,0,Present
AT00023326,E00327,2026-07-29,Morning,8,8,0,Present
AT00023327,E00328,2026-07-30,Night,8,9,1,Present
AT00023328,E00329,2026-07-31,Evening,8,6,0,Present
AT00023329,E00330,2026-08-01,Evening,8,7,0,Present
AT00023330,E00331,2026-08-02,Night,8,8,0,Present
AT00023332,E00333,2026-08-04,Night,8,6,0,Present
AT00023333,E00334,2026-08-05,Morning,8,7,0,Present
AT00023334,E00335,2026-08-06,Evening,8,8,0,Present
AT00023335,E00336,2026-08-07,Morning,8,9,1,Present
AT00023336,E00337,2026-08-08,Night,8,6,0,Present
AT00023337,E00338,2026-08-09,Morning,8,7,0,Present
AT00023338,E00339,2026-08-10,Morning,8,8,0,Present
AT00023339,E00340,2026-08-11,Morning,8,9,1,Present
AT00023340,E00341,2026-08-12,Night,8,6,0,Present
AT00023341,E00342,2026-08-13,Morning,8,7,0,Present
AT00023342,E00343,2026-08-14,Evening,8,8,0,Present
AT00023343,E00344,2026-08-15,Evening,8,9,1,Present
AT00023344,E00345,2026-08-16,Morning,8,6,0,Present
AT00023345,E00346,2026-08-17,Morning,8,7,0,Present
AT00023346,E00347,2026-08-18,Evening,8,8,0,Present
AT00023347,E00348,2026-08-19,Night,8,9,1,Present
AT00023348,E00349,2026-08-20,Night,8,6,0,Present
AT00023349,E00350,2026-08-21,Morning,8,7,0,Present
AT00023350,E00351,2026-08-22,Night,8,8,0,Present
AT00023351,E00352,2026-08-23,Night,8,9,1,Present
AT00023352,E00353,2026-08-24,Morning,8,6,0,Present
AT00023353,E00354,2026-08-25,Night,8,7,0,Present
AT00023354,E00355,2026-08-26,Evening,8,8,0,Present
AT00023355,E00356,2026-08-27,Night,8,9,1,Present
AT00023356,E00357,2026-08-28,Evening,8,6,0,Present
AT00023357,E00358,2026-08-29,Evening,8,7,0,Present
AT00023358,E00359,2026-08-30,Morning,8,8,0,Present
AT00023359,E00360,2026-08-31,Evening,8,9,1,Present
AT00023360,E00361,2025-09-01,Night,8,6,0,Present
AT00023361,E00362,2025-09-02,Evening,8,7,0,Present
AT00023362,E00363,2025-09-03,Evening,8,8,0,Present
AT00023363,E00364,2025-09-04,Night,8,9,1,Present
AT00023364,E00365,2025-09-05,Night,8,6,0,Present
AT00023365,E00366,2025-09-06,Night,8,7,0,Present
AT00023366,E00367,2025-09-07,Night,8,8,0,Present
AT00023367,E00368,2025-09-08,Evening,8,9,1,Present
AT00023368,E00369,2025-09-09,Morning,8,6,0,Present
AT00023369,E00370,2025-09-10,Night,8,7,0,Present
AT00023370,E00371,2025-09-11,Evening,8,8,0,Present
AT00023371,E00372,2025-09-12,Morning,8,9,1,Present
AT00023372,E00373,2025-09-13,Evening,8,6,0,Present
AT00023373,E00374,2025-09-14,Evening,8,7,0,Present
AT00023374,E00375,2025-09-15,Evening,8,8,0,Present
AT00023375,E00376,2025-09-16,Night,8,9,1,Present
AT00023376,E00377,2025-09-17,Evening,8,6,0,Present
AT00023377,E00378,2025-09-18,Morning,8,7,0,Present
AT00023378,E00379,2025-09-19,Evening,8,8,0,Present
AT00023379,E00380,2025-09-20,Morning,8,9,1,Present
AT00023380,E00381,2025-09-21,Evening,8,6,0,Present
AT00023381,E00382,2025-09-22,Morning,8,7,0,Present
AT00023382,E00383,2025-09-23,Night,8,8,0,Present
AT00023383,E00384,2025-09-24,Morning,8,9,1,Present
AT00023384,E00385,2025-09-25,Morning,8,6,0,Present
AT00023385,E00386,2025-09-26,Night,8,7,0,Present
AT00023386,E00387,2025-09-27,Evening,8,8,0,Present
AT00023387,E00388,2025-09-28,Night,8,9,1,Present
AT00023388,E00389,2025-09-29,Night,8,6,0,Present
AT00023389,E00390,2025-09-30,Night,8,7,0,Present
AT00023390,E00391,2025-10-01,Night,8,8,0,Present
AT00023391,E00392,2025-10-02,Morning,8,9,1,Present
AT00023392,E00393,2025-10-03,Night,8,6,0,Present
AT00023393,E00394,2025-10-04,Morning,8,7,0,Present
AT00023394,E00395,2025-10-05,Evening,8,8,0,Present
AT00023395,E00396,2025-10-06,Morning,8,9,1,Present
AT00023396,E00397,2025-10-07,Evening,8,6,0,Present
AT00023397,E00398,2025-10-08,Evening,8,7,0,Present
AT00023398,E00399,2025-10-09,Evening,8,8,0,Present
AT00023399,E00400,2025-10-10,Morning,8,9,1,Present
AT00023400,E00401,2025-10-11,Night,8,6,0,Present
AT00023401,E00402,2025-10-12,Night,8,7,0,Present
AT00023402,E00403,2025-10-13,Evening,8,8,0,Present
AT00023403,E00404,2025-10-14,Evening,8,9,1,Present
AT00023404,E00405,2025-10-15,Morning,8,6,0,Present
AT00023405,E00406,2025-10-16,Morning,8,7,0,Present
AT00023406,E00407,2025-10-17,Night,8,8,0,Present
AT00023407,E00408,2025-10-18,Morning,8,9,1,Present
AT00023408,E00409,2025-10-19,Evening,8,6,0,Present
AT00023409,E00410,2025-10-20,Evening,8,7,0,Present
AT00023410,E00411,2025-10-21,Night,8,8,0,Present
AT00023411,E00412,2025-10-22,Morning,8,9,1,Present
AT00023412,E00413,2025-10-23,Night,8,6,0,Present
AT00023413,E00414,2025-10-24,Evening,8,7,0,Present
AT00023414,E00415,2025-10-25,Night,8,8,0,Present
AT00023415,E00416,2025-10-26,Morning,8,9,1,Present
AT00023416,E00417,2025-10-27,Night,8,6,0,Present
AT00023417,E00418,2025-10-28,Morning,8,7,0,Present
AT00023418,E00419,2025-10-29,Evening,8,8,0,Present
AT00023419,E00420,2025-10-30,Night,8,9,1,Present
AT00023420,E00421,2025-10-31,Morning,8,6,0,Present
AT00023421,E00422,2025-11-01,Night,8,7,0,Present
AT00023422,E00423,2025-11-02,Evening,8,8,0,Present
AT00023423,E00424,2025-11-03,Night,8,9,1,Present
AT00023424,E00425,2025-11-04,Morning,8,6,0,Present
AT00023425,E00426,2025-11-05,Evening,8,7,0,Present
AT00023426,E00427,2025-11-06,Night,8,8,0,Present
AT00023427,E00428,2025-11-07,Morning,8,9,1,Present
AT00023428,E00429,2025-11-08,Night,8,6,0,Present
AT00023429,E00430,2025-11-09,Evening,8,7,0,Present
AT00023430,E00431,2025-11-10,Evening,8,8,0,Present
AT00023431,E00432,2025-11-11,Evening,8,9,1,Present
AT00023433,E00434,2025-11-13,Night,8,7,0,Present
AT00023434,E00435,2025-11-14,Evening,8,8,0,Present
AT00023435,E00436,2025-11-15,Morning,8,9,1,Present
AT00023436,E00437,2025-11-16,Evening,8,6,0,Present
AT00023437,E00438,2025-11-17,Night,8,7,0,Present
AT00023438,E00439,2025-11-18,Night,8,8,0,Present
AT00023439,E00440,2025-11-19,Night,8,9,1,Present
AT00023440,E00441,2025-11-20,Evening,8,6,0,Present
AT00023441,E00442,2025-11-21,Night,8,7,0,Present
AT00023442,E00443,2025-11-22,Night,8,8,0,Present
AT00023443,E00444,2025-11-23,Morning,8,9,1,Present
AT00023444,E00445,2025-11-24,Night,8,6,0,Present
AT00023445,E00446,2025-11-25,Morning,8,7,0,Present
AT00023446,E00447,2025-11-26,Morning,8,8,0,Present
AT00023447,E00448,2025-11-27,Evening,8,9,1,Present
AT00023448,E00449,2025-11-28,Morning,8,6,0,Present
AT00023449,E00450,2025-11-29,Morning,8,7,0,Present
AT00023450,E00451,2025-11-30,Morning,8,8,0,Present
AT00023451,E00452,2025-12-01,Evening,8,9,1,Present
AT00023452,E00453,2025-12-02,Morning,8,6,0,Present
AT00023453,E00454,2025-12-03,Evening,8,7,0,Present
AT00023454,E00455,2025-12-04,Morning,8,8,0,Present
AT00023455,E00456,2025-12-05,Night,8,9,1,Present
AT00023456,E00457,2025-12-06,Night,8,6,0,Present
AT00023457,E00458,2025-12-07,Night,8,7,0,Present
AT00023458,E00459,2025-12-08,Morning,8,8,0,Present
AT00023459,E00460,2025-12-09,Evening,8,9,1,Present
AT00023460,E00461,2025-12-10,Night,8,6,0,Present
AT00023461,E00462,2025-12-11,Morning,8,7,0,Present
AT00023462,E00463,2025-12-12,Night,8,8,0,Present
AT00023463,E00464,2025-12-13,Night,8,9,1,Present
AT00023464,E00465,2025-12-14,Night,8,6,0,Present
AT00023465,E00466,2025-12-15,Night,8,7,0,Present
AT00023466,E00467,2025-12-16,Evening,8,8,0,Present
AT00023467,E00468,2025-12-17,Evening,8,9,1,Present
AT00023468,E00469,2025-12-18,Evening,8,6,0,Present
AT00023469,E00470,2025-12-19,Evening,8,7,0,Present
AT00023470,E00471,2025-12-20,Night,8,8,0,Present
AT00023471,E00472,2025-12-21,Night,8,9,1,Present
AT00023472,E00473,2025-12-22,Night,8,6,0,Present
AT00023473,E00474,2025-12-23,Morning,8,7,0,Present
AT00023474,E00475,2025-12-24,Morning,8,8,0,Present
AT00023475,E00476,2025-12-25,Evening,8,9,1,Present
AT00023476,E00477,2025-12-26,Evening,8,6,0,Present
AT00023477,E00478,2025-12-27,Night,8,7,0,Present
AT00023478,E00479,2025-12-28,Night,8,8,0,Present
AT00023479,E00480,2025-12-29,Morning,8,9,1,Present
AT00023480,E00481,2025-12-30,Night,8,6,0,Present
AT00023481,E00482,2025-12-31,Evening,8,7,0,Present
AT00023482,E00483,2026-01-01,Evening,8,8,0,Present
AT00023483,E00484,2026-01-02,Night,8,9,1,Present
AT00023484,E00485,2026-01-03,Night,8,6,0,Present
AT00023485,E00486,2026-01-04,Night,8,7,0,Present
AT00023486,E00487,2026-01-05,Morning,8,8,0,Present
AT00023487,E00488,2026-01-06,Evening,8,9,1,Present
AT00023488,E00489,2026-01-07,Morning,8,6,0,Present
AT00023489,E00490,2026-01-08,Morning,8,7,0,Present
AT00023490,E00491,2026-01-09,Night,8,8,0,Present
AT00023491,E00492,2026-01-10,Morning,8,9,1,Present
AT00023492,E00493,2026-01-11,Morning,8,6,0,Present
AT00023493,E00494,2026-01-12,Night,8,7,0,Present
AT00023494,E00495,2026-01-13,Night,8,8,0,Present
AT00023495,E00496,2026-01-14,Night,8,9,1,Present
AT00023496,E00497,2026-01-15,Evening,8,6,0,Present
AT00023497,E00498,2026-01-16,Evening,8,7,0,Present
AT00023498,E00499,2026-01-17,Night,8,8,0,Present
AT00023499,E00500,2026-01-18,Morning,8,9,1,Present
AT00023500,E00001,2026-01-19,Night,8,6,0,Present
AT00023501,E00002,2026-01-20,Night,8,7,0,Present
AT00023502,E00003,2026-01-21,Night,8,8,0,Present
AT00023503,E00004,2026-01-22,Evening,8,9,1,Present
AT00023504,E00005,2026-01-23,Night,8,6,0,Present
AT00023505,E00006,2026-01-24,Evening,8,7,0,Present
AT00023506,E00007,2026-01-25,Evening,8,8,0,Present
AT00023507,E00008,2026-01-26,Night,8,9,1,Present
AT00023508,E00009,2026-01-27,Morning,8,6,0,Present
AT00023509,E00010,2026-01-28,Night,8,7,0,Present
AT00023510,E00011,2026-01-29,Morning,8,8,0,Present
AT00023511,E00012,2026-01-30,Morning,8,9,1,Present
AT00023512,E00013,2026-01-31,Evening,8,6,0,Present
AT00023513,E00014,2026-02-01,Night,8,7,0,Present
AT00023514,E00015,2026-02-02,Morning,8,8,0,Present
AT00023515,E00016,2026-02-03,Night,8,9,1,Present
AT00023516,E00017,2026-02-04,Night,8,6,0,Present
AT00023517,E00018,2026-02-05,Evening,8,7,0,Present
AT00023518,E00019,2026-02-06,Morning,8,8,0,Present
AT00023519,E00020,2026-02-07,Evening,8,9,1,Present
AT00023520,E00021,2026-02-08,Evening,8,6,0,Present
AT00023521,E00022,2026-02-09,Night,8,7,0,Present
AT00023522,E00023,2026-02-10,Night,8,8,0,Present
AT00023523,E00024,2026-02-11,Morning,8,9,1,Present
AT00023524,E00025,2026-02-12,Morning,8,6,0,Present
AT00023525,E00026,2026-02-13,Night,8,7,0,Present
AT00023526,E00027,2026-02-14,Evening,8,8,0,Present
AT00023527,E00028,2026-02-15,Evening,8,9,1,Present
AT00023528,E00029,2026-02-16,Night,8,6,0,Present
AT00023529,E00030,2026-02-17,Evening,8,7,0,Present
AT00023530,E00031,2026-02-18,Morning,8,8,0,Present
AT00023531,E00032,2026-02-19,Night,8,9,1,Present
AT00023532,E00033,2026-02-20,Evening,8,6,0,Present
AT00023534,E00035,2026-02-22,Night,8,8,0,Present
AT00023535,E00036,2026-02-23,Morning,8,9,1,Present
AT00023536,E00037,2026-02-24,Evening,8,6,0,Present
AT00023537,E00038,2026-02-25,Morning,8,7,0,Present
AT00023538,E00039,2026-02-26,Night,8,8,0,Present
AT00023539,E00040,2026-02-27,Night,8,9,1,Present
AT00023540,E00041,2026-02-28,Morning,8,6,0,Present
AT00023541,E00042,2026-03-01,Night,8,7,0,Present
AT00023542,E00043,2026-03-02,Evening,8,8,0,Present
AT00023543,E00044,2026-03-03,Morning,8,9,1,Present
AT00023544,E00045,2026-03-04,Evening,8,6,0,Present
AT00023545,E00046,2026-03-05,Evening,8,7,0,Present
AT00023546,E00047,2026-03-06,Night,8,8,0,Present
AT00023547,E00048,2026-03-07,Evening,8,9,1,Present
AT00023548,E00049,2026-03-08,Evening,8,6,0,Present
AT00023549,E00050,2026-03-09,Evening,8,7,0,Present
AT00023550,E00051,2026-03-10,Morning,8,8,0,Present
AT00023551,E00052,2026-03-11,Evening,8,9,1,Present
AT00023552,E00053,2026-03-12,Morning,8,6,0,Present
AT00023553,E00054,2026-03-13,Night,8,7,0,Present
AT00023554,E00055,2026-03-14,Morning,8,8,0,Present
AT00023555,E00056,2026-03-15,Night,8,9,1,Present
AT00023556,E00057,2026-03-16,Morning,8,6,0,Present
AT00023557,E00058,2026-03-17,Evening,8,7,0,Present
AT00023558,E00059,2026-03-18,Night,8,8,0,Present
AT00023559,E00060,2026-03-19,Night,8,9,1,Present
AT00023560,E00061,2026-03-20,Evening,8,6,0,Present
AT00023561,E00062,2026-03-21,Evening,8,7,0,Present
AT00023562,E00063,2026-03-22,Morning,8,8,0,Present
AT00023563,E00064,2026-03-23,Evening,8,9,1,Present
AT00023564,E00065,2026-03-24,Night,8,6,0,Present
AT00023565,E00066,2026-03-25,Morning,8,7,0,Present
AT00023566,E00067,2026-03-26,Morning,8,8,0,Present
AT00023567,E00068,2026-03-27,Night,8,9,1,Present
AT00023568,E00069,2026-03-28,Morning,8,6,0,Present
AT00023569,E00070,2026-03-29,Evening,8,7,0,Present
AT00023570,E00071,2026-03-30,Morning,8,8,0,Present
AT00023571,E00072,2026-03-31,Evening,8,9,1,Present
AT00023572,E00073,2026-04-01,Night,8,6,0,Present
AT00023573,E00074,2026-04-02,Evening,8,7,0,Present
AT00023574,E00075,2026-04-03,Morning,8,8,0,Present
AT00023575,E00076,2026-04-04,Evening,8,9,1,Present
AT00023576,E00077,2026-04-05,Night,8,6,0,Present
AT00023577,E00078,2026-04-06,Night,8,7,0,Present
AT00023578,E00079,2026-04-07,Night,8,8,0,Present
AT00023579,E00080,2026-04-08,Morning,8,9,1,Present
AT00023580,E00081,2026-04-09,Evening,8,6,0,Present
AT00023581,E00082,2026-04-10,Night,8,7,0,Present
AT00023582,E00083,2026-04-11,Morning,8,8,0,Present
AT00023583,E00084,2026-04-12,Night,8,9,1,Present
AT00023584,E00085,2026-04-13,Night,8,6,0,Present
AT00023585,E00086,2026-04-14,Night,8,7,0,Present
AT00023586,E00087,2026-04-15,Evening,8,8,0,Present
AT00023587,E00088,2026-04-16,Morning,8,9,1,Present
AT00023588,E00089,2026-04-17,Evening,8,6,0,Present
AT00023589,E00090,2026-04-18,Morning,8,7,0,Present
AT00023590,E00091,2026-04-19,Evening,8,8,0,Present
AT00023591,E00092,2026-04-20,Night,8,9,1,Present
AT00023592,E00093,2026-04-21,Evening,8,6,0,Present
AT00023593,E00094,2026-04-22,Night,8,7,0,Present
AT00023594,E00095,2026-04-23,Night,8,8,0,Present
AT00023595,E00096,2026-04-24,Evening,8,9,1,Present
AT00023596,E00097,2026-04-25,Night,8,6,0,Present
AT00023597,E00098,2026-04-26,Morning,8,7,0,Present
AT00023598,E00099,2026-04-27,Morning,8,8,0,Present
AT00023599,E00100,2026-04-28,Night,8,9,1,Present
AT00023600,E00101,2026-04-29,Evening,8,6,0,Present
AT00023601,E00102,2026-04-30,Evening,8,7,0,Present
AT00023602,E00103,2026-05-01,Night,8,8,0,Present
AT00023603,E00104,2026-05-02,Night,8,9,1,Present
AT00023604,E00105,2026-05-03,Morning,8,6,0,Present
AT00023605,E00106,2026-05-04,Night,8,7,0,Present
AT00023606,E00107,2026-05-05,Morning,8,8,0,Present
AT00023607,E00108,2026-05-06,Morning,8,9,1,Present
AT00023608,E00109,2026-05-07,Night,8,6,0,Present
AT00023609,E00110,2026-05-08,Evening,8,7,0,Present
AT00023610,E00111,2026-05-09,Evening,8,8,0,Present
AT00023611,E00112,2026-05-10,Morning,8,9,1,Present
AT00023612,E00113,2026-05-11,Night,8,6,0,Present
AT00023613,E00114,2026-05-12,Morning,8,7,0,Present
AT00023614,E00115,2026-05-13,Night,8,8,0,Present
AT00023615,E00116,2026-05-14,Evening,8,9,1,Present
AT00023616,E00117,2026-05-15,Night,8,6,0,Present
AT00023617,E00118,2026-05-16,Evening,8,7,0,Present
AT00023618,E00119,2026-05-17,Evening,8,8,0,Present
AT00023619,E00120,2026-05-18,Night,8,9,1,Present
AT00023620,E00121,2026-05-19,Morning,8,6,0,Present
AT00023621,E00122,2026-05-20,Morning,8,7,0,Present
AT00023622,E00123,2026-05-21,Morning,8,8,0,Present
AT00023623,E00124,2026-05-22,Morning,8,9,1,Present
AT00023624,E00125,2026-05-23,Morning,8,6,0,Present
AT00023625,E00126,2026-05-24,Night,8,7,0,Present
AT00023626,E00127,2026-05-25,Morning,8,8,0,Present
AT00023627,E00128,2026-05-26,Night,8,9,1,Present
AT00023628,E00129,2026-05-27,Night,8,6,0,Present
AT00023629,E00130,2026-05-28,Evening,8,7,0,Present
AT00023630,E00131,2026-05-29,Night,8,8,0,Present
AT00023631,E00132,2026-05-30,Night,8,9,1,Present
AT00023632,E00133,2026-05-31,Evening,8,6,0,Present
AT00023633,E00134,2026-06-01,Morning,8,7,0,Present
AT00023635,E00136,2026-06-03,Night,8,9,1,Present
AT00023636,E00137,2026-06-04,Morning,8,6,0,Present
AT00023637,E00138,2026-06-05,Evening,8,7,0,Present
AT00023638,E00139,2026-06-06,Evening,8,8,0,Present
AT00023639,E00140,2026-06-07,Evening,8,9,1,Present
AT00023640,E00141,2026-06-08,Evening,8,6,0,Present
AT00023641,E00142,2026-06-09,Morning,8,7,0,Present
AT00023642,E00143,2026-06-10,Night,8,8,0,Present
AT00023643,E00144,2026-06-11,Night,8,9,1,Present
AT00023644,E00145,2026-06-12,Night,8,6,0,Present
AT00023645,E00146,2026-06-13,Morning,8,7,0,Present
AT00023646,E00147,2026-06-14,Evening,8,8,0,Present
AT00023647,E00148,2026-06-15,Night,8,9,1,Present
AT00023648,E00149,2026-06-16,Morning,8,6,0,Present
AT00023649,E00150,2026-06-17,Night,8,7,0,Present
AT00023650,E00151,2026-06-18,Evening,8,8,0,Present
AT00023651,E00152,2026-06-19,Night,8,9,1,Present
AT00023652,E00153,2026-06-20,Evening,8,6,0,Present
AT00023653,E00154,2026-06-21,Night,8,7,0,Present
