Return_ID,Order_ID,Order_Item_ID,Customer_ID,Product_ID,Return_Date,Return_Quantity,Refund_Amount,Reason,Status
RT0007798,O0001375,OI00101375,C001376,P00376,2025-10-19,1,988.9867220049988,Late delivery,Pending
RT0007799,O0001388,OI00101388,C001389,P00389,2025-11-02,1,1154.1202847617967,Wrong item,Pending
RT0007800,O0001401,OI00101401,C001402,P00402,2025-11-16,1,48.995672466302686,Wrong item,Refunded
RT0007801,O0001414,OI00101414,C001415,P00415,2025-11-30,1,214.12923522310064,Wrong item,Pending
RT0007802,O0001427,OI00101427,C001428,P00428,2025-12-14,1,379.2627979798986,Late delivery,Pending
RT0007803,O0001440,OI00101440,C001441,P00441,2025-12-28,1,544.3963607366966,Changed mind,Pending
RT0007804,O0001453,OI00101453,C001454,P00454,2026-01-11,1,709.5299234934945,Damaged,Pending
RT0007805,O0001466,OI00101466,C001467,P00467,2026-01-25,1,874.6634862502924,Wrong item,Refunded
RT0007806,O0001479,OI00101479,C001480,P00480,2026-02-08,1,1039.7970490070904,Changed mind,Refunded
RT0007807,O0001492,OI00101492,C001493,P00493,2026-02-22,1,1204.9306117638882,Changed mind,Pending
RT0007808,O0001505,OI00101505,C001506,P00506,2026-03-08,1,99.80599946839436,Wrong item,Refunded
RT0007809,O0001518,OI00101518,C001519,P00519,2026-03-22,1,264.93956222519233,Changed mind,Refunded
RT0007810,O0001531,OI00101531,C001532,P00532,2026-04-05,1,430.0731249819903,Wrong item,Rejected
RT0007811,O0001544,OI00101544,C001545,P00545,2026-04-19,1,595.2066877387882,Quality issue,Rejected
RT0007812,O0001557,OI00101557,C001558,P00558,2026-05-03,1,760.3402504955861,Damaged,Refunded
RT0007813,O0001570,OI00101570,C001571,P00571,2026-05-17,1,925.4738132523842,Damaged,Refunded
RT0007814,O0001583,OI00101583,C001584,P00584,2026-05-31,1,1090.607376009182,Wrong item,Rejected
RT0007815,O0001596,OI00101596,C001597,P00597,2026-06-14,1,1255.74093876598,Changed mind,Refunded
RT0007816,O0001609,OI00101609,C001610,P00610,2026-06-28,1,150.61632647048603,Damaged,Pending
RT0007817,O0001622,OI00101622,C001623,P00623,2026-07-12,1,315.749889227284,Wrong item,Rejected
RT0007818,O0001635,OI00101635,C001636,P00636,2026-07-26,1,480.88345198408194,Quality issue,Pending
RT0007819,O0001648,OI00101648,C001649,P00649,2026-08-09,1,646.0170147408799,Changed mind,Refunded
RT0007820,O0001661,OI00101661,C001662,P00662,2026-08-23,1,811.1505774976779,Wrong item,Refunded
RT0007821,O0001674,OI00101674,C001675,P00675,2025-09-06,1,976.2841402544758,Quality issue,Pending
RT0007822,O0001687,OI00101687,C001688,P00688,2025-09-20,1,1141.4177030112735,Late delivery,Rejected
RT0007823,O0001700,OI00101700,C001701,P00701,2025-10-04,1,36.29309071577977,Changed mind,Pending
RT0007824,O0001713,OI00101713,C001714,P00714,2025-10-18,1,201.42665347257773,Damaged,Rejected
RT0007825,O0001726,OI00101726,C001727,P00727,2025-11-01,1,366.56021622937567,Changed mind,Refunded
RT0007826,O0001739,OI00101739,C001740,P00740,2025-11-15,1,531.6937789861736,Quality issue,Pending
RT0007827,O0001752,OI00101752,C001753,P00753,2025-11-29,1,696.8273417429716,Changed mind,Pending
RT0007828,O0001765,OI00101765,C001766,P00766,2025-12-13,1,861.9609044997695,Late delivery,Rejected
RT0007829,O0001778,OI00101778,C001779,P00779,2025-12-27,1,1027.0944672565674,Late delivery,Pending
RT0007830,O0001791,OI00101791,C001792,P00792,2026-01-10,1,1192.2280300133657,Late delivery,Pending
RT0007831,O0001804,OI00101804,C001805,P00805,2026-01-24,1,87.10341771787145,Quality issue,Rejected
RT0007832,O0001817,OI00101817,C001818,P00818,2026-02-07,1,252.2369804746694,Wrong item,Refunded
RT0007833,O0001830,OI00101830,C001831,P00831,2026-02-21,1,417.37054323146737,Wrong item,Rejected
RT0007834,O0001843,OI00101843,C001844,P00844,2026-03-07,1,582.5041059882653,Quality issue,Pending
RT0007835,O0001856,OI00101856,C001857,P00857,2026-03-21,1,747.6376687450633,Late delivery,Pending
RT0007836,O0001869,OI00101869,C001870,P00870,2026-04-04,1,912.7712315018612,Quality issue,Refunded
RT0007837,O0001882,OI00101882,C001883,P00883,2026-04-18,1,1077.9047942586592,Late delivery,Refunded
RT0007838,O0001895,OI00101895,C001896,P00896,2026-05-02,1,1243.038357015457,Wrong item,Refunded
RT0007839,O0001908,OI00101908,C001909,P00909,2026-05-16,1,137.91374471996312,Quality issue,Pending
RT0007840,O0001921,OI00101921,C001922,P00922,2026-05-30,1,303.0473074767611,Changed mind,Rejected
RT0007841,O0001934,OI00101934,C001935,P00935,2026-06-13,1,468.180870233559,Damaged,Rejected
RT0007842,O0001947,OI00101947,C001948,P00948,2026-06-27,1,633.314432990357,Late delivery,Pending
RT0007843,O0001960,OI00101960,C001961,P00961,2026-07-11,1,798.4479957471549,Changed mind,Rejected
RT0007844,O0001973,OI00101973,C001974,P00974,2026-07-25,1,963.5815585039528,Quality issue,Pending
RT0007845,O0001986,OI00101986,C001987,P00987,2026-08-08,1,1128.7151212607507,Damaged,Refunded
RT0007846,O0001999,OI00101999,C002000,P01000,2026-08-22,1,1293.8486840175487,Wrong item,Pending
RT0007847,O0002012,OI00102012,C002013,P00013,2025-09-05,1,188.7240717220548,Late delivery,Rejected
RT0007848,O0002025,OI00102025,C002026,P00026,2025-09-19,1,353.8576344788528,Wrong item,Rejected
RT0007849,O0002038,OI00102038,C002039,P00039,2025-10-03,1,518.9911972356507,Wrong item,Refunded
RT0007850,O0002051,OI00102051,C002052,P00052,2025-10-17,1,684.1247599924486,Changed mind,Rejected
RT0007851,O0002064,OI00102064,C002065,P00065,2025-10-31,1,849.2583227492466,Quality issue,Pending
RT0007852,O0002077,OI00102077,C002078,P00078,2025-11-14,1,1014.3918855060446,Late delivery,Refunded
RT0007853,O0002090,OI00102090,C002091,P00091,2025-11-28,1,1179.5254482628425,Changed mind,Rejected
RT0007854,O0002103,OI00102103,C002104,P00104,2025-12-12,1,74.40083596734853,Changed mind,Rejected
RT0007855,O0002116,OI00102116,C002117,P00117,2025-12-26,1,239.53439872414648,Changed mind,Rejected
RT0007856,O0002129,OI00102129,C002130,P00130,2026-01-09,1,404.6679614809444,Changed mind,Rejected
RT0007857,O0002142,OI00102142,C002143,P00143,2026-01-23,1,569.8015242377423,Damaged,Refunded
RT0007858,O0002155,OI00102155,C002156,P00156,2026-02-06,1,734.9350869945404,Damaged,Rejected
RT0007859,O0002168,OI00102168,C002169,P00169,2026-02-20,1,900.0686497513383,Late delivery,Rejected
RT0007860,O0002181,OI00102181,C002182,P00182,2026-03-06,1,1065.2022125081362,Late delivery,Pending
RT0007861,O0002194,OI00102194,C002195,P00195,2026-03-20,1,1230.3357752649342,Late delivery,Rejected
RT0007862,O0002207,OI00102207,C002208,P00208,2026-04-03,1,125.2111629694402,Wrong item,Pending
RT0007863,O0002220,OI00102220,C002221,P00221,2026-04-17,1,290.3447257262381,Late delivery,Rejected
RT0007864,O0002233,OI00102233,C002234,P00234,2026-05-01,1,455.4782884830361,Damaged,Pending
RT0007865,O0002246,OI00102246,C002247,P00247,2026-05-15,1,620.6118512398341,Damaged,Rejected
RT0007866,O0002259,OI00102259,C002260,P00260,2026-05-29,1,785.745413996632,Late delivery,Rejected
RT0007867,O0002272,OI00102272,C002273,P00273,2026-06-12,1,950.87897675343,Changed mind,Pending
RT0007868,O0002285,OI00102285,C002286,P00286,2026-06-26,1,1116.012539510228,Quality issue,Refunded
RT0007869,O0002298,OI00102298,C002299,P00299,2026-07-10,1,1281.1461022670258,Changed mind,Rejected
RT0007870,O0002311,OI00102311,C002312,P00312,2026-07-24,1,176.02148997153188,Wrong item,Refunded
RT0007871,O0002324,OI00102324,C002325,P00325,2026-08-07,1,341.15505272832985,Damaged,Refunded
RT0007872,O0002337,OI00102337,C002338,P00338,2026-08-21,1,506.28861548512776,Late delivery,Refunded
RT0007873,O0002350,OI00102350,C002351,P00351,2025-09-04,1,671.4221782419257,Damaged,Pending
RT0007874,O0002363,OI00102363,C002364,P00364,2025-09-18,1,836.5557409987236,Quality issue,Rejected
RT0007875,O0002376,OI00102376,C002377,P00377,2025-10-02,1,1001.6893037555216,Changed mind,Refunded
RT0007876,O0002389,OI00102389,C002390,P00390,2025-10-16,1,1166.8228665123197,Quality issue,Pending
RT0007877,O0002402,OI00102402,C002403,P00403,2025-10-30,1,61.69825421682561,Damaged,Pending
RT0007878,O0002415,OI00102415,C002416,P00416,2025-11-13,1,226.83181697362355,Changed mind,Refunded
RT0007879,O0002428,OI00102428,C002429,P00429,2025-11-27,1,391.9653797304215,Wrong item,Refunded
RT0007880,O0002441,OI00102441,C002442,P00442,2025-12-11,1,557.0989424872195,Damaged,Rejected
RT0007881,O0002454,OI00102454,C002455,P00455,2025-12-25,1,722.2325052440174,Quality issue,Rejected
RT0007882,O0002467,OI00102467,C002468,P00468,2026-01-08,1,887.3660680008154,Late delivery,Rejected
RT0007883,O0002480,OI00102480,C002481,P00481,2026-01-22,1,1052.4996307576132,Damaged,Pending
RT0007884,O0002493,OI00102493,C002494,P00494,2026-02-05,1,1217.6331935144112,Changed mind,Refunded
RT0007885,O0002506,OI00102506,C002507,P00507,2026-02-19,1,112.50858121891729,Late delivery,Rejected
RT0007886,O0002519,OI00102519,C002520,P00520,2026-03-05,1,277.6421439757152,Quality issue,Rejected
RT0007887,O0002532,OI00102532,C002533,P00533,2026-03-19,1,442.7757067325132,Damaged,Rejected
RT0007888,O0002545,OI00102545,C002546,P00546,2026-04-02,1,607.9092694893111,Late delivery,Pending
RT0007889,O0002558,OI00102558,C002559,P00559,2026-04-16,1,773.0428322461091,Quality issue,Rejected
RT0007890,O0002571,OI00102571,C002572,P00572,2026-04-30,1,938.176395002907,Late delivery,Rejected
RT0007891,O0002584,OI00102584,C002585,P00585,2026-05-14,1,1103.309957759705,Late delivery,Rejected
RT0007892,O0002597,OI00102597,C002598,P00598,2026-05-28,1,1268.443520516503,Quality issue,Refunded
RT0007893,O0002610,OI00102610,C002611,P00611,2026-06-11,1,163.31890822100897,Quality issue,Refunded
RT0007894,O0002623,OI00102623,C002624,P00624,2026-06-25,1,328.4524709778069,Late delivery,Rejected
RT0007895,O0002636,OI00102636,C002637,P00637,2026-07-09,1,493.5860337346049,Damaged,Pending
RT0007896,O0002649,OI00102649,C002650,P00650,2026-07-23,1,658.7195964914029,Quality issue,Pending
RT0007897,O0002662,OI00102662,C002663,P00663,2026-08-06,1,823.8531592482008,Changed mind,Pending
RT0007898,O0002675,OI00102675,C002676,P00676,2026-08-20,1,988.9867220049988,Changed mind,Refunded
RT0007899,O0002688,OI00102688,C002689,P00689,2025-09-03,1,1154.1202847617967,Quality issue,Refunded
RT0007900,O0002701,OI00102701,C002702,P00702,2025-09-17,1,48.995672466302686,Changed mind,Pending
RT0007901,O0002714,OI00102714,C002715,P00715,2025-10-01,1,214.12923522310064,Wrong item,Rejected
RT0007902,O0002727,OI00102727,C002728,P00728,2025-10-15,1,379.2627979798986,Late delivery,Pending
RT0007903,O0002740,OI00102740,C002741,P00741,2025-10-29,1,544.3963607366966,Damaged,Rejected
RT0007904,O0002753,OI00102753,C002754,P00754,2025-11-12,1,709.5299234934945,Late delivery,Rejected
RT0007905,O0002766,OI00102766,C002767,P00767,2025-11-26,1,874.6634862502924,Damaged,Refunded
RT0007906,O0002779,OI00102779,C002780,P00780,2025-12-10,1,1039.7970490070904,Quality issue,Pending
RT0007907,O0002792,OI00102792,C002793,P00793,2025-12-24,1,1204.9306117638882,Wrong item,Refunded
RT0007908,O0002805,OI00102805,C002806,P00806,2026-01-07,1,99.80599946839436,Changed mind,Rejected
RT0007909,O0002818,OI00102818,C002819,P00819,2026-01-21,1,264.93956222519233,Damaged,Rejected
RT0007910,O0002831,OI00102831,C002832,P00832,2026-02-04,1,430.0731249819903,Damaged,Refunded
RT0007911,O0002844,OI00102844,C002845,P00845,2026-02-18,1,595.2066877387882,Changed mind,Refunded
RT0007912,O0002857,OI00102857,C002858,P00858,2026-03-04,1,760.3402504955861,Changed mind,Rejected
RT0007913,O0002870,OI00102870,C002871,P00871,2026-03-18,1,925.4738132523842,Quality issue,Refunded
RT0007914,O0002883,OI00102883,C002884,P00884,2026-04-01,1,1090.607376009182,Wrong item,Refunded
RT0007915,O0002896,OI00102896,C002897,P00897,2026-04-15,1,1255.74093876598,Quality issue,Pending
RT0007916,O0002909,OI00102909,C002910,P00910,2026-04-29,1,150.61632647048603,Wrong item,Refunded
RT0007917,O0002922,OI00102922,C002923,P00923,2026-05-13,1,315.749889227284,Changed mind,Pending
RT0007918,O0002935,OI00102935,C002936,P00936,2026-05-27,1,480.88345198408194,Changed mind,Pending
RT0007919,O0002948,OI00102948,C002949,P00949,2026-06-10,1,646.0170147408799,Changed mind,Refunded
RT0007920,O0002961,OI00102961,C002962,P00962,2026-06-24,1,811.1505774976779,Quality issue,Rejected
RT0007921,O0002974,OI00102974,C002975,P00975,2026-07-08,1,976.2841402544758,Damaged,Pending
RT0007922,O0002987,OI00102987,C002988,P00988,2026-07-22,1,1141.4177030112735,Changed mind,Pending
RT0007923,O0003000,OI00103000,C003001,P00001,2026-08-05,1,36.29309071577977,Damaged,Rejected
RT0007924,O0003013,OI00103013,C003014,P00014,2026-08-19,1,201.42665347257773,Quality issue,Refunded
RT0007925,O0003026,OI00103026,C003027,P00027,2025-09-02,1,366.56021622937567,Damaged,Rejected
RT0007926,O0003039,OI00103039,C003040,P00040,2025-09-16,1,531.6937789861736,Damaged,Rejected
RT0007927,O0003052,OI00103052,C003053,P00053,2025-09-30,1,696.8273417429716,Wrong item,Rejected
RT0007928,O0003065,OI00103065,C003066,P00066,2025-10-14,1,861.9609044997695,Late delivery,Rejected
RT0007929,O0003078,OI00103078,C003079,P00079,2025-10-28,1,1027.0944672565674,Wrong item,Pending
RT0007930,O0003091,OI00103091,C003092,P00092,2025-11-11,1,1192.2280300133657,Late delivery,Pending
RT0007931,O0003104,OI00103104,C003105,P00105,2025-11-25,1,87.10341771787145,Wrong item,Pending
RT0007932,O0003117,OI00103117,C003118,P00118,2025-12-09,1,252.2369804746694,Wrong item,Rejected
RT0007933,O0003130,OI00103130,C003131,P00131,2025-12-23,1,417.37054323146737,Wrong item,Refunded
RT0007934,O0003143,OI00103143,C003144,P00144,2026-01-06,1,582.5041059882653,Late delivery,Rejected
RT0007935,O0003156,OI00103156,C003157,P00157,2026-01-20,1,747.6376687450633,Quality issue,Refunded
RT0007936,O0003169,OI00103169,C003170,P00170,2026-02-03,1,912.7712315018612,Late delivery,Pending
RT0007937,O0003182,OI00103182,C003183,P00183,2026-02-17,1,1077.9047942586592,Wrong item,Rejected
RT0007938,O0003195,OI00103195,C003196,P00196,2026-03-03,1,1243.038357015457,Late delivery,Refunded
RT0007939,O0003208,OI00103208,C003209,P00209,2026-03-17,1,137.91374471996312,Wrong item,Refunded
RT0007940,O0003221,OI00103221,C003222,P00222,2026-03-31,1,303.0473074767611,Changed mind,Refunded
RT0007941,O0003234,OI00103234,C003235,P00235,2026-04-14,1,468.180870233559,Wrong item,Pending
RT0007942,O0003247,OI00103247,C003248,P00248,2026-04-28,1,633.314432990357,Quality issue,Rejected
RT0007943,O0003260,OI00103260,C003261,P00261,2026-05-12,1,798.4479957471549,Damaged,Refunded
RT0007944,O0003273,OI00103273,C003274,P00274,2026-05-26,1,963.5815585039528,Quality issue,Rejected
RT0007945,O0003286,OI00103286,C003287,P00287,2026-06-09,1,1128.7151212607507,Late delivery,Pending
RT0007946,O0003299,OI00103299,C003300,P00300,2026-06-23,1,1293.8486840175487,Damaged,Pending
RT0007947,O0003312,OI00103312,C003313,P00313,2026-07-07,1,188.7240717220548,Changed mind,Refunded
RT0007948,O0003325,OI00103325,C003326,P00326,2026-07-21,1,353.8576344788528,Damaged,Pending
RT0007949,O0003338,OI00103338,C003339,P00339,2026-08-04,1,518.9911972356507,Changed mind,Rejected
RT0007950,O0003351,OI00103351,C003352,P00352,2026-08-18,1,684.1247599924486,Late delivery,Refunded
RT0007951,O0003364,OI00103364,C003365,P00365,2025-09-01,1,849.2583227492466,Late delivery,Refunded
RT0007952,O0003377,OI00103377,C003378,P00378,2025-09-15,1,1014.3918855060446,Wrong item,Pending
RT0007953,O0003390,OI00103390,C003391,P00391,2025-09-29,1,1179.5254482628425,Changed mind,Pending
RT0007954,O0003403,OI00103403,C003404,P00404,2025-10-13,1,74.40083596734853,Quality issue,Rejected
RT0007955,O0003416,OI00103416,C003417,P00417,2025-10-27,1,239.53439872414648,Wrong item,Pending
RT0007956,O0003429,OI00103429,C003430,P00430,2025-11-10,1,404.6679614809444,Late delivery,Rejected
RT0007957,O0003442,OI00103442,C003443,P00443,2025-11-24,1,569.8015242377423,Wrong item,Pending
RT0007958,O0003455,OI00103455,C003456,P00456,2025-12-08,1,734.9350869945404,Damaged,Refunded
RT0007959,O0003468,OI00103468,C003469,P00469,2025-12-22,1,900.0686497513383,Late delivery,Pending
RT0007960,O0003481,OI00103481,C003482,P00482,2026-01-05,1,1065.2022125081362,Damaged,Refunded
RT0007961,O0003494,OI00103494,C003495,P00495,2026-01-19,1,1230.3357752649342,Damaged,Rejected
RT0007962,O0003507,OI00103507,C003508,P00508,2026-02-02,1,125.2111629694402,Late delivery,Pending
RT0007963,O0003520,OI00103520,C003521,P00521,2026-02-16,1,290.3447257262381,Quality issue,Pending
RT0007964,O0003533,OI00103533,C003534,P00534,2026-03-02,1,455.4782884830361,Changed mind,Pending
RT0007965,O0003546,OI00103546,C003547,P00547,2026-03-16,1,620.6118512398341,Late delivery,Rejected
RT0007966,O0003559,OI00103559,C003560,P00560,2026-03-30,1,785.745413996632,Wrong item,Rejected
RT0007967,O0003572,OI00103572,C003573,P00573,2026-04-13,1,950.87897675343,Wrong item,Rejected
RT0007968,O0003585,OI00103585,C003586,P00586,2026-04-27,1,1116.012539510228,Damaged,Rejected
RT0007969,O0003598,OI00103598,C003599,P00599,2026-05-11,1,1281.1461022670258,Wrong item,Refunded
RT0007970,O0003611,OI00103611,C003612,P00612,2026-05-25,1,176.02148997153188,Quality issue,Rejected
RT0007971,O0003624,OI00103624,C003625,P00625,2026-06-08,1,341.15505272832985,Late delivery,Rejected
RT0007972,O0003637,OI00103637,C003638,P00638,2026-06-22,1,506.28861548512776,Late delivery,Rejected
RT0007973,O0003650,OI00103650,C003651,P00651,2026-07-06,1,671.4221782419257,Wrong item,Refunded
RT0007974,O0003663,OI00103663,C003664,P00664,2026-07-20,1,836.5557409987236,Quality issue,Refunded
RT0007975,O0003676,OI00103676,C003677,P00677,2026-08-03,1,1001.6893037555216,Changed mind,Pending
RT0007976,O0003689,OI00103689,C003690,P00690,2026-08-17,1,1166.8228665123197,Damaged,Refunded
RT0007977,O0003702,OI00103702,C003703,P00703,2026-08-31,1,61.69825421682561,Quality issue,Pending
RT0007978,O0003715,OI00103715,C003716,P00716,2025-09-14,1,226.83181697362355,Changed mind,Refunded
RT0007979,O0003728,OI00103728,C003729,P00729,2025-09-28,1,391.9653797304215,Wrong item,Pending
RT0007980,O0003741,OI00103741,C003742,P00742,2025-10-12,1,557.0989424872195,Damaged,Rejected
RT0007981,O0003754,OI00103754,C003755,P00755,2025-10-26,1,722.2325052440174,Late delivery,Rejected
RT0007982,O0003767,OI00103767,C003768,P00768,2025-11-09,1,887.3660680008154,Late delivery,Pending
RT0007983,O0003780,OI00103780,C003781,P00781,2025-11-23,1,1052.4996307576132,Wrong item,Refunded
RT0007984,O0003793,OI00103793,C003794,P00794,2025-12-07,1,1217.6331935144112,Wrong item,Pending
RT0007985,O0003806,OI00103806,C003807,P00807,2025-12-21,1,112.50858121891729,Wrong item,Pending
RT0007986,O0003819,OI00103819,C003820,P00820,2026-01-04,1,277.6421439757152,Quality issue,Rejected
RT0007987,O0003832,OI00103832,C003833,P00833,2026-01-18,1,442.7757067325132,Changed mind,Pending
RT0007988,O0003845,OI00103845,C003846,P00846,2026-02-01,1,607.9092694893111,Late delivery,Rejected
RT0007989,O0003858,OI00103858,C003859,P00859,2026-02-15,1,773.0428322461091,Damaged,Rejected
RT0007990,O0003871,OI00103871,C003872,P00872,2026-03-01,1,938.176395002907,Changed mind,Pending
RT0007991,O0003884,OI00103884,C003885,P00885,2026-03-15,1,1103.309957759705,Changed mind,Rejected
RT0007992,O0003897,OI00103897,C003898,P00898,2026-03-29,1,1268.443520516503,Wrong item,Rejected
RT0007993,O0003910,OI00103910,C003911,P00911,2026-04-12,1,163.31890822100897,Quality issue,Refunded
RT0007994,O0003923,OI00103923,C003924,P00924,2026-04-26,1,328.4524709778069,Late delivery,Refunded
RT0007995,O0003936,OI00103936,C003937,P00937,2026-05-10,1,493.5860337346049,Quality issue,Pending
RT0007996,O0003949,OI00103949,C003950,P00950,2026-05-24,1,658.7195964914029,Damaged,Refunded
RT0007997,O0003962,OI00103962,C003963,P00963,2026-06-07,1,823.8531592482008,Wrong item,Pending
RT0007998,O0003975,OI00103975,C003976,P00976,2026-06-21,1,988.9867220049988,Damaged,Pending
RT0007999,O0003988,OI00103988,C003989,P00989,2026-07-05,1,1154.1202847617967,Changed mind,Rejected
RT0008000,O0004001,OI00104001,C004002,P00002,2026-07-19,1,48.995672466302686,Changed mind,Refunded
RT0008001,O0004014,OI00104014,C004015,P00015,2026-08-02,1,214.12923522310064,Wrong item,Refunded
RT0008002,O0004027,OI00104027,C004028,P00028,2026-08-16,1,379.2627979798986,Changed mind,Rejected
RT0008003,O0004040,OI00104040,C004041,P00041,2026-08-30,1,544.3963607366966,Changed mind,Pending
RT0008004,O0004053,OI00104053,C004054,P00054,2025-09-13,1,709.5299234934945,Changed mind,Refunded
RT0008005,O0004066,OI00104066,C004067,P00067,2025-09-27,1,874.6634862502924,Late delivery,Refunded
RT0008006,O0004079,OI00104079,C004080,P00080,2025-10-11,1,1039.7970490070904,Late delivery,Refunded
RT0008007,O0004092,OI00104092,C004093,P00093,2025-10-25,1,1204.9306117638882,Wrong item,Pending
RT0008008,O0004105,OI00104105,C004106,P00106,2025-11-08,1,99.80599946839436,Changed mind,Rejected
RT0008009,O0004118,OI00104118,C004119,P00119,2025-11-22,1,264.93956222519233,Quality issue,Refunded
RT0008010,O0004131,OI00104131,C004132,P00132,2025-12-06,1,430.0731249819903,Quality issue,Refunded
RT0008011,O0004144,OI00104144,C004145,P00145,2025-12-20,1,595.2066877387882,Late delivery,Refunded
RT0008012,O0004157,OI00104157,C004158,P00158,2026-01-03,1,760.3402504955861,Wrong item,Rejected
RT0008013,O0004170,OI00104170,C004171,P00171,2026-01-17,1,925.4738132523842,Damaged,Pending
RT0008014,O0004183,OI00104183,C004184,P00184,2026-01-31,1,1090.607376009182,Wrong item,Rejected
RT0008015,O0004196,OI00104196,C004197,P00197,2026-02-14,1,1255.74093876598,Wrong item,Refunded
RT0008016,O0004209,OI00104209,C004210,P00210,2026-02-28,1,150.61632647048603,Wrong item,Rejected
RT0008017,O0004222,OI00104222,C004223,P00223,2026-03-14,1,315.749889227284,Late delivery,Pending
RT0008018,O0004235,OI00104235,C004236,P00236,2026-03-28,1,480.88345198408194,Damaged,Refunded
RT0008019,O0004248,OI00104248,C004249,P00249,2026-04-11,1,646.0170147408799,Late delivery,Pending
RT0008020,O0004261,OI00104261,C004262,P00262,2026-04-25,1,811.1505774976779,Damaged,Pending
RT0008021,O0004274,OI00104274,C004275,P00275,2026-05-09,1,976.2841402544758,Wrong item,Pending
RT0008022,O0004287,OI00104287,C004288,P00288,2026-05-23,1,1141.4177030112735,Changed mind,Rejected
RT0008023,O0004300,OI00104300,C004301,P00301,2026-06-06,1,36.29309071577977,Late delivery,Rejected
RT0008024,O0004313,OI00104313,C004314,P00314,2026-06-20,1,201.42665347257773,Quality issue,Refunded
RT0008025,O0004326,OI00104326,C004327,P00327,2026-07-04,1,366.56021622937567,Late delivery,Rejected
RT0008026,O0004339,OI00104339,C004340,P00340,2026-07-18,1,531.6937789861736,Quality issue,Pending
RT0008027,O0004352,OI00104352,C004353,P00353,2026-08-01,1,696.8273417429716,Damaged,Rejected
RT0008028,O0004365,OI00104365,C004366,P00366,2026-08-15,1,861.9609044997695,Damaged,Refunded
RT0008029,O0004378,OI00104378,C004379,P00379,2026-08-29,1,1027.0944672565674,Late delivery,Refunded
RT0008030,O0004391,OI00104391,C004392,P00392,2025-09-12,1,1192.2280300133657,Changed mind,Pending
RT0008031,O0004404,OI00104404,C004405,P00405,2025-09-26,1,87.10341771787145,Changed mind,Pending
RT0008032,O0004417,OI00104417,C004418,P00418,2025-10-10,1,252.2369804746694,Quality issue,Refunded
RT0008033,O0004430,OI00104430,C004431,P00431,2025-10-24,1,417.37054323146737,Damaged,Refunded
RT0008034,O0004443,OI00104443,C004444,P00444,2025-11-07,1,582.5041059882653,Late delivery,Refunded
RT0008035,O0004456,OI00104456,C004457,P00457,2025-11-21,1,747.6376687450633,Damaged,Refunded
RT0008036,O0004469,OI00104469,C004470,P00470,2025-12-05,1,912.7712315018612,Quality issue,Pending
RT0008037,O0004482,OI00104482,C004483,P00483,2025-12-19,1,1077.9047942586592,Changed mind,Rejected
RT0008038,O0004495,OI00104495,C004496,P00496,2026-01-02,1,1243.038357015457,Quality issue,Pending
RT0008039,O0004508,OI00104508,C004509,P00509,2026-01-16,1,137.91374471996312,Damaged,Pending
RT0008040,O0004521,OI00104521,C004522,P00522,2026-01-30,1,303.0473074767611,Wrong item,Pending
RT0008041,O0004534,OI00104534,C004535,P00535,2026-02-13,1,468.180870233559,Changed mind,Rejected
RT0008042,O0004547,OI00104547,C004548,P00548,2026-02-27,1,633.314432990357,Damaged,Rejected
RT0008043,O0004560,OI00104560,C004561,P00561,2026-03-13,1,798.4479957471549,Quality issue,Rejected
RT0008044,O0004573,OI00104573,C004574,P00574,2026-03-27,1,963.5815585039528,Late delivery,Refunded
RT0008045,O0004586,OI00104586,C004587,P00587,2026-04-10,1,1128.7151212607507,Changed mind,Rejected
RT0008046,O0004599,OI00104599,C004600,P00600,2026-04-24,1,1293.8486840175487,Late delivery,Refunded
RT0008047,O0004612,OI00104612,C004613,P00613,2026-05-08,1,188.7240717220548,Wrong item,Pending
RT0008048,O0004625,OI00104625,C004626,P00626,2026-05-22,1,353.8576344788528,Changed mind,Pending
RT0008049,O0004638,OI00104638,C004639,P00639,2026-06-05,1,518.9911972356507,Late delivery,Refunded
RT0008050,O0004651,OI00104651,C004652,P00652,2026-06-19,1,684.1247599924486,Damaged,Rejected
RT0008051,O0004664,OI00104664,C004665,P00665,2026-07-03,1,849.2583227492466,Damaged,Pending
RT0008052,O0004677,OI00104677,C004678,P00678,2026-07-17,1,1014.3918855060446,Wrong item,Rejected
RT0008053,O0004690,OI00104690,C004691,P00691,2026-07-31,1,1179.5254482628425,Quality issue,Pending
RT0008054,O0004703,OI00104703,C004704,P00704,2026-08-14,1,74.40083596734853,Damaged,Pending
RT0008055,O0004716,OI00104716,C004717,P00717,2026-08-28,1,239.53439872414648,Changed mind,Refunded
RT0008056,O0004729,OI00104729,C004730,P00730,2025-09-11,1,404.6679614809444,Wrong item,Refunded
RT0008057,O0004742,OI00104742,C004743,P00743,2025-09-25,1,569.8015242377423,Quality issue,Pending
RT0008058,O0004755,OI00104755,C004756,P00756,2025-10-09,1,734.9350869945404,Damaged,Rejected
RT0008059,O0004768,OI00104768,C004769,P00769,2025-10-23,1,900.0686497513383,Changed mind,Rejected
RT0008060,O0004781,OI00104781,C004782,P00782,2025-11-06,1,1065.2022125081362,Damaged,Refunded
RT0008061,O0004794,OI00104794,C004795,P00795,2025-11-20,1,1230.3357752649342,Changed mind,Refunded
