Inventory_ID,Snapshot_Date,Warehouse_ID,Product_ID,Opening_Stock,Purchases,Units_Sold,Returns_In,Adjustments,Closing_Stock,Unit_Cost,Stock_Value,Stockout_Flag
ST00068742,2026-01-01,W003,P00743,292,42,294,0,-1,39,4920,191880.0,0
ST00068743,2026-01-02,W004,P00744,293,43,301,1,0,36,5030,181080.0,0
ST00068744,2026-01-03,W005,P00745,294,44,308,2,1,33,5140,169620.0,0
ST00068745,2026-01-04,W006,P00746,295,45,315,3,2,30,5250,157500.0,0
ST00068746,2026-01-05,W007,P00747,296,46,322,4,3,27,5360,144720.0,0
ST00068747,2026-01-06,W008,P00748,297,47,329,5,-3,17,5470,92990.0,0
ST00068748,2026-01-07,W009,P00749,298,48,336,6,-2,14,5580,78120.0,0
ST00068749,2026-01-08,W010,P00750,299,49,343,7,-1,11,5690,62590.0,0
ST00068750,2026-01-09,W011,P00751,300,50,350,8,0,8,5800,46400.0,0
ST00068751,2026-01-10,W012,P00752,301,51,357,0,1,-4,5910,-23640.0,1
ST00068752,2026-01-11,W013,P00753,302,52,364,1,2,-7,6020,-42140.0,1
ST00068753,2026-01-12,W014,P00754,303,53,371,2,3,-10,6130,-61300.0,1
ST00068754,2026-01-13,W015,P00755,304,54,378,3,-3,-20,6240,-124800.0,1
ST00068755,2026-01-14,W016,P00756,305,55,385,4,-2,-23,6350,-146050.0,1
ST00068756,2026-01-15,W017,P00757,306,56,392,5,-1,-26,6460,-167960.0,1
ST00068757,2026-01-16,W018,P00758,307,57,399,6,0,-29,6570,-190530.0,1
ST00068758,2026-01-17,W019,P00759,308,58,406,7,1,-32,6680,-213760.0,1
ST00068759,2026-01-18,W020,P00760,309,59,413,8,2,-35,6790,-237650.0,1
ST00068760,2026-01-19,W001,P00761,310,60,0,0,3,373,6900,2573700.0,0
ST00068761,2026-01-20,W002,P00762,311,61,7,1,-3,363,7010,2544630.0,0
ST00068762,2026-01-21,W003,P00763,312,62,14,2,-2,360,7120,2563200.0,0
ST00068763,2026-01-22,W004,P00764,313,63,21,3,-1,357,7230,2581110.0,0
ST00068764,2026-01-23,W005,P00765,314,64,28,4,0,354,7340,2598360.0,0
ST00068765,2026-01-24,W006,P00766,315,65,35,5,1,351,7450,2614950.0,0
ST00068766,2026-01-25,W007,P00767,316,66,42,6,2,348,7560,2630880.0,0
ST00068767,2026-01-26,W008,P00768,317,67,49,7,3,345,7670,2646150.0,0
ST00068768,2026-01-27,W009,P00769,318,68,56,8,-3,335,7780,2606300.0,0
ST00068769,2026-01-28,W010,P00770,319,69,63,0,-2,323,7890,2548470.0,0
ST00068770,2026-01-29,W011,P00771,320,70,70,1,-1,320,8000,2560000.0,0
ST00068771,2026-01-30,W012,P00772,321,71,77,2,0,317,8110,2570870.0,0
ST00068772,2026-01-31,W013,P00773,322,72,84,3,1,314,8220,2581080.0,0
ST00068773,2026-02-01,W014,P00774,323,73,91,4,2,311,8330,2590630.0,0
ST00068774,2026-02-02,W015,P00775,324,74,98,5,3,308,8440,2599520.0,0
ST00068775,2026-02-03,W016,P00776,325,75,105,6,-3,298,8550,2547900.0,0
ST00068776,2026-02-04,W017,P00777,326,76,112,7,-2,295,8660,2554700.0,0
ST00068777,2026-02-05,W018,P00778,327,77,119,8,-1,292,8770,2560840.0,0
ST00068778,2026-02-06,W019,P00779,328,78,126,0,0,280,8880,2486400.0,0
ST00068779,2026-02-07,W020,P00780,329,79,133,1,1,277,8990,2490230.0,0
ST00068780,2026-02-08,W001,P00781,330,80,140,2,2,274,9100,2493400.0,0
ST00068781,2026-02-09,W002,P00782,331,81,147,3,3,271,9210,2495910.0,0
ST00068782,2026-02-10,W003,P00783,332,82,154,4,-3,261,9320,2432520.0,0
ST00068783,2026-02-11,W004,P00784,333,83,161,5,-2,258,9430,2432940.0,0
ST00068784,2026-02-12,W005,P00785,334,84,168,6,-1,255,9540,2432700.0,0
ST00068785,2026-02-13,W006,P00786,335,85,175,7,0,252,9650,2431800.0,0
ST00068786,2026-02-14,W007,P00787,336,86,182,8,1,249,9760,2430240.0,0
ST00068787,2026-02-15,W008,P00788,337,87,189,0,2,237,9870,2339190.0,0
ST00068788,2026-02-16,W009,P00789,338,88,196,1,3,234,9980,2335320.0,0
ST00068789,2026-02-17,W010,P00790,339,89,203,2,-3,224,10090,2260160.0,0
ST00068790,2026-02-18,W011,P00791,340,90,210,3,-2,221,10200,2254200.0,0
ST00068791,2026-02-19,W012,P00792,341,91,217,4,-1,218,10310,2247580.0,0
ST00068792,2026-02-20,W013,P00793,342,92,224,5,0,215,10420,2240300.0,0
ST00068793,2026-02-21,W014,P00794,343,93,231,6,1,212,10530,2232360.0,0
ST00068794,2026-02-22,W015,P00795,344,94,238,7,2,209,10640,2223760.0,0
ST00068795,2026-02-23,W016,P00796,345,95,245,8,3,206,10750,2214500.0,0
ST00068796,2026-02-24,W017,P00797,346,96,252,0,-3,187,10860,2030820.0,0
ST00068797,2026-02-25,W018,P00798,347,97,259,1,-2,184,10970,2018480.0,0
ST00068798,2026-02-26,W019,P00799,348,98,266,2,-1,181,11080,2005480.0,0
ST00068799,2026-02-27,W020,P00800,349,99,273,3,0,178,11190,1991820.0,0
ST00068800,2026-02-28,W001,P00801,350,100,280,4,1,175,300,52500.0,0
ST00068801,2026-03-01,W002,P00802,351,101,287,5,2,172,410,70520.0,0
ST00068802,2026-03-02,W003,P00803,352,102,294,6,3,169,520,87880.0,0
ST00068803,2026-03-03,W004,P00804,353,103,301,7,-3,159,630,100170.0,0
ST00068804,2026-03-04,W005,P00805,354,104,308,8,-2,156,740,115440.0,0
ST00068805,2026-03-05,W006,P00806,355,105,315,0,-1,144,850,122400.0,0
ST00068806,2026-03-06,W007,P00807,356,106,322,1,0,141,960,135360.0,0
ST00068807,2026-03-07,W008,P00808,357,107,329,2,1,138,1070,147660.0,0
ST00068808,2026-03-08,W009,P00809,358,108,336,3,2,135,1180,159300.0,0
ST00068809,2026-03-09,W010,P00810,359,109,343,4,3,132,1290,170280.0,0
ST00068810,2026-03-10,W011,P00811,360,110,350,5,-3,122,1400,170800.0,0
ST00068811,2026-03-11,W012,P00812,361,111,357,6,-2,119,1510,179690.0,0
ST00068812,2026-03-12,W013,P00813,362,112,364,7,-1,116,1620,187920.0,0
ST00068813,2026-03-13,W014,P00814,363,113,371,8,0,113,1730,195490.0,0
ST00068814,2026-03-14,W015,P00815,364,114,378,0,1,101,1840,185840.0,0
ST00068815,2026-03-15,W016,P00816,365,115,385,1,2,98,1950,191100.0,0
ST00068816,2026-03-16,W017,P00817,366,116,392,2,3,95,2060,195700.0,0
ST00068817,2026-03-17,W018,P00818,367,117,399,3,-3,85,2170,184450.0,0
ST00068818,2026-03-18,W019,P00819,368,118,406,4,-2,82,2280,186960.0,0
ST00068819,2026-03-19,W020,P00820,369,119,413,5,-1,79,2390,188810.0,0
ST00068820,2026-03-20,W001,P00821,370,120,0,6,0,496,2500,1240000.0,0
ST00068821,2026-03-21,W002,P00822,371,121,7,7,1,493,2610,1286730.0,0
ST00068822,2026-03-22,W003,P00823,372,122,14,8,2,490,2720,1332800.0,0
ST00068823,2026-03-23,W004,P00824,373,123,21,0,3,478,2830,1352740.0,0
ST00068824,2026-03-24,W005,P00825,374,124,28,1,-3,468,2940,1375920.0,0
ST00068825,2026-03-25,W006,P00826,375,125,35,2,-2,465,3050,1418250.0,0
ST00068826,2026-03-26,W007,P00827,376,126,42,3,-1,462,3160,1459920.0,0
ST00068827,2026-03-27,W008,P00828,377,127,49,4,0,459,3270,1500930.0,0
ST00068828,2026-03-28,W009,P00829,378,128,56,5,1,456,3380,1541280.0,0
ST00068829,2026-03-29,W010,P00830,379,129,63,6,2,453,3490,1580970.0,0
ST00068830,2026-03-30,W011,P00831,380,130,70,7,3,450,3600,1620000.0,0
ST00068831,2026-03-31,W012,P00832,381,131,77,8,-3,440,3710,1632400.0,0
ST00068832,2026-04-01,W013,P00833,382,132,84,0,-2,428,3820,1634960.0,0
ST00068833,2026-04-02,W014,P00834,383,133,91,1,-1,425,3930,1670250.0,0
ST00068834,2026-04-03,W015,P00835,384,134,98,2,0,422,4040,1704880.0,0
ST00068835,2026-04-04,W016,P00836,385,135,105,3,1,419,4150,1738850.0,0
ST00068836,2026-04-05,W017,P00837,386,136,112,4,2,416,4260,1772160.0,0
ST00068837,2026-04-06,W018,P00838,387,137,119,5,3,413,4370,1804810.0,0
ST00068838,2026-04-07,W019,P00839,388,138,126,6,-3,403,4480,1805440.0,0
ST00068839,2026-04-08,W020,P00840,389,139,133,7,-2,400,4590,1836000.0,0
ST00068840,2026-04-09,W001,P00841,390,140,140,8,-1,397,4700,1865900.0,0
ST00068842,2026-04-11,W003,P00843,392,142,154,1,1,382,4920,1879440.0,0
ST00068843,2026-04-12,W004,P00844,393,143,161,2,2,379,5030,1906370.0,0
ST00068844,2026-04-13,W005,P00845,394,144,168,3,3,376,5140,1932640.0,0
ST00068845,2026-04-14,W006,P00846,395,145,175,4,-3,366,5250,1921500.0,0
ST00068846,2026-04-15,W007,P00847,396,146,182,5,-2,363,5360,1945680.0,0
ST00068847,2026-04-16,W008,P00848,397,147,189,6,-1,360,5470,1969200.0,0
ST00068848,2026-04-17,W009,P00849,398,148,196,7,0,357,5580,1992060.0,0
ST00068849,2026-04-18,W010,P00850,399,149,203,8,1,354,5690,2014260.0,0
ST00068850,2026-04-19,W011,P00851,400,150,210,0,2,342,5800,1983600.0,0
ST00068851,2026-04-20,W012,P00852,401,151,217,1,3,339,5910,2003490.0,0
ST00068852,2026-04-21,W013,P00853,402,152,224,2,-3,329,6020,1980580.0,0
ST00068853,2026-04-22,W014,P00854,403,153,231,3,-2,326,6130,1998380.0,0
ST00068854,2026-04-23,W015,P00855,404,154,238,4,-1,323,6240,2015520.0,0
ST00068855,2026-04-24,W016,P00856,405,155,245,5,0,320,6350,2032000.0,0
ST00068856,2026-04-25,W017,P00857,406,156,252,6,1,317,6460,2047820.0,0
ST00068857,2026-04-26,W018,P00858,407,157,259,7,2,314,6570,2062980.0,0
ST00068858,2026-04-27,W019,P00859,408,158,266,8,3,311,6680,2077480.0,0
ST00068859,2026-04-28,W020,P00860,409,159,273,0,-3,292,6790,1982680.0,0
ST00068860,2026-04-29,W001,P00861,410,160,280,1,-2,289,6900,1994100.0,0
ST00068861,2026-04-30,W002,P00862,411,161,287,2,-1,286,7010,2004860.0,0
ST00068862,2026-05-01,W003,P00863,412,162,294,3,0,283,7120,2014960.0,0
ST00068863,2026-05-02,W004,P00864,413,163,301,4,1,280,7230,2024400.0,0
ST00068864,2026-05-03,W005,P00865,414,164,308,5,2,277,7340,2033180.0,0
ST00068865,2026-05-04,W006,P00866,415,165,315,6,3,274,7450,2041300.0,0
ST00068866,2026-05-05,W007,P00867,416,166,322,7,-3,264,7560,1995840.0,0
ST00068867,2026-05-06,W008,P00868,417,167,329,8,-2,261,7670,2001870.0,0
ST00068868,2026-05-07,W009,P00869,418,168,336,0,-1,249,7780,1937220.0,0
ST00068869,2026-05-08,W010,P00870,419,169,343,1,0,246,7890,1940940.0,0
ST00068870,2026-05-09,W011,P00871,420,170,350,2,1,243,8000,1944000.0,0
ST00068871,2026-05-10,W012,P00872,421,171,357,3,2,240,8110,1946400.0,0
ST00068872,2026-05-11,W013,P00873,422,172,364,4,3,237,8220,1948140.0,0
ST00068873,2026-05-12,W014,P00874,423,173,371,5,-3,227,8330,1890910.0,0
ST00068874,2026-05-13,W015,P00875,424,174,378,6,-2,224,8440,1890560.0,0
ST00068875,2026-05-14,W016,P00876,425,175,385,7,-1,221,8550,1889550.0,0
ST00068876,2026-05-15,W017,P00877,426,176,392,8,0,218,8660,1887880.0,0
ST00068877,2026-05-16,W018,P00878,427,177,399,0,1,206,8770,1806620.0,0
ST00068878,2026-05-17,W019,P00879,428,178,406,1,2,203,8880,1802640.0,0
ST00068879,2026-05-18,W020,P00880,429,179,413,2,3,200,8990,1798000.0,0
ST00068880,2026-05-19,W001,P00881,430,180,0,3,-3,610,9100,5551000.0,0
ST00068881,2026-05-20,W002,P00882,431,181,7,4,-2,607,9210,5590470.0,0
ST00068882,2026-05-21,W003,P00883,432,182,14,5,-1,604,9320,5629280.0,0
ST00068883,2026-05-22,W004,P00884,433,183,21,6,0,601,9430,5667430.0,0
ST00068884,2026-05-23,W005,P00885,434,184,28,7,1,598,9540,5704920.0,0
ST00068885,2026-05-24,W006,P00886,435,185,35,8,2,595,9650,5741750.0,0
ST00068886,2026-05-25,W007,P00887,436,186,42,0,3,583,9760,5690080.0,0
ST00068887,2026-05-26,W008,P00888,437,187,49,1,-3,573,9870,5655510.0,0
ST00068888,2026-05-27,W009,P00889,438,188,56,2,-2,570,9980,5688600.0,0
ST00068889,2026-05-28,W010,P00890,439,189,63,3,-1,567,10090,5721030.0,0
ST00068890,2026-05-29,W011,P00891,440,190,70,4,0,564,10200,5752800.0,0
ST00068891,2026-05-30,W012,P00892,441,191,77,5,1,561,10310,5783910.0,0
ST00068892,2026-05-31,W013,P00893,442,192,84,6,2,558,10420,5814360.0,0
ST00068893,2026-06-01,W014,P00894,443,193,91,7,3,555,10530,5844150.0,0
ST00068894,2026-06-02,W015,P00895,444,194,98,8,-3,545,10640,5798800.0,0
ST00068895,2026-06-03,W016,P00896,445,195,105,0,-2,533,10750,5729750.0,0
ST00068896,2026-06-04,W017,P00897,446,196,112,1,-1,530,10860,5755800.0,0
ST00068897,2026-06-05,W018,P00898,447,197,119,2,0,527,10970,5781190.0,0
ST00068898,2026-06-06,W019,P00899,448,198,126,3,1,524,11080,5805920.0,0
ST00068899,2026-06-07,W020,P00900,449,199,133,4,2,521,11190,5829990.0,0
ST00068900,2026-06-08,W001,P00901,450,200,140,5,3,518,300,155400.0,0
ST00068901,2026-06-09,W002,P00902,451,201,147,6,-3,508,410,208280.0,0
ST00068902,2026-06-10,W003,P00903,452,202,154,7,-2,505,520,262600.0,0
ST00068903,2026-06-11,W004,P00904,453,203,161,8,-1,502,630,316260.0,0
ST00068904,2026-06-12,W005,P00905,454,204,168,0,0,490,740,362600.0,0
ST00068905,2026-06-13,W006,P00906,455,205,175,1,1,487,850,413950.0,0
ST00068906,2026-06-14,W007,P00907,456,206,182,2,2,484,960,464640.0,0
ST00068907,2026-06-15,W008,P00908,457,207,189,3,3,481,1070,514670.0,0
ST00068908,2026-06-16,W009,P00909,458,208,196,4,-3,471,1180,555780.0,0
ST00068909,2026-06-17,W010,P00910,459,209,203,5,-2,468,1290,603720.0,0
ST00068910,2026-06-18,W011,P00911,460,210,210,6,-1,465,1400,651000.0,0
ST00068911,2026-06-19,W012,P00912,461,211,217,7,0,462,1510,697620.0,0
ST00068912,2026-06-20,W013,P00913,462,212,224,8,1,459,1620,743580.0,0
ST00068913,2026-06-21,W014,P00914,463,213,231,0,2,447,1730,773310.0,0
ST00068914,2026-06-22,W015,P00915,464,214,238,1,3,444,1840,816960.0,0
ST00068915,2026-06-23,W016,P00916,465,215,245,2,-3,434,1950,846300.0,0
ST00068916,2026-06-24,W017,P00917,466,216,252,3,-2,431,2060,887860.0,0
ST00068917,2026-06-25,W018,P00918,467,217,259,4,-1,428,2170,928760.0,0
ST00068918,2026-06-26,W019,P00919,468,218,266,5,0,425,2280,969000.0,0
ST00068919,2026-06-27,W020,P00920,469,219,273,6,1,422,2390,1008580.0,0
ST00068921,2026-06-29,W002,P00922,471,221,287,8,3,416,2610,1085760.0,0
ST00068922,2026-06-30,W003,P00923,472,222,294,0,-3,397,2720,1079840.0,0
ST00068923,2026-07-01,W004,P00924,473,223,301,1,-2,394,2830,1115020.0,0
ST00068924,2026-07-02,W005,P00925,474,224,308,2,-1,391,2940,1149540.0,0
ST00068925,2026-07-03,W006,P00926,475,225,315,3,0,388,3050,1183400.0,0
ST00068926,2026-07-04,W007,P00927,476,226,322,4,1,385,3160,1216600.0,0
ST00068927,2026-07-05,W008,P00928,477,227,329,5,2,382,3270,1249140.0,0
ST00068928,2026-07-06,W009,P00929,478,228,336,6,3,379,3380,1281020.0,0
ST00068929,2026-07-07,W010,P00930,479,229,343,7,-3,369,3490,1287810.0,0
ST00068930,2026-07-08,W011,P00931,480,230,350,8,-2,366,3600,1317600.0,0
ST00068931,2026-07-09,W012,P00932,481,231,357,0,-1,354,3710,1313340.0,0
ST00068932,2026-07-10,W013,P00933,482,232,364,1,0,351,3820,1340820.0,0
ST00068933,2026-07-11,W014,P00934,483,233,371,2,1,348,3930,1367640.0,0
ST00068934,2026-07-12,W015,P00935,484,234,378,3,2,345,4040,1393800.0,0
ST00068935,2026-07-13,W016,P00936,485,235,385,4,3,342,4150,1419300.0,0
ST00068936,2026-07-14,W017,P00937,486,236,392,5,-3,332,4260,1414320.0,0
ST00068937,2026-07-15,W018,P00938,487,237,399,6,-2,329,4370,1437730.0,0
ST00068938,2026-07-16,W019,P00939,488,238,406,7,-1,326,4480,1460480.0,0
ST00068939,2026-07-17,W020,P00940,489,239,413,8,0,323,4590,1482570.0,0
ST00068940,2026-07-18,W001,P00941,490,240,0,0,1,731,4700,3435700.0,0
ST00068941,2026-07-19,W002,P00942,491,241,7,1,2,728,4810,3501680.0,0
ST00068942,2026-07-20,W003,P00943,492,242,14,2,3,725,4920,3567000.0,0
ST00068943,2026-07-21,W004,P00944,493,243,21,3,-3,715,5030,3596450.0,0
ST00068944,2026-07-22,W005,P00945,494,244,28,4,-2,712,5140,3659680.0,0
ST00068945,2026-07-23,W006,P00946,495,245,35,5,-1,709,5250,3722250.0,0
ST00068946,2026-07-24,W007,P00947,496,246,42,6,0,706,5360,3784160.0,0
ST00068947,2026-07-25,W008,P00948,497,247,49,7,1,703,5470,3845410.0,0
ST00068948,2026-07-26,W009,P00949,498,248,56,8,2,700,5580,3906000.0,0
ST00068949,2026-07-27,W010,P00950,499,249,63,0,3,688,5690,3914720.0,0
ST00068950,2026-07-28,W011,P00951,500,250,70,1,-3,678,5800,3932400.0,0
ST00068951,2026-07-29,W012,P00952,501,251,77,2,-2,675,5910,3989250.0,0
ST00068952,2026-07-30,W013,P00953,502,252,84,3,-1,672,6020,4045440.0,0
ST00068953,2026-07-31,W014,P00954,503,253,91,4,0,669,6130,4100970.0,0
ST00068954,2026-08-01,W015,P00955,504,254,98,5,1,666,6240,4155840.0,0
ST00068955,2026-08-02,W016,P00956,505,255,105,6,2,663,6350,4210050.0,0
ST00068956,2026-08-03,W017,P00957,506,256,112,7,3,660,6460,4263600.0,0
ST00068957,2026-08-04,W018,P00958,507,257,119,8,-3,650,6570,4270500.0,0
ST00068958,2026-08-05,W019,P00959,508,258,126,0,-2,638,6680,4261840.0,0
ST00068959,2026-08-06,W020,P00960,509,259,133,1,-1,635,6790,4311650.0,0
ST00068960,2026-08-07,W001,P00961,510,260,140,2,0,632,6900,4360800.0,0
ST00068961,2026-08-08,W002,P00962,511,261,147,3,1,629,7010,4409290.0,0
ST00068962,2026-08-09,W003,P00963,512,262,154,4,2,626,7120,4457120.0,0
ST00068963,2026-08-10,W004,P00964,513,263,161,5,3,623,7230,4504290.0,0
ST00068964,2026-08-11,W005,P00965,514,264,168,6,-3,613,7340,4499420.0,0
ST00068965,2026-08-12,W006,P00966,515,265,175,7,-2,610,7450,4544500.0,0
ST00068966,2026-08-13,W007,P00967,516,266,182,8,-1,607,7560,4588920.0,0
ST00068967,2026-08-14,W008,P00968,517,267,189,0,0,595,7670,4563650.0,0
ST00068968,2026-08-15,W009,P00969,518,268,196,1,1,592,7780,4605760.0,0
ST00068969,2026-08-16,W010,P00970,519,269,203,2,2,589,7890,4647210.0,0
ST00068970,2026-08-17,W011,P00971,520,270,210,3,3,586,8000,4688000.0,0
ST00068971,2026-08-18,W012,P00972,521,271,217,4,-3,576,8110,4671360.0,0
ST00068972,2026-08-19,W013,P00973,522,272,224,5,-2,573,8220,4710060.0,0
ST00068973,2026-08-20,W014,P00974,523,273,231,6,-1,570,8330,4748100.0,0
ST00068974,2026-08-21,W015,P00975,524,274,238,7,0,567,8440,4785480.0,0
ST00068975,2026-08-22,W016,P00976,525,275,245,8,1,564,8550,4822200.0,0
ST00068976,2026-08-23,W017,P00977,526,276,252,0,2,552,8660,4780320.0,0
ST00068977,2026-08-24,W018,P00978,527,277,259,1,3,549,8770,4814730.0,0
ST00068978,2026-08-25,W019,P00979,528,278,266,2,-3,539,8880,4786320.0,0
ST00068979,2026-08-26,W020,P00980,529,279,273,3,-2,536,8990,4818640.0,0
ST00068980,2026-08-27,W001,P00981,530,280,280,4,-1,533,9100,4850300.0,0
ST00068981,2026-08-28,W002,P00982,531,281,287,5,0,530,9210,4881300.0,0
ST00068982,2026-08-29,W003,P00983,532,282,294,6,1,527,9320,4911640.0,0
ST00068983,2026-08-30,W004,P00984,533,283,301,7,2,524,9430,4941320.0,0
ST00068984,2026-08-31,W005,P00985,534,284,308,8,3,521,9540,4970340.0,0
ST00068985,2025-09-01,W006,P00986,535,285,315,0,-3,502,9650,4844300.0,0
ST00068986,2025-09-02,W007,P00987,536,286,322,1,-2,499,9760,4870240.0,0
ST00068987,2025-09-03,W008,P00988,537,287,329,2,-1,496,9870,4895520.0,0
ST00068988,2025-09-04,W009,P00989,538,288,336,3,0,493,9980,4920140.0,0
ST00068989,2025-09-05,W010,P00990,539,289,343,4,1,490,10090,4944100.0,0
ST00068990,2025-09-06,W011,P00991,540,290,350,5,2,487,10200,4967400.0,0
ST00068991,2025-09-07,W012,P00992,541,291,357,6,3,484,10310,4990040.0,0
ST00068992,2025-09-08,W013,P00993,542,292,364,7,-3,474,10420,4939080.0,0
ST00068993,2025-09-09,W014,P00994,543,293,371,8,-2,471,10530,4959630.0,0
ST00068994,2025-09-10,W015,P00995,544,294,378,0,-1,459,10640,4883760.0,0
ST00068995,2025-09-11,W016,P00996,545,295,385,1,0,456,10750,4902000.0,0
ST00068996,2025-09-12,W017,P00997,546,296,392,2,1,453,10860,4919580.0,0
ST00068998,2025-09-14,W019,P00999,548,298,406,4,3,447,11080,4952760.0,0
ST00068999,2025-09-15,W020,P01000,549,299,413,5,-3,437,11190,4890030.0,0
ST00069000,2025-09-16,W001,P00001,50,0,0,6,-2,54,300,16200.0,0
ST00069001,2025-09-17,W002,P00002,51,1,7,7,-1,51,410,20910.0,0
ST00069002,2025-09-18,W003,P00003,52,2,14,8,0,48,520,24960.0,0
ST00069003,2025-09-19,W004,P00004,53,3,21,0,1,36,630,22680.0,0
ST00069004,2025-09-20,W005,P00005,54,4,28,1,2,33,740,24420.0,0
ST00069005,2025-09-21,W006,P00006,55,5,35,2,3,30,850,25500.0,0
ST00069006,2025-09-22,W007,P00007,56,6,42,3,-3,20,960,19200.0,0
ST00069007,2025-09-23,W008,P00008,57,7,49,4,-2,17,1070,18190.0,0
ST00069008,2025-09-24,W009,P00009,58,8,56,5,-1,14,1180,16520.0,0
ST00069009,2025-09-25,W010,P00010,59,9,63,6,0,11,1290,14190.0,0
ST00069010,2025-09-26,W011,P00011,60,10,70,7,1,8,1400,11200.0,0
ST00069011,2025-09-27,W012,P00012,61,11,77,8,2,5,1510,7550.0,0
ST00069012,2025-09-28,W013,P00013,62,12,84,0,3,-7,1620,-11340.0,1
ST00069013,2025-09-29,W014,P00014,63,13,91,1,-3,-17,1730,-29410.0,1
ST00069014,2025-09-30,W015,P00015,64,14,98,2,-2,-20,1840,-36800.0,1
ST00069015,2025-10-01,W016,P00016,65,15,105,3,-1,-23,1950,-44850.0,1
ST00069016,2025-10-02,W017,P00017,66,16,112,4,0,-26,2060,-53560.0,1
ST00069017,2025-10-03,W018,P00018,67,17,119,5,1,-29,2170,-62930.0,1
ST00069018,2025-10-04,W019,P00019,68,18,126,6,2,-32,2280,-72960.0,1
ST00069019,2025-10-05,W020,P00020,69,19,133,7,3,-35,2390,-83650.0,1
ST00069020,2025-10-06,W001,P00021,70,20,140,8,-3,-45,2500,-112500.0,1
ST00069021,2025-10-07,W002,P00022,71,21,147,0,-2,-57,2610,-148770.0,1
ST00069022,2025-10-08,W003,P00023,72,22,154,1,-1,-60,2720,-163200.0,1
ST00069023,2025-10-09,W004,P00024,73,23,161,2,-200,-263,2830,-744290.0,1
ST00069024,2025-10-10,W005,P00025,74,24,168,3,1,-66,2940,-194040.0,1
ST00069025,2025-10-11,W006,P00026,75,25,175,4,2,-69,3050,-210450.0,1
ST00069026,2025-10-12,W007,P00027,76,26,182,5,3,-72,3160,-227520.0,1
ST00069027,2025-10-13,W008,P00028,77,27,189,6,-3,-82,3270,-268140.0,1
ST00069028,2025-10-14,W009,P00029,78,28,196,7,-2,-85,3380,-287300.0,1
ST00069029,2025-10-15,W010,P00030,79,29,203,8,-1,-88,3490,-307120.0,1
ST00069030,2025-10-16,W011,P00031,80,30,210,0,0,-100,3600,-360000.0,1
ST00069031,2025-10-17,W012,P00032,81,31,217,1,1,-103,3710,-382130.0,1
ST00069032,2025-10-18,W013,P00033,82,32,224,2,2,-106,3820,-404920.0,1
ST00069033,2025-10-19,W014,P00034,83,33,231,3,3,-109,3930,-428370.0,1
ST00069034,2025-10-20,W015,P00035,84,34,238,4,-3,-119,4040,-480760.0,1
ST00069035,2025-10-21,W016,P00036,85,35,245,5,-2,-122,4150,-506300.0,1
ST00069036,2025-10-22,W017,P00037,86,36,252,6,-1,-125,4260,-532500.0,1
ST00069037,2025-10-23,W018,P00038,87,37,259,7,0,-128,4370,-559360.0,1
ST00069038,2025-10-24,W019,P00039,88,38,266,8,1,-131,4480,-586880.0,1
ST00069039,2025-10-25,W020,P00040,89,39,273,0,2,-143,4590,-656370.0,1
ST00069040,2025-10-26,W001,P00041,90,40,280,1,3,-146,4700,-686200.0,1
ST00069041,2025-10-27,W002,P00042,91,41,287,2,-3,-156,4810,-750360.0,1
ST00069042,2025-10-28,W003,P00043,92,42,294,3,-2,-159,4920,-782280.0,1
ST00069043,2025-10-29,W004,P00044,93,43,301,4,-1,-162,5030,-814860.0,1
ST00069044,2025-10-30,W005,P00045,94,44,308,5,0,-165,5140,-848100.0,1
ST00069045,2025-10-31,W006,P00046,95,45,315,6,1,-168,5250,-882000.0,1
ST00069046,2025-11-01,W007,P00047,96,46,322,7,2,-171,5360,-916560.0,1
ST00069047,2025-11-02,W008,P00048,97,47,329,8,3,-174,5470,-951780.0,1
ST00069048,2025-11-03,W009,P00049,98,48,336,0,-3,-193,5580,-1076940.0,1
ST00069049,2025-11-04,W010,P00050,99,49,343,1,-2,-196,5690,-1115240.0,1
ST00069050,2025-11-05,W011,P00051,100,50,350,2,-1,-199,5800,-1154200.0,1
ST00069051,2025-11-06,W012,P00052,101,51,357,3,0,-202,5910,-1193820.0,1
ST00069052,2025-11-07,W013,P00053,102,52,364,4,1,-205,6020,-1234100.0,1
ST00069053,2025-11-08,W014,P00054,103,53,371,5,2,-208,6130,-1275040.0,1
ST00069054,2025-11-09,W015,P00055,104,54,378,6,3,-211,6240,-1316640.0,1
ST00069055,2025-11-10,W016,P00056,105,55,385,7,-3,-221,6350,-1403350.0,1
ST00069056,2025-11-11,W017,P00057,106,56,392,8,-2,-224,6460,-1447040.0,1
ST00069057,2025-11-12,W018,P00058,107,57,399,0,-1,-236,6570,-1550520.0,1
ST00069058,2025-11-13,W019,P00059,108,58,406,1,0,-239,6680,-1596520.0,1
ST00069059,2025-11-14,W020,P00060,109,59,413,2,1,-242,6790,-1643180.0,1
ST00069060,2025-11-15,W001,P00061,110,60,0,3,2,175,6900,1207500.0,0
ST00069061,2025-11-16,W002,P00062,111,61,7,4,3,172,7010,1205720.0,0
ST00069062,2025-11-17,W003,P00063,112,62,14,5,-3,162,7120,1153440.0,0
ST00069063,2025-11-18,W004,P00064,113,63,21,6,-2,159,7230,1149570.0,0
ST00069064,2025-11-19,W005,P00065,114,64,28,7,-1,156,7340,1145040.0,0
