Product_ID,Product_Name,Category,Subcategory,Supplier_ID,List_Price,Standard_Cost,Launch_Date,Lead_Time_Days,Status
P00549,Home Appliances Product 0549,Home Appliances,Subcategory 21,S00150,9075,5690,2026-03-04,59,Active
P00550,Accessories Product 0550,Accessories,Subcategory 22,S00151,9250,5800,2026-03-05,5,Active
P00551,IT Equipment Product 0551,IT Equipment,Subcategory 23,S00152,9425,5910,2026-03-06,6,Active
P00552,Electronics Product 0552,Electronics,Subcategory 0,S00153,9600,6020,2026-03-07,7,Active
P00553,Furniture Product 0553,Furniture,Subcategory 1,S00154,9775,6130,2026-03-08,8,Active
P00554,Office Supplies Product 0554,Office Supplies,Subcategory 2,S00155,9950,6240,2026-03-09,9,Active
P00555,Home Appliances Product 0555,Home Appliances,Subcategory 3,S00156,10125,6350,2026-03-10,10,Active
P00556,Accessories Product 0556,Accessories,Subcategory 4,S00157,10300,6460,2026-03-11,11,Active
P00557,IT Equipment Product 0557,IT Equipment,Subcategory 5,S00158,10475,6570,2026-03-12,12,Active
P00558,Electronics Product 0558,Electronics,Subcategory 6,S00159,10650,6680,2026-03-13,13,Active
P00559,Furniture Product 0559,Furniture,Subcategory 7,S00160,10825,6790,2026-03-14,14,Discontinued
P00560,Office Supplies Product 0560,Office Supplies,Subcategory 8,S00161,11000,6900,2026-03-15,15,Active
P00561,Home Appliances Product 0561,Home Appliances,Subcategory 9,S00162,11175,7010,2026-03-16,16,Active
P00562,Accessories Product 0562,Accessories,Subcategory 10,S00163,11350,7120,2026-03-17,17,Active
P00563,IT Equipment Product 0563,IT Equipment,Subcategory 11,S00164,11525,7230,2026-03-18,18,Active
P00564,Electronics Product 0564,Electronics,Subcategory 12,S00165,11700,7340,2026-03-19,19,Active
P00565,Furniture Product 0565,Furniture,Subcategory 13,S00166,11875,7450,2026-03-20,20,Active
P00566,Office Supplies Product 0566,Office Supplies,Subcategory 14,S00167,12050,7560,2026-03-21,21,Active
P00567,Home Appliances Product 0567,Home Appliances,Subcategory 15,S00168,12225,7670,2026-03-22,22,Active
P00568,Accessories Product 0568,Accessories,Subcategory 16,S00169,12400,7780,2026-03-23,23,Active
P00569,IT Equipment Product 0569,IT Equipment,Subcategory 17,S00170,12575,7890,2026-03-24,24,Active
P00570,Electronics Product 0570,Electronics,Subcategory 18,S00171,12750,8000,2026-03-25,25,Active
P00571,Furniture Product 0571,Furniture,Subcategory 19,S00172,12925,8110,2026-03-26,26,Active
P00572,Office Supplies Product 0572,Office Supplies,Subcategory 20,S00173,13100,8220,2026-03-27,27,Active
P00573,Home Appliances Product 0573,Home Appliances,Subcategory 21,S00174,13275,8330,2026-03-28,28,Active
P00574,Accessories Product 0574,Accessories,Subcategory 22,S00175,13450,8440,2026-03-29,29,Active
P00575,IT Equipment Product 0575,IT Equipment,Subcategory 23,S00176,13625,8550,2026-03-30,30,Active
P00576,Electronics Product 0576,Electronics,Subcategory 0,S00177,13800,8660,2026-03-31,31,Active
P00578,Office Supplies Product 0578,Office Supplies,Subcategory 2,S00179,14150,8880,2026-04-02,33,Active
P00579,Home Appliances Product 0579,Home Appliances,Subcategory 3,S00180,14325,8990,2026-04-03,34,Active
P00580,Accessories Product 0580,Accessories,Subcategory 4,S00181,14500,9100,2026-04-04,35,Active
P00581,IT Equipment Product 0581,IT Equipment,Subcategory 5,S00182,14675,9210,2026-04-05,36,Active
P00582,Electronics Product 0582,Electronics,Subcategory 6,S00183,14850,9320,2026-04-06,37,Active
P00583,Furniture Product 0583,Furniture,Subcategory 7,S00184,15025,9430,2026-04-07,38,Active
P00584,Office Supplies Product 0584,Office Supplies,Subcategory 8,S00185,15200,9540,2026-04-08,39,Active
P00585,Home Appliances Product 0585,Home Appliances,Subcategory 9,S00186,15375,9650,2026-04-09,40,Active
P00586,Accessories Product 0586,Accessories,Subcategory 10,S00187,15550,9760,2026-04-10,41,Active
P00587,IT Equipment Product 0587,IT Equipment,Subcategory 11,S00188,15725,9870,2026-04-11,42,Active
P00588,Electronics Product 0588,Electronics,Subcategory 12,S00189,15900,9980,2026-04-12,43,Active
P00589,Furniture Product 0589,Furniture,Subcategory 13,S00190,16075,10090,2026-04-13,44,Active
P00590,Office Supplies Product 0590,Office Supplies,Subcategory 14,S00191,16250,10200,2026-04-14,45,Active
P00591,Home Appliances Product 0591,Home Appliances,Subcategory 15,S00192,16425,10310,2026-04-15,46,Active
P00592,Accessories Product 0592,Accessories,Subcategory 16,S00193,16600,10420,2026-04-16,47,Active
P00593,IT Equipment Product 0593,IT Equipment,Subcategory 17,S00194,16775,10530,2026-04-17,48,Active
P00594,Electronics Product 0594,Electronics,Subcategory 18,S00195,16950,10640,2026-04-18,49,Active
P00595,Furniture Product 0595,Furniture,Subcategory 19,S00196,17125,10750,2026-04-19,50,Active
P00596,Office Supplies Product 0596,Office Supplies,Subcategory 20,S00197,17300,10860,2026-04-20,51,Active
P00597,Home Appliances Product 0597,Home Appliances,Subcategory 21,S00198,17475,10970,2026-04-21,52,Active
P00598,Accessories Product 0598,Accessories,Subcategory 22,S00199,17650,11080,2026-04-22,53,Active
P00599,IT Equipment Product 0599,IT Equipment,Subcategory 23,S00200,17825,11190,2026-04-23,54,Active
P00600,Electronics Product 0600,Electronics,Subcategory 0,S00001,500,300,2026-04-24,55,Active
P00601,Furniture Product 0601,Furniture,Subcategory 1,S00002,675,410,2026-04-25,56,Active
P00602,Office Supplies Product 0602,Office Supplies,Subcategory 2,S00003,850,520,2026-04-26,57,Discontinued
P00603,Home Appliances Product 0603,Home Appliances,Subcategory 3,S00004,1025,630,2026-04-27,58,Active
P00604,Accessories Product 0604,Accessories,Subcategory 4,S00005,1200,740,2026-04-28,59,Active
P00605,IT Equipment Product 0605,IT Equipment,Subcategory 5,S00006,1375,850,2026-04-29,5,Active
P00606,Electronics Product 0606,Electronics,Subcategory 6,S00007,1550,960,2026-04-30,6,Active
P00607,Furniture Product 0607,Furniture,Subcategory 7,S00008,1725,1070,2026-05-01,7,Active
P00608,Office Supplies Product 0608,Office Supplies,Subcategory 8,S00009,1900,1180,2026-05-02,8,Active
P00609,Home Appliances Product 0609,Home Appliances,Subcategory 9,S00010,2075,1290,2026-05-03,9,Active
P00610,Accessories Product 0610,Accessories,Subcategory 10,S00011,2250,1400,2026-05-04,10,Active
P00611,IT Equipment Product 0611,IT Equipment,Subcategory 11,S00012,2425,1510,2026-05-05,11,Active
P00612,Electronics Product 0612,Electronics,Subcategory 12,S00013,2600,1620,2026-05-06,12,Active
P00613,Furniture Product 0613,Furniture,Subcategory 13,S00014,2775,1730,2026-05-07,13,Active
P00615,Home Appliances Product 0615,Home Appliances,Subcategory 15,S00016,3125,1950,2026-05-09,15,Active
P00616,Accessories Product 0616,Accessories,Subcategory 16,S00017,3300,2060,2026-05-10,16,Active
P00617,IT Equipment Product 0617,IT Equipment,Subcategory 17,S00018,3475,2170,2026-05-11,17,Active
P00618,Electronics Product 0618,Electronics,Subcategory 18,S00019,3650,2280,2026-05-12,18,Active
P00619,Furniture Product 0619,Furniture,Subcategory 19,S00020,3825,2390,2026-05-13,19,Active
P00620,Office Supplies Product 0620,Office Supplies,Subcategory 20,S00021,4000,2500,2026-05-14,20,Active
P00621,Home Appliances Product 0621,Home Appliances,Subcategory 21,S00022,4175,2610,2026-05-15,21,Active
P00622,Accessories Product 0622,Accessories,Subcategory 22,S00023,4350,2720,2026-05-16,22,Active
P00623,IT Equipment Product 0623,IT Equipment,Subcategory 23,S00024,4525,2830,2026-05-17,23,Active
P00624,Electronics Product 0624,Electronics,Subcategory 0,S00025,4700,2940,2026-05-18,24,Active
P00625,Furniture Product 0625,Furniture,Subcategory 1,S00026,4875,3050,2026-05-19,25,Active
P00626,Office Supplies Product 0626,Office Supplies,Subcategory 2,S00027,5050,3160,2026-05-20,26,Active
P00627,Home Appliances Product 0627,Home Appliances,Subcategory 3,S00028,5225,3270,2026-05-21,27,Active
P00628,Accessories Product 0628,Accessories,Subcategory 4,S00029,5400,3380,2026-05-22,28,Active
P00629,IT Equipment Product 0629,IT Equipment,Subcategory 5,S00030,5575,3490,2026-05-23,29,Active
P00630,Electronics Product 0630,Electronics,Subcategory 6,S00031,5750,3600,2026-05-24,30,Active
P00631,Furniture Product 0631,Furniture,Subcategory 7,S00032,5925,3710,2026-05-25,31,Active
P00632,Office Supplies Product 0632,Office Supplies,Subcategory 8,S00033,6100,3820,2026-05-26,32,Active
P00633,Home Appliances Product 0633,Home Appliances,Subcategory 9,S00034,6275,3930,2026-05-27,33,Active
P00634,Accessories Product 0634,Accessories,Subcategory 10,S00035,6450,4040,2026-05-28,34,Active
P00635,IT Equipment Product 0635,IT Equipment,Subcategory 11,S00036,6625,4150,2026-05-29,35,Active
P00636,Electronics Product 0636,Electronics,Subcategory 12,S00037,6800,4260,2026-05-30,36,Active
P00637,Furniture Product 0637,Furniture,Subcategory 13,S00038,6975,4370,2026-05-31,37,Active
P00638,Office Supplies Product 0638,Office Supplies,Subcategory 14,S00039,7150,4480,2026-06-01,38,Active
P00639,Home Appliances Product 0639,Home Appliances,Subcategory 15,S00040,7325,4590,2026-06-02,39,Active
P00640,Accessories Product 0640,Accessories,Subcategory 16,S00041,7500,4700,2026-06-03,40,Active
P00641,IT Equipment Product 0641,IT Equipment,Subcategory 17,S00042,7675,4810,2026-06-04,41,Active
P00642,Electronics Product 0642,Electronics,Subcategory 18,S00043,7850,4920,2026-06-05,42,Active
P00643,Furniture Product 0643,Furniture,Subcategory 19,S00044,8025,5030,2026-06-06,43,Active
P00644,Office Supplies Product 0644,Office Supplies,Subcategory 20,S00045,8200,5140,2026-06-07,44,Active
P00645,Home Appliances Product 0645,Home Appliances,Subcategory 21,S00046,8375,5250,2026-06-08,45,Discontinued
P00646,Accessories Product 0646,Accessories,Subcategory 22,S00047,8550,5360,2026-06-09,46,Active
P00647,IT Equipment Product 0647,IT Equipment,Subcategory 23,S00048,8725,5470,2026-06-10,47,Active
P00648,Electronics Product 0648,Electronics,Subcategory 0,S00049,8900,5580,2026-06-11,48,Active
P00649,Furniture Product 0649,Furniture,Subcategory 1,S00050,9075,5690,2026-06-12,49,Active
P00650,Office Supplies Product 0650,Office Supplies,Subcategory 2,S00051,9250,5800,2026-06-13,50,Active
P00651,Home Appliances Product 0651,Home Appliances,Subcategory 3,S00052,9425,5910,2026-06-14,51,Active
P00652,Accessories Product 0652,Accessories,Subcategory 4,S00053,9600,6020,2026-06-15,52,Active
P00653,IT Equipment Product 0653,IT Equipment,Subcategory 5,S00054,9775,6130,2026-06-16,53,Active
P00654,Electronics Product 0654,Electronics,Subcategory 6,S00055,9950,6240,2026-06-17,54,Active
P00655,Furniture Product 0655,Furniture,Subcategory 7,S00056,10125,6350,2026-06-18,55,Active
P00656,Office Supplies Product 0656,Office Supplies,Subcategory 8,S00057,10300,6460,2026-06-19,56,Active
P00657,Home Appliances Product 0657,Home Appliances,Subcategory 9,S00058,10475,6570,2026-06-20,57,Active
P00658,Accessories Product 0658,Accessories,Subcategory 10,S00059,10650,6680,2026-06-21,58,Active
P00659,IT Equipment Product 0659,IT Equipment,Subcategory 11,S00060,10825,6790,2026-06-22,59,Active
P00660,Electronics Product 0660,Electronics,Subcategory 12,S00061,11000,6900,2026-06-23,5,Active
P00661,Furniture Product 0661,Furniture,Subcategory 13,S00062,11175,7010,2026-06-24,6,Active
P00662,Office Supplies Product 0662,Office Supplies,Subcategory 14,S00063,11350,7120,2026-06-25,7,Active
P00663,Home Appliances Product 0663,Home Appliances,Subcategory 15,S00064,11525,7230,2026-06-26,8,Active
P00664,Accessories Product 0664,Accessories,Subcategory 16,S00065,11700,7340,2026-06-27,9,Active
P00665,IT Equipment Product 0665,IT Equipment,Subcategory 17,S00066,11875,7450,2026-06-28,10,Active
P00666,Electronics Product 0666,Electronics,Subcategory 18,S00067,12050,7560,2026-06-29,11,Active
P00667,Furniture Product 0667,Furniture,Subcategory 19,S00068,12225,7670,2026-06-30,12,Active
P00668,Office Supplies Product 0668,Office Supplies,Subcategory 20,S00069,12400,7780,2026-07-01,13,Active
P00669,Home Appliances Product 0669,Home Appliances,Subcategory 21,S00070,12575,7890,2026-07-02,14,Active
P00670,Accessories Product 0670,Accessories,Subcategory 22,S00071,12750,8000,2026-07-03,15,Active
P00671,IT Equipment Product 0671,IT Equipment,Subcategory 23,S00072,12925,8110,2026-07-04,16,Active
P00672,Electronics Product 0672,Electronics,Subcategory 0,S00073,13100,8220,2026-07-05,17,Active
P00673,Furniture Product 0673,Furniture,Subcategory 1,S00074,13275,8330,2026-07-06,18,Active
P00674,Office Supplies Product 0674,Office Supplies,Subcategory 2,S00075,13450,8440,2026-07-07,19,Active
P00675,Home Appliances Product 0675,Home Appliances,Subcategory 3,S00076,13625,8550,2026-07-08,20,Active
P00676,Accessories Product 0676,Accessories,Subcategory 4,S00077,13800,8660,2026-07-09,21,Active
P00677,IT Equipment Product 0677,IT Equipment,Subcategory 5,S00078,13975,8770,2026-07-10,22,Active
P00678,Electronics Product 0678,Electronics,Subcategory 6,S00079,14150,8880,2026-07-11,23,Active
P00679,Furniture Product 0679,Furniture,Subcategory 7,S00080,14325,8990,2026-07-12,24,Active
P00680,Office Supplies Product 0680,Office Supplies,Subcategory 8,S00081,14500,9100,2026-07-13,25,Active
P00681,Home Appliances Product 0681,Home Appliances,Subcategory 9,S00082,14675,9210,2026-07-14,26,Active
P00682,Accessories Product 0682,Accessories,Subcategory 10,S00083,14850,9320,2026-07-15,27,Active
P00683,IT Equipment Product 0683,IT Equipment,Subcategory 11,S00084,15025,9430,2026-07-16,28,Active
P00684,Electronics Product 0684,Electronics,Subcategory 12,S00085,15200,9540,2026-07-17,29,Active
P00685,Furniture Product 0685,Furniture,Subcategory 13,S00086,15375,9650,2026-07-18,30,Active
P00686,Office Supplies Product 0686,Office Supplies,Subcategory 14,S00087,15550,9760,2026-07-19,31,Active
P00687,Home Appliances Product 0687,Home Appliances,Subcategory 15,S00088,15725,9870,2026-07-20,32,Active
P00688,Accessories Product 0688,Accessories,Subcategory 16,S00089,15900,9980,2026-07-21,33,Discontinued
P00689,IT Equipment Product 0689,IT Equipment,Subcategory 17,S00090,16075,10090,2026-07-22,34,Active
P00690,Electronics Product 0690,Electronics,Subcategory 18,S00091,16250,10200,2026-07-23,35,Active
P00691,Furniture Product 0691,Furniture,Subcategory 19,S00092,16425,10310,2026-07-24,36,Active
P00692,Office Supplies Product 0692,Office Supplies,Subcategory 20,S00093,16600,10420,2026-07-25,37,Active
P00693,Home Appliances Product 0693,Home Appliances,Subcategory 21,S00094,16775,10530,2026-07-26,38,Active
P00694,Accessories Product 0694,Accessories,Subcategory 22,S00095,16950,10640,2026-07-27,39,Active
P00695,IT Equipment Product 0695,IT Equipment,Subcategory 23,S00096,17125,10750,2026-07-28,40,Active
P00696,Electronics Product 0696,Electronics,Subcategory 0,S00097,17300,10860,2026-07-29,41,Active
P00697,Furniture Product 0697,Furniture,Subcategory 1,S00098,17475,10970,2026-07-30,42,Active
P00698,Office Supplies Product 0698,Office Supplies,Subcategory 2,S00099,17650,11080,2026-07-31,43,Active
P00699,Home Appliances Product 0699,Home Appliances,Subcategory 3,S00100,17825,11190,2026-08-01,44,Active
P00700,Accessories Product 0700,Accessories,Subcategory 4,S00101,500,300,2026-08-02,45,Active
P00701,IT Equipment Product 0701,IT Equipment,Subcategory 5,S00102,675,410,2026-08-03,46,Active
P00702,Electronics Product 0702,Electronics,Subcategory 6,S00103,850,520,2026-08-04,47,Active
P00703,Furniture Product 0703,Furniture,Subcategory 7,S00104,1025,630,2026-08-05,48,Active
P00704,Office Supplies Product 0704,Office Supplies,Subcategory 8,S00105,1200,740,2026-08-06,49,Active
P00705,Home Appliances Product 0705,Home Appliances,Subcategory 9,S00106,1375,850,2026-08-07,50,Active
P00706,Accessories Product 0706,Accessories,Subcategory 10,S00107,1550,960,2026-08-08,51,Active
P00707,IT Equipment Product 0707,IT Equipment,Subcategory 11,S00108,1725,1070,2026-08-09,52,Active
P00708,Electronics Product 0708,Electronics,Subcategory 12,S00109,1900,1180,2026-08-10,53,Active
P00709,Furniture Product 0709,Furniture,Subcategory 13,S00110,2075,1290,2026-08-11,54,Active
P00710,Office Supplies Product 0710,Office Supplies,Subcategory 14,S00111,2250,1400,2026-08-12,55,Active
P00711,Home Appliances Product 0711,Home Appliances,Subcategory 15,S00112,2425,1510,2026-08-13,56,Active
P00712,Accessories Product 0712,Accessories,Subcategory 16,S00113,2600,1620,2026-08-14,57,Active
P00713,IT Equipment Product 0713,IT Equipment,Subcategory 17,S00114,2775,1730,2026-08-15,58,Active
P00714,Electronics Product 0714,Electronics,Subcategory 18,S00115,2950,1840,2026-08-16,59,Active
P00715,Furniture Product 0715,Furniture,Subcategory 19,S00116,3125,1950,2026-08-17,5,Active
P00716,Office Supplies Product 0716,Office Supplies,Subcategory 20,S00117,3300,2060,2026-08-18,6,Active
P00717,Home Appliances Product 0717,Home Appliances,Subcategory 21,S00118,3475,2170,2026-08-19,7,Active
P00718,Accessories Product 0718,Accessories,Subcategory 22,S00119,3650,2280,2026-08-20,8,Active
P00719,IT Equipment Product 0719,IT Equipment,Subcategory 23,S00120,3825,2390,2026-08-21,9,Active
P00720,Electronics Product 0720,Electronics,Subcategory 0,S00121,4000,2500,2026-08-22,10,Active
P00721,Furniture Product 0721,Furniture,Subcategory 1,S00122,4175,2610,2026-08-23,11,Active
P00722,Office Supplies Product 0722,Office Supplies,Subcategory 2,S00123,4350,2720,2026-08-24,12,Active
P00723,Home Appliances Product 0723,Home Appliances,Subcategory 3,S00124,4525,2830,2026-08-25,13,Active
P00724,Accessories Product 0724,Accessories,Subcategory 4,S00125,4700,2940,2026-08-26,14,Active
P00725,IT Equipment Product 0725,IT Equipment,Subcategory 5,S00126,4875,3050,2026-08-27,15,Active
P00726,Electronics Product 0726,Electronics,Subcategory 6,S00127,5050,3160,2026-08-28,16,Active
P00727,Furniture Product 0727,Furniture,Subcategory 7,S00128,5225,3270,2026-08-29,17,Active
P00728,Office Supplies Product 0728,Office Supplies,Subcategory 8,S00129,5400,3380,2026-08-30,18,Active
P00729,Home Appliances Product 0729,Home Appliances,Subcategory 9,S00130,5575,3490,2026-08-31,19,Active
P00730,Accessories Product 0730,Accessories,Subcategory 10,S00131,5750,3600,2025-09-01,20,Active
P00731,IT Equipment Product 0731,IT Equipment,Subcategory 11,S00132,5925,3710,2025-09-02,21,Discontinued
P00732,Electronics Product 0732,Electronics,Subcategory 12,S00133,6100,3820,2025-09-03,22,Active
P00733,Furniture Product 0733,Furniture,Subcategory 13,S00134,6275,3930,2025-09-04,23,Active
P00734,Office Supplies Product 0734,Office Supplies,Subcategory 14,S00135,6450,4040,2025-09-05,24,Active
P00735,Home Appliances Product 0735,Home Appliances,Subcategory 15,S00136,6625,4150,2025-09-06,25,Active
P00736,Accessories Product 0736,Accessories,Subcategory 16,S00137,6800,4260,2025-09-07,26,Active
P00737,IT Equipment Product 0737,IT Equipment,Subcategory 17,S00138,6975,4370,2025-09-08,27,Active
P00738,Electronics Product 0738,Electronics,Subcategory 18,S00139,7150,4480,2025-09-09,28,Active
P00739,Furniture Product 0739,Furniture,Subcategory 19,S00140,7325,4590,2025-09-10,29,Active
P00740,Office Supplies Product 0740,Office Supplies,Subcategory 20,S00141,7500,4700,2025-09-11,30,Active
P00741,Home Appliances Product 0741,Home Appliances,Subcategory 21,S00142,7675,4810,2025-09-12,31,Active
P00742,Accessories Product 0742,Accessories,Subcategory 22,S00143,7850,4920,2025-09-13,32,Active
P00743,IT Equipment Product 0743,IT Equipment,Subcategory 23,S00144,8025,5030,2025-09-14,33,Active
P00744,Electronics Product 0744,Electronics,Subcategory 0,S00145,8200,5140,2025-09-15,34,Active
P00745,Furniture Product 0745,Furniture,Subcategory 1,S00146,8375,5250,2025-09-16,35,Active
P00746,Office Supplies Product 0746,Office Supplies,Subcategory 2,S00147,8550,5360,2025-09-17,36,Active
P00747,Home Appliances Product 0747,Home Appliances,Subcategory 3,S00148,8725,5470,2025-09-18,37,Active
P00748,Accessories Product 0748,Accessories,Subcategory 4,S00149,8900,5580,2025-09-19,38,Active
P00749,IT Equipment Product 0749,IT Equipment,Subcategory 5,S00150,9075,5690,2025-09-20,39,Active
P00750,Electronics Product 0750,Electronics,Subcategory 6,S00151,9250,5800,2025-09-21,40,Active
P00751,Furniture Product 0751,Furniture,Subcategory 7,S00152,9425,5910,2025-09-22,41,Active
P00752,Office Supplies Product 0752,Office Supplies,Subcategory 8,S00153,9600,6020,2025-09-23,42,Active
P00753,Home Appliances Product 0753,Home Appliances,Subcategory 9,S00154,9775,6130,2025-09-24,43,Active
P00754,Accessories Product 0754,Accessories,Subcategory 10,S00155,9950,6240,2025-09-25,44,Active
P00755,IT Equipment Product 0755,IT Equipment,Subcategory 11,S00156,10125,6350,2025-09-26,45,Active
P00756,Electronics Product 0756,Electronics,Subcategory 12,S00157,10300,6460,2025-09-27,46,Active
P00757,Furniture Product 0757,Furniture,Subcategory 13,S00158,10475,6570,2025-09-28,47,Active
P00758,Office Supplies Product 0758,Office Supplies,Subcategory 14,S00159,10650,6680,2025-09-29,48,Active
P00759,Home Appliances Product 0759,Home Appliances,Subcategory 15,S00160,10825,6790,2025-09-30,49,Active
P00760,Accessories Product 0760,Accessories,Subcategory 16,S00161,11000,6900,2025-10-01,50,Active
P00761,IT Equipment Product 0761,IT Equipment,Subcategory 17,S00162,11175,7010,2025-10-02,51,Active
P00762,Electronics Product 0762,Electronics,Subcategory 18,S00163,11350,7120,2025-10-03,52,Active
P00763,Furniture Product 0763,Furniture,Subcategory 19,S00164,11525,7230,2025-10-04,53,Active
P00764,Office Supplies Product 0764,Office Supplies,Subcategory 20,S00165,11700,7340,2025-10-05,54,Active
P00765,Home Appliances Product 0765,Home Appliances,Subcategory 21,S00166,11875,7450,2025-10-06,55,Active
P00766,Accessories Product 0766,Accessories,Subcategory 22,S00167,12050,7560,2025-10-07,56,Active
P00767,IT Equipment Product 0767,IT Equipment,Subcategory 23,S00168,12225,7670,2025-10-08,57,Active
P00768,Electronics Product 0768,Electronics,Subcategory 0,S00169,12400,7780,2025-10-09,58,Active
P00769,Furniture Product 0769,Furniture,Subcategory 1,S00170,12575,7890,2025-10-10,59,Active
P00770,Office Supplies Product 0770,Office Supplies,Subcategory 2,S00171,12750,8000,2025-10-11,5,Active
P00771,Home Appliances Product 0771,Home Appliances,Subcategory 3,S00172,12925,8110,2025-10-12,6,Active
P00772,Accessories Product 0772,Accessories,Subcategory 4,S00173,13100,8220,2025-10-13,7,Active
P00773,IT Equipment Product 0773,IT Equipment,Subcategory 5,S00174,13275,8330,2025-10-14,8,Active
P00774,Electronics Product 0774,Electronics,Subcategory 6,S00175,13450,8440,2025-10-15,9,Discontinued
P00775,Furniture Product 0775,Furniture,Subcategory 7,S00176,13625,8550,2025-10-16,10,Active
P00776,Office Supplies Product 0776,Office Supplies,Subcategory 8,S00177,13800,8660,2025-10-17,11,Active
P00777,Home Appliances Product 0777,Home Appliances,Subcategory 9,S00178,13975,8770,2025-10-18,12,Active
P00778,Accessories Product 0778,Accessories,Subcategory 10,S00179,14150,8880,2025-10-19,13,Active
P00779,IT Equipment Product 0779,IT Equipment,Subcategory 11,S00180,14325,8990,2025-10-20,14,Active
P00780,Electronics Product 0780,Electronics,Subcategory 12,S00181,14500,9100,2025-10-21,15,Active
P00781,Furniture Product 0781,Furniture,Subcategory 13,S00182,14675,9210,2025-10-22,16,Active
P00782,Office Supplies Product 0782,Office Supplies,Subcategory 14,S00183,14850,9320,2025-10-23,17,Active
P00783,Home Appliances Product 0783,Home Appliances,Subcategory 15,S00184,15025,9430,2025-10-24,18,Active
P00784,Accessories Product 0784,Accessories,Subcategory 16,S00185,15200,9540,2025-10-25,19,Active
P00785,IT Equipment Product 0785,IT Equipment,Subcategory 17,S00186,15375,9650,2025-10-26,20,Active
P00786,Electronics Product 0786,Electronics,Subcategory 18,S00187,15550,9760,2025-10-27,21,Active
P00787,Furniture Product 0787,Furniture,Subcategory 19,S00188,15725,9870,2025-10-28,22,Active
P00788,Office Supplies Product 0788,Office Supplies,Subcategory 20,S00189,15900,9980,2025-10-29,23,Active
P00789,Home Appliances Product 0789,Home Appliances,Subcategory 21,S00190,16075,10090,2025-10-30,24,Active
P00790,Accessories Product 0790,Accessories,Subcategory 22,S00191,16250,10200,2025-10-31,25,Active
P00791,IT Equipment Product 0791,IT Equipment,Subcategory 23,S00192,16425,10310,2025-11-01,26,Active
P00792,Electronics Product 0792,Electronics,Subcategory 0,S00193,16600,10420,2025-11-02,27,Active
P00793,Furniture Product 0793,Furniture,Subcategory 1,S00194,16775,10530,2025-11-03,28,Active
P00794,Office Supplies Product 0794,Office Supplies,Subcategory 2,S00195,16950,10640,2025-11-04,29,Active
P00795,Home Appliances Product 0795,Home Appliances,Subcategory 3,S00196,17125,10750,2025-11-05,30,Active
P00796,Accessories Product 0796,Accessories,Subcategory 4,S00197,17300,10860,2025-11-06,31,Active
P00797,IT Equipment Product 0797,IT Equipment,Subcategory 5,S00198,17475,10970,2025-11-07,32,Active
P00798,Electronics Product 0798,Electronics,Subcategory 6,S00199,17650,11080,2025-11-08,33,Active
P00799,Furniture Product 0799,Furniture,Subcategory 7,S00200,17825,11190,2025-11-09,34,Active
P00800,Office Supplies Product 0800,Office Supplies,Subcategory 8,S00001,500,300,2025-11-10,35,Active
P00801,Home Appliances Product 0801,Home Appliances,Subcategory 9,S00002,675,410,2025-11-11,36,Active
P00802,Accessories Product 0802,Accessories,Subcategory 10,S00003,850,520,2025-11-12,37,Active
P00803,IT Equipment Product 0803,IT Equipment,Subcategory 11,S00004,1025,630,2025-11-13,38,Active
P00804,Electronics Product 0804,Electronics,Subcategory 12,S00005,1200,740,2025-11-14,39,Active
P00805,Furniture Product 0805,Furniture,Subcategory 13,S00006,1375,850,2025-11-15,40,Active
P00806,Office Supplies Product 0806,Office Supplies,Subcategory 14,S00007,1550,960,2025-11-16,41,Active
P00807,Home Appliances Product 0807,Home Appliances,Subcategory 15,S00008,1725,1070,2025-11-17,42,Active
P00808,Accessories Product 0808,Accessories,Subcategory 16,S00009,1900,1180,2025-11-18,43,Active
P00809,IT Equipment Product 0809,IT Equipment,Subcategory 17,S00010,2075,1290,2025-11-19,44,Active
P00810,Electronics Product 0810,Electronics,Subcategory 18,S00011,2250,1400,2025-11-20,45,Active
P00811,Furniture Product 0811,Furniture,Subcategory 19,S00012,2425,1510,2025-11-21,46,Active
P00812,Office Supplies Product 0812,Office Supplies,Subcategory 20,S00013,2600,1620,2025-11-22,47,Active
P00813,Home Appliances Product 0813,Home Appliances,Subcategory 21,S00014,2775,1730,2025-11-23,48,Active
P00814,Accessories Product 0814,Accessories,Subcategory 22,S00015,2950,1840,2025-11-24,49,Active
P00815,IT Equipment Product 0815,IT Equipment,Subcategory 23,S00016,3125,1950,2025-11-25,50,Active
P00816,Electronics Product 0816,Electronics,Subcategory 0,S00017,3300,2060,2025-11-26,51,Active
P00817,Furniture Product 0817,Furniture,Subcategory 1,S00018,3475,2170,2025-11-27,52,Discontinued
P00818,Office Supplies Product 0818,Office Supplies,Subcategory 2,S00019,3650,2280,2025-11-28,53,Active
P00819,Home Appliances Product 0819,Home Appliances,Subcategory 3,S00020,3825,2390,2025-11-29,54,Active
P00820,Accessories Product 0820,Accessories,Subcategory 4,S00021,4000,2500,2025-11-30,55,Active
P00821,IT Equipment Product 0821,IT Equipment,Subcategory 5,S00022,4175,2610,2025-12-01,56,Active
P00822,Electronics Product 0822,Electronics,Subcategory 6,S00023,4350,2720,2025-12-02,57,Active
P00823,Furniture Product 0823,Furniture,Subcategory 7,S00024,4525,2830,2025-12-03,58,Active
