Event_ID,Customer_ID,Session_ID,Event_Time,Channel,Event_Type,Page,Experiment_Group,Converted,Order_ID
EV00124312,C004313,SES00031079,2026-04-01 16:52:00,Email,Checkout,/cart,Treatment,0,
EV00124313,C004314,SES00031079,2026-04-02 17:53:00,Referral,Product View,/home,Control,0,
EV00124314,C004315,SES00031079,2026-04-03 18:54:00,Organic Search,Product View,/product,Treatment,0,
EV00124315,C004316,SES00031079,2026-04-04 19:55:00,Google Ads,Purchase,/home,Control,1,O0024316
EV00124316,C004317,SES00031080,2026-04-05 20:56:00,Instagram,Add to Cart,/product,Treatment,0,
EV00124317,C004318,SES00031080,2026-04-06 21:57:00,Email,Add to Cart,/checkout,Control,0,
EV00124318,C004319,SES00031080,2026-04-07 22:58:00,Referral,Page View,/cart,Treatment,0,
EV00124319,C004320,SES00031080,2026-04-08 23:59:00,Organic Search,Product View,/product,Control,0,
EV00124320,C004321,SES00031081,2026-04-09 00:00:00,Google Ads,Add to Cart,/checkout,Treatment,0,
EV00124321,,SES00031081,2026-04-10 01:01:00,Instagram,Page View,/product,Control,0,
EV00124322,C004323,SES00031081,2026-04-11 02:02:00,Email,Product View,/cart,Treatment,0,
EV00124323,C004324,SES00031081,2026-04-12 03:03:00,Referral,Product View,/home,Control,0,
EV00124324,C004325,SES00031082,2026-04-13 04:04:00,Organic Search,Product View,/home,Treatment,0,
EV00124325,C004326,SES00031082,2026-04-14 05:05:00,Google Ads,Page View,/cart,Control,0,
EV00124326,C004327,SES00031082,2026-04-15 06:06:00,Instagram,Add to Cart,/home,Treatment,0,
EV00124327,C004328,SES00031082,2026-04-16 07:07:00,Email,Product View,/cart,Control,0,
EV00124328,C004329,SES00031083,2026-04-17 08:08:00,Referral,Product View,/product,Treatment,0,
EV00124329,C004330,SES00031083,2026-04-18 09:09:00,Organic Search,Product View,/cart,Control,0,
EV00124330,C004331,SES00031083,2026-04-19 10:10:00,Google Ads,Page View,/home,Treatment,0,
EV00124331,C004332,SES00031083,2026-04-20 11:11:00,Instagram,Page View,/checkout,Control,0,
EV00124332,C004333,SES00031084,2026-04-21 12:12:00,Email,Product View,/home,Treatment,0,
EV00124333,C004334,SES00031084,2026-04-22 13:13:00,Referral,Product View,/cart,Control,0,
EV00124334,C004335,SES00031084,2026-04-23 14:14:00,Organic Search,Checkout,/product,Treatment,0,
EV00124335,C004336,SES00031084,2026-04-24 15:15:00,Google Ads,Page View,/home,Control,0,
EV00124336,C004337,SES00031085,2026-04-25 16:16:00,Instagram,Product View,/checkout,Treatment,0,
EV00124337,C004338,SES00031085,2026-04-26 17:17:00,Email,Product View,/cart,Control,0,
EV00124338,,SES00031085,2026-04-27 18:18:00,Referral,Purchase,/checkout,Treatment,1,O0024339
EV00124339,C004340,SES00031085,2026-04-28 19:19:00,Organic Search,Product View,/product,Control,0,
EV00124340,C004341,SES00031086,2026-04-29 20:20:00,Google Ads,Product View,/checkout,Treatment,0,
EV00124341,C004342,SES00031086,2026-04-30 21:21:00,Instagram,Add to Cart,/checkout,Control,0,
EV00124342,C004343,SES00031086,2026-05-01 22:22:00,Email,Checkout,/product,Treatment,0,
EV00124343,C004344,SES00031086,2026-05-02 23:23:00,Referral,Add to Cart,/checkout,Control,0,
EV00124344,C004345,SES00031087,2026-05-03 00:24:00,Organic Search,Product View,/product,Treatment,0,
EV00124345,C004346,SES00031087,2026-05-04 01:25:00,Google Ads,Add to Cart,/cart,Control,0,
EV00124346,C004347,SES00031087,2026-05-05 02:26:00,Instagram,Add to Cart,/product,Treatment,0,
EV00124347,C004348,SES00031087,2026-05-06 03:27:00,Email,Page View,/cart,Control,0,
EV00124348,C004349,SES00031088,2026-05-07 04:28:00,Referral,Product View,/home,Treatment,0,
EV00124349,C004350,SES00031088,2026-05-08 05:29:00,Organic Search,Product View,/checkout,Control,0,
EV00124350,C004351,SES00031088,2026-05-09 06:30:00,Google Ads,Checkout,/product,Treatment,0,
EV00124351,C004352,SES00031088,2026-05-10 07:31:00,Instagram,Add to Cart,/cart,Control,0,
EV00124352,C004353,SES00031089,2026-05-11 08:32:00,Email,Page View,/product,Treatment,0,
EV00124353,C004354,SES00031089,2026-05-12 09:33:00,Referral,Page View,/product,Control,0,
EV00124354,C004355,SES00031089,2026-05-13 10:34:00,Organic Search,Product View,/product,Treatment,0,
EV00124355,,SES00031089,2026-05-14 11:35:00,Google Ads,Product View,/cart,Control,0,
EV00124356,C004357,SES00031090,2026-05-15 12:36:00,Instagram,Page View,/checkout,Treatment,0,
EV00124357,C004358,SES00031090,2026-05-16 13:37:00,Email,Product View,/checkout,Control,0,
EV00124358,C004359,SES00031090,2026-05-17 14:38:00,Referral,Product View,/home,Treatment,0,
EV00124359,C004360,SES00031090,2026-05-18 15:39:00,Organic Search,Add to Cart,/checkout,Control,0,
EV00124360,C004361,SES00031091,2026-05-19 16:40:00,Google Ads,Page View,/home,Treatment,0,
EV00124361,C004362,SES00031091,2026-05-20 17:41:00,Instagram,Purchase,/product,Control,1,O0024362
EV00124362,C004363,SES00031091,2026-05-21 18:42:00,Email,Page View,/product,Treatment,0,
EV00124363,C004364,SES00031091,2026-05-22 19:43:00,Referral,Checkout,/home,Control,0,
EV00124364,C004365,SES00031092,2026-05-23 20:44:00,Organic Search,Add to Cart,/home,Treatment,0,
EV00124365,C004366,SES00031092,2026-05-24 21:45:00,Google Ads,Product View,/product,Control,0,
EV00124366,C004367,SES00031092,2026-05-25 22:46:00,Instagram,Page View,/cart,Treatment,0,
EV00124367,C004368,SES00031092,2026-05-26 23:47:00,Email,Add to Cart,/product,Control,0,
EV00124368,C004369,SES00031093,2026-05-27 00:48:00,Referral,Product View,/cart,Treatment,0,
EV00124369,C004370,SES00031093,2026-05-28 01:49:00,Organic Search,Page View,/cart,Control,0,
EV00124370,C004371,SES00031093,2026-05-29 02:50:00,Google Ads,Checkout,/checkout,Treatment,0,
EV00124371,C004372,SES00031093,2026-05-30 03:51:00,Instagram,Checkout,/home,Control,0,
EV00124372,,SES00031094,2026-05-31 04:52:00,Email,Product View,/checkout,Treatment,0,
EV00124373,C004374,SES00031094,2026-06-01 05:53:00,Referral,Add to Cart,/product,Control,0,
EV00124374,C004375,SES00031094,2026-06-02 06:54:00,Organic Search,Page View,/home,Treatment,0,
EV00124375,C004376,SES00031094,2026-06-03 07:55:00,Google Ads,Checkout,/home,Control,0,
EV00124376,C004377,SES00031095,2026-06-04 08:56:00,Instagram,Product View,/cart,Treatment,0,
EV00124377,C004378,SES00031095,2026-06-05 09:57:00,Email,Checkout,/home,Control,0,
EV00124378,C004379,SES00031095,2026-06-06 10:58:00,Referral,Product View,/cart,Treatment,0,
EV00124379,C004380,SES00031095,2026-06-07 11:59:00,Organic Search,Page View,/home,Control,0,
EV00124380,C004381,SES00031096,2026-06-08 12:00:00,Google Ads,Page View,/cart,Treatment,0,
EV00124381,C004382,SES00031096,2026-06-09 13:01:00,Instagram,Product View,/home,Control,0,
EV00124382,C004383,SES00031096,2026-06-10 14:02:00,Email,Product View,/home,Treatment,0,
EV00124383,C004384,SES00031096,2026-06-11 15:03:00,Referral,Product View,/product,Control,0,
EV00124384,C004385,SES00031097,2026-06-12 16:04:00,Organic Search,Purchase,/product,Treatment,1,O0024385
EV00124385,C004386,SES00031097,2026-06-13 17:05:00,Google Ads,Product View,/home,Control,0,
EV00124386,C004387,SES00031097,2026-06-14 18:06:00,Instagram,Product View,/home,Treatment,0,
EV00124387,C004388,SES00031097,2026-06-15 19:07:00,Email,Page View,/product,Control,0,
EV00124388,C004389,SES00031098,2026-06-16 20:08:00,Referral,Checkout,/home,Treatment,0,
EV00124389,,SES00031098,2026-06-17 21:09:00,Organic Search,Page View,/home,Control,0,
EV00124390,C004391,SES00031098,2026-06-18 22:10:00,Google Ads,Page View,/home,Treatment,0,
EV00124391,C004392,SES00031098,2026-06-19 23:11:00,Instagram,Checkout,/product,Control,0,
EV00124392,C004393,SES00031099,2026-06-20 00:12:00,Email,Product View,/cart,Treatment,0,
EV00124393,C004394,SES00031099,2026-06-21 01:13:00,Referral,Checkout,/product,Control,0,
EV00124394,C004395,SES00031099,2026-06-22 02:14:00,Organic Search,Product View,/product,Treatment,0,
EV00124395,C004396,SES00031099,2026-06-23 03:15:00,Google Ads,Add to Cart,/cart,Control,0,
EV00124396,C004397,SES00031100,2026-06-24 04:16:00,Instagram,Add to Cart,/home,Treatment,0,
EV00124397,C004398,SES00031100,2026-06-25 05:17:00,Email,Checkout,/home,Control,0,
EV00124398,C004399,SES00031100,2026-06-26 06:18:00,Referral,Product View,/cart,Treatment,0,
EV00124399,C004400,SES00031100,2026-06-27 07:19:00,Organic Search,Checkout,/cart,Control,0,
EV00124400,C004401,SES00031101,2026-06-28 08:20:00,Google Ads,Page View,/product,Treatment,0,
EV00124401,C004402,SES00031101,2026-06-29 09:21:00,Instagram,Page View,/product,Control,0,
EV00124402,C004403,SES00031101,2026-06-30 10:22:00,Email,Checkout,/checkout,Treatment,0,
EV00124403,C004404,SES00031101,2026-07-01 11:23:00,Referral,Checkout,/home,Control,0,
EV00124404,C004405,SES00031102,2026-07-02 12:24:00,Organic Search,Page View,/cart,Treatment,0,
EV00124405,C004406,SES00031102,2026-07-03 13:25:00,Google Ads,Product View,/product,Control,0,
EV00124406,,SES00031102,2026-07-04 14:26:00,Instagram,Page View,/checkout,Treatment,0,
EV00124407,C004408,SES00031102,2026-07-05 15:27:00,Email,Purchase,/home,Control,1,O0024408
EV00124408,C004409,SES00031103,2026-07-06 16:28:00,Referral,Add to Cart,/home,Treatment,0,
EV00124409,C004410,SES00031103,2026-07-07 17:29:00,Organic Search,Product View,/product,Control,0,
EV00124410,C004411,SES00031103,2026-07-08 18:30:00,Google Ads,Page View,/product,Treatment,0,
EV00124411,C004412,SES00031103,2026-07-09 19:31:00,Instagram,Page View,/cart,Control,0,
EV00124412,C004413,SES00031104,2026-07-10 20:32:00,Email,Page View,/cart,Treatment,0,
EV00124413,C004414,SES00031104,2026-07-11 21:33:00,Referral,Add to Cart,/home,Control,0,
EV00124414,C004415,SES00031104,2026-07-12 22:34:00,Organic Search,Page View,/cart,Treatment,0,
EV00124415,C004416,SES00031104,2026-07-13 23:35:00,Google Ads,Page View,/cart,Control,0,
EV00124416,C004417,SES00031105,2026-07-14 00:36:00,Instagram,Checkout,/product,Treatment,0,
EV00124417,C004418,SES00031105,2026-07-15 01:37:00,Email,Product View,/home,Control,0,
EV00124418,C004419,SES00031105,2026-07-16 02:38:00,Referral,Page View,/home,Treatment,0,
EV00124419,C004420,SES00031105,2026-07-17 03:39:00,Organic Search,Page View,/checkout,Control,0,
EV00124420,C004421,SES00031106,2026-07-18 04:40:00,Google Ads,Page View,/home,Treatment,0,
EV00124421,C004422,SES00031106,2026-07-19 05:41:00,Instagram,Add to Cart,/product,Control,0,
EV00124422,C004423,SES00031106,2026-07-20 06:42:00,Email,Add to Cart,/cart,Treatment,0,
EV00124423,,SES00031106,2026-07-21 07:43:00,Referral,Add to Cart,/home,Control,0,
EV00124424,C004425,SES00031107,2026-07-22 08:44:00,Organic Search,Page View,/home,Treatment,0,
EV00124425,C004426,SES00031107,2026-07-23 09:45:00,Google Ads,Checkout,/product,Control,0,
EV00124426,C004427,SES00031107,2026-07-24 10:46:00,Instagram,Add to Cart,/cart,Treatment,0,
EV00124427,C004428,SES00031107,2026-07-25 11:47:00,Email,Page View,/home,Control,0,
EV00124428,C004429,SES00031108,2026-07-26 12:48:00,Referral,Product View,/home,Treatment,0,
EV00124429,C004430,SES00031108,2026-07-27 13:49:00,Organic Search,Page View,/product,Control,0,
EV00124430,C004431,SES00031108,2026-07-28 14:50:00,Google Ads,Purchase,/checkout,Treatment,1,O0024431
EV00124431,C004432,SES00031108,2026-07-29 15:51:00,Instagram,Page View,/product,Control,0,
EV00124432,C004433,SES00031109,2026-07-30 16:52:00,Email,Add to Cart,/home,Treatment,0,
EV00124433,C004434,SES00031109,2026-07-31 17:53:00,Referral,Add to Cart,/cart,Control,0,
EV00124434,C004435,SES00031109,2026-08-01 18:54:00,Organic Search,Add to Cart,/cart,Treatment,0,
EV00124435,C004436,SES00031109,2026-08-02 19:55:00,Google Ads,Page View,/checkout,Control,0,
EV00124436,C004437,SES00031110,2026-08-03 20:56:00,Instagram,Checkout,/checkout,Treatment,0,
EV00124437,C004438,SES00031110,2026-08-04 21:57:00,Email,Add to Cart,/cart,Control,0,
EV00124438,C004439,SES00031110,2026-08-05 22:58:00,Referral,Checkout,/cart,Treatment,0,
EV00124439,C004440,SES00031110,2026-08-06 23:59:00,Organic Search,Add to Cart,/product,Control,0,
EV00124440,,SES00031111,2026-08-07 00:00:00,Google Ads,Page View,/product,Treatment,0,
EV00124441,C004442,SES00031111,2026-08-08 01:01:00,Instagram,Add to Cart,/home,Control,0,
EV00124442,C004443,SES00031111,2026-08-09 02:02:00,Email,Add to Cart,/checkout,Treatment,0,
EV00124443,C004444,SES00031111,2026-08-10 03:03:00,Referral,Add to Cart,/home,Control,0,
EV00124444,C004445,SES00031112,2026-08-11 04:04:00,Organic Search,Checkout,/checkout,Treatment,0,
EV00124445,C004446,SES00031112,2026-08-12 05:05:00,Google Ads,Product View,/home,Control,0,
EV00124446,C004447,SES00031112,2026-08-13 06:06:00,Instagram,Product View,/cart,Treatment,0,
EV00124447,C004448,SES00031112,2026-08-14 07:07:00,Email,Product View,/product,Control,0,
EV00124448,C004449,SES00031113,2026-08-15 08:08:00,Referral,Product View,/product,Treatment,0,
EV00124449,C004450,SES00031113,2026-08-16 09:09:00,Organic Search,Page View,/product,Control,0,
EV00124450,C004451,SES00031113,2026-08-17 10:10:00,Google Ads,Checkout,/product,Treatment,0,
EV00124451,C004452,SES00031113,2026-08-18 11:11:00,Instagram,Checkout,/cart,Control,0,
EV00124452,C004453,SES00031114,2026-08-19 12:12:00,Email,Add to Cart,/cart,Treatment,0,
EV00124453,C004454,SES00031114,2026-08-20 13:13:00,Referral,Purchase,/home,Control,1,O0024454
EV00124454,C004455,SES00031114,2026-08-21 14:14:00,Organic Search,Page View,/home,Treatment,0,
EV00124455,C004456,SES00031114,2026-08-22 15:15:00,Google Ads,Add to Cart,/home,Control,0,
EV00124456,C004457,SES00031115,2026-08-23 16:16:00,Instagram,Page View,/home,Treatment,0,
EV00124457,,SES00031115,2026-08-24 17:17:00,Email,Checkout,/cart,Control,0,
EV00124458,C004459,SES00031115,2026-08-25 18:18:00,Referral,Page View,/cart,Treatment,0,
EV00124459,C004460,SES00031115,2026-08-26 19:19:00,Organic Search,Checkout,/cart,Control,0,
EV00124460,C004461,SES00031116,2026-08-27 20:20:00,Google Ads,Product View,/checkout,Treatment,0,
EV00124461,C004462,SES00031116,2026-08-28 21:21:00,Instagram,Checkout,/cart,Control,0,
EV00124462,C004463,SES00031116,2026-08-29 22:22:00,Email,Add to Cart,/checkout,Treatment,0,
EV00124463,C004464,SES00031116,2026-08-30 23:23:00,Referral,Product View,/product,Control,0,
EV00124464,C004465,SES00031117,2026-08-31 00:24:00,Organic Search,Checkout,/home,Treatment,0,
EV00124465,C004466,SES00031117,2025-09-01 01:25:00,Google Ads,Product View,/checkout,Control,0,
EV00124466,C004467,SES00031117,2025-09-02 02:26:00,Instagram,Add to Cart,/cart,Treatment,0,
EV00124467,C004468,SES00031117,2025-09-03 03:27:00,Email,Checkout,/cart,Control,0,
EV00124468,C004469,SES00031118,2025-09-04 04:28:00,Referral,Product View,/checkout,Treatment,0,
EV00124469,C004470,SES00031118,2025-09-05 05:29:00,Organic Search,Add to Cart,/cart,Control,0,
EV00124470,C004471,SES00031118,2025-09-06 06:30:00,Google Ads,Page View,/home,Treatment,0,
EV00124471,C004472,SES00031118,2025-09-07 07:31:00,Instagram,Product View,/home,Control,0,
EV00124472,C004473,SES00031119,2025-09-08 08:32:00,Email,Checkout,/home,Treatment,0,
EV00124473,C004474,SES00031119,2025-09-09 09:33:00,Referral,Page View,/product,Control,0,
EV00124474,,SES00031119,2025-09-10 10:34:00,Organic Search,Product View,/checkout,Treatment,0,
EV00124475,C004476,SES00031119,2025-09-11 11:35:00,Google Ads,Page View,/cart,Control,0,
EV00124476,C004477,SES00031120,2025-09-12 12:36:00,Instagram,Purchase,/cart,Treatment,1,O0024477
EV00124477,C004478,SES00031120,2025-09-13 13:37:00,Email,Product View,/home,Control,0,
EV00124478,C004479,SES00031120,2025-09-14 14:38:00,Referral,Checkout,/checkout,Treatment,0,
EV00124479,C004480,SES00031120,2025-09-15 15:39:00,Organic Search,Page View,/checkout,Control,0,
EV00124480,C004481,SES00031121,2025-09-16 16:40:00,Google Ads,Checkout,/checkout,Treatment,0,
EV00124481,C004482,SES00031121,2025-09-17 17:41:00,Instagram,Product View,/product,Control,0,
EV00124482,C004483,SES00031121,2025-09-18 18:42:00,Email,Checkout,/checkout,Treatment,0,
EV00124483,C004484,SES00031121,2025-09-19 19:43:00,Referral,Product View,/cart,Control,0,
EV00124484,C004485,SES00031122,2025-09-20 20:44:00,Organic Search,Checkout,/product,Treatment,0,
EV00124485,C004486,SES00031122,2025-09-21 21:45:00,Google Ads,Page View,/product,Control,0,
EV00124486,C004487,SES00031122,2025-09-22 22:46:00,Instagram,Page View,/checkout,Treatment,0,
EV00124487,C004488,SES00031122,2025-09-23 23:47:00,Email,Add to Cart,/home,Control,0,
EV00124488,C004489,SES00031123,2025-09-24 00:48:00,Referral,Product View,/home,Treatment,0,
EV00124489,C004490,SES00031123,2025-09-25 01:49:00,Organic Search,Add to Cart,/checkout,Control,0,
EV00124490,C004491,SES00031123,2025-09-26 02:50:00,Google Ads,Checkout,/product,Treatment,0,
EV00124491,,SES00031123,2025-09-27 03:51:00,Instagram,Page View,/home,Control,0,
EV00124492,C004493,SES00031124,2025-09-28 04:52:00,Email,Page View,/cart,Treatment,0,
EV00124493,C004494,SES00031124,2025-09-29 05:53:00,Referral,Page View,/cart,Control,0,
EV00124494,C004495,SES00031124,2025-09-30 06:54:00,Organic Search,Product View,/home,Treatment,0,
EV00124495,C004496,SES00031124,2025-10-01 07:55:00,Google Ads,Page View,/home,Control,0,
EV00124496,C004497,SES00031125,2025-10-02 08:56:00,Instagram,Checkout,/product,Treatment,0,
EV00124497,C004498,SES00031125,2025-10-03 09:57:00,Email,Product View,/home,Control,0,
EV00124498,C004499,SES00031125,2025-10-04 10:58:00,Referral,Product View,/home,Treatment,0,
EV00124499,C004500,SES00031125,2025-10-05 11:59:00,Organic Search,Purchase,/home,Control,1,O0024500
EV00124500,C004501,SES00031126,2025-10-06 12:00:00,Google Ads,Checkout,/checkout,Treatment,0,
EV00124501,C004502,SES00031126,2025-10-07 13:01:00,Instagram,Add to Cart,/checkout,Control,0,
EV00124502,C004503,SES00031126,2025-10-08 14:02:00,Email,Add to Cart,/cart,Treatment,0,
EV00124503,C004504,SES00031126,2025-10-09 15:03:00,Referral,Add to Cart,/product,Control,0,
EV00124504,C004505,SES00031127,2025-10-10 16:04:00,Organic Search,Page View,/home,Treatment,0,
EV00124505,C004506,SES00031127,2025-10-11 17:05:00,Google Ads,Checkout,/home,Control,0,
EV00124506,C004507,SES00031127,2025-10-12 18:06:00,Instagram,Checkout,/cart,Treatment,0,
EV00124507,C004508,SES00031127,2025-10-13 19:07:00,Email,Add to Cart,/product,Control,0,
EV00124508,,SES00031128,2025-10-14 20:08:00,Referral,Checkout,/home,Treatment,0,
EV00124509,C004510,SES00031128,2025-10-15 21:09:00,Organic Search,Page View,/checkout,Control,0,
EV00124510,C004511,SES00031128,2025-10-16 22:10:00,Google Ads,Page View,/checkout,Treatment,0,
EV00124511,C004512,SES00031128,2025-10-17 23:11:00,Instagram,Product View,/cart,Control,0,
EV00124512,C004513,SES00031129,2025-10-18 00:12:00,Email,Product View,/checkout,Treatment,0,
EV00124513,C004514,SES00031129,2025-10-19 01:13:00,Referral,Add to Cart,/home,Control,0,
EV00124514,C004515,SES00031129,2025-10-20 02:14:00,Organic Search,Product View,/home,Treatment,0,
EV00124515,C004516,SES00031129,2025-10-21 03:15:00,Google Ads,Page View,/home,Control,0,
EV00124516,C004517,SES00031130,2025-10-22 04:16:00,Instagram,Product View,/checkout,Treatment,0,
EV00124517,C004518,SES00031130,2025-10-23 05:17:00,Email,Page View,/checkout,Control,0,
EV00124518,C004519,SES00031130,2025-10-24 06:18:00,Referral,Product View,/home,Treatment,0,
EV00124519,C004520,SES00031130,2025-10-25 07:19:00,Organic Search,Product View,/home,Control,0,
EV00124520,C004521,SES00031131,2025-10-26 08:20:00,Google Ads,Checkout,/home,Treatment,0,
EV00124521,C004522,SES00031131,2025-10-27 09:21:00,Instagram,Page View,/cart,Control,0,
EV00124522,C004523,SES00031131,2025-10-28 10:22:00,Email,Purchase,/cart,Treatment,1,O0024523
EV00124523,C004524,SES00031131,2025-10-29 11:23:00,Referral,Checkout,/product,Control,0,
EV00124524,C004525,SES00031132,2025-10-30 12:24:00,Organic Search,Add to Cart,/checkout,Treatment,0,
EV00124525,,SES00031132,2025-10-31 13:25:00,Google Ads,Page View,/product,Control,0,
EV00124526,C004527,SES00031132,2025-11-01 14:26:00,Instagram,Add to Cart,/home,Treatment,0,
EV00124527,C004528,SES00031132,2025-11-02 15:27:00,Email,Add to Cart,/checkout,Control,0,
EV00124528,C004529,SES00031133,2025-11-03 16:28:00,Referral,Product View,/cart,Treatment,0,
EV00124529,C004530,SES00031133,2025-11-04 17:29:00,Organic Search,Checkout,/checkout,Control,0,
EV00124530,C004531,SES00031133,2025-11-05 18:30:00,Google Ads,Page View,/product,Treatment,0,
EV00124531,C004532,SES00031133,2025-11-06 19:31:00,Instagram,Product View,/home,Control,0,
EV00124532,C004533,SES00031134,2025-11-07 20:32:00,Email,Page View,/home,Treatment,0,
EV00124533,C004534,SES00031134,2025-11-08 21:33:00,Referral,Product View,/cart,Control,0,
EV00124534,C004535,SES00031134,2025-11-09 22:34:00,Organic Search,Product View,/cart,Treatment,0,
EV00124535,C004536,SES00031134,2025-11-10 23:35:00,Google Ads,Product View,/cart,Control,0,
EV00124536,C004537,SES00031135,2025-11-11 00:36:00,Instagram,Checkout,/home,Treatment,0,
EV00124537,C004538,SES00031135,2025-11-12 01:37:00,Email,Add to Cart,/checkout,Control,0,
EV00124538,C004539,SES00031135,2025-11-13 02:38:00,Referral,Page View,/home,Treatment,0,
EV00124539,C004540,SES00031135,2025-11-14 03:39:00,Organic Search,Product View,/product,Control,0,
EV00124540,C004541,SES00031136,2025-11-15 04:40:00,Google Ads,Product View,/cart,Treatment,0,
EV00124541,C004542,SES00031136,2025-11-16 05:41:00,Instagram,Page View,/product,Control,0,
EV00124542,,SES00031136,2025-11-17 06:42:00,Email,Product View,/product,Treatment,0,
EV00124543,C004544,SES00031136,2025-11-18 07:43:00,Referral,Product View,/checkout,Control,0,
EV00124544,C004545,SES00031137,2025-11-19 08:44:00,Organic Search,Add to Cart,/cart,Treatment,0,
EV00124545,C004546,SES00031137,2025-11-20 09:45:00,Google Ads,Purchase,/cart,Control,1,O0024546
EV00124546,C004547,SES00031137,2025-11-21 10:46:00,Instagram,Product View,/home,Treatment,0,
EV00124547,C004548,SES00031137,2025-11-22 11:47:00,Email,Product View,/cart,Control,0,
EV00124548,C004549,SES00031138,2025-11-23 12:48:00,Referral,Add to Cart,/cart,Treatment,0,
EV00124549,C004550,SES00031138,2025-11-24 13:49:00,Organic Search,Checkout,/cart,Control,0,
EV00124550,C004551,SES00031138,2025-11-25 14:50:00,Google Ads,Product View,/checkout,Treatment,0,
EV00124551,C004552,SES00031138,2025-11-26 15:51:00,Instagram,Checkout,/cart,Control,0,
EV00124552,C004553,SES00031139,2025-11-27 16:52:00,Email,Product View,/product,Treatment,0,
EV00124553,C004554,SES00031139,2025-11-28 17:53:00,Referral,Add to Cart,/product,Control,0,
EV00124554,C004555,SES00031139,2025-11-29 18:54:00,Organic Search,Page View,/cart,Treatment,0,
EV00124555,C004556,SES00031139,2025-11-30 19:55:00,Google Ads,Page View,/product,Control,0,
EV00124556,C004557,SES00031140,2025-12-01 20:56:00,Instagram,Product View,/home,Treatment,0,
EV00124557,C004558,SES00031140,2025-12-02 21:57:00,Email,Page View,/checkout,Control,0,
EV00124558,C004559,SES00031140,2025-12-03 22:58:00,Referral,Page View,/home,Treatment,0,
EV00124559,,SES00031140,2025-12-04 23:59:00,Organic Search,Product View,/product,Control,0,
EV00124560,C004561,SES00031141,2025-12-05 00:00:00,Google Ads,Checkout,/home,Treatment,0,
EV00124561,C004562,SES00031141,2025-12-06 01:01:00,Instagram,Checkout,/checkout,Control,0,
EV00124562,C004563,SES00031141,2025-12-07 02:02:00,Email,Add to Cart,/cart,Treatment,0,
EV00124563,C004564,SES00031141,2025-12-08 03:03:00,Referral,Checkout,/home,Control,0,
EV00124564,C004565,SES00031142,2025-12-09 04:04:00,Organic Search,Page View,/cart,Treatment,0,
EV00124565,C004566,SES00031142,2025-12-10 05:05:00,Google Ads,Add to Cart,/checkout,Control,0,
EV00124566,C004567,SES00031142,2025-12-11 06:06:00,Instagram,Checkout,/checkout,Treatment,0,
EV00124567,C004568,SES00031142,2025-12-12 07:07:00,Email,Page View,/home,Control,0,
EV00124568,C004569,SES00031143,2025-12-13 08:08:00,Referral,Purchase,/home,Treatment,1,O0024569
EV00124569,C004570,SES00031143,2025-12-14 09:09:00,Organic Search,Add to Cart,/checkout,Control,0,
EV00124570,C004571,SES00031143,2025-12-15 10:10:00,Google Ads,Page View,/product,Treatment,0,
EV00124571,C004572,SES00031143,2025-12-16 11:11:00,Instagram,Checkout,/cart,Control,0,
EV00124572,C004573,SES00031144,2025-12-17 12:12:00,Email,Add to Cart,/home,Treatment,0,
EV00124573,C004574,SES00031144,2025-12-18 13:13:00,Referral,Add to Cart,/home,Control,0,
EV00124574,C004575,SES00031144,2025-12-19 14:14:00,Organic Search,Product View,/cart,Treatment,0,
EV00124575,C004576,SES00031144,2025-12-20 15:15:00,Google Ads,Add to Cart,/home,Control,0,
EV00124576,,SES00031145,2025-12-21 16:16:00,Instagram,Checkout,/checkout,Treatment,0,
EV00124577,C004578,SES00031145,2025-12-22 17:17:00,Email,Page View,/checkout,Control,0,
EV00124578,C004579,SES00031145,2025-12-23 18:18:00,Referral,Add to Cart,/home,Treatment,0,
EV00124579,C004580,SES00031145,2025-12-24 19:19:00,Organic Search,Product View,/cart,Control,0,
EV00124580,C004581,SES00031146,2025-12-25 20:20:00,Google Ads,Page View,/home,Treatment,0,
EV00124581,C004582,SES00031146,2025-12-26 21:21:00,Instagram,Page View,/checkout,Control,0,
EV00124582,C004583,SES00031146,2025-12-27 22:22:00,Email,Product View,/checkout,Treatment,0,
EV00124583,C004584,SES00031146,2025-12-28 23:23:00,Referral,Add to Cart,/cart,Control,0,
EV00124584,C004585,SES00031147,2025-12-29 00:24:00,Organic Search,Page View,/checkout,Treatment,0,
EV00124585,C004586,SES00031147,2025-12-30 01:25:00,Google Ads,Add to Cart,/product,Control,0,
EV00124586,C004587,SES00031147,2025-12-31 02:26:00,Instagram,Product View,/home,Treatment,0,
EV00124587,C004588,SES00031147,2026-01-01 03:27:00,Email,Product View,/cart,Control,0,
EV00124588,C004589,SES00031148,2026-01-02 04:28:00,Referral,Page View,/checkout,Treatment,0,
EV00124589,C004590,SES00031148,2026-01-03 05:29:00,Organic Search,Checkout,/home,Control,0,
EV00124590,C004591,SES00031148,2026-01-04 06:30:00,Google Ads,Product View,/home,Treatment,0,
EV00124591,C004592,SES00031148,2026-01-05 07:31:00,Instagram,Purchase,/cart,Control,1,O0024592
EV00124592,C004593,SES00031149,2026-01-06 08:32:00,Email,Page View,/home,Treatment,0,
EV00124593,,SES00031149,2026-01-07 09:33:00,Referral,Page View,/product,Control,0,
