Order_ID,Customer_ID,Order_Date,Region_ID,Sales_Employee_ID,Channel,Order_Status,Management_Order_Value
O0037477,C017478,2026-05-06,R018,E00478,Google Ads,Completed,9300.94
O0037478,C017479,2026-05-07,R019,E00479,Email,Completed,12730.94
O0037479,C017480,2026-05-08,R020,E00480,Email,Returned,15944.97
O0037480,C017481,2026-05-09,R001,E00481,Email,Completed,3272.63
O0037481,C017482,2026-05-10,R002,E00482,Instagram,Completed,6556.43
O0037482,C017483,2026-05-11,R003,E00483,Email,Completed,10089.19
O0037483,C017484,2026-05-12,R004,E00484,Referral,Completed,13471.89
O0037484,C017485,2026-05-13,R005,E00485,Email,Completed,16860.38
O0037485,C017486,2026-05-14,R006,E00486,Referral,Completed,3458.27
O0037486,C017487,2026-05-15,R007,E00487,Referral,Completed,6923.4
O0037487,C017488,2026-05-16,R008,E00488,Organic Search,Cancelled,10647.33
O0037488,C017489,2026-05-17,R009,E00489,Google Ads,Completed,14207.46
O0037489,C017490,2026-05-18,R010,E00490,Google Ads,Completed,18202.44
O0037490,C017491,2026-05-19,R011,E00491,Instagram,Completed,3642.57
O0037491,C017492,2026-05-20,R012,E00492,Email,Completed,7287.68
O0037492,C017493,2026-05-21,R013,E00493,Google Ads,Returned,11201.43
O0037493,C017494,2026-05-22,R014,E00494,Email,Completed,14937.63
O0037494,C017495,2026-05-23,R015,E00495,Email,Completed,19127.95
O0037495,C017496,2026-05-24,R016,E00496,Organic Search,Completed,3825.51
O0037496,C017497,2026-05-25,R017,E00497,Instagram,Completed,7835.82
O0037497,C017498,2026-05-26,R018,E00498,Google Ads,Completed,11751.48
O0037498,C017499,2026-05-27,R019,E00499,Instagram,Completed,15662.4
O0037499,C017500,2026-05-28,R020,E00500,Organic Search,Completed,20046.73
O0037500,C017501,2026-05-29,R001,E00001,Referral,Completed,111.31
O0037501,C017502,2026-05-30,R002,E00002,Referral,Completed,304.69
O0037502,C017503,2026-05-31,R003,E00003,Organic Search,Completed,569.64
O0037503,C017504,2026-06-01,R004,E00004,Referral,Completed,928.52
O0037504,C017505,2026-06-02,R005,E00005,Email,Completed,1344.95
O0037505,C017506,2026-06-03,R006,E00006,Instagram,Returned,305.04
O0037506,C017507,2026-06-04,R007,E00007,Email,Cancelled,697.28
O0037507,C017508,2026-06-05,R008,E00008,Google Ads,Completed,1152.04
O0037508,C017509,2026-06-06,R009,E00009,Email,Completed,1715.31
O0037509,C017510,2026-06-07,R010,E00010,Referral,Completed,2317.65
O0037510,C017511,2026-06-08,R011,E00011,Referral,Completed,509.55
O0037511,C017512,2026-06-09,R012,E00012,Referral,Completed,1087.17
O0037512,C017513,2026-06-10,R013,E00013,Instagram,Completed,1730.41
O0037513,C017514,2026-06-11,R014,E00014,Referral,Completed,2496.7
O0037514,C017515,2026-06-12,R015,E00015,Google Ads,Completed,3283.61
O0037515,C017516,2026-06-13,R016,E00016,Referral,Completed,705.31
O0037516,C017517,2026-06-14,R017,E00017,Instagram,Completed,1474.36
O0037517,C017518,2026-06-15,R018,E00018,Referral,Completed,2360.94
O0037518,C017519,2026-06-16,R019,E00019,Organic Search,Returned,3272.71
O0037519,C017520,2026-06-17,R020,E00020,Referral,Completed,4242.83
O0037520,C017521,2026-06-18,R001,E00021,Organic Search,Completed,899.71
O0037521,C017522,2026-06-19,R002,E00022,Google Ads,Completed,1858.86
O0037522,C017523,2026-06-20,R003,E00023,Organic Search,Completed,2945.37
O0037523,C017524,2026-06-21,R004,E00024,Instagram,Completed,4043.32
O0037524,C017525,2026-06-22,R005,E00025,Instagram,Completed,5322.02
O0037525,C017526,2026-06-23,R006,E00026,Organic Search,Cancelled,1092.77
O0037526,C017527,2026-06-24,R007,E00027,Google Ads,Completed,2240.66
O0037527,C017528,2026-06-25,R008,E00028,Email,Completed,3525.75
O0037528,C017529,2026-06-26,R009,E00029,Instagram,Completed,4808.54
O0037529,C017530,2026-06-27,R010,E00030,Instagram,Completed,6291.35
O0037530,C017531,2026-06-28,R011,E00031,Google Ads,Completed,1284.48
O0037531,C017532,2026-06-29,R012,E00032,Email,Returned,2683.66
O0037532,C017533,2026-06-30,R013,E00033,Email,Completed,4102.09
O0037533,C017534,2026-07-01,R014,E00034,Referral,Completed,5568.36
O0037534,C017535,2026-07-02,R015,E00035,Referral,Completed,7253.94
O0037535,C017536,2026-07-03,R016,E00036,Email,Completed,1474.84
O0037536,C017537,2026-07-04,R017,E00037,Instagram,Completed,3069.5
O0037537,C017538,2026-07-05,R018,E00038,Email,Completed,4674.39
O0037538,C017539,2026-07-06,R019,E00039,Instagram,Completed,6477.01
O0037539,C017540,2026-07-07,R020,E00040,Google Ads,Completed,8209.79
O0037540,C017541,2026-07-08,R001,E00041,Google Ads,Completed,1663.85
O0037541,C017542,2026-07-09,R002,E00042,Instagram,Completed,3452.65
O0037542,C017543,2026-07-10,R003,E00043,Google Ads,Completed,5242.64
O0037543,C017544,2026-07-11,R004,E00044,Referral,Completed,7244.92
O0037544,C017545,2026-07-12,R005,E00045,Email,Cancelled,9158.89
O0037545,C017546,2026-07-13,R006,E00046,Google Ads,Completed,1896.68
O0037546,C017547,2026-07-14,R007,E00047,Instagram,Completed,3833.1
O0037547,C017548,2026-07-15,R008,E00048,Referral,Completed,5806.85
O0037548,C017549,2026-07-16,R009,E00049,Instagram,Completed,8007.45
O0037549,C017550,2026-07-17,R010,E00050,Email,Completed,10101.26
O0037550,C017551,2026-07-18,R011,E00051,Email,Completed,2087.71
O0037551,C017552,2026-07-19,R012,E00052,Instagram,Completed,4210.86
O0037552,C017553,2026-07-20,R013,E00053,Google Ads,Completed,6522.3
O0037553,C017554,2026-07-21,R014,E00054,Instagram,Completed,8764.58
O0037554,C017555,2026-07-22,R015,E00055,Google Ads,Completed,11036.89
O0037555,C017556,2026-07-23,R016,E00056,Organic Search,Completed,2277.4
O0037556,C017557,2026-07-24,R017,E00057,Instagram,Completed,4585.92
O0037557,C017558,2026-07-25,R018,E00058,Instagram,Returned,7092.58
O0037558,C017559,2026-07-26,R019,E00059,Instagram,Completed,9516.32
O0037559,C017560,2026-07-27,R020,E00060,Organic Search,Completed,12257.63
O0037560,C017561,2026-07-28,R001,E00061,Referral,Completed,2465.74
O0037561,C017562,2026-07-29,R002,E00062,Google Ads,Completed,4958.28
O0037562,C017563,2026-07-30,R003,E00063,Organic Search,Completed,7658.81
O0037563,C017564,2026-07-31,R004,E00064,Organic Search,Cancelled,10262.66
O0037564,C017565,2026-08-01,R005,E00065,Google Ads,Completed,13203.37
O0037565,C017566,2026-08-02,R006,E00066,Google Ads,Completed,2652.73
O0037566,C017567,2026-08-03,R007,E00067,Email,Completed,5457.9
O0037567,C017568,2026-08-04,R008,E00068,Organic Search,Completed,8220.99
O0037568,C017569,2026-08-05,R009,E00069,Instagram,Completed,11003.61
O0037569,C017570,2026-08-06,R010,E00070,Instagram,Completed,14142.37
O0037570,C017571,2026-08-07,R011,E00071,Google Ads,Returned,2838.37
O0037571,C017572,2026-08-08,R012,E00072,Google Ads,Completed,5834.31
O0037572,C017573,2026-08-09,R013,E00073,Google Ads,Completed,8779.14
O0037573,C017574,2026-08-10,R014,E00074,Organic Search,Completed,12025.5
O0037574,C017575,2026-08-11,R015,E00075,Instagram,Completed,15074.62
O0037575,C017576,2026-08-12,R016,E00076,Organic Search,Completed,3022.67
O0037576,C017577,2026-08-13,R017,E00077,Instagram,Completed,6208.02
O0037577,C017578,2026-08-14,R018,E00078,Organic Search,Completed,9333.23
O0037578,C017579,2026-08-15,R019,E00079,Referral,Completed,12774.54
O0037579,C017580,2026-08-16,R020,E00080,Organic Search,Completed,16000.14
O0037580,C017581,2026-08-17,R001,E00081,Instagram,Completed,3283.8
O0037581,C017582,2026-08-18,R002,E00082,Google Ads,Completed,6579.04
O0037582,C017583,2026-08-19,R003,E00083,Instagram,Cancelled,9883.29
O0037583,C017584,2026-08-20,R004,E00084,Organic Search,Returned,13518.19
O0037584,C017585,2026-08-21,R005,E00085,Google Ads,Completed,16918.92
O0037585,C017586,2026-08-22,R006,E00086,Email,Completed,3470.12
O0037586,C017587,2026-08-23,R007,E00087,Referral,Completed,6947.36
O0037587,C017588,2026-08-24,R008,E00088,Referral,Completed,10683.67
O0037588,C017589,2026-08-25,R009,E00089,Google Ads,Completed,14256.45
O0037589,C017590,2026-08-26,R010,E00090,Email,Completed,17830.96
O0037590,C017591,2026-08-27,R011,E00091,Email,Completed,3655.08
O0037591,C017592,2026-08-28,R012,E00092,Referral,Completed,7312.98
O0037592,C017593,2026-08-29,R013,E00093,Email,Completed,11239.79
O0037593,C017594,2026-08-30,R014,E00094,Organic Search,Completed,14989.31
O0037594,C017595,2026-08-31,R015,E00095,Referral,Completed,19193.24
O0037595,C017596,2025-09-01,R016,E00096,Email,Completed,3838.71
O0037596,C017597,2025-09-02,R017,E00097,Instagram,Returned,7675.91
O0037597,C017598,2025-09-03,R018,E00098,Instagram,Completed,11791.87
O0037598,C017599,2025-09-04,R019,E00099,Organic Search,Completed,15716.79
O0037599,C017600,2025-09-05,R020,E00100,Email,Completed,20115.39
O0037600,C017601,2025-09-06,R001,E00101,Google Ads,Completed,111.69
O0037601,C017602,2025-09-07,R002,E00102,Google Ads,Cancelled,305.73
O0037602,C017603,2025-09-08,R003,E00103,Referral,Completed,571.6
O0037603,C017604,2025-09-09,R004,E00104,Google Ads,Completed,909.57
O0037604,C017605,2025-09-10,R005,E00105,Email,Completed,1349.57
O0037605,C017606,2025-09-11,R006,E00106,Instagram,Completed,306.1
O0037606,C017607,2025-09-12,R007,E00107,Referral,Completed,699.67
O0037607,C017608,2025-09-13,R008,E00108,Google Ads,Completed,1156.03
O0037608,C017609,2025-09-14,R009,E00109,Referral,Completed,1721.16
O0037609,C017610,2025-09-15,R010,E00110,Organic Search,Returned,2325.64
O0037610,C017611,2025-09-16,R011,E00111,Referral,Completed,499.16
O0037611,C017612,2025-09-17,R012,E00112,Referral,Completed,1090.9
O0037612,C017613,2025-09-18,R013,E00113,Referral,Completed,1736.42
O0037613,C017614,2025-09-19,R014,E00114,Google Ads,Completed,2505.25
O0037614,C017615,2025-09-20,R015,E00115,Email,Completed,3294.97
O0037615,C017616,2025-09-21,R016,E00116,Instagram,Completed,707.72
O0037616,C017617,2025-09-22,R017,E00117,Instagram,Completed,1479.44
O0037617,C017618,2025-09-23,R018,E00118,Organic Search,Completed,2312.76
O0037618,C017619,2025-09-24,R019,E00119,Referral,Completed,3283.95
O0037619,C017620,2025-09-25,R020,E00120,Email,Completed,4257.56
O0037620,C017621,2025-09-26,R001,E00121,Organic Search,Cancelled,902.79
O0037621,C017622,2025-09-27,R002,E00122,Instagram,Completed,1865.29
O0037622,C017623,2025-09-28,R003,E00123,Referral,Returned,2955.42
O0037623,C017624,2025-09-29,R004,E00124,Email,Completed,4057.26
O0037624,C017625,2025-09-30,R005,E00125,Referral,Completed,5213.41
O0037625,C017626,2025-10-01,R006,E00126,Email,Completed,1096.53
O0037626,C017627,2025-10-02,R007,E00127,Organic Search,Completed,2248.44
O0037627,C017628,2025-10-03,R008,E00128,Instagram,Completed,3537.83
O0037628,C017629,2025-10-04,R009,E00129,Google Ads,Completed,4825.17
O0037629,C017630,2025-10-05,R010,E00130,Google Ads,Completed,6312.82
O0037630,C017631,2025-10-06,R011,E00131,Google Ads,Completed,1288.91
O0037631,C017632,2025-10-07,R012,E00132,Organic Search,Completed,2628.89
O0037632,C017633,2025-10-08,R013,E00133,Instagram,Completed,4116.19
O0037633,C017634,2025-10-09,R014,E00134,Google Ads,Completed,5587.7
O0037634,C017635,2025-10-10,R015,E00135,Instagram,Completed,7278.78
O0037635,C017636,2025-10-11,R016,E00136,Instagram,Returned,1479.94
O0037636,C017637,2025-10-12,R017,E00137,Instagram,Completed,3079.98
O0037637,C017638,2025-10-13,R018,E00138,Email,Completed,4690.51
O0037638,C017639,2025-10-14,R019,E00139,Email,Completed,6344.83
O0037639,C017640,2025-10-15,R020,E00140,Instagram,Cancelled,8238.0
O0037640,C017641,2025-10-16,R001,E00141,Email,Completed,1669.63
O0037641,C017642,2025-10-17,R002,E00142,Organic Search,Completed,3464.47
O0037642,C017643,2025-10-18,R003,E00143,Email,Completed,5260.78
O0037643,C017644,2025-10-19,R004,E00144,Email,Completed,7269.65
O0037644,C017645,2025-10-20,R005,E00145,Google Ads,Completed,9190.48
O0037645,C017646,2025-10-21,R006,E00146,Referral,Completed,1857.97
O0037646,C017647,2025-10-22,R007,E00147,Referral,Completed,3846.27
O0037647,C017648,2025-10-23,R008,E00148,Organic Search,Completed,5827.01
O0037648,C017649,2025-10-24,R009,E00149,Google Ads,Returned,8034.87
O0037649,C017650,2025-10-25,R010,E00150,Instagram,Completed,10136.22
O0037650,C017651,2025-10-26,R011,E00151,Instagram,Completed,2094.84
O0037651,C017652,2025-10-27,R012,E00152,Referral,Completed,4225.38
O0037652,C017653,2025-10-28,R013,E00153,Email,Completed,6389.2
O0037653,C017654,2025-10-29,R014,E00154,Organic Search,Completed,8794.7
O0037654,C017655,2025-10-30,R015,E00155,Organic Search,Completed,11075.21
O0037655,C017656,2025-10-31,R016,E00156,Google Ads,Completed,2285.2
O0037656,C017657,2025-11-01,R017,E00157,Organic Search,Completed,4601.79
O0037657,C017658,2025-11-02,R018,E00158,Instagram,Completed,7116.78
O0037658,C017659,2025-11-03,R019,E00159,Organic Search,Cancelled,9549.13
O0037659,C017660,2025-11-04,R020,E00160,Organic Search,Completed,12007.47
O0037660,C017661,2025-11-05,R001,E00161,Email,Completed,2474.21
O0037661,C017662,2025-11-06,R002,E00162,Referral,Returned,4975.5
O0037662,C017663,2025-11-07,R003,E00163,Email,Completed,7685.04
O0037663,C017664,2025-11-08,R004,E00164,Google Ads,Completed,10298.17
O0037664,C017665,2025-11-09,R005,E00165,Organic Search,Completed,13248.43
O0037665,C017666,2025-11-10,R006,E00166,Organic Search,Completed,2661.88
O0037666,C017667,2025-11-11,R007,E00167,Organic Search,Completed,5346.51
O0037667,C017668,2025-11-12,R008,E00168,Instagram,Completed,8249.24
O0037668,C017669,2025-11-13,R009,E00169,Google Ads,Completed,11041.82
O0037669,C017670,2025-11-14,R010,E00170,Organic Search,Completed,14190.8
O0037670,C017671,2025-11-15,R011,E00171,Instagram,Completed,2848.19
O0037671,C017672,2025-11-16,R012,E00172,Organic Search,Completed,5854.22
O0037672,C017673,2025-11-17,R013,E00173,Referral,Completed,8809.41
O0037673,C017674,2025-11-18,R014,E00174,Instagram,Completed,11780.08
O0037674,C017675,2025-11-19,R015,E00175,Google Ads,Returned,15126.43
O0037675,C017676,2025-11-20,R016,E00176,Referral,Completed,3033.16
O0037676,C017677,2025-11-21,R017,E00177,Instagram,Completed,6229.28
O0037677,C017678,2025-11-22,R018,E00178,Google Ads,Cancelled,9365.53
O0037678,C017679,2025-11-23,R019,E00179,Google Ads,Completed,12818.14
O0037679,C017680,2025-11-24,R020,E00180,Email,Completed,16055.32
O0037680,C017681,2025-11-25,R001,E00181,Referral,Completed,3216.78
O0037681,C017682,2025-11-26,R002,E00182,Email,Completed,6601.65
O0037682,C017683,2025-11-27,R003,E00183,Google Ads,Completed,9917.6
O0037683,C017684,2025-11-28,R004,E00184,Instagram,Completed,13564.48
O0037684,C017685,2025-11-29,R005,E00185,Email,Completed,16977.46
O0037685,C017686,2025-11-30,R006,E00186,Email,Completed,3481.96
O0037686,C017687,2025-12-01,R007,E00187,Google Ads,Completed,6971.31
O0037687,C017688,2025-12-02,R008,E00188,Organic Search,Returned,10465.64
O0037688,C017689,2025-12-03,R009,E00189,Email,Completed,14305.44
O0037689,C017690,2025-12-04,R010,E00190,Google Ads,Completed,17892.87
O0037690,C017691,2025-12-05,R011,E00191,Google Ads,Completed,3667.6
O0037691,C017692,2025-12-06,R012,E00192,Google Ads,Completed,7338.29
O0037692,C017693,2025-12-07,R013,E00193,Referral,Completed,11278.15
O0037693,C017694,2025-12-08,R014,E00194,Referral,Completed,15041.0
O0037694,C017695,2025-12-09,R015,E00195,Instagram,Completed,18801.54
O0037695,C017696,2025-12-10,R016,E00196,Instagram,Completed,3851.9
O0037696,C017697,2025-12-11,R017,E00197,Organic Search,Cancelled,7702.56
O0037697,C017698,2025-12-12,R018,E00198,Google Ads,Completed,11832.25
O0037698,C017699,2025-12-13,R019,E00199,Instagram,Completed,15771.17
O0037699,C017700,2025-12-14,R020,E00200,Organic Search,Completed,20184.04
O0037700,C017701,2025-12-15,R001,E00201,Instagram,Returned,112.08
O0037701,C017702,2025-12-16,R002,E00202,Referral,Completed,299.49
O0037702,C017703,2025-12-17,R003,E00203,Organic Search,Completed,573.57
O0037703,C017704,2025-12-18,R004,E00204,Google Ads,Completed,912.73
O0037704,C017705,2025-12-19,R005,E00205,Instagram,Completed,1354.19
O0037705,C017706,2025-12-20,R006,E00206,Google Ads,Completed,307.16
O0037706,C017707,2025-12-21,R007,E00207,Instagram,Completed,702.05
O0037707,C017708,2025-12-22,R008,E00208,Referral,Completed,1160.02
O0037708,C017709,2025-12-23,R009,E00209,Instagram,Completed,1686.04
O0037709,C017710,2025-12-24,R010,E00210,Instagram,Completed,2333.63
O0037710,C017711,2025-12-25,R011,E00211,Referral,Completed,500.89
O0037711,C017712,2025-12-26,R012,E00212,Referral,Completed,1094.64
O0037712,C017713,2025-12-27,R013,E00213,Referral,Completed,1742.42
O0037713,C017714,2025-12-28,R014,E00214,Organic Search,Returned,2513.8
O0037714,C017715,2025-12-29,R015,E00215,Google Ads,Completed,3306.33
O0037715,C017716,2025-12-30,R016,E00216,Email,Cancelled,693.27
O0037716,C017717,2025-12-31,R017,E00217,Organic Search,Completed,1484.53
O0037717,C017718,2026-01-01,R018,E00218,Google Ads,Completed,2320.79
O0037718,C017719,2026-01-02,R019,E00219,Organic Search,Completed,3295.2
O0037719,C017720,2026-01-03,R020,E00220,Google Ads,Completed,4272.29
O0037720,C017721,2026-01-04,R001,E00221,Google Ads,Completed,905.88
O0037721,C017722,2026-01-05,R002,E00222,Organic Search,Completed,1871.72
O0037722,C017723,2026-01-06,R003,E00223,Instagram,Completed,2895.1
O0037723,C017724,2026-01-07,R004,E00224,Instagram,Completed,4071.2
O0037724,C017725,2026-01-08,R005,E00225,Organic Search,Completed,5231.51
O0037725,C017726,2026-01-09,R006,E00226,Instagram,Completed,1100.28
O0037726,C017727,2026-01-10,R007,E00227,Organic Search,Returned,2256.22
O0037727,C017728,2026-01-11,R008,E00228,Google Ads,Completed,3549.9
O0037728,C017729,2026-01-12,R009,E00229,Referral,Completed,4841.81
O0037729,C017730,2026-01-13,R010,E00230,Google Ads,Completed,6183.99
O0037730,C017731,2026-01-14,R011,E00231,Organic Search,Completed,1293.34
O0037731,C017732,2026-01-15,R012,E00232,Email,Completed,2638.02
O0037732,C017733,2026-01-16,R013,E00233,Google Ads,Completed,4130.28
O0037733,C017734,2026-01-17,R014,E00234,Instagram,Completed,5607.03
O0037734,C017735,2026-01-18,R015,E00235,Instagram,Cancelled,7303.62
O0037735,C017736,2026-01-19,R016,E00236,Instagram,Completed,1485.05
O0037736,C017737,2026-01-20,R017,E00237,Google Ads,Completed,3017.12
O0037737,C017738,2026-01-21,R018,E00238,Instagram,Completed,4706.62
O0037738,C017739,2026-01-22,R019,E00239,Instagram,Completed,6366.86
O0037739,C017740,2026-01-23,R020,E00240,Organic Search,Returned,8266.21
O0037740,C017741,2026-01-24,R001,E00241,Google Ads,Completed,1675.41
O0037741,C017742,2026-01-25,R002,E00242,Referral,Completed,3476.3
O0037742,C017743,2026-01-26,R003,E00243,Referral,Completed,5278.92
O0037743,C017744,2026-01-27,R004,E00244,Google Ads,Completed,7121.29
O0037744,C017745,2026-01-28,R005,E00245,Instagram,Completed,9222.06
O0037745,C017746,2026-01-29,R006,E00246,Instagram,Completed,1864.42
O0037746,C017747,2026-01-30,R007,E00247,Google Ads,Completed,3859.45
O0037747,C017748,2026-01-31,R008,E00248,Instagram,Completed,5847.17
O0037748,C017749,2026-02-01,R009,E00249,Instagram,Completed,8062.29
O0037749,C017750,2026-02-02,R010,E00250,Instagram,Completed,10171.17
O0037751,C017752,2026-02-04,R012,E00252,Instagram,Completed,4239.9
O0037752,C017753,2026-02-05,R013,E00253,Google Ads,Returned,6411.38
O0037753,C017754,2026-02-06,R014,E00254,Organic Search,Cancelled,8824.81
O0037754,C017755,2026-02-07,R015,E00255,Instagram,Completed,11113.54
O0037755,C017756,2026-02-08,R016,E00256,Referral,Completed,2293.0
O0037756,C017757,2026-02-09,R017,E00257,Email,Completed,4617.65
O0037757,C017758,2026-02-10,R018,E00258,Organic Search,Completed,6971.54
O0037758,C017759,2026-02-11,R019,E00259,Referral,Completed,9581.94
O0037759,C017760,2026-02-12,R020,E00260,Referral,Completed,12049.17
O0037760,C017761,2026-02-13,R001,E00261,Instagram,Completed,2482.68
O0037761,C017762,2026-02-14,R002,E00262,Instagram,Completed,4992.71
O0037762,C017763,2026-02-15,R003,E00263,Google Ads,Completed,7711.27
O0037763,C017764,2026-02-16,R004,E00264,Referral,Completed,10333.68
O0037764,C017765,2026-02-17,R005,E00265,Email,Completed,12978.05
O0037765,C017766,2026-02-18,R006,E00266,Instagram,Returned,2671.02
O0037766,C017767,2026-02-19,R007,E00267,Instagram,Completed,5365.08
O0037767,C017768,2026-02-20,R008,E00268,Referral,Completed,8277.5
O0037768,C017769,2026-02-21,R009,E00269,Referral,Completed,11080.03
O0037769,C017770,2026-02-22,R010,E00270,Email,Completed,14239.23
O0037770,C017771,2026-02-23,R011,E00271,Organic Search,Completed,2858.01
O0037771,C017772,2026-02-24,R012,E00272,Email,Completed,5734.75
O0037772,C017773,2026-02-25,R013,E00273,Organic Search,Cancelled,8839.68
O0037773,C017774,2026-02-26,R014,E00274,Organic Search,Completed,11820.98
O0037774,C017775,2026-02-27,R015,E00275,Organic Search,Completed,15178.23
O0037775,C017776,2026-02-28,R016,E00276,Google Ads,Completed,3043.66
O0037776,C017777,2026-03-01,R017,E00277,Instagram,Completed,6250.54
O0037777,C017778,2026-03-02,R018,E00278,Referral,Completed,9397.82
O0037778,C017779,2026-03-03,R019,E00279,Referral,Returned,12556.54
O0037779,C017780,2026-03-04,R020,E00280,Email,Completed,16110.49
O0037780,C017781,2026-03-05,R001,E00281,Organic Search,Completed,3227.95
O0037781,C017782,2026-03-06,R002,E00282,Referral,Completed,6624.25
O0037782,C017783,2026-03-07,R003,E00283,Referral,Completed,9951.92
O0037783,C017784,2026-03-08,R004,E00284,Email,Completed,13610.78
O0037784,C017785,2026-03-09,R005,E00285,Google Ads,Completed,17036.01
O0037785,C017786,2026-03-10,R006,E00286,Google Ads,Completed,3410.9
O0037786,C017787,2026-03-11,R007,E00287,Google Ads,Completed,6995.27
O0037787,C017788,2026-03-12,R008,E00288,Referral,Completed,10501.97
O0037788,C017789,2026-03-13,R009,E00289,Instagram,Completed,14354.43
O0037789,C017790,2026-03-14,R010,E00290,Google Ads,Completed,17954.78
O0037790,C017791,2026-03-15,R011,E00291,Organic Search,Completed,3680.12
O0037791,C017792,2026-03-16,R012,E00292,Instagram,Cancelled,7363.59
O0037792,C017793,2026-03-17,R013,E00293,Organic Search,Completed,11047.98
O0037793,C017794,2026-03-18,R014,E00294,Referral,Completed,15092.69
O0037794,C017795,2026-03-19,R015,E00295,Organic Search,Completed,18866.82
O0037795,C017796,2026-03-20,R016,E00296,Google Ads,Completed,3865.09
O0037796,C017797,2026-03-21,R017,E00297,Google Ads,Completed,7729.21
O0037797,C017798,2026-03-22,R018,E00298,Instagram,Completed,11872.63
O0037798,C017799,2026-03-23,R019,E00299,Google Ads,Completed,15825.55
O0037799,C017800,2026-03-24,R020,E00300,Instagram,Completed,19772.12
O0037800,C017801,2026-03-25,R001,E00301,Instagram,Completed,112.46
O0037801,C017802,2026-03-26,R002,E00302,Email,Completed,300.53
O0037802,C017803,2026-03-27,R003,E00303,Email,Completed,575.53
O0037803,C017804,2026-03-28,R004,E00304,Google Ads,Completed,915.89
O0037804,C017805,2026-03-29,R005,E00305,Google Ads,Returned,1358.81
O0037805,C017806,2026-03-30,R006,E00306,Instagram,Completed,308.22
O0037806,C017807,2026-03-31,R007,E00307,Google Ads,Completed,687.73
O0037807,C017808,2026-04-01,R008,E00308,Instagram,Completed,1164.0
O0037808,C017809,2026-04-02,R009,E00309,Google Ads,Completed,1691.89
O0037809,C017810,2026-04-03,R010,E00310,Email,Completed,2341.62
O0037810,C017811,2026-04-04,R011,E00311,Google Ads,Cancelled,502.62
O0037811,C017812,2026-04-05,R012,E00312,Instagram,Completed,1098.37
O0037812,C017813,2026-04-06,R013,E00313,Organic Search,Completed,1748.43
O0037813,C017814,2026-04-07,R014,E00314,Organic Search,Completed,2462.5
O0037814,C017815,2026-04-08,R015,E00315,Email,Completed,3317.69
O0037815,C017816,2026-04-09,R016,E00316,Organic Search,Completed,695.68
O0037816,C017817,2026-04-10,R017,E00317,Email,Completed,1489.61
O0037817,C017818,2026-04-11,R018,E00318,Referral,Returned,2328.82
O0037818,C017819,2026-04-12,R019,E00319,Referral,Completed,3306.45
O0037819,C017820,2026-04-13,R020,E00320,Organic Search,Completed,4287.02
O0037820,C017821,2026-04-14,R001,E00321,Google Ads,Completed,887.39
O0037821,C017822,2026-04-15,R002,E00322,Email,Completed,1878.15
O0037822,C017823,2026-04-16,R003,E00323,Instagram,Completed,2905.16
O0037823,C017824,2026-04-17,R004,E00324,Instagram,Completed,4085.14
O0037824,C017825,2026-04-18,R005,E00325,Organic Search,Completed,5249.61
O0037825,C017826,2026-04-19,R006,E00326,Referral,Completed,1104.04
O0037826,C017827,2026-04-20,R007,E00327,Instagram,Completed,2264.0
O0037827,C017828,2026-04-21,R008,E00328,Google Ads,Completed,3477.45
O0037828,C017829,2026-04-22,R009,E00329,Referral,Completed,4858.45
O0037829,C017830,2026-04-23,R010,E00330,Google Ads,Cancelled,6205.46
O0037830,C017831,2026-04-24,R011,E00331,Organic Search,Returned,1297.77
O0037831,C017832,2026-04-25,R012,E00332,Google Ads,Completed,2647.14
O0037832,C017833,2026-04-26,R013,E00333,Email,Completed,4144.38
O0037833,C017834,2026-04-27,R014,E00334,Referral,Completed,5626.37
O0037834,C017835,2026-04-28,R015,E00335,Email,Completed,7154.57
O0037835,C017836,2026-04-29,R016,E00336,Organic Search,Completed,1490.15
O0037836,C017837,2026-04-30,R017,E00337,Google Ads,Completed,3027.6
O0037837,C017838,2026-05-01,R018,E00338,Referral,Completed,4722.74
O0037838,C017839,2026-05-02,R019,E00339,Google Ads,Completed,6388.89
O0037839,C017840,2026-05-03,R020,E00340,Referral,Completed,8294.42
O0037840,C017841,2026-05-04,R001,E00341,Organic Search,Completed,1681.18
O0037841,C017842,2026-05-05,R002,E00342,Referral,Completed,3405.35
O0037842,C017843,2026-05-06,R003,E00343,Google Ads,Completed,5297.06
O0037843,C017844,2026-05-07,R004,E00344,Email,Returned,7146.02
O0037844,C017845,2026-05-08,R005,E00345,Instagram,Completed,9253.64
O0037845,C017846,2026-05-09,R006,E00346,Instagram,Completed,1870.87
O0037846,C017847,2026-05-10,R007,E00347,Instagram,Completed,3872.62
O0037847,C017848,2026-05-11,R008,E00348,Email,Completed,5867.34
O0037848,C017849,2026-05-12,R009,E00349,Google Ads,Cancelled,7897.76
O0037849,C017850,2026-05-13,R010,E00350,Organic Search,Completed,10206.12
O0037850,C017851,2026-05-14,R011,E00351,Instagram,Completed,2059.21
O0037851,C017852,2026-05-15,R012,E00352,Instagram,Completed,4254.42
O0037852,C017853,2026-05-16,R013,E00353,Email,Completed,6433.57
O0037853,C017854,2026-05-17,R014,E00354,Organic Search,Completed,8854.93
O0037854,C017855,2026-05-18,R015,E00355,Instagram,Completed,11151.86
