"Campaign_ID","Campaign_Date","Channel","Campaign_Name","Spend","Impressions","Clicks","Leads","Conversions","Attributed_Revenue","Attributed_Profit"
"MC003044","2026-01-03","Organic Search","Campaign 3044","32000","23044","4044","144","84","171696","16074.880000000005"
"MC003045","2026-01-04","Google Ads","Campaign 3045","32500","23045","4045","145","85","173825","16171.000000000007"
"MC003046","2026-01-05","Instagram","Campaign 3046","33000","23046","4046","146","86","175956","16267.680000000008"
"MC003047","2026-01-06","Email","Campaign 3047","33500","23047","4047","147","87","178089","16364.920000000006"
"MC003048","2026-01-07","Referral","Campaign 3048","34000","23048","4048","148","88","180224","16462.72"
"MC003049","2026-01-08","Organic Search","Campaign 3049","34500","23049","4049","149","89","182361","16561.08"
"MC003050","2026-01-09","Google Ads","Campaign 3050","35000","23050","4050","150","90","184500","16660.000000000007"
"MC003051","2026-01-10","Instagram","Campaign 3051","35500","23051","4051","151","91","186641","16759.480000000003"
"MC003052","2026-01-11","Email","Campaign 3052","36000","23052","4052","152","92","188784","16859.520000000004"
"MC003053","2026-01-12","Referral","Campaign 3053","36500","23053","4053","153","93","190929","16960.120000000003"
"MC003054","2026-01-13","Organic Search","Campaign 3054","37000","23054","4054","154","94","193076","17061.280000000006"
"MC003055","2026-01-14","Google Ads","Campaign 3055","37500","23055","4055","155","95","195225","17163.000000000007"
"MC003056","2026-01-15","Instagram","Campaign 3056","38000","23056","4056","156","96","197376","17265.280000000006"
"MC003057","2026-01-16","Email","Campaign 3057","38500","23057","4057","157","97","199529","17368.120000000003"
"MC003058","2026-01-17","Referral","Campaign 3058","39000","23058","4058","158","98","201684","17471.520000000004"
"MC003059","2026-01-18","Organic Search","Campaign 3059","39500","23059","4059","159","99","203841","17575.480000000003"
"MC003060","2026-01-19","Google Ads","Campaign 3060","40000","23060","4060","160","10","20600","-34232"
"MC003061","2026-01-20","Instagram","Campaign 3061","40500","23061","4061","161","11","22671","-34152.119999999995"
"MC003062","2026-01-21","Email","Campaign 3062","41000","23062","4062","162","12","24744","-34071.68"
"MC003063","2026-01-22","Referral","Campaign 3063","41500","23063","4063","163","13","26819","-33990.68"
"MC003064","2026-01-23","Organic Search","Campaign 3064","42000","23064","4064","164","14","28896","-33909.119999999995"
"MC003065","2026-01-24","Google Ads","Campaign 3065","42500","23065","4065","165","15","30975","-33827"
"MC003066","2026-01-25","Instagram","Campaign 3066","43000","23066","4066","166","16","33056","-33744.32"
"MC003067","2026-01-26","Email","Campaign 3067","43500","23067","4067","167","17","35139","-33661.08"
"MC003068","2026-01-27","Referral","Campaign 3068","44000","23068","4068","168","18","37224","-33577.28"
"MC003069","2026-01-28","Organic Search","Campaign 3069","44500","23069","4069","169","19","39311","-33492.92"
"MC003070","2026-01-29","Google Ads","Campaign 3070","45000","23070","4070","170","20","41400","-33408"
"MC003071","2026-01-30","Instagram","Campaign 3071","45500","23071","4071","171","21","43491","-33322.52"
"MC003072","2026-01-31","Email","Campaign 3072","46000","23072","4072","172","22","45584","-33236.479999999996"
"MC003073","2026-02-01","Referral","Campaign 3073","46500","23073","4073","173","23","47679","-33149.88"
"MC003074","2026-02-02","Organic Search","Campaign 3074","47000","23074","4074","174","24","49776","-33062.72"
"MC003075","2026-02-03","Google Ads","Campaign 3075","47500","23075","4075","175","25","51875","-32975"
"MC003076","2026-02-04","Instagram","Campaign 3076","48000","23076","4076","176","26","53976","-32886.72"
"MC003077","2026-02-05","Email","Campaign 3077","48500","23077","4077","177","27","56079","-32797.88"
"MC003078","2026-02-06","Referral","Campaign 3078","49000","23078","4078","178","28","58184","-32708.479999999996"
"MC003079","2026-02-07","Organic Search","Campaign 3079","49500","23079","4079","179","29","60291","-32618.519999999997"
"MC003080","2026-02-08","Google Ads","Campaign 3080","50000","23080","4080","180","30","62400","-32528"
"MC003081","2026-02-09","Instagram","Campaign 3081","50500","23081","4081","181","31","64511","-32436.92"
"MC003082","2026-02-10","Email","Campaign 3082","51000","23082","4082","182","32","66624","-32345.28"
"MC003083","2026-02-11","Referral","Campaign 3083","51500","23083","4083","183","33","68739","-32253.079999999998"
"MC003084","2026-02-12","Organic Search","Campaign 3084","52000","23084","4084","184","34","70856","-32160.32"
"MC003085","2026-02-13","Google Ads","Campaign 3085","52500","23085","4085","185","35","72975","-32066.999999999996"
"MC003086","2026-02-14","Instagram","Campaign 3086","53000","23086","4086","186","36","75096","-31973.12"
"MC003087","2026-02-15","Email","Campaign 3087","53500","23087","4087","187","37","77219","-31878.679999999997"
"MC003088","2026-02-16","Referral","Campaign 3088","54000","23088","4088","188","38","79344","-31783.679999999997"
"MC003089","2026-02-17","Organic Search","Campaign 3089","54500","23089","4089","189","39","81471","-31688.12"
"MC003090","2026-02-18","Google Ads","Campaign 3090","55000","23090","4090","190","40","83600","-31591.999999999996"
"MC003091","2026-02-19","Instagram","Campaign 3091","55500","23091","4091","191","41","85731","-31495.319999999996"
"MC003092","2026-02-20","Email","Campaign 3092","56000","23092","4092","192","42","87864","-31398.079999999998"
"MC003093","2026-02-21","Referral","Campaign 3093","56500","23093","4093","193","43","89999","-31300.28"
"MC003094","2026-02-22","Organic Search","Campaign 3094","57000","23094","4094","194","44","92136","-31201.92"
"MC003095","2026-02-23","Google Ads","Campaign 3095","57500","23095","4095","195","45","94275","-31102.999999999996"
"MC003096","2026-02-24","Instagram","Campaign 3096","58000","23096","4096","196","46","96416","-31003.519999999997"
"MC003097","2026-02-25","Email","Campaign 3097","58500","23097","4097","197","47","98559","-30903.479999999996"
"MC003098","2026-02-26","Referral","Campaign 3098","59000","23098","4098","198","48","100704","-30802.879999999997"
"MC003099","2026-02-27","Organic Search","Campaign 3099","59500","23099","4099","199","49","102851","-30701.719999999998"
"MC003100","2026-02-28","Google Ads","Campaign 3100","10000","23100","4100","200","50","105000","19400.000000000004"
"MC003101","2026-03-01","Instagram","Campaign 3101","10500","23101","4101","201","51","107151","19502.280000000002"
"MC003102","2026-03-02","Email","Campaign 3102","11000","23102","4102","202","52","109304","19605.120000000003"
"MC003103","2026-03-03","Referral","Campaign 3103","11500","23103","4103","203","53","111459","19708.520000000004"
"MC003104","2026-03-04","Organic Search","Campaign 3104","12000","23104","4104","204","54","113616","19812.480000000003"
"MC003105","2026-03-05","Google Ads","Campaign 3105","12500","23105","4105","205","55","115775","19917.000000000004"
"MC003106","2026-03-06","Instagram","Campaign 3106","13000","23106","4106","206","56","117936","20022.08"
"MC003107","2026-03-07","Email","Campaign 3107","13500","23107","4107","207","57","120099","20127.72"
"MC003108","2026-03-08","Referral","Campaign 3108","14000","23108","4108","208","58","122264","20233.920000000006"
"MC003109","2026-03-09","Organic Search","Campaign 3109","14500","23109","4109","209","59","124431","20340.68"
"MC003110","2026-03-10","Google Ads","Campaign 3110","15000","23110","4110","210","60","126600","20448"
"MC003111","2026-03-11","Instagram","Campaign 3111","15500","23111","4111","211","61","128771","20555.880000000005"
"MC003112","2026-03-12","Email","Campaign 3112","16000","23112","4112","212","62","130944","20664.320000000007"
"MC003113","2026-03-13","Referral","Campaign 3113","16500","23113","4113","213","63","133119","20773.320000000007"
"MC003114","2026-03-14","Organic Search","Campaign 3114","17000","23114","4114","214","64","135296","20882.880000000005"
"MC003115","2026-03-15","Google Ads","Campaign 3115","17500","23115","4115","215","65","137475","20993.000000000007"
"MC003116","2026-03-16","Instagram","Campaign 3116","18000","23116","4116","216","66","139656","21103.68"
"MC003117","2026-03-17","Email","Campaign 3117","18500","23117","4117","217","67","141839","21214.920000000006"
"MC003118","2026-03-18","Referral","Campaign 3118","19000","23118","4118","218","68","144024","21326.72"
"MC003119","2026-03-19","Organic Search","Campaign 3119","19500","23119","4119","219","69","146211","21439.08"
"MC003120","2026-03-20","Google Ads","Campaign 3120","20000","23120","4120","220","70","148400","21552.000000000007"
"MC003121","2026-03-21","Instagram","Campaign 3121","20500","23121","4121","221","71","150591","21665.480000000003"
"MC003122","2026-03-22","Email","Campaign 3122","21000","23122","4122","222","72","152784","21779.520000000004"
"MC003123","2026-03-23","Referral","Campaign 3123","21500","23123","4123","223","73","154979","21894.120000000003"
"MC003124","2026-03-24","Organic Search","Campaign 3124","22000","23124","4124","224","74","157176","22009.280000000006"
"MC003125","2026-03-25","Google Ads","Campaign 3125","22500","23125","4125","225","75","159375","22125.000000000007"
"MC003126","2026-03-26","Instagram","Campaign 3126","23000","23126","4126","226","76","161576","22241.280000000006"
"MC003127","2026-03-27","Email","Campaign 3127","23500","23127","4127","227","77","163779","22358.120000000003"
"MC003128","2026-03-28","Referral","Campaign 3128","24000","23128","4128","228","78","165984","22475.520000000004"
"MC003129","2026-03-29","Organic Search","Campaign 3129","24500","23129","4129","229","79","168191","22593.480000000003"
"MC003130","2026-03-30","Google Ads","Campaign 3130","25000","23130","4130","230","80","170400","22712.000000000007"
"MC003131","2026-03-31","Instagram","Campaign 3131","25500","23131","4131","231","81","172611","22831.08"
"MC003132","2026-04-01","Email","Campaign 3132","26000","23132","4132","232","82","174824","22950.72"
"MC003133","2026-04-02","Referral","Campaign 3133","26500","23133","4133","233","83","177039","23070.920000000006"
"MC003134","2026-04-03","Organic Search","Campaign 3134","27000","23134","4134","234","84","179256","23191.680000000008"
"MC003135","2026-04-04","Google Ads","Campaign 3135","27500","23135","4135","235","85","181475","23313.000000000007"
"MC003136","2026-04-05","Instagram","Campaign 3136","28000","23136","4136","236","86","183696","23434.880000000005"
"MC003137","2026-04-06","Email","Campaign 3137","28500","23137","4137","237","87","185919","23557.320000000007"
"MC003138","2026-04-07","Referral","Campaign 3138","29000","23138","4138","238","88","188144","23680.320000000007"
"MC003139","2026-04-08","Organic Search","Campaign 3139","29500","23139","4139","239","89","190371","23803.880000000005"
"MC003140","2026-04-09","Google Ads","Campaign 3140","30000","23140","4140","240","90","192600","23928.000000000007"
"MC003141","2026-04-10","Instagram","Campaign 3141","30500","23141","4141","241","91","194831","24052.680000000008"
"MC003142","2026-04-11","Email","Campaign 3142","31000","23142","4142","242","92","197064","24177.920000000006"
"MC003143","2026-04-12","Referral","Campaign 3143","31500","23143","4143","243","93","199299","24303.72000000001"
"MC003144","2026-04-13","Organic Search","Campaign 3144","32000","23144","4144","244","94","201536","24430.08"
"MC003145","2026-04-14","Google Ads","Campaign 3145","32500","23145","4145","245","95","203775","24557.000000000007"
"MC003146","2026-04-15","Instagram","Campaign 3146","33000","23146","4146","246","96","206016","24684.480000000003"
"MC003147","2026-04-16","Email","Campaign 3147","33500","23147","4147","247","97","208259","24812.520000000004"
"MC003148","2026-04-17","Referral","Campaign 3148","34000","23148","4148","248","98","210504","24941.120000000003"
"MC003149","2026-04-18","Organic Search","Campaign 3149","34500","23149","4149","249","99","212751","25070.280000000006"
"MC003150","2026-04-19","Google Ads","Campaign 3150","35000","23150","4150","250","10","21500","-28980"
"MC003151","2026-04-20","Instagram","Campaign 3151","35500","23151","4151","251","11","23661","-28874.92"
"MC003152","2026-04-21","Email","Campaign 3152","36000","23152","4152","252","12","25824","-28769.28"
"MC003153","2026-04-22","Referral","Campaign 3153","36500","23153","4153","253","13","27989","-28663.079999999998"
"MC003154","2026-04-23","Organic Search","Campaign 3154","37000","23154","4154","254","14","30156","-28556.32"
"MC003155","2026-04-24","Google Ads","Campaign 3155","37500","23155","4155","255","15","32325","-28449"
"MC003156","2026-04-25","Instagram","Campaign 3156","38000","23156","4156","256","16","34496","-28341.12"
"MC003157","2026-04-26","Email","Campaign 3157","38500","23157","4157","257","17","36669","-28232.68"
"MC003158","2026-04-27","Referral","Campaign 3158","39000","23158","4158","258","18","38844","-28123.68"
"MC003159","2026-04-28","Organic Search","Campaign 3159","39500","23159","4159","259","19","41021","-28014.12"
"MC003160","2026-04-29","Google Ads","Campaign 3160","40000","23160","4160","260","20","43200","-27904"
"MC003161","2026-04-30","Instagram","Campaign 3161","40500","23161","4161","261","21","45381","-27793.32"
"MC003162","2026-05-01","Email","Campaign 3162","41000","23162","4162","262","22","47564","-27682.079999999998"
"MC003163","2026-05-02","Referral","Campaign 3163","41500","23163","4163","263","23","49749","-27570.28"
"MC003164","2026-05-03","Organic Search","Campaign 3164","42000","23164","4164","264","24","51936","-27457.92"
"MC003165","2026-05-04","Google Ads","Campaign 3165","42500","23165","4165","265","25","54125","-27345"
"MC003166","2026-05-05","Instagram","Campaign 3166","43000","23166","4166","266","26","56316","-27231.519999999997"
"MC003167","2026-05-06","Email","Campaign 3167","43500","23167","4167","267","27","58509","-27117.479999999996"
"MC003168","2026-05-07","Referral","Campaign 3168","44000","23168","4168","268","28","60704","-27002.879999999997"
"MC003169","2026-05-08","Organic Search","Campaign 3169","44500","23169","4169","269","29","62901","-26887.719999999998"
"MC003170","2026-05-09","Google Ads","Campaign 3170","45000","23170","4170","270","30","65100","-26772"
"MC003171","2026-05-10","Instagram","Campaign 3171","45500","23171","4171","271","31","67301","-26655.719999999998"
"MC003172","2026-05-11","Email","Campaign 3172","46000","23172","4172","272","32","69504","-26538.879999999997"
"MC003173","2026-05-12","Referral","Campaign 3173","46500","23173","4173","273","33","71709","-26421.48"
"MC003174","2026-05-13","Organic Search","Campaign 3174","47000","23174","4174","274","34","73916","-26303.519999999997"
"MC003175","2026-05-14","Google Ads","Campaign 3175","47500","23175","4175","275","35","76125","-26184.999999999996"
"MC003176","2026-05-15","Instagram","Campaign 3176","48000","23176","4176","276","36","78336","-26065.92"
"MC003177","2026-05-16","Email","Campaign 3177","48500","23177","4177","277","37","80549","-25946.28"
"MC003178","2026-05-17","Referral","Campaign 3178","49000","23178","4178","278","38","82764","-25826.079999999998"
"MC003179","2026-05-18","Organic Search","Campaign 3179","49500","23179","4179","279","39","84981","-25705.319999999996"
"MC003180","2026-05-19","Google Ads","Campaign 3180","50000","23180","4180","280","40","87200","-25583.999999999996"
"MC003181","2026-05-20","Instagram","Campaign 3181","50500","23181","4181","281","41","89421","-25462.12"
"MC003182","2026-05-21","Email","Campaign 3182","51000","23182","4182","282","42","91644","-25339.679999999997"
"MC003183","2026-05-22","Referral","Campaign 3183","51500","23183","4183","283","43","93869","-25216.679999999997"
"MC003184","2026-05-23","Organic Search","Campaign 3184","52000","23184","4184","284","44","96096","-25093.12"
"MC003185","2026-05-24","Google Ads","Campaign 3185","52500","23185","4185","285","45","98325","-24968.999999999996"
"MC003186","2026-05-25","Instagram","Campaign 3186","53000","23186","4186","286","46","100556","-24844.319999999996"
"MC003187","2026-05-26","Email","Campaign 3187","53500","23187","4187","287","47","102789","-24719.079999999998"
"MC003188","2026-05-27","Referral","Campaign 3188","54000","23188","4188","288","48","105024","-24593.28"
"MC003189","2026-05-28","Organic Search","Campaign 3189","54500","23189","4189","289","49","107261","-24466.92"
"MC003190","2026-05-29","Google Ads","Campaign 3190","55000","23190","4190","290","50","109500","-24339.999999999996"
"MC003191","2026-05-30","Instagram","Campaign 3191","55500","23191","4191","291","51","111741","-24212.519999999997"
"MC003192","2026-05-31","Email","Campaign 3192","56000","23192","4192","292","52","113984","-24084.479999999996"
"MC003193","2026-06-01","Referral","Campaign 3193","56500","23193","4193","293","53","116229","-23955.879999999997"
"MC003194","2026-06-02","Organic Search","Campaign 3194","57000","23194","4194","294","54","118476","-23826.719999999994"
"MC003195","2026-06-03","Google Ads","Campaign 3195","57500","23195","4195","295","55","120725","-23697"
"MC003196","2026-06-04","Instagram","Campaign 3196","58000","23196","4196","296","56","122976","-23566.719999999994"
"MC003197","2026-06-05","Email","Campaign 3197","58500","23197","4197","297","57","125229","-23435.879999999997"
"MC003198","2026-06-06","Referral","Campaign 3198","59000","23198","4198","298","58","127484","-23304.479999999996"
"MC003199","2026-06-07","Organic Search","Campaign 3199","59500","23199","4199","299","59","129741","-23172.519999999997"
"MC003200","2026-06-08","Google Ads","Campaign 3200","10000","23200","4200","300","60","132000","26960"
"MC003201","2026-06-09","Instagram","Campaign 3201","10500","23201","4201","301","61","134261","27093.08"
"MC003202","2026-06-10","Email","Campaign 3202","11000","23202","4202","302","62","136524","27226.72"
"MC003203","2026-06-11","Referral","Campaign 3203","11500","23203","4203","303","63","138789","27360.920000000006"
"MC003204","2026-06-12","Organic Search","Campaign 3204","12000","23204","4204","304","64","141056","27495.68"
"MC003205","2026-06-13","Google Ads","Campaign 3205","12500","23205","4205","305","65","143325","27631.000000000007"
"MC003206","2026-06-14","Instagram","Campaign 3206","13000","23206","4206","306","66","145596","27766.880000000005"
"MC003207","2026-06-15","Email","Campaign 3207","13500","23207","4207","307","67","147869","27903.320000000007"
"MC003208","2026-06-16","Referral","Campaign 3208","14000","23208","4208","308","68","150144","28040.320000000007"
"MC003209","2026-06-17","Organic Search","Campaign 3209","14500","23209","4209","309","69","152421","28177.880000000005"
"MC003210","2026-06-18","Google Ads","Campaign 3210","15000","23210","4210","310","70","154700","28316.000000000007"
"MC003211","2026-06-19","Instagram","Campaign 3211","15500","23211","4211","311","71","156981","28454.680000000008"
"MC003212","2026-06-20","Email","Campaign 3212","16000","23212","4212","312","72","159264","28593.920000000006"
"MC003213","2026-06-21","Referral","Campaign 3213","16500","23213","4213","313","73","161549","28733.72"
"MC003214","2026-06-22","Organic Search","Campaign 3214","17000","23214","4214","314","74","163836","28874.08"
"MC003215","2026-06-23","Google Ads","Campaign 3215","17500","23215","4215","315","75","166125","29015.000000000007"
"MC003216","2026-06-24","Instagram","Campaign 3216","18000","23216","4216","316","76","168416","29156.480000000003"
"MC003217","2026-06-25","Email","Campaign 3217","18500","23217","4217","317","77","170709","29298.520000000004"
"MC003218","2026-06-26","Referral","Campaign 3218","19000","23218","4218","318","78","173004","29441.120000000003"
"MC003219","2026-06-27","Organic Search","Campaign 3219","19500","23219","4219","319","79","175301","29584.280000000006"
"MC003220","2026-06-28","Google Ads","Campaign 3220","20000","23220","4220","320","80","177600","29728.000000000007"
"MC003221","2026-06-29","Instagram","Campaign 3221","20500","23221","4221","321","81","179901","29872.280000000006"
"MC003222","2026-06-30","Email","Campaign 3222","21000","23222","4222","322","82","182204","30017.120000000003"
"MC003223","2026-07-01","Referral","Campaign 3223","21500","23223","4223","323","83","184509","30162.520000000004"
"MC003224","2026-07-02","Organic Search","Campaign 3224","22000","23224","4224","324","84","186816","30308.480000000003"
"MC003225","2026-07-03","Google Ads","Campaign 3225","22500","23225","4225","325","85","189125","30455.000000000007"
"MC003226","2026-07-04","Instagram","Campaign 3226","23000","23226","4226","326","86","191436","30602.08"
"MC003227","2026-07-05","Email","Campaign 3227","23500","23227","4227","327","87","193749","30749.72000000001"
"MC003228","2026-07-06","Referral","Campaign 3228","24000","23228","4228","328","88","196064","30897.920000000006"
"MC003229","2026-07-07","Organic Search","Campaign 3229","24500","23229","4229","329","89","198381","31046.680000000008"
"MC003230","2026-07-08","Google Ads","Campaign 3230","25000","23230","4230","330","90","200700","31196.000000000007"
"MC003231","2026-07-09","Instagram","Campaign 3231","25500","23231","4231","331","91","203021","31345.880000000005"
"MC003232","2026-07-10","Email","Campaign 3232","26000","23232","4232","332","92","205344","31496.320000000007"
"MC003233","2026-07-11","Referral","Campaign 3233","26500","23233","4233","333","93","207669","31647.320000000007"
"MC003234","2026-07-12","Organic Search","Campaign 3234","27000","23234","4234","334","94","209996","31798.880000000005"
"MC003235","2026-07-13","Google Ads","Campaign 3235","27500","23235","4235","335","95","212325","31951.000000000007"
"MC003236","2026-07-14","Instagram","Campaign 3236","28000","23236","4236","336","96","214656","32103.680000000008"
"MC003237","2026-07-15","Email","Campaign 3237","28500","23237","4237","337","97","216989","32256.920000000006"
"MC003238","2026-07-16","Referral","Campaign 3238","29000","23238","4238","338","98","219324","32410.72000000001"
"MC003239","2026-07-17","Organic Search","Campaign 3239","29500","23239","4239","339","99","221661","32565.08000000001"
"MC003240","2026-07-18","Google Ads","Campaign 3240","30000","23240","4240","340","10","22400","-23728"
"MC003241","2026-07-19","Instagram","Campaign 3241","30500","23241","4241","341","11","24651","-23597.72"
"MC003242","2026-07-20","Email","Campaign 3242","31000","23242","4242","342","12","26904","-23466.879999999997"
"MC003243","2026-07-21","Referral","Campaign 3243","31500","23243","4243","343","13","29159","-23335.48"
"MC003244","2026-07-22","Organic Search","Campaign 3244","32000","23244","4244","344","14","31416","-23203.519999999997"
"MC003245","2026-07-23","Google Ads","Campaign 3245","32500","23245","4245","345","15","33675","-23071"
"MC003246","2026-07-24","Instagram","Campaign 3246","33000","23246","4246","346","16","35936","-22937.92"
"MC003247","2026-07-25","Email","Campaign 3247","33500","23247","4247","347","17","38199","-22804.28"
"MC003248","2026-07-26","Referral","Campaign 3248","34000","23248","4248","348","18","40464","-22670.079999999998"
"MC003249","2026-07-27","Organic Search","Campaign 3249","34500","23249","4249","349","19","42731","-22535.32"
"MC003250","2026-07-28","Google Ads","Campaign 3250","35000","23250","4250","350","20","45000","-22400"
"MC003251","2026-07-29","Instagram","Campaign 3251","35500","23251","4251","351","21","47271","-22264.12"
"MC003252","2026-07-30","Email","Campaign 3252","36000","23252","4252","352","22","49544","-22127.68"
"MC003253","2026-07-31","Referral","Campaign 3253","36500","23253","4253","353","23","51819","-21990.68"
"MC003254","2026-08-01","Organic Search","Campaign 3254","37000","23254","4254","354","24","54096","-21853.12"
"MC003255","2026-08-02","Google Ads","Campaign 3255","37500","23255","4255","355","25","56375","-21715"
"MC003256","2026-08-03","Instagram","Campaign 3256","38000","23256","4256","356","26","58656","-21576.32"
"MC003257","2026-08-04","Email","Campaign 3257","38500","23257","4257","357","27","60939","-21437.079999999998"
"MC003258","2026-08-05","Referral","Campaign 3258","39000","23258","4258","358","28","63224","-21297.28"
"MC003259","2026-08-06","Organic Search","Campaign 3259","39500","23259","4259","359","29","65511","-21156.92"
"MC003260","2026-08-07","Google Ads","Campaign 3260","40000","23260","4260","360","30","67800","-21016"
"MC003261","2026-08-08","Instagram","Campaign 3261","40500","23261","4261","361","31","70091","-20874.519999999997"
"MC003262","2026-08-09","Email","Campaign 3262","41000","23262","4262","362","32","72384","-20732.48"
"MC003263","2026-08-10","Referral","Campaign 3263","41500","23263","4263","363","33","74679","-20589.879999999997"
"MC003264","2026-08-11","Organic Search","Campaign 3264","42000","23264","4264","364","34","76976","-20446.719999999998"
"MC003265","2026-08-12","Google Ads","Campaign 3265","42500","23265","4265","365","35","79275","-20302.999999999996"
"MC003266","2026-08-13","Instagram","Campaign 3266","43000","23266","4266","366","36","81576","-20158.719999999998"
"MC003267","2026-08-14","Email","Campaign 3267","43500","23267","4267","367","37","83879","-20013.879999999997"
"MC003268","2026-08-15","Referral","Campaign 3268","44000","23268","4268","368","38","86184","-19868.479999999996"
"MC003269","2026-08-16","Organic Search","Campaign 3269","44500","23269","4269","369","39","88491","-19722.519999999997"
"MC003270","2026-08-17","Google Ads","Campaign 3270","45000","23270","4270","370","40","90800","-19575.999999999996"
"MC003271","2026-08-18","Instagram","Campaign 3271","45500","23271","4271","371","41","93111","-19428.92"
"MC003272","2026-08-19","Email","Campaign 3272","46000","23272","4272","372","42","95424","-19281.28"
"MC003273","2026-08-20","Referral","Campaign 3273","46500","23273","4273","373","43","97739","-19133.079999999998"
"MC003274","2026-08-21","Organic Search","Campaign 3274","47000","23274","4274","374","44","100056","-18984.319999999996"
"MC003275","2026-08-22","Google Ads","Campaign 3275","47500","23275","4275","375","45","102375","-18834.999999999996"
"MC003276","2026-08-23","Instagram","Campaign 3276","48000","23276","4276","376","46","104696","-18685.12"
"MC003277","2026-08-24","Email","Campaign 3277","48500","23277","4277","377","47","107019","-18534.679999999997"
"MC003278","2026-08-25","Referral","Campaign 3278","49000","23278","4278","378","48","109344","-18383.679999999997"
"MC003279","2026-08-26","Organic Search","Campaign 3279","49500","23279","4279","379","49","111671","-18232.119999999995"
"MC003280","2026-08-27","Google Ads","Campaign 3280","50000","23280","4280","380","50","114000","-18079.999999999996"
"MC003281","2026-08-28","Instagram","Campaign 3281","50500","23281","4281","381","51","116331","-17927.319999999996"
"MC003282","2026-08-29","Email","Campaign 3282","51000","23282","4282","382","52","118664","-17774.079999999994"
"MC003283","2026-08-30","Referral","Campaign 3283","51500","23283","4283","383","53","120999","-17620.28"
"MC003284","2026-08-31","Organic Search","Campaign 3284","52000","23284","4284","384","54","123336","-17465.92"
"MC003285","2025-09-01","Google Ads","Campaign 3285","52500","23285","4285","385","55","125675","-17311"
"MC003286","2025-09-02","Instagram","Campaign 3286","53000","23286","4286","386","56","128016","-17155.519999999997"
"MC003287","2025-09-03","Email","Campaign 3287","53500","23287","4287","387","57","130359","-16999.479999999996"
"MC003288","2025-09-04","Referral","Campaign 3288","54000","23288","4288","388","58","132704","-16842.879999999997"
"MC003289","2025-09-05","Organic Search","Campaign 3289","54500","23289","4289","389","59","135051","-16685.719999999994"
"MC003290","2025-09-06","Google Ads","Campaign 3290","55000","23290","4290","390","60","137400","-16527.999999999993"
"MC003291","2025-09-07","Instagram","Campaign 3291","55500","23291","4291","391","61","139751","-16369.719999999994"
"MC003292","2025-09-08","Email","Campaign 3292","56000","23292","4292","392","62","142104","-16210.879999999997"
"MC003293","2025-09-09","Referral","Campaign 3293","56500","23293","4293","393","63","144459","-16051.479999999996"
"MC003294","2025-09-10","Organic Search","Campaign 3294","57000","23294","4294","394","64","146816","-15891.519999999997"
"MC003295","2025-09-11","Google Ads","Campaign 3295","57500","23295","4295","395","65","149175","-15730.999999999993"
"MC003296","2025-09-12","Instagram","Campaign 3296","58000","23296","4296","396","66","151536","-15569.919999999998"
"MC003297","2025-09-13","Email","Campaign 3297","58500","23297","4297","397","67","153899","-15408.279999999999"
"MC003298","2025-09-14","Referral","Campaign 3298","59000","23298","4298","398","68","156264","-15246.079999999994"
"MC003299","2025-09-15","Organic Search","Campaign 3299","59500","23299","4299","399","69","158631","-15083.319999999992"
"MC003300","2025-09-16","Google Ads","Campaign 3300","10000","23300","4300","400","70","161000","35080.00000000001"
"MC003301","2025-09-17","Instagram","Campaign 3301","10500","23301","4301","401","71","163371","35243.880000000005"
"MC003302","2025-09-18","Email","Campaign 3302","11000","23302","4302","402","72","165744","35408.32000000001"
"MC003303","2025-09-19","Referral","Campaign 3303","11500","23303","4303","403","73","168119","35573.32000000001"
"MC003304","2025-09-20","Organic Search","Campaign 3304","12000","23304","4304","404","74","170496","35738.880000000005"
"MC003305","2025-09-21","Google Ads","Campaign 3305","12500","23305","4305","405","75","172875","35905.00000000001"
"MC003306","2025-09-22","Instagram","Campaign 3306","13000","23306","4306","406","76","175256","36071.68000000001"
"MC003307","2025-09-23","Email","Campaign 3307","13500","23307","4307","407","77","177639","36238.920000000006"
"MC003308","2025-09-24","Referral","Campaign 3308","14000","23308","4308","408","78","180024","36406.72"
"MC003309","2025-09-25","Organic Search","Campaign 3309","14500","23309","4309","409","79","182411","36575.08"
"MC003310","2025-09-26","Google Ads","Campaign 3310","15000","23310","4310","410","80","184800","36744.00000000001"
"MC003311","2025-09-27","Instagram","Campaign 3311","15500","23311","4311","411","81","187191","36913.48"
"MC003312","2025-09-28","Email","Campaign 3312","16000","23312","4312","412","82","189584","37083.520000000004"
"MC003313","2025-09-29","Referral","Campaign 3313","16500","23313","4313","413","83","191979","37254.12"
"MC003314","2025-09-30","Organic Search","Campaign 3314","17000","23314","4314","414","84","194376","37425.280000000006"
"MC003315","2025-10-01","Google Ads","Campaign 3315","17500","23315","4315","415","85","196775","37597.00000000001"
"MC003316","2025-10-02","Instagram","Campaign 3316","18000","23316","4316","416","86","199176","37769.280000000006"
"MC003317","2025-10-03","Email","Campaign 3317","18500","23317","4317","417","87","201579","37942.12"
"MC003318","2025-10-04","Referral","Campaign 3318","19000","23318","4318","418","88","203984","38115.520000000004"
"MC003319","2025-10-05","Organic Search","Campaign 3319","19500","23319","4319","419","89","206391","38289.48"
"MC003320","2025-10-06","Google Ads","Campaign 3320","20000","23320","4320","420","90","208800","38464.00000000001"
