"Complaint_ID","Customer_ID","Order_ID","Complaint_Date","Category","Severity","Resolution_Date","Resolution_Status","Satisfaction_Score"
"CP0005693","C005694","O0005694","2026-04-07","Delivery","Low","2026-04-12","Resolved","4"
"CP0005694","C005695","O0005695","2026-04-08","Refund","High","2026-04-14","Resolved","5"
"CP0005695","C005696","O0005696","2026-04-09","Product","Low","2026-04-16","Resolved","1"
"CP0005696","C005697","O0005697","2026-04-10","Delivery","Low","","Open",""
"CP0005697","C005698","O0005698","2026-04-11","Support","High","2026-04-20","Resolved","3"
"CP0005698","C005699","O0005699","2026-04-12","Delivery","High","2026-04-22","Resolved","4"
"CP0005699","C005700","O0005700","2026-04-13","Refund","Medium","2026-04-24","Resolved","5"
"CP0005700","C005701","O0005701","2026-04-14","Refund","Low","2026-04-14","Resolved","1"
"CP0005701","C005702","O0005702","2026-04-15","Product","Low","2026-04-16","Resolved","2"
"CP0005702","C005703","O0005703","2026-04-16","Refund","Low","2026-04-18","Resolved","3"
"CP0005703","C005704","O0005704","2026-04-17","Delivery","Medium","2026-04-20","Resolved","4"
"CP0005704","C005705","O0005705","2026-04-18","Delivery","Medium","","Open",""
"CP0005705","C005706","O0005706","2026-04-19","Support","Medium","2026-04-24","Resolved","1"
"CP0005706","C005707","O0005707","2026-04-20","Support","Medium","2026-04-26","Resolved","2"
"CP0005707","C005708","O0005708","2026-04-21","Refund","Low","2026-04-28","Resolved","3"
"CP0005708","C005709","O0005709","2026-04-22","Support","Low","2026-04-30","Resolved","4"
"CP0005709","C005710","O0005710","2026-04-23","Payment","Medium","2026-05-02","Resolved","5"
"CP0005710","C005711","O0005711","2026-04-24","Product","Medium","2026-05-04","Resolved","1"
"CP0005711","C005712","O0005712","2026-04-25","Delivery","Low","2026-05-06","Resolved","2"
"CP0005712","C005713","O0005713","2026-04-26","Refund","Critical","","Open",""
"CP0005713","C005714","O0005714","2026-04-27","Product","Critical","2026-04-28","Resolved","4"
"CP0005714","C005715","O0005715","2026-04-28","Refund","Medium","2026-04-30","Resolved","5"
"CP0005715","C005716","O0005716","2026-04-29","Support","Critical","2026-05-02","Resolved","1"
"CP0005716","C005717","O0005717","2026-04-30","Delivery","Critical","2026-05-04","Resolved","2"
"CP0005717","C005718","O0005718","2026-05-01","Product","Critical","2026-05-06","Resolved","3"
"CP0005718","C005719","O0005719","2026-05-02","Support","Low","2026-05-08","Resolved","4"
"CP0005719","C005720","O0005720","2026-05-03","Refund","Medium","2026-05-10","Resolved","5"
"CP0005720","C005721","O0005721","2026-05-04","Product","High","","Open",""
"CP0005721","C005722","O0005722","2026-05-05","Product","Critical","2026-05-14","Resolved","2"
"CP0005722","C005723","O0005723","2026-05-06","Product","High","2026-05-16","Resolved","3"
"CP0005723","C005724","O0005724","2026-05-07","Refund","Critical","2026-05-18","Resolved","4"
"CP0005724","C005725","O0005725","2026-05-08","Product","High","2026-05-08","Resolved","5"
"CP0005725","C005726","O0005726","2026-05-09","Support","Critical","2026-05-10","Resolved","1"
"CP0005726","C005727","O0005727","2026-05-10","Delivery","High","2026-05-12","Resolved","2"
"CP0005727","C005728","O0005728","2026-05-11","Payment","Critical","2026-05-14","Resolved","3"
"CP0005728","C005729","O0005729","2026-05-12","Payment","High","","Open",""
"CP0005729","C005730","O0005730","2026-05-13","Payment","Low","2026-05-18","Resolved","5"
"CP0005730","C005731","O0005731","2026-05-14","Payment","Medium","2026-05-20","Resolved","1"
"CP0005731","C005732","O0005732","2026-05-15","Delivery","High","2026-05-22","Resolved","2"
"CP0005732","C005733","O0005733","2026-05-16","Payment","Low","2026-05-24","Resolved","3"
"CP0005733","C005734","O0005734","2026-05-17","Delivery","Low","2026-05-26","Resolved","4"
"CP0005734","C005735","O0005735","2026-05-18","Support","High","2026-05-28","Resolved","5"
"CP0005735","C005736","O0005736","2026-05-19","Refund","Low","2026-05-30","Resolved","1"
"CP0005736","C005737","O0005737","2026-05-20","Refund","Critical","","Open",""
"CP0005737","C005738","O0005738","2026-05-21","Payment","Low","2026-05-22","Resolved","3"
"CP0005738","C005739","O0005739","2026-05-22","Product","High","2026-05-24","Resolved","4"
"CP0005739","C005740","O0005740","2026-05-23","Product","High","2026-05-26","Resolved","5"
"CP0005740","C005741","O0005741","2026-05-24","Support","Medium","2026-05-28","Resolved","1"
"CP0005741","C005742","O0005742","2026-05-25","Product","High","2026-05-30","Resolved","2"
"CP0005742","C005743","O0005743","2026-05-26","Support","Critical","2026-06-01","Resolved","3"
"CP0005743","C005744","O0005744","2026-05-27","Refund","High","2026-06-03","Resolved","4"
"CP0005744","C005745","O0005745","2026-05-28","Delivery","Low","","Open",""
"CP0005745","C005746","O0005746","2026-05-29","Delivery","Medium","2026-06-07","Resolved","1"
"CP0005746","C005747","O0005747","2026-05-30","Payment","Low","2026-06-09","Resolved","2"
"CP0005747","C005748","O0005748","2026-05-31","Support","Medium","2026-06-11","Resolved","3"
"CP0005748","C005749","O0005749","2026-06-01","Product","Critical","2026-06-01","Resolved","4"
"CP0005749","C005750","O0005750","2026-06-02","Refund","Critical","2026-06-03","Resolved","5"
"CP0005750","C005751","O0005751","2026-06-03","Refund","Medium","2026-06-05","Resolved","1"
"CP0005751","C005752","O0005752","2026-06-04","Payment","High","2026-06-07","Resolved","2"
"CP0005752","C005753","O0005753","2026-06-05","Refund","High","","Open",""
"CP0005753","C005754","O0005754","2026-06-06","Refund","High","2026-06-11","Resolved","4"
"CP0005754","C005755","O0005755","2026-06-07","Product","Medium","2026-06-13","Resolved","5"
"CP0005755","C005756","O0005756","2026-06-08","Refund","Medium","2026-06-15","Resolved","1"
"CP0005756","C005757","O0005757","2026-06-09","Product","Medium","2026-06-17","Resolved","2"
"CP0005757","C005758","O0005758","2026-06-10","Payment","High","2026-06-19","Resolved","3"
"CP0005758","C005759","O0005759","2026-06-11","Delivery","High","2026-06-21","Resolved","4"
"CP0005759","C005760","O0005760","2026-06-12","Refund","Critical","2026-06-23","Resolved","5"
"CP0005760","C005761","O0005761","2026-06-13","Payment","Low","","Open",""
"CP0005761","C005762","O0005762","2026-06-14","Product","Medium","2026-06-15","Resolved","2"
"CP0005762","C005763","O0005763","2026-06-15","Support","Medium","2026-06-17","Resolved","3"
"CP0005763","C005764","O0005764","2026-06-16","Payment","High","2026-06-19","Resolved","4"
"CP0005764","C005765","O0005765","2026-06-17","Product","Medium","2026-06-21","Resolved","5"
"CP0005765","C005766","O0005766","2026-06-18","Payment","Medium","2026-06-23","Resolved","1"
"CP0005766","C005767","O0005767","2026-06-19","Payment","Medium","2026-06-25","Resolved","2"
"CP0005767","C005768","O0005768","2026-06-20","Delivery","Low","2026-06-27","Resolved","3"
"CP0005768","C005769","O0005769","2026-06-21","Payment","High","","Open",""
"CP0005769","C005770","O0005770","2026-06-22","Payment","Medium","2026-07-01","Resolved","5"
"CP0005770","C005771","O0005771","2026-06-23","Support","High","2026-07-03","Resolved","1"
"CP0005771","C005772","O0005772","2026-06-24","Refund","High","2026-07-05","Resolved","2"
"CP0005772","C005773","O0005773","2026-06-25","Support","High","2026-06-25","Resolved","3"
"CP0005773","C005774","O0005774","2026-06-26","Product","High","2026-06-27","Resolved","4"
"CP0005774","C005775","O0005775","2026-06-27","Payment","Critical","2026-06-29","Resolved","5"
"CP0005775","C005776","O0005776","2026-06-28","Delivery","Critical","2026-07-01","Resolved","1"
"CP0005776","C005777","O0005777","2026-06-29","Delivery","Medium","","Open",""
"CP0005777","C005778","O0005778","2026-06-30","Payment","Low","2026-07-05","Resolved","3"
"CP0005778","C005779","O0005779","2026-07-01","Refund","Critical","2026-07-07","Resolved","4"
"CP0005779","C005780","O0005780","2026-07-02","Support","Critical","2026-07-09","Resolved","5"
"CP0005780","C005781","O0005781","2026-07-03","Product","Critical","2026-07-11","Resolved","1"
"CP0005781","C005782","O0005782","2026-07-04","Delivery","Critical","2026-07-13","Resolved","2"
"CP0005782","C005783","O0005783","2026-07-05","Delivery","Low","2026-07-15","Resolved","3"
"CP0005783","C005784","O0005784","2026-07-06","Payment","Critical","2026-07-17","Resolved","4"
"CP0005784","C005785","O0005785","2026-07-07","Refund","Medium","","Open",""
"CP0005785","C005786","O0005786","2026-07-08","Product","Critical","2026-07-09","Resolved","1"
"CP0005786","C005787","O0005787","2026-07-09","Product","High","2026-07-11","Resolved","2"
"CP0005787","C005788","O0005788","2026-07-10","Delivery","Critical","2026-07-13","Resolved","3"
"CP0005788","C005789","O0005789","2026-07-11","Delivery","Low","2026-07-15","Resolved","4"
"CP0005789","C005790","O0005790","2026-07-12","Payment","High","2026-07-17","Resolved","5"
"CP0005790","C005791","O0005791","2026-07-13","Support","Critical","2026-07-19","Resolved","1"
"CP0005791","C005792","O0005792","2026-07-14","Product","Critical","2026-07-21","Resolved","2"
"CP0005792","C005793","O0005793","2026-07-15","Payment","Medium","","Open",""
"CP0005793","C005794","O0005794","2026-07-16","Refund","Medium","2026-07-25","Resolved","4"
"CP0005794","C005795","O0005795","2026-07-17","Payment","Medium","2026-07-27","Resolved","5"
"CP0005795","C005796","O0005796","2026-07-18","Support","Low","2026-07-29","Resolved","1"
"CP0005796","C005797","O0005797","2026-07-19","Delivery","Low","2026-07-19","Resolved","2"
"CP0005797","C005798","O0005798","2026-07-20","Delivery","Medium","2026-07-21","Resolved","3"
"CP0005798","C005799","O0005799","2026-07-21","Refund","High","2026-07-23","Resolved","4"
"CP0005799","C005800","O0005800","2026-07-22","Payment","Medium","2026-07-25","Resolved","5"
"CP0005800","C005801","O0005801","2026-07-23","Refund","Critical","","Open",""
"CP0005801","C005802","O0005802","2026-07-24","Refund","High","2026-07-29","Resolved","2"
"CP0005802","C005803","O0005803","2026-07-25","Product","Low","2026-07-31","Resolved","3"
"CP0005803","C005804","O0005804","2026-07-26","Delivery","High","2026-08-02","Resolved","4"
"CP0005804","C005805","O0005805","2026-07-27","Support","Critical","2026-08-04","Resolved","5"
"CP0005805","C005806","O0005806","2026-07-28","Support","Medium","2026-08-06","Resolved","1"
"CP0005806","C005807","O0005807","2026-07-29","Payment","Critical","2026-08-08","Resolved","2"
"CP0005807","C005808","O0005808","2026-07-30","Delivery","Low","2026-08-10","Resolved","3"
"CP0005808","C005809","O0005809","2026-07-31","Delivery","Medium","","Open",""
"CP0005809","C005810","O0005810","2026-08-01","Product","Low","2026-08-02","Resolved","5"
"CP0005810","C005811","O0005811","2026-08-02","Delivery","Medium","2026-08-04","Resolved","1"
"CP0005811","C005812","O0005812","2026-08-03","Refund","Low","2026-08-06","Resolved","2"
"CP0005812","C005813","O0005813","2026-08-04","Payment","High","2026-08-08","Resolved","3"
"CP0005813","C005814","O0005814","2026-08-05","Support","Critical","2026-08-10","Resolved","4"
"CP0005814","C005815","O0005815","2026-08-06","Refund","Low","2026-08-12","Resolved","5"
"CP0005815","C005816","O0005816","2026-08-07","Payment","High","2026-08-14","Resolved","1"
"CP0005816","C005817","O0005817","2026-08-08","Product","Medium","","Open",""
"CP0005817","C005818","O0005818","2026-08-09","Payment","Low","2026-08-18","Resolved","3"
"CP0005818","C005819","O0005819","2026-08-10","Delivery","Critical","2026-08-20","Resolved","4"
"CP0005819","C005820","O0005820","2026-08-11","Delivery","Medium","2026-08-22","Resolved","5"
"CP0005820","C005821","O0005821","2026-08-12","Payment","Low","2026-08-12","Resolved","1"
"CP0005821","C005822","O0005822","2026-08-13","Delivery","Low","2026-08-14","Resolved","2"
"CP0005822","C005823","O0005823","2026-08-14","Delivery","Low","2026-08-16","Resolved","3"
"CP0005823","C005824","O0005824","2026-08-15","Refund","Medium","2026-08-18","Resolved","4"
"CP0005824","C005825","O0005825","2026-08-16","Payment","Critical","","Open",""
"CP0005825","C005826","O0005826","2026-08-17","Refund","Medium","2026-08-22","Resolved","1"
"CP0005826","C005827","O0005827","2026-08-18","Delivery","Medium","2026-08-24","Resolved","2"
"CP0005827","C005828","O0005828","2026-08-19","Product","Medium","2026-08-26","Resolved","3"
"CP0005828","C005829","O0005829","2026-08-20","Refund","Critical","2026-08-28","Resolved","4"
"CP0005829","C005830","O0005830","2026-08-21","Delivery","Low","2026-08-30","Resolved","5"
"CP0005830","C005831","O0005831","2026-08-22","Delivery","High","2026-09-01","Resolved","1"
"CP0005831","C005832","O0005832","2026-08-23","Payment","High","2026-09-03","Resolved","2"
"CP0005832","C005833","O0005833","2026-08-24","Product","Low","","Open",""
"CP0005833","C005834","O0005834","2026-08-25","Product","Medium","2026-08-26","Resolved","4"
"CP0005834","C005835","O0005835","2026-08-26","Refund","High","2026-08-28","Resolved","5"
"CP0005835","C005836","O0005836","2026-08-27","Payment","Low","2026-08-30","Resolved","1"
"CP0005836","C005837","O0005837","2026-08-28","Payment","Critical","2026-09-01","Resolved","2"
"CP0005837","C005838","O0005838","2026-08-29","Delivery","Low","2026-09-03","Resolved","3"
"CP0005838","C005839","O0005839","2026-08-30","Delivery","Medium","2026-09-05","Resolved","4"
"CP0005839","C005840","O0005840","2026-08-31","Delivery","Medium","2026-09-07","Resolved","5"
"CP0005840","C005841","O0005841","2025-09-01","Payment","Critical","","Open",""
"CP0005841","C005842","O0005842","2025-09-02","Support","High","2025-09-11","Resolved","2"
"CP0005842","C005843","O0005843","2025-09-03","Delivery","Critical","2025-09-13","Resolved","3"
"CP0005843","C005844","O0005844","2025-09-04","Product","Medium","2025-09-15","Resolved","4"
"CP0005844","C005845","O0005845","2025-09-05","Refund","High","2025-09-05","Resolved","5"
"CP0005845","C005846","O0005846","2025-09-06","Product","High","2025-09-07","Resolved","1"
"CP0005846","C005847","O0005847","2025-09-07","Support","High","2025-09-09","Resolved","2"
"CP0005847","C005848","O0005848","2025-09-08","Refund","Low","2025-09-11","Resolved","3"
"CP0005848","C005849","O0005849","2025-09-09","Refund","High","","Open",""
"CP0005849","C005850","O0005850","2025-09-10","Support","Critical","2025-09-15","Resolved","5"
"CP0005850","C005851","O0005851","2025-09-11","Refund","Low","2025-09-17","Resolved","1"
"CP0005851","C005852","O0005852","2025-09-12","Product","Low","2025-09-19","Resolved","2"
"CP0005852","C005853","O0005853","2025-09-13","Support","Critical","2025-09-21","Resolved","3"
"CP0005853","C005854","O0005854","2025-09-14","Product","Medium","2025-09-23","Resolved","4"
"CP0005854","C005855","O0005855","2025-09-15","Payment","Critical","2025-09-25","Resolved","5"
"CP0005855","C005856","O0005856","2025-09-16","Payment","High","2025-09-27","Resolved","1"
"CP0005856","C005857","O0005857","2025-09-17","Refund","High","","Open",""
"CP0005857","C005858","O0005858","2025-09-18","Refund","High","2025-09-19","Resolved","3"
"CP0005858","C005859","O0005859","2025-09-19","Payment","High","2025-09-21","Resolved","4"
"CP0005859","C005860","O0005860","2025-09-20","Support","High","2025-09-23","Resolved","5"
"CP0005860","C005861","O0005861","2025-09-21","Refund","Critical","2025-09-25","Resolved","1"
"CP0005861","C005862","O0005862","2025-09-22","Delivery","Medium","2025-09-27","Resolved","2"
"CP0005862","C005863","O0005863","2025-09-23","Support","Medium","2025-09-29","Resolved","3"
"CP0005863","C005864","O0005864","2025-09-24","Payment","High","2025-10-01","Resolved","4"
"CP0005864","C005865","O0005865","2025-09-25","Support","Low","","Open",""
"CP0005865","C005866","O0005866","2025-09-26","Support","Low","2025-10-05","Resolved","1"
"CP0005866","C005867","O0005867","2025-09-27","Product","Medium","2025-10-07","Resolved","2"
"CP0005867","C005868","O0005868","2025-09-28","Payment","High","2025-10-09","Resolved","3"
"CP0005868","C005869","O0005869","2025-09-29","Delivery","Critical","2025-09-29","Resolved","4"
"CP0005869","C005870","O0005870","2025-09-30","Delivery","Medium","2025-10-01","Resolved","5"
"CP0005870","C005871","O0005871","2025-10-01","Payment","High","2025-10-03","Resolved","1"
"CP0005871","C005872","O0005872","2025-10-02","Product","Low","2025-10-05","Resolved","2"
"CP0005872","C005873","O0005873","2025-10-03","Refund","Medium","","Open",""
"CP0005873","C005874","O0005874","2025-10-04","Delivery","Low","2025-10-09","Resolved","4"
"CP0005874","C005875","O0005875","2025-10-05","Payment","High","2025-10-11","Resolved","5"
"CP0005875","C005876","O0005876","2025-10-06","Refund","Critical","2025-10-13","Resolved","1"
"CP0005876","C005877","O0005877","2025-10-07","Refund","Medium","2025-10-15","Resolved","2"
"CP0005877","C005878","O0005878","2025-10-08","Product","Medium","2025-10-17","Resolved","3"
"CP0005878","C005879","O0005879","2025-10-09","Payment","High","2025-10-19","Resolved","4"
"CP0005879","C005880","O0005880","2025-10-10","Product","Low","2025-10-21","Resolved","5"
"CP0005880","C005881","O0005881","2025-10-11","Support","Critical","","Open",""
"CP0005881","C005882","O0005882","2025-10-12","Payment","Medium","2025-10-13","Resolved","2"
"CP0005882","C005883","O0005883","2025-10-13","Product","High","2025-10-15","Resolved","3"
"CP0005883","C005884","O0005884","2025-10-14","Payment","Medium","2025-10-17","Resolved","4"
"CP0005884","C005885","O0005885","2025-10-15","Payment","Critical","2025-10-19","Resolved","5"
"CP0005885","C005886","O0005886","2025-10-16","Refund","Critical","2025-10-21","Resolved","1"
"CP0005886","C005887","O0005887","2025-10-17","Delivery","High","2025-10-23","Resolved","2"
"CP0005887","C005888","O0005888","2025-10-18","Product","Low","2025-10-25","Resolved","3"
"CP0005888","C005889","O0005889","2025-10-19","Delivery","High","","Open",""
"CP0005889","C005890","O0005890","2025-10-20","Refund","Critical","2025-10-29","Resolved","5"
"CP0005890","C005891","O0005891","2025-10-21","Payment","High","2025-10-31","Resolved","1"
"CP0005891","C005892","O0005892","2025-10-22","Refund","High","2025-11-02","Resolved","2"
"CP0005892","C005893","O0005893","2025-10-23","Payment","High","2025-10-23","Resolved","3"
"CP0005893","C005894","O0005894","2025-10-24","Support","Critical","2025-10-25","Resolved","4"
"CP0005894","C005895","O0005895","2025-10-25","Refund","High","2025-10-27","Resolved","5"
"CP0005895","C005896","O0005896","2025-10-26","Support","Critical","2025-10-29","Resolved","1"
"CP0005896","C005897","O0005897","2025-10-27","Refund","High","","Open",""
"CP0005897","C005898","O0005898","2025-10-28","Delivery","Low","2025-11-02","Resolved","3"
"CP0005898","C005899","O0005899","2025-10-29","Refund","High","2025-11-04","Resolved","4"
"CP0005899","C005900","O0005900","2025-10-30","Delivery","Medium","2025-11-06","Resolved","5"
"CP0005900","C005901","O0005901","2025-10-31","Product","Critical","2025-11-08","Resolved","1"
"CP0005901","C005902","O0005902","2025-11-01","Product","Medium","2025-11-10","Resolved","2"
"CP0005902","C005903","O0005903","2025-11-02","Refund","Medium","2025-11-12","Resolved","3"
"CP0005903","C005904","O0005904","2025-11-03","Payment","Critical","2025-11-14","Resolved","4"
"CP0005904","C005905","O0005905","2025-11-04","Refund","High","","Open",""
"CP0005905","C005906","O0005906","2025-11-05","Payment","Medium","2025-11-06","Resolved","1"
"CP0005906","C005907","O0005907","2025-11-06","Support","Critical","2025-11-08","Resolved","2"
"CP0005907","C005908","O0005908","2025-11-07","Delivery","Critical","2025-11-10","Resolved","3"
"CP0005908","C005909","O0005909","2025-11-08","Delivery","Low","2025-11-12","Resolved","4"
"CP0005909","C005910","O0005910","2025-11-09","Support","Medium","2025-11-14","Resolved","5"
"CP0005910","C005911","O0005911","2025-11-10","Support","Critical","2025-11-16","Resolved","1"
"CP0005911","C005912","O0005912","2025-11-11","Payment","Medium","2025-11-18","Resolved","2"
"CP0005912","C005913","O0005913","2025-11-12","Delivery","Medium","","Open",""
"CP0005913","C005914","O0005914","2025-11-13","Product","Medium","2025-11-22","Resolved","4"
"CP0005914","C005915","O0005915","2025-11-14","Refund","Low","2025-11-24","Resolved","5"
"CP0005915","C005916","O0005916","2025-11-15","Delivery","Critical","2025-11-26","Resolved","1"
"CP0005916","C005917","O0005917","2025-11-16","Delivery","Medium","2025-11-16","Resolved","2"
"CP0005917","C005918","O0005918","2025-11-17","Payment","Low","2025-11-18","Resolved","3"
"CP0005918","C005919","O0005919","2025-11-18","Product","Medium","2025-11-20","Resolved","4"
"CP0005919","C005920","O0005920","2025-11-19","Support","Critical","2025-11-22","Resolved","5"
"CP0005920","C005921","O0005921","2025-11-20","Product","High","","Open",""
"CP0005921","C005922","O0005922","2025-11-21","Support","Medium","2025-11-26","Resolved","2"
"CP0005922","C005923","O0005923","2025-11-22","Delivery","Medium","2025-11-28","Resolved","3"
"CP0005923","C005924","O0005924","2025-11-23","Payment","Medium","2025-11-30","Resolved","4"
"CP0005924","C005925","O0005925","2025-11-24","Product","Critical","2025-12-02","Resolved","5"
"CP0005925","C005926","O0005926","2025-11-25","Support","Low","2025-12-04","Resolved","1"
"CP0005926","C005927","O0005927","2025-11-26","Refund","High","2025-12-06","Resolved","2"
"CP0005927","C005928","O0005928","2025-11-27","Delivery","Critical","2025-12-08","Resolved","3"
"CP0005928","C005929","O0005929","2025-11-28","Support","Low","","Open",""
"CP0005929","C005930","O0005930","2025-11-29","Delivery","High","2025-11-30","Resolved","5"
"CP0005930","C005931","O0005931","2025-11-30","Refund","Low","2025-12-02","Resolved","1"
"CP0005931","C005932","O0005932","2025-12-01","Payment","High","2025-12-04","Resolved","2"
"CP0005932","C005933","O0005933","2025-12-02","Payment","Low","2025-12-06","Resolved","3"
"CP0005933","C005934","O0005934","2025-12-03","Product","Medium","2025-12-08","Resolved","4"
"CP0005934","C005935","O0005935","2025-12-04","Support","Critical","2025-12-10","Resolved","5"
"CP0005935","C005936","O0005936","2025-12-05","Support","Medium","2025-12-12","Resolved","1"
"CP0005936","C005937","O0005937","2025-12-06","Delivery","High","","Open",""
"CP0005937","C005938","O0005938","2025-12-07","Refund","Critical","2025-12-16","Resolved","3"
"CP0005938","C005939","O0005939","2025-12-08","Support","High","2025-12-18","Resolved","4"
"CP0005939","C005940","O0005940","2025-12-09","Product","Low","2025-12-20","Resolved","5"
"CP0005940","C005941","O0005941","2025-12-10","Support","Medium","2025-12-10","Resolved","1"
"CP0005941","C005942","O0005942","2025-12-11","Payment","Critical","2025-12-12","Resolved","2"
"CP0005942","C005943","O0005943","2025-12-12","Delivery","Low","2025-12-14","Resolved","3"
"CP0005943","C005944","O0005944","2025-12-13","Payment","Low","2025-12-16","Resolved","4"
"CP0005944","C005945","O0005945","2025-12-14","Refund","Medium","","Open",""
"CP0005945","C005946","O0005946","2025-12-15","Payment","Medium","2025-12-20","Resolved","1"
"CP0005946","C005947","O0005947","2025-12-16","Product","High","2025-12-22","Resolved","2"
"CP0005947","C005948","O0005948","2025-12-17","Delivery","Low","2025-12-24","Resolved","3"
"CP0005948","C005949","O0005949","2025-12-18","Payment","High","2025-12-26","Resolved","4"
"CP0005949","C005950","O0005950","2025-12-19","Payment","Critical","2025-12-28","Resolved","5"
"CP0005950","C005951","O0005951","2025-12-20","Delivery","Low","2025-12-30","Resolved","1"
"CP0005951","C005952","O0005952","2025-12-21","Product","Medium","2026-01-01","Resolved","2"
"CP0005952","C005953","O0005953","2025-12-22","Refund","Low","","Open",""
"CP0005953","C005954","O0005954","2025-12-23","Refund","Critical","2025-12-24","Resolved","4"
"CP0005954","C005955","O0005955","2025-12-24","Refund","High","2025-12-26","Resolved","5"
"CP0005955","C005956","O0005956","2025-12-25","Payment","Low","2025-12-28","Resolved","1"
"CP0005956","C005957","O0005957","2025-12-26","Support","Low","2025-12-30","Resolved","2"
"CP0005957","C005958","O0005958","2025-12-27","Payment","Critical","2026-01-01","Resolved","3"
"CP0005958","C005959","O0005959","2025-12-28","Refund","Medium","2026-01-03","Resolved","4"
"CP0005959","C005960","O0005960","2025-12-29","Refund","High","2026-01-05","Resolved","5"
"CP0005960","C005961","O0005961","2025-12-30","Refund","Medium","","Open",""
"CP0005961","C005962","O0005962","2025-12-31","Support","Critical","2026-01-09","Resolved","2"
"CP0005962","C005963","O0005963","2026-01-01","Refund","High","2026-01-11","Resolved","3"
"CP0005963","C005964","O0005964","2026-01-02","Payment","Medium","2026-01-13","Resolved","4"
"CP0005964","C005965","O0005965","2026-01-03","Payment","Low","2026-01-03","Resolved","5"
"CP0005965","C005966","O0005966","2026-01-04","Payment","Medium","2026-01-05","Resolved","1"
"CP0005966","C005967","O0005967","2026-01-05","Support","Medium","2026-01-07","Resolved","2"
"CP0005967","C005968","O0005968","2026-01-06","Support","Low","2026-01-09","Resolved","3"
"CP0005968","C005969","O0005969","2026-01-07","Delivery","High","","Open",""
"CP0005969","C005970","O0005970","2026-01-08","Refund","Medium","2026-01-13","Resolved","5"
"CP0005970","C005971","O0005971","2026-01-09","Product","High","2026-01-15","Resolved","1"
"CP0005971","C005972","O0005972","2026-01-10","Support","Low","2026-01-17","Resolved","2"
"CP0005972","C005973","O0005973","2026-01-11","Support","Low","2026-01-19","Resolved","3"
"CP0005973","C005974","O0005974","2026-01-12","Product","Medium","2026-01-21","Resolved","4"
"CP0005974","C005975","O0005975","2026-01-13","Payment","Low","2026-01-23","Resolved","5"
"CP0005975","C005976","O0005976","2026-01-14","Payment","Critical","2026-01-25","Resolved","1"
"CP0005976","C005977","O0005977","2026-01-15","Support","Critical","","Open",""
"CP0005977","C005978","O0005978","2026-01-16","Payment","Low","2026-01-17","Resolved","3"
"CP0005978","C005979","O0005979","2026-01-17","Refund","High","2026-01-19","Resolved","4"
"CP0005979","C005980","O0005980","2026-01-18","Delivery","Low","2026-01-21","Resolved","5"
"CP0005980","C005981","O0005981","2026-01-19","Product","High","2026-01-23","Resolved","1"
"CP0005981","C005982","O0005982","2026-01-20","Product","High","2026-01-25","Resolved","2"
"CP0005982","C005983","O0005983","2026-01-21","Payment","Medium","2026-01-27","Resolved","3"
"CP0005983","C005984","O0005984","2026-01-22","Delivery","Medium","2026-01-29","Resolved","4"
"CP0005984","C005985","O0005985","2026-01-23","Delivery","Low","","Open",""
"CP0005985","C005986","O0005986","2026-01-24","Payment","Medium","2026-02-02","Resolved","1"
"CP0005986","C005987","O0005987","2026-01-25","Product","High","2026-02-04","Resolved","2"
"CP0005987","C005988","O0005988","2026-01-26","Delivery","Critical","2026-02-06","Resolved","3"
"CP0005988","C005989","O0005989","2026-01-27","Payment","Low","2026-01-27","Resolved","4"
"CP0005989","C005990","O0005990","2026-01-28","Delivery","Low","2026-01-29","Resolved","5"
"CP0005990","C005991","O0005991","2026-01-29","Delivery","Low","2026-01-31","Resolved","1"
"CP0005991","C005992","O0005992","2026-01-30","Delivery","Critical","2026-02-02","Resolved","2"
"CP0005992","C005993","O0005993","2026-01-31","Support","High","","Open",""
"CP0005993","C005994","O0005994","2026-02-01","Product","Low","2026-02-06","Resolved","4"
"CP0005994","C005995","O0005995","2026-02-02","Payment","Low","2026-02-08","Resolved","5"
"CP0005995","C005996","O0005996","2026-02-03","Support","Critical","2026-02-10","Resolved","1"
"CP0005996","C005997","O0005997","2026-02-04","Product","Medium","2026-02-12","Resolved","2"
"CP0005997","C005998","O0005998","2026-02-05","Refund","Critical","2026-02-14","Resolved","3"
"CP0005998","C005999","O0005999","2026-02-06","Delivery","Critical","2026-02-16","Resolved","4"
"CP0005999","C006000","O0006000","2026-02-07","Support","Critical","2026-02-18","Resolved","5"
"CP0006000","C006001","O0006001","2026-02-08","Product","Medium","","Open",""
"CP0006001","C006002","O0006002","2026-02-09","Refund","Critical","2026-02-10","Resolved","2"
"CP0006002","C006003","O0006003","2026-02-10","Payment","Critical","2026-02-12","Resolved","3"
"CP0006003","C006004","O0006004","2026-02-11","Product","Low","2026-02-14","Resolved","4"
"CP0006004","C006005","O0006005","2026-02-12","Delivery","High","2026-02-16","Resolved","5"
"CP0006005","C006006","O0006006","2026-02-13","Payment","Medium","2026-02-18","Resolved","1"
"CP0006006","C006007","O0006007","2026-02-14","Delivery","High","2026-02-20","Resolved","2"
"CP0006007","C006008","O0006008","2026-02-15","Refund","Medium","2026-02-22","Resolved","3"
"CP0006008","C006009","O0006009","2026-02-16","Payment","Critical","","Open",""
