"Payment_ID","Invoice_ID","Customer_ID","Payment_Date","Payment_Method","Payment_Amount","Payment_Fee","Payment_Status"
"PAY0050127","INV0050127","C010128","2026-01-21","Card","18359.00","330.46","Successful"
"PAY0050128","INV0050128","C010129","2026-01-22","Wallet","18476.00","332.57","Successful"
"PAY0050129","INV0050129","C010130","2026-01-23","Wallet","18593.00","334.67","Successful"
"PAY0050130","INV0050130","C010131","2026-01-24","Card","18710.00","336.78","Successful"
"PAY0050131","INV0050131","C010132","2026-01-25","Card","18827.00","338.89","Successful"
"PAY0050132","INV0050132","C010133","2026-01-26","UPI","18944.00","340.99","Successful"
"PAY0050133","INV0050133","C010134","2026-01-27","Bank Transfer","19061.00","343.10","Failed"
"PAY0050134","INV0050134","C010135","2026-01-28","Wallet","19178.00","345.20","Successful"
"PAY0050135","INV0050135","C010136","2026-01-29","Card","19295.00","347.31","Successful"
"PAY0050136","INV0050136","C010137","2026-01-30","UPI","19412.00","349.42","Successful"
"PAY0050137","INV0050137","C010138","2026-01-31","Card","19529.00","351.52","Successful"
"PAY0050138","INV0050138","C010139","2026-02-01","Wallet","19646.00","353.63","Successful"
"PAY0050139","INV0050139","C010140","2026-02-02","Bank Transfer","19763.00","355.73","Successful"
"PAY0050140","INV0050140","C010141","2026-02-03","Wallet","19880.00","357.84","Successful"
"PAY0050141","INV0050141","C010142","2026-02-04","UPI","19997.00","359.95","Successful"
"PAY0050142","INV0050142","C010143","2026-02-05","Bank Transfer","20114.00","362.05","Successful"
"PAY0050143","INV0050143","C010144","2026-02-06","UPI","20231.00","364.16","Successful"
"PAY0050144","INV0050144","C010145","2026-02-07","UPI","20348.00","366.26","Successful"
"PAY0050145","INV0050145","C010146","2026-02-08","Wallet","20465.00","368.37","Successful"
"PAY0050146","INV0050146","C010147","2026-02-09","Card","20582.00","370.48","Successful"
"PAY0050147","INV0050147","C010148","2026-02-10","Wallet","20699.00","372.58","Successful"
"PAY0050148","INV0050148","C010149","2026-02-11","Wallet","20816.00","374.69","Successful"
"PAY0050149","INV0050149","C010150","2026-02-12","UPI","20933.00","376.79","Successful"
"PAY0050150","INV0050150","C010151","2026-02-13","UPI","21050.00","378.90","Failed"
"PAY0050151","INV0050151","C010152","2026-02-14","UPI","21167.00","381.01","Successful"
"PAY0050152","INV0050152","C010153","2026-02-15","UPI","21284.00","383.11","Successful"
"PAY0050153","INV0050153","C010154","2026-02-16","Bank Transfer","21401.00","385.22","Successful"
"PAY0050154","INV0050154","C010155","2026-02-17","Wallet","21518.00","387.32","Successful"
"PAY0050155","INV0050155","C010156","2026-02-18","Card","21635.00","389.43","Successful"
"PAY0050156","INV0050156","C010157","2026-02-19","UPI","21752.00","391.54","Successful"
"PAY0050157","INV0050157","C010158","2026-02-20","Card","21869.00","393.64","Successful"
"PAY0050158","INV0050158","C010159","2026-02-21","Card","21986.00","395.75","Successful"
"PAY0050159","INV0050159","C010160","2026-02-22","Bank Transfer","22103.00","397.85","Successful"
"PAY0050160","INV0050160","C010161","2026-02-23","UPI","22220.00","399.96","Successful"
"PAY0050161","INV0050161","C010162","2026-02-24","UPI","22337.00","402.07","Successful"
"PAY0050162","INV0050162","C010163","2026-02-25","Wallet","22454.00","404.17","Successful"
"PAY0050163","INV0050163","C010164","2026-02-26","UPI","22571.00","406.28","Successful"
"PAY0050164","INV0050164","C010165","2026-02-27","UPI","22688.00","408.38","Successful"
"PAY0050165","INV0050165","C010166","2026-02-28","UPI","22805.00","410.49","Successful"
"PAY0050166","INV0050166","C010167","2026-03-01","Bank Transfer","22922.00","412.60","Successful"
"PAY0050167","INV0050167","C010168","2026-03-02","Bank Transfer","23039.00","414.70","Failed"
"PAY0050168","INV0050168","C010169","2026-03-03","UPI","23156.00","416.81","Successful"
"PAY0050169","INV0050169","C010170","2026-03-04","Card","23273.00","418.91","Successful"
"PAY0050170","INV0050170","C010171","2026-03-05","UPI","23390.00","421.02","Successful"
"PAY0050171","INV0050171","C010172","2026-03-06","Bank Transfer","23507.00","423.13","Successful"
"PAY0050172","INV0050172","C010173","2026-03-07","UPI","23624.00","425.23","Successful"
"PAY0050173","INV0050173","C010174","2026-03-08","Bank Transfer","23741.00","427.34","Successful"
"PAY0050174","INV0050174","C010175","2026-03-09","UPI","23858.00","429.44","Successful"
"PAY0050175","INV0050175","C010176","2026-03-10","Wallet","23975.00","431.55","Successful"
"PAY0050176","INV0050176","C010177","2026-03-11","Bank Transfer","24092.00","433.66","Successful"
"PAY0050177","INV0050177","C010178","2026-03-12","Wallet","24209.00","435.76","Successful"
"PAY0050178","INV0050178","C010179","2026-03-13","Bank Transfer","24326.00","437.87","Successful"
"PAY0050179","INV0050179","C010180","2026-03-14","UPI","24443.00","439.97","Successful"
"PAY0050180","INV0050180","C010181","2026-03-15","Bank Transfer","24560.00","442.08","Successful"
"PAY0050181","INV0050181","C010182","2026-03-16","Wallet","24677.00","444.19","Successful"
"PAY0050182","INV0050182","C010183","2026-03-17","UPI","24794.00","446.29","Successful"
"PAY0050183","INV0050183","C010184","2026-03-18","Bank Transfer","24911.00","448.40","Successful"
"PAY0050184","INV0050184","C010185","2026-03-19","Wallet","25028.00","450.50","Failed"
"PAY0050185","INV0050185","C010186","2026-03-20","Bank Transfer","25145.00","452.61","Successful"
"PAY0050186","INV0050186","C010187","2026-03-21","Card","25262.00","454.72","Successful"
"PAY0050187","INV0050187","C010188","2026-03-22","Wallet","25379.00","456.82","Successful"
"PAY0050188","INV0050188","C010189","2026-03-23","UPI","25496.00","458.93","Successful"
"PAY0050189","INV0050189","C010190","2026-03-24","UPI","25613.00","461.03","Successful"
"PAY0050190","INV0050190","C010191","2026-03-25","Card","25730.00","463.14","Successful"
"PAY0050191","INV0050191","C010192","2026-03-26","Card","25847.00","465.25","Successful"
"PAY0050192","INV0050192","C010193","2026-03-27","Card","25964.00","467.35","Successful"
"PAY0050193","INV0050193","C010194","2026-03-28","UPI","26081.00","469.46","Successful"
"PAY0050194","INV0050194","C010195","2026-03-29","Wallet","26198.00","471.56","Successful"
"PAY0050195","INV0050195","C010196","2026-03-30","Bank Transfer","26315.00","473.67","Successful"
"PAY0050196","INV0050196","C010197","2026-03-31","Wallet","26432.00","475.78","Successful"
"PAY0050197","INV0050197","C010198","2026-04-01","Card","26549.00","477.88","Successful"
"PAY0050198","INV0050198","C010199","2026-04-02","Wallet","26666.00","479.99","Successful"
"PAY0050199","INV0050199","C010200","2026-04-03","Bank Transfer","26783.00","482.09","Successful"
"PAY0050200","INV0050200","C010201","2026-04-04","Card","3500.00","63.00","Successful"
"PAY0050201","INV0050201","C010202","2026-04-05","Wallet","3617.00","65.11","Failed"
"PAY0050202","INV0050202","C010203","2026-04-06","Wallet","3734.00","67.21","Successful"
"PAY0050203","INV0050203","C010204","2026-04-07","UPI","3851.00","69.32","Successful"
"PAY0050204","INV0050204","C010205","2026-04-08","Bank Transfer","3968.00","71.42","Successful"
"PAY0050205","INV0050205","C010206","2026-04-09","Bank Transfer","4085.00","73.53","Successful"
"PAY0050206","INV0050206","C010207","2026-04-10","Wallet","4202.00","75.64","Successful"
"PAY0050207","INV0050207","C010208","2026-04-11","Card","4319.00","77.74","Successful"
"PAY0050208","INV0050208","C010209","2026-04-12","UPI","4436.00","79.85","Successful"
"PAY0050209","INV0050209","C010210","2026-04-13","Wallet","4553.00","81.95","Successful"
"PAY0050210","INV0050210","C010211","2026-04-14","Wallet","4670.00","84.06","Successful"
"PAY0050211","INV0050211","C010212","2026-04-15","UPI","4787.00","86.17","Successful"
"PAY0050212","INV0050212","C010213","2026-04-16","Card","4904.00","88.27","Successful"
"PAY0050213","INV0050213","C010214","2026-04-17","Bank Transfer","5021.00","90.38","Successful"
"PAY0050214","INV0050214","C010215","2026-04-18","Bank Transfer","5138.00","92.48","Successful"
"PAY0050215","INV0050215","C010216","2026-04-19","Bank Transfer","5255.00","94.59","Successful"
"PAY0050216","INV0050216","C010217","2026-04-20","Bank Transfer","5372.00","96.70","Successful"
"PAY0050217","INV0050217","C010218","2026-04-21","Bank Transfer","5489.00","98.80","Successful"
"PAY0050218","INV0050218","C010219","2026-04-22","Bank Transfer","5606.00","100.91","Failed"
"PAY0050219","INV0050219","C010220","2026-04-23","Card","5723.00","103.01","Successful"
"PAY0050220","INV0050220","C010221","2026-04-24","UPI","5840.00","105.12","Successful"
"PAY0050221","INV0050221","C010222","2026-04-25","Wallet","5957.00","107.23","Successful"
"PAY0050222","INV0050222","C010223","2026-04-26","Card","6074.00","109.33","Successful"
"PAY0050223","INV0050223","C010224","2026-04-27","UPI","6191.00","111.44","Successful"
"PAY0050224","INV0050224","C010225","2026-04-28","Card","6308.00","113.54","Successful"
"PAY0050225","INV0050225","C010226","2026-04-29","Wallet","6425.00","115.65","Successful"
"PAY0050226","INV0050226","C010227","2026-04-30","Wallet","6542.00","117.76","Successful"
"PAY0050227","INV0050227","C010228","2026-05-01","Card","6659.00","119.86","Successful"
"PAY0050228","INV0050228","C010229","2026-05-02","UPI","6776.00","121.97","Successful"
"PAY0050229","INV0050229","C010230","2026-05-03","Card","6893.00","124.07","Successful"
"PAY0050230","INV0050230","C010231","2026-05-04","Wallet","7010.00","126.18","Successful"
"PAY0050231","INV0050231","C010232","2026-05-05","Bank Transfer","7127.00","128.29","Successful"
"PAY0050232","INV0050232","C010233","2026-05-06","Wallet","7244.00","130.39","Successful"
"PAY0050233","INV0050233","C010234","2026-05-07","Wallet","7361.00","132.50","Successful"
"PAY0050234","INV0050234","C010235","2026-05-08","Bank Transfer","7478.00","134.60","Successful"
"PAY0050235","INV0050235","C010236","2026-05-09","UPI","7595.00","136.71","Failed"
"PAY0050236","INV0050236","C010237","2026-05-10","Card","7712.00","138.82","Successful"
"PAY0050237","INV0050237","C010238","2026-05-11","Card","7829.00","140.92","Successful"
"PAY0050238","INV0050238","C010239","2026-05-12","Card","7946.00","143.03","Successful"
"PAY0050239","INV0050239","C010240","2026-05-13","Bank Transfer","8063.00","145.13","Successful"
"PAY0050240","INV0050240","C010241","2026-05-14","Bank Transfer","8180.00","147.24","Successful"
"PAY0050241","INV0050241","C010242","2026-05-15","Bank Transfer","8297.00","149.35","Successful"
"PAY0050242","INV0050242","C010243","2026-05-16","Card","8414.00","151.45","Successful"
"PAY0050243","INV0050243","C010244","2026-05-17","Card","8531.00","153.56","Successful"
"PAY0050244","INV0050244","C010245","2026-05-18","Card","8648.00","155.66","Successful"
"PAY0050245","INV0050245","C010246","2026-05-19","Bank Transfer","8765.00","157.77","Successful"
"PAY0050246","INV0050246","C010247","2026-05-20","Bank Transfer","8882.00","159.88","Successful"
"PAY0050247","INV0050247","C010248","2026-05-21","Card","8999.00","161.98","Successful"
"PAY0050248","INV0050248","C010249","2026-05-22","Bank Transfer","9116.00","164.09","Successful"
"PAY0050249","INV0050249","C010250","2026-05-23","Bank Transfer","9233.00","166.19","Successful"
"PAY0050250","INV0050250","C010251","2026-05-24","Bank Transfer","9350.00","168.30","Successful"
"PAY0050251","INV0050251","C010252","2026-05-25","Bank Transfer","9467.00","170.41","Successful"
"PAY0050252","INV0050252","C010253","2026-05-26","Bank Transfer","9584.00","172.51","Failed"
"PAY0050253","INV0050253","C010254","2026-05-27","Bank Transfer","9701.00","174.62","Successful"
"PAY0050254","INV0050254","C010255","2026-05-28","Bank Transfer","9818.00","176.72","Successful"
"PAY0050255","INV0050255","C010256","2026-05-29","UPI","9935.00","178.83","Successful"
"PAY0050256","INV0050256","C010257","2026-05-30","Wallet","10052.00","180.94","Successful"
"PAY0050257","INV0050257","C010258","2026-05-31","Card","10169.00","183.04","Successful"
"PAY0050258","INV0050258","C010259","2026-06-01","Wallet","10286.00","185.15","Successful"
"PAY0050259","INV0050259","C010260","2026-06-02","Bank Transfer","10403.00","187.25","Successful"
"PAY0050260","INV0050260","C010261","2026-06-03","Card","10520.00","189.36","Successful"
"PAY0050261","INV0050261","C010262","2026-06-04","Wallet","10637.00","191.47","Successful"
"PAY0050262","INV0050262","C010263","2026-06-05","Card","10754.00","193.57","Successful"
"PAY0050263","INV0050263","C010264","2026-06-06","Wallet","10871.00","195.68","Successful"
"PAY0050264","INV0050264","C010265","2026-06-07","Bank Transfer","10988.00","197.78","Successful"
"PAY0050265","INV0050265","C010266","2026-06-08","UPI","11105.00","199.89","Successful"
"PAY0050266","INV0050266","C010267","2026-06-09","Card","11222.00","202.00","Successful"
"PAY0050267","INV0050267","C010268","2026-06-10","Wallet","11339.00","204.10","Successful"
"PAY0050268","INV0050268","C010269","2026-06-11","Bank Transfer","11456.00","206.21","Successful"
"PAY0050269","INV0050269","C010270","2026-06-12","Card","11573.00","208.31","Failed"
"PAY0050270","INV0050270","C010271","2026-06-13","UPI","11690.00","210.42","Successful"
"PAY0050271","INV0050271","C010272","2026-06-14","Wallet","11807.00","212.53","Successful"
"PAY0050272","INV0050272","C010273","2026-06-15","UPI","11924.00","214.63","Successful"
"PAY0050273","INV0050273","C010274","2026-06-16","Card","12041.00","216.74","Successful"
"PAY0050274","INV0050274","C010275","2026-06-17","Bank Transfer","12158.00","218.84","Successful"
"PAY0050275","INV0050275","C010276","2026-06-18","UPI","12275.00","220.95","Successful"
"PAY0050276","INV0050276","C010277","2026-06-19","UPI","12392.00","223.06","Successful"
"PAY0050277","INV0050277","C010278","2026-06-20","Card","12509.00","225.16","Successful"
"PAY0050278","INV0050278","C010279","2026-06-21","Bank Transfer","12626.00","227.27","Successful"
"PAY0050279","INV0050279","C010280","2026-06-22","Card","12743.00","229.37","Successful"
"PAY0050280","INV0050280","C010281","2026-06-23","Wallet","12860.00","231.48","Successful"
"PAY0050281","INV0050281","C010282","2026-06-24","UPI","12977.00","233.59","Successful"
"PAY0050282","INV0050282","C010283","2026-06-25","Bank Transfer","13094.00","235.69","Successful"
"PAY0050283","INV0050283","C010284","2026-06-26","Bank Transfer","13211.00","237.80","Successful"
"PAY0050284","INV0050284","C010285","2026-06-27","Wallet","13328.00","239.90","Successful"
"PAY0050285","INV0050285","C010286","2026-06-28","Bank Transfer","13445.00","242.01","Successful"
"PAY0050286","INV0050286","C010287","2026-06-29","Wallet","13562.00","244.12","Failed"
"PAY0050287","INV0050287","C010288","2026-06-30","Card","13679.00","246.22","Successful"
"PAY0050288","INV0050288","C010289","2026-07-01","Wallet","13796.00","248.33","Successful"
"PAY0050289","INV0050289","C010290","2026-07-02","Card","13913.00","250.43","Successful"
"PAY0050290","INV0050290","C010291","2026-07-03","Bank Transfer","14030.00","252.54","Successful"
"PAY0050291","INV0050291","C010292","2026-07-04","Wallet","14147.00","254.65","Successful"
"PAY0050292","INV0050292","C010293","2026-07-05","Bank Transfer","14264.00","256.75","Successful"
"PAY0050293","INV0050293","C010294","2026-07-06","Wallet","14381.00","258.86","Successful"
"PAY0050294","INV0050294","C010295","2026-07-07","Wallet","14498.00","260.96","Successful"
"PAY0050295","INV0050295","C010296","2026-07-08","Card","14615.00","263.07","Successful"
"PAY0050296","INV0050296","C010297","2026-07-09","Card","14732.00","265.18","Successful"
"PAY0050297","INV0050297","C010298","2026-07-10","Bank Transfer","14849.00","267.28","Successful"
"PAY0050298","INV0050298","C010299","2026-07-11","Bank Transfer","14966.00","269.39","Successful"
"PAY0050299","INV0050299","C010300","2026-07-12","Bank Transfer","15083.00","271.49","Successful"
"PAY0050300","INV0050300","C010301","2026-07-13","Card","15200.00","273.60","Successful"
"PAY0050301","INV0050301","C010302","2026-07-14","Wallet","15317.00","275.71","Successful"
"PAY0050302","INV0050302","C010303","2026-07-15","Card","15434.00","277.81","Successful"
"PAY0050303","INV0050303","C010304","2026-07-16","Bank Transfer","15551.00","279.92","Failed"
"PAY0050304","INV0050304","C010305","2026-07-17","Card","15668.00","282.02","Successful"
"PAY0050305","INV0050305","C010306","2026-07-18","UPI","15785.00","284.13","Successful"
"PAY0050306","INV0050306","C010307","2026-07-19","UPI","15902.00","286.24","Successful"
"PAY0050307","INV0050307","C010308","2026-07-20","Wallet","16019.00","288.34","Successful"
"PAY0050308","INV0050308","C010309","2026-07-21","Bank Transfer","16136.00","290.45","Successful"
"PAY0050309","INV0050309","C010310","2026-07-22","UPI","16253.00","292.55","Successful"
"PAY0050310","INV0050310","C010311","2026-07-23","Wallet","16370.00","294.66","Successful"
"PAY0050311","INV0050311","C010312","2026-07-24","Bank Transfer","16487.00","296.77","Successful"
"PAY0050312","INV0050312","C010313","2026-07-25","Wallet","16604.00","298.87","Successful"
"PAY0050313","INV0050313","C010314","2026-07-26","Bank Transfer","16721.00","300.98","Successful"
"PAY0050314","INV0050314","C010315","2026-07-27","Wallet","16838.00","303.08","Successful"
"PAY0050315","INV0050315","C010316","2026-07-28","Wallet","16955.00","305.19","Successful"
"PAY0050316","INV0050316","C010317","2026-07-29","Card","17072.00","307.30","Successful"
"PAY0050317","INV0050317","C010318","2026-07-30","Card","17189.00","309.40","Successful"
"PAY0050318","INV0050318","C010319","2026-07-31","UPI","17306.00","311.51","Successful"
"PAY0050319","INV0050319","C010320","2026-08-01","Wallet","17423.00","313.61","Successful"
"PAY0050320","INV0050320","C010321","2026-08-02","Wallet","17540.00","315.72","Failed"
"PAY0050321","INV0050321","C010322","2026-08-03","Card","17657.00","317.83","Successful"
"PAY0050322","INV0050322","C010323","2026-08-04","Bank Transfer","17774.00","319.93","Successful"
"PAY0050323","INV0050323","C010324","2026-08-05","UPI","17891.00","322.04","Successful"
"PAY0050324","INV0050324","C010325","2026-08-06","UPI","18008.00","324.14","Successful"
"PAY0050325","INV0050325","C010326","2026-08-07","UPI","18125.00","326.25","Successful"
"PAY0050326","INV0050326","C010327","2026-08-08","UPI","18242.00","328.36","Successful"
"PAY0050327","INV0050327","C010328","2026-08-09","Card","18359.00","330.46","Successful"
"PAY0050328","INV0050328","C010329","2026-08-10","UPI","18476.00","332.57","Successful"
"PAY0050329","INV0050329","C010330","2026-08-11","Card","18593.00","334.67","Successful"
"PAY0050330","INV0050330","C010331","2026-08-12","UPI","18710.00","336.78","Successful"
"PAY0050331","INV0050331","C010332","2026-08-13","Bank Transfer","18827.00","338.89","Successful"
"PAY0050332","INV0050332","C010333","2026-08-14","UPI","18944.00","340.99","Successful"
"PAY0050333","INV0050333","C010334","2026-08-15","UPI","19061.00","343.10","Successful"
"PAY0050334","INV0050334","C010335","2026-08-16","Card","19178.00","345.20","Successful"
"PAY0050335","INV0050335","C010336","2026-08-17","Card","19295.00","347.31","Successful"
"PAY0050336","INV0050336","C010337","2026-08-18","Bank Transfer","19412.00","349.42","Successful"
"PAY0050337","INV0050337","C010338","2026-08-19","Card","19529.00","351.52","Failed"
"PAY0050338","INV0050338","C010339","2026-08-20","Bank Transfer","19646.00","353.63","Successful"
"PAY0050339","INV0050339","C010340","2026-08-21","Card","19763.00","355.73","Successful"
"PAY0050340","INV0050340","C010341","2026-08-22","UPI","19880.00","357.84","Successful"
"PAY0050341","INV0050341","C010342","2026-08-23","Card","19997.00","359.95","Successful"
"PAY0050342","INV0050342","C010343","2026-08-24","Bank Transfer","20114.00","362.05","Successful"
"PAY0050343","INV0050343","C010344","2026-08-25","UPI","20231.00","364.16","Successful"
"PAY0050344","INV0050344","C010345","2026-08-26","UPI","20348.00","366.26","Successful"
"PAY0050345","INV0050345","C010346","2026-08-27","UPI","20465.00","368.37","Successful"
"PAY0050346","INV0050346","C010347","2026-08-28","Wallet","20582.00","370.48","Successful"
"PAY0050347","INV0050347","C010348","2026-08-29","Bank Transfer","20699.00","372.58","Successful"
"PAY0050348","INV0050348","C010349","2026-08-30","Bank Transfer","20816.00","374.69","Successful"
"PAY0050349","INV0050349","C010350","2026-08-31","Bank Transfer","20933.00","376.79","Successful"
"PAY0050350","INV0050350","C010351","2025-09-01","Card","21050.00","378.90","Successful"
"PAY0050351","INV0050351","C010352","2025-09-02","UPI","21167.00","381.01","Successful"
"PAY0050352","INV0050352","C010353","2025-09-03","Wallet","21284.00","383.11","Successful"
"PAY0050353","INV0050353","C010354","2025-09-04","Wallet","21401.00","385.22","Successful"
"PAY0050354","INV0050354","C010355","2025-09-05","Bank Transfer","21518.00","387.32","Failed"
"PAY0050355","INV0050355","C010356","2025-09-06","Card","21635.00","389.43","Successful"
"PAY0050356","INV0050356","C010357","2025-09-07","Bank Transfer","21752.00","391.54","Successful"
"PAY0050357","INV0050357","C010358","2025-09-08","Card","21869.00","393.64","Successful"
"PAY0050358","INV0050358","C010359","2025-09-09","Bank Transfer","21986.00","395.75","Successful"
"PAY0050359","INV0050359","C010360","2025-09-10","Wallet","22103.00","397.85","Successful"
"PAY0050360","INV0050360","C010361","2025-09-11","UPI","22220.00","399.96","Successful"
"PAY0050361","INV0050361","C010362","2025-09-12","UPI","22337.00","402.07","Successful"
"PAY0050362","INV0050362","C010363","2025-09-13","Bank Transfer","22454.00","404.17","Successful"
"PAY0050363","INV0050363","C010364","2025-09-14","Bank Transfer","22571.00","406.28","Successful"
"PAY0050364","INV0050364","C010365","2025-09-15","Bank Transfer","22688.00","408.38","Successful"
"PAY0050365","INV0050365","C010366","2025-09-16","UPI","22805.00","410.49","Successful"
"PAY0050366","INV0050366","C010367","2025-09-17","Bank Transfer","22922.00","412.60","Successful"
"PAY0050367","INV0050367","C010368","2025-09-18","UPI","23039.00","414.70","Successful"
"PAY0050368","INV0050368","C010369","2025-09-19","UPI","23156.00","416.81","Successful"
"PAY0050369","INV0050369","C010370","2025-09-20","Bank Transfer","23273.00","418.91","Successful"
"PAY0050370","INV0050370","C010371","2025-09-21","Wallet","23390.00","421.02","Successful"
"PAY0050371","INV0050371","C010372","2025-09-22","Bank Transfer","23507.00","423.13","Failed"
"PAY0050372","INV0050372","C010373","2025-09-23","Bank Transfer","23624.00","425.23","Successful"
"PAY0050373","INV0050373","C010374","2025-09-24","UPI","23741.00","427.34","Successful"
"PAY0050374","INV0050374","C010375","2025-09-25","Card","23858.00","429.44","Successful"
"PAY0050375","INV0050375","C010376","2025-09-26","UPI","23975.00","431.55","Successful"
"PAY0050376","INV0050376","C010377","2025-09-27","Card","24092.00","433.66","Successful"
"PAY0050377","INV0050377","C010378","2025-09-28","Card","24209.00","435.76","Successful"
"PAY0050378","INV0050378","C010379","2025-09-29","UPI","24326.00","437.87","Successful"
"PAY0050379","INV0050379","C010380","2025-09-30","Card","24443.00","439.97","Successful"
"PAY0050380","INV0050380","C010381","2025-10-01","UPI","24560.00","442.08","Successful"
"PAY0050381","INV0050381","C010382","2025-10-02","Card","24677.00","444.19","Successful"
"PAY0050382","INV0050382","C010383","2025-10-03","Wallet","24794.00","446.29","Successful"
"PAY0050383","INV0050383","C010384","2025-10-04","UPI","24911.00","448.40","Successful"
"PAY0050384","INV0050384","C010385","2025-10-05","Card","25028.00","450.50","Successful"
"PAY0050385","INV0050385","C010386","2025-10-06","Wallet","25145.00","452.61","Successful"
"PAY0050386","INV0050386","C010387","2025-10-07","Wallet","25262.00","454.72","Successful"
"PAY0050387","INV0050387","C010388","2025-10-08","Bank Transfer","25379.00","456.82","Successful"
"PAY0050388","INV0050388","C010389","2025-10-09","UPI","25496.00","458.93","Failed"
"PAY0050389","INV0050389","C010390","2025-10-10","Card","25613.00","461.03","Successful"
"PAY0050390","INV0050390","C010391","2025-10-11","Bank Transfer","25730.00","463.14","Successful"
"PAY0050391","INV0050391","C010392","2025-10-12","Bank Transfer","25847.00","465.25","Successful"
"PAY0050392","INV0050392","C010393","2025-10-13","Wallet","25964.00","467.35","Successful"
"PAY0050393","INV0050393","C010394","2025-10-14","Wallet","26081.00","469.46","Successful"
"PAY0050394","INV0050394","C010395","2025-10-15","Wallet","26198.00","471.56","Successful"
"PAY0050395","INV0050395","C010396","2025-10-16","UPI","26315.00","473.67","Successful"
"PAY0050396","INV0050396","C010397","2025-10-17","Wallet","26432.00","475.78","Successful"
"PAY0050397","INV0050397","C010398","2025-10-18","UPI","26549.00","477.88","Successful"
"PAY0050398","INV0050398","C010399","2025-10-19","Wallet","26666.00","479.99","Successful"
"PAY0050399","INV0050399","C010400","2025-10-20","UPI","26783.00","482.09","Successful"
"PAY0050400","INV0050400","C010401","2025-10-21","Wallet","3500.00","63.00","Successful"
"PAY0050401","INV0050401","C010402","2025-10-22","UPI","3617.00","65.11","Successful"
"PAY0050402","INV0050402","C010403","2025-10-23","UPI","3734.00","67.21","Successful"
"PAY0050403","INV0050403","C010404","2025-10-24","Card","3851.00","69.32","Successful"
"PAY0050404","INV0050404","C010405","2025-10-25","Wallet","3968.00","71.42","Successful"
"PAY0050405","INV0050405","C010406","2025-10-26","Bank Transfer","4085.00","73.53","Failed"
"PAY0050406","INV0050406","C010407","2025-10-27","UPI","4202.00","75.64","Successful"
"PAY0050407","INV0050407","C010408","2025-10-28","Bank Transfer","4319.00","77.74","Successful"
"PAY0050408","INV0050408","C010409","2025-10-29","Card","4436.00","79.85","Successful"
"PAY0050409","INV0050409","C010410","2025-10-30","Bank Transfer","4553.00","81.95","Successful"
"PAY0050410","INV0050410","C010411","2025-10-31","Card","4670.00","84.06","Successful"
"PAY0050411","INV0050411","C010412","2025-11-01","UPI","4787.00","86.17","Successful"
"PAY0050412","INV0050412","C010413","2025-11-02","Card","4904.00","88.27","Successful"
"PAY0050413","INV0050413","C010414","2025-11-03","Card","5021.00","90.38","Successful"
"PAY0050414","INV0050414","C010415","2025-11-04","UPI","5138.00","92.48","Successful"
"PAY0050415","INV0050415","C010416","2025-11-05","Bank Transfer","5255.00","94.59","Successful"
"PAY0050416","INV0050416","C010417","2025-11-06","Wallet","5372.00","96.70","Successful"
"PAY0050417","INV0050417","C010418","2025-11-07","Wallet","5489.00","98.80","Successful"
"PAY0050418","INV0050418","C010419","2025-11-08","Wallet","5606.00","100.91","Successful"
"PAY0050419","INV0050419","C010420","2025-11-09","Wallet","5723.00","103.01","Successful"
"PAY0050420","INV0050420","C010421","2025-11-10","Card","5840.00","105.12","Successful"
"PAY0050421","INV0050421","C010422","2025-11-11","Wallet","5957.00","107.23","Successful"
"PAY0050422","INV0050422","C010423","2025-11-12","Wallet","6074.00","109.33","Failed"
"PAY0050423","INV0050423","C010424","2025-11-13","Card","6191.00","111.44","Successful"
"PAY0050424","INV0050424","C010425","2025-11-14","Bank Transfer","6308.00","113.54","Successful"
"PAY0050425","INV0050425","C010426","2025-11-15","UPI","6425.00","115.65","Successful"
"PAY0050426","INV0050426","C010427","2025-11-16","UPI","6542.00","117.76","Successful"
"PAY0050427","INV0050427","C010428","2025-11-17","UPI","6659.00","119.86","Successful"
"PAY0050428","INV0050428","C010429","2025-11-18","UPI","6776.00","121.97","Successful"
"PAY0050429","INV0050429","C010430","2025-11-19","Card","6893.00","124.07","Successful"
"PAY0050430","INV0050430","C010431","2025-11-20","Card","7010.00","126.18","Successful"
"PAY0050431","INV0050431","C010432","2025-11-21","Bank Transfer","7127.00","128.29","Successful"
"PAY0050432","INV0050432","C010433","2025-11-22","Bank Transfer","7244.00","130.39","Successful"
"PAY0050433","INV0050433","C010434","2025-11-23","Card","7361.00","132.50","Successful"
"PAY0050434","INV0050434","C010435","2025-11-24","Card","7478.00","134.60","Successful"
"PAY0050435","INV0050435","C010436","2025-11-25","Wallet","7595.00","136.71","Successful"
"PAY0050436","INV0050436","C010437","2025-11-26","UPI","7712.00","138.82","Successful"
"PAY0050437","INV0050437","C010438","2025-11-27","Wallet","7829.00","140.92","Successful"
"PAY0050438","INV0050438","C010439","2025-11-28","Bank Transfer","7946.00","143.03","Successful"
"PAY0050439","INV0050439","C010440","2025-11-29","Wallet","8063.00","145.13","Failed"
"PAY0050440","INV0050440","C010441","2025-11-30","Bank Transfer","8180.00","147.24","Successful"
"PAY0050441","INV0050441","C010442","2025-12-01","Bank Transfer","8297.00","149.35","Successful"
"PAY0050442","INV0050442","C010443","2025-12-02","Card","8414.00","151.45","Successful"
