"Order_Item_ID","Order_ID","Product_ID","Quantity","Unit_Price","Discount_Pct","Gross_Amount","Net_Amount"
"OI00118020","O0018020","P00021","1","4000.00","0.00","4000.00","308.12"
"OI00118021","O0018021","P00022","2","4175.00","0.01","8350.00","636.77"
"OI00118022","O0018022","P00023","3","4350.00","0.02","13050.00","985.14"
"OI00118023","O0018023","P00024","4","4525.00","0.03","18100.00","1352.42"
"OI00118024","O0018024","P00025","5","4700.00","0.04","23500.00","1737.80"
"OI00118025","O0018025","P00026","1","4875.00","0.05","4875.00","356.75"
"OI00118026","O0018026","P00027","2","5050.00","0.06","10100.00","731.33"
"OI00118027","O0018027","P00028","3","5225.00","0.00","15675.00","1207.45"
"OI00118028","O0018028","P00029","4","5400.00","0.01","21600.00","1647.21"
"OI00118029","O0018029","P00030","5","5575.00","0.02","27875.00","2104.27"
"OI00118030","O0018030","P00031","1","5750.00","0.03","5750.00","429.64"
"OI00118031","O0018031","P00032","2","5925.00","0.04","11850.00","876.30"
"OI00118032","O0018032","P00033","3","6100.00","0.05","18300.00","1339.17"
"OI00118033","O0018033","P00034","4","6275.00","0.06","25100.00","1817.45"
"OI00118034","O0018034","P00035","5","6450.00","0.00","32250.00","2484.23"
"OI00118035","O0018035","P00036","1","6625.00","0.01","6625.00","505.22"
"OI00118036","O0018036","P00037","2","6800.00","0.02","13600.00","1026.66"
"OI00118037","O0018037","P00038","3","6975.00","0.03","20925.00","1563.50"
"OI00118038","O0018038","P00039","4","7150.00","0.04","28600.00","2114.94"
"OI00118039","O0018039","P00040","5","7325.00","0.05","36625.00","2680.17"
"OI00118040","O0018040","P00041","1","7500.00","0.06","7500.00","543.06"
"OI00118041","O0018041","P00042","2","7675.00","0.00","15350.00","1182.41"
"OI00118042","O0018042","P00043","3","7850.00","0.01","23550.00","1795.92"
"OI00118043","O0018043","P00044","4","8025.00","0.02","32100.00","2423.22"
"OI00118044","O0018044","P00045","5","8200.00","0.03","41000.00","3063.49"
"OI00118045","O0018045","P00046","1","8375.00","0.04","8375.00","619.32"
"OI00118046","O0018046","P00047","2","8550.00","0.05","17100.00","1251.36"
"OI00118047","O0018047","P00048","3","8725.00","0.06","26175.00","1895.29"
"OI00118048","O0018048","P00049","4","8900.00","0.00","35600.00","2742.28"
"OI00118049","O0018049","P00050","5","9075.00","0.01","45375.00","3460.29"
"OI00118050","O0018050","P00051","1","9250.00","0.02","9250.00","698.28"
"OI00118051","O0018051","P00052","2","9425.00","0.03","18850.00","1408.46"
"OI00118052","O0018052","P00053","3","9600.00","0.04","28800.00","2129.73"
"OI00118053","O0018053","P00054","4","9775.00","0.05","39100.00","2861.29"
"OI00118054","O0018054","P00055","5","9950.00","0.06","49750.00","3602.32"
"OI00118055","O0018055","P00056","1","10125.00","0.00","10125.00","779.93"
"OI00118056","O0018056","P00057","2","10300.00","0.01","20600.00","1570.95"
"OI00118057","O0018057","P00058","3","10475.00","0.02","31425.00","2372.26"
"OI00118058","O0018058","P00059","4","10650.00","0.03","42600.00","3183.04"
"OI00118059","O0018059","P00060","5","10825.00","0.04","54125.00","4002.49"
"OI00118060","O0018060","P00061","1","11000.00","0.05","11000.00","804.97"
"OI00118061","O0018061","P00062","2","11175.00","0.06","22350.00","1618.33"
"OI00118062","O0018062","P00063","3","11350.00","0.00","34050.00","2622.88"
"OI00118063","O0018063","P00064","4","11525.00","0.01","46100.00","3515.58"
"OI00118064","O0018064","P00065","5","11700.00","0.02","58500.00","4416.14"
"OI00118065","O0018065","P00066","1","11875.00","0.03","11875.00","887.29"
"OI00118066","O0018066","P00067","2","12050.00","0.04","24100.00","1782.17"
"OI00118067","O0018067","P00068","3","12225.00","0.05","36675.00","2683.83"
"OI00118068","O0018068","P00069","4","12400.00","0.06","49600.00","3591.46"
"OI00118069","O0018069","P00070","5","12575.00","0.00","62875.00","4843.28"
"OI00118070","O0018070","P00071","1","12750.00","0.01","12750.00","972.31"
"OI00118071","O0018071","P00072","2","12925.00","0.02","25850.00","1951.41"
"OI00118072","O0018072","P00073","3","13100.00","0.03","39300.00","2936.47"
"OI00118073","O0018073","P00074","4","13275.00","0.04","53100.00","3926.69"
"OI00118074","O0018074","P00075","5","13450.00","0.05","67250.00","4921.27"
"OI00118075","O0018075","P00076","1","13625.00","0.06","13625.00","986.56"
"OI00118076","O0018076","P00077","2","13800.00","0.00","27600.00","2126.03"
"OI00118077","O0018077","P00078","3","13975.00","0.01","41925.00","3197.20"
"OI00118078","O0018078","P00079","4","14150.00","0.02","56600.00","4272.71"
"OI00118079","O0018079","P00080","5","14325.00","0.03","71625.00","5351.77"
"OI00118080","O0018080","P00081","1","14500.00","0.04","14500.00","1072.26"
"OI00118081","O0018081","P00082","2","14675.00","0.05","29350.00","2147.80"
"OI00118082","O0018082","P00083","3","14850.00","0.06","44550.00","3225.80"
"OI00118083","O0018083","P00084","4","15025.00","0.00","60100.00","4629.52"
"OI00118084","O0018084","P00085","5","15200.00","0.01","76000.00","5795.75"
"OI00118085","O0018085","P00086","1","15375.00","0.02","15375.00","1160.65"
"OI00118086","O0018086","P00087","2","15550.00","0.03","31100.00","2323.77"
"OI00118087","O0018087","P00088","3","15725.00","0.04","47175.00","3488.55"
"OI00118088","O0018088","P00089","4","15900.00","0.05","63600.00","4654.17"
"OI00118089","O0018089","P00090","5","16075.00","0.06","80375.00","5819.83"
"OI00118090","O0018090","P00091","1","16250.00","0.00","16250.00","1251.74"
"OI00118091","O0018091","P00092","2","16425.00","0.01","32850.00","2505.14"
"OI00118092","O0018092","P00093","3","16600.00","0.02","49800.00","3759.38"
"OI00118093","O0018093","P00094","4","16775.00","0.03","67100.00","5013.67"
"OI00118094","O0018094","P00095","5","16950.00","0.04","84750.00","6267.18"
"OI00118095","O0018095","P00096","1","17125.00","0.05","17125.00","1253.19"
"OI00118096","O0018096","P00097","2","17300.00","0.06","34600.00","2505.33"
"OI00118097","O0018097","P00098","3","17475.00","0.00","52425.00","4038.31"
"OI00118098","O0018098","P00099","4","17650.00","0.01","70600.00","5383.95"
"OI00118099","O0018099","P00100","5","17825.00","0.02","89125.00","6728.01"
"OI00118100","O0018100","P00101","1","500.00","0.03","500.00","37.36"
"OI00118101","O0018101","P00102","2","675.00","0.04","1350.00","99.83"
"OI00118102","O0018102","P00103","3","850.00","0.05","2550.00","186.61"
"OI00118103","O0018103","P00104","4","1025.00","0.06","4100.00","296.87"
"OI00118104","O0018104","P00105","5","1200.00","0.00","6000.00","462.18"
"OI00118105","O0018105","P00106","1","1375.00","0.01","1375.00","104.86"
"OI00118106","O0018106","P00107","2","1550.00","0.02","3100.00","234.02"
"OI00118107","O0018107","P00108","3","1725.00","0.03","5175.00","386.67"
"OI00118108","O0018108","P00109","4","1900.00","0.04","7600.00","562.01"
"OI00118109","O0018109","P00110","5","2075.00","0.05","10375.00","759.23"
"OI00118110","O0018110","P00111","1","2250.00","0.06","2250.00","162.92"
"OI00118111","O0018111","P00112","2","2425.00","0.00","4850.00","373.60"
"OI00118112","O0018112","P00113","3","2600.00","0.01","7800.00","594.83"
"OI00118113","O0018113","P00114","4","2775.00","0.02","11100.00","837.93"
"OI00118114","O0018114","P00115","5","2950.00","0.03","14750.00","1102.11"
"OI00118115","O0018115","P00116","1","3125.00","0.04","3125.00","231.09"
"OI00118116","O0018116","P00117","2","3300.00","0.05","6600.00","482.98"
"OI00118117","O0018117","P00118","3","3475.00","0.06","10425.00","754.86"
"OI00118118","O0018118","P00119","4","3650.00","0.00","14600.00","1124.64"
"OI00118119","O0018119","P00120","5","3825.00","0.01","19125.00","1458.47"
"OI00118120","O0018120","P00121","1","4000.00","0.02","4000.00","301.96"
"OI00118121","O0018121","P00122","2","4175.00","0.03","8350.00","623.91"
"OI00118122","O0018122","P00123","3","4350.00","0.04","13050.00","965.03"
"OI00118123","O0018123","P00124","4","4525.00","0.05","18100.00","1324.53"
"OI00118124","O0018124","P00125","5","4700.00","0.06","23500.00","1701.60"
"OI00118125","O0018125","P00126","1","4875.00","0.00","4875.00","375.52"
"OI00118126","O0018126","P00127","2","5050.00","0.01","10100.00","770.23"
"OI00118127","O0018127","P00128","3","5225.00","0.02","15675.00","1183.30"
"OI00118128","O0018128","P00129","4","5400.00","0.03","21600.00","1613.94"
"OI00118129","O0018129","P00130","5","5575.00","0.04","27875.00","2061.33"
"OI00118130","O0018130","P00131","1","5750.00","0.05","5750.00","420.78"
"OI00118131","O0018131","P00132","2","5925.00","0.06","11850.00","858.04"
"OI00118132","O0018132","P00133","3","6100.00","0.00","18300.00","1409.65"
"OI00118133","O0018133","P00134","4","6275.00","0.01","25100.00","1914.12"
"OI00118134","O0018134","P00135","5","6450.00","0.02","32250.00","2434.54"
"OI00118135","O0018135","P00136","1","6625.00","0.03","6625.00","495.02"
"OI00118136","O0018136","P00137","2","6800.00","0.04","13600.00","1005.71"
"OI00118137","O0018137","P00138","3","6975.00","0.05","20925.00","1531.26"
"OI00118138","O0018138","P00139","4","7150.00","0.06","28600.00","2070.88"
"OI00118139","O0018139","P00140","5","7325.00","0.00","36625.00","2821.23"
"OI00118140","O0018140","P00141","1","7500.00","0.01","7500.00","571.95"
"OI00118141","O0018141","P00142","2","7675.00","0.02","15350.00","1158.77"
"OI00118142","O0018142","P00143","3","7850.00","0.03","23550.00","1759.64"
"OI00118143","O0018143","P00144","4","8025.00","0.04","32100.00","2373.76"
"OI00118144","O0018144","P00145","5","8200.00","0.05","41000.00","3000.33"
"OI00118145","O0018145","P00146","1","8375.00","0.06","8375.00","606.42"
"OI00118146","O0018146","P00147","2","8550.00","0.00","17100.00","1317.22"
"OI00118147","O0018147","P00148","3","8725.00","0.01","26175.00","1996.10"
"OI00118148","O0018148","P00149","4","8900.00","0.02","35600.00","2687.43"
"OI00118149","O0018149","P00150","5","9075.00","0.03","45375.00","3390.39"
"OI00118150","O0018150","P00151","1","9250.00","0.04","9250.00","684.03"
"OI00118151","O0018151","P00152","2","9425.00","0.05","18850.00","1379.42"
"OI00118152","O0018152","P00153","3","9600.00","0.06","28800.00","2085.36"
"OI00118153","O0018153","P00154","4","9775.00","0.00","39100.00","3011.88"
"OI00118154","O0018154","P00155","5","9950.00","0.01","49750.00","3793.93"
"OI00118155","O0018155","P00156","1","10125.00","0.02","10125.00","764.33"
"OI00118156","O0018156","P00157","2","10300.00","0.03","20600.00","1539.22"
"OI00118157","O0018157","P00158","3","10475.00","0.04","31425.00","2323.85"
"OI00118158","O0018158","P00159","4","10650.00","0.05","42600.00","3117.41"
"OI00118159","O0018159","P00160","5","10825.00","0.06","54125.00","3919.11"
"OI00118160","O0018160","P00161","1","11000.00","0.00","11000.00","847.33"
"OI00118161","O0018161","P00162","2","11175.00","0.01","22350.00","1704.41"
"OI00118162","O0018162","P00163","3","11350.00","0.02","34050.00","2570.42"
"OI00118163","O0018163","P00164","4","11525.00","0.03","46100.00","3444.56"
"OI00118164","O0018164","P00165","5","11700.00","0.04","58500.00","4326.02"
"OI00118165","O0018165","P00166","1","11875.00","0.05","11875.00","869.00"
"OI00118166","O0018166","P00167","2","12050.00","0.06","24100.00","1745.04"
"OI00118167","O0018167","P00168","3","12225.00","0.00","36675.00","2825.08"
"OI00118168","O0018168","P00169","4","12400.00","0.01","49600.00","3782.49"
"OI00118169","O0018169","P00170","5","12575.00","0.02","62875.00","4746.41"
"OI00118170","O0018170","P00171","1","12750.00","0.03","12750.00","952.67"
"OI00118171","O0018171","P00172","2","12925.00","0.04","25850.00","1911.58"
"OI00118172","O0018172","P00173","3","13100.00","0.05","39300.00","2875.92"
"OI00118173","O0018173","P00174","4","13275.00","0.06","53100.00","3844.89"
"OI00118174","O0018174","P00175","5","13450.00","0.00","67250.00","5180.28"
"OI00118175","O0018175","P00176","1","13625.00","0.01","13625.00","1039.04"
"OI00118176","O0018176","P00177","2","13800.00","0.02","27600.00","2083.51"
"OI00118177","O0018177","P00178","3","13975.00","0.03","41925.00","3132.61"
"OI00118178","O0018178","P00179","4","14150.00","0.04","56600.00","4185.51"
"OI00118179","O0018179","P00180","5","14325.00","0.05","71625.00","5241.43"
"OI00118180","O0018180","P00181","1","14500.00","0.06","14500.00","1049.92"
"OI00118181","O0018181","P00182","2","14675.00","0.00","29350.00","2260.84"
"OI00118182","O0018182","P00183","3","14850.00","0.01","44550.00","3397.38"
"OI00118183","O0018183","P00184","4","15025.00","0.02","60100.00","4536.93"
"OI00118184","O0018184","P00185","5","15200.00","0.03","76000.00","5678.67"
"OI00118185","O0018185","P00186","1","15375.00","0.04","15375.00","1136.97"
"OI00118186","O0018186","P00187","2","15550.00","0.05","31100.00","2275.86"
"OI00118187","O0018187","P00188","3","15725.00","0.06","47175.00","3415.87"
"OI00118188","O0018188","P00189","4","15900.00","0.00","63600.00","4899.12"
"OI00118189","O0018189","P00190","5","16075.00","0.01","80375.00","6129.39"
"OI00118190","O0018190","P00191","1","16250.00","0.02","16250.00","1226.71"
"OI00118191","O0018191","P00192","2","16425.00","0.03","32850.00","2454.53"
"OI00118192","O0018192","P00193","3","16600.00","0.04","49800.00","3682.66"
"OI00118193","O0018193","P00194","4","16775.00","0.05","67100.00","4910.29"
"OI00118194","O0018194","P00195","5","16950.00","0.06","84750.00","6136.61"
"OI00118195","O0018195","P00196","1","17125.00","0.00","17125.00","1319.14"
"OI00118196","O0018196","P00197","2","17300.00","0.01","34600.00","2638.59"
"OI00118197","O0018197","P00198","3","17475.00","0.02","52425.00","3957.54"
"OI00118198","O0018198","P00199","4","17650.00","0.03","70600.00","5275.18"
"OI00118199","O0018199","P00200","5","17825.00","0.04","89125.00","6590.71"
"OI00118200","O0018200","P00201","1","500.00","0.05","500.00","36.59"
"OI00118201","O0018201","P00202","2","675.00","0.06","1350.00","97.75"
"OI00118202","O0018202","P00203","3","850.00","0.00","2550.00","196.43"
"OI00118203","O0018203","P00204","4","1025.00","0.01","4100.00","312.67"
"OI00118204","O0018204","P00205","5","1200.00","0.02","6000.00","452.94"
"OI00118205","O0018205","P00206","1","1375.00","0.03","1375.00","102.74"
"OI00118206","O0018206","P00207","2","1550.00","0.04","3100.00","229.24"
"OI00118207","O0018207","P00208","3","1725.00","0.05","5175.00","378.70"
"OI00118208","O0018208","P00209","4","1900.00","0.06","7600.00","550.30"
"OI00118209","O0018209","P00210","5","2075.00","0.00","10375.00","799.19"
"OI00118210","O0018210","P00211","1","2250.00","0.01","2250.00","171.58"
"OI00118211","O0018211","P00212","2","2425.00","0.02","4850.00","366.12"
"OI00118212","O0018212","P00213","3","2600.00","0.03","7800.00","582.81"
"OI00118213","O0018213","P00214","4","2775.00","0.04","11100.00","820.83"
"OI00118214","O0018214","P00215","5","2950.00","0.05","14750.00","1079.39"
"OI00118215","O0018215","P00216","1","3125.00","0.06","3125.00","226.28"
"OI00118216","O0018216","P00217","2","3300.00","0.00","6600.00","508.40"
"OI00118217","O0018217","P00218","3","3475.00","0.01","10425.00","795.01"
"OI00118218","O0018218","P00219","4","3650.00","0.02","14600.00","1102.15"
"OI00118219","O0018219","P00220","5","3825.00","0.03","19125.00","1429.01"
"OI00118220","O0018220","P00221","1","4000.00","0.04","4000.00","295.80"
"OI00118221","O0018221","P00222","2","4175.00","0.05","8350.00","611.04"
"OI00118222","O0018222","P00223","3","4350.00","0.06","13050.00","944.93"
"OI00118223","O0018223","P00224","4","4525.00","0.00","18100.00","1394.25"
"OI00118224","O0018224","P00225","5","4700.00","0.01","23500.00","1792.11"
"OI00118225","O0018225","P00226","1","4875.00","0.02","4875.00","368.01"
"OI00118226","O0018226","P00227","2","5050.00","0.03","10100.00","754.67"
"OI00118227","O0018227","P00228","3","5225.00","0.04","15675.00","1159.15"
"OI00118228","O0018228","P00229","4","5400.00","0.05","21600.00","1580.66"
"OI00118229","O0018229","P00230","5","5575.00","0.06","27875.00","2018.38"
"OI00118230","O0018230","P00231","1","5750.00","0.00","5750.00","442.92"
"OI00118231","O0018231","P00232","2","5925.00","0.01","11850.00","903.68"
"OI00118232","O0018232","P00233","3","6100.00","0.02","18300.00","1381.46"
"OI00118233","O0018233","P00234","4","6275.00","0.03","25100.00","1875.46"
"OI00118234","O0018234","P00235","5","6450.00","0.04","32250.00","2384.86"
"OI00118235","O0018235","P00236","1","6625.00","0.05","6625.00","484.81"
"OI00118236","O0018236","P00237","2","6800.00","0.06","13600.00","984.75"
"OI00118237","O0018237","P00238","3","6975.00","0.00","20925.00","1611.86"
"OI00118238","O0018238","P00239","4","7150.00","0.01","28600.00","2181.03"
"OI00118239","O0018239","P00240","5","7325.00","0.02","36625.00","2764.81"
"OI00118240","O0018240","P00241","1","7500.00","0.03","7500.00","560.39"
"OI00118241","O0018241","P00242","2","7675.00","0.04","15350.00","1135.12"
"OI00118242","O0018242","P00243","3","7850.00","0.05","23550.00","1723.36"
"OI00118243","O0018243","P00244","4","8025.00","0.06","32100.00","2324.31"
"OI00118244","O0018244","P00245","5","8200.00","0.00","41000.00","3158.24"
"OI00118245","O0018245","P00246","1","8375.00","0.01","8375.00","638.68"
"OI00118246","O0018246","P00247","2","8550.00","0.02","17100.00","1290.87"
"OI00118247","O0018247","P00248","3","8725.00","0.03","26175.00","1955.78"
"OI00118248","O0018248","P00249","4","8900.00","0.04","35600.00","2632.59"
"OI00118249","O0018249","P00250","5","9075.00","0.05","45375.00","3320.48"
"OI00118250","O0018250","P00251","1","9250.00","0.06","9250.00","669.78"
"OI00118251","O0018251","P00252","2","9425.00","0.00","18850.00","1452.02"
"OI00118252","O0018252","P00253","3","9600.00","0.01","28800.00","2196.29"
"OI00118253","O0018253","P00254","4","9775.00","0.02","39100.00","2951.64"
"OI00118254","O0018254","P00255","5","9950.00","0.03","49750.00","3717.29"
"OI00118255","O0018255","P00256","1","10125.00","0.04","10125.00","748.73"
"OI00118256","O0018256","P00257","2","10300.00","0.05","20600.00","1507.48"
"OI00118257","O0018257","P00258","3","10475.00","0.06","31425.00","2275.43"
"OI00118258","O0018258","P00259","4","10650.00","0.00","42600.00","3281.49"
"OI00118259","O0018259","P00260","5","10825.00","0.01","54125.00","4127.57"
"OI00118260","O0018260","P00261","1","11000.00","0.02","11000.00","830.39"
"OI00118261","O0018261","P00262","2","11175.00","0.03","22350.00","1669.98"
"OI00118262","O0018262","P00263","3","11350.00","0.04","34050.00","2517.96"
"OI00118263","O0018263","P00264","4","11525.00","0.05","46100.00","3373.54"
"OI00118264","O0018264","P00265","5","11700.00","0.06","58500.00","4235.89"
"OI00118265","O0018265","P00266","1","11875.00","0.00","11875.00","914.73"
"OI00118266","O0018266","P00267","2","12050.00","0.01","24100.00","1837.86"
"OI00118267","O0018267","P00268","3","12225.00","0.02","36675.00","2768.58"
"OI00118268","O0018268","P00269","4","12400.00","0.03","49600.00","3706.08"
"OI00118269","O0018269","P00270","5","12575.00","0.04","62875.00","4649.54"
"OI00118270","O0018270","P00271","1","12750.00","0.05","12750.00","933.03"
"OI00118271","O0018271","P00272","2","12925.00","0.06","25850.00","1871.76"
"OI00118272","O0018272","P00273","3","13100.00","0.00","39300.00","3027.29"
"OI00118273","O0018273","P00274","4","13275.00","0.01","53100.00","4049.40"
"OI00118274","O0018274","P00275","5","13450.00","0.02","67250.00","5076.68"
"OI00118275","O0018275","P00276","1","13625.00","0.03","13625.00","1018.05"
"OI00118276","O0018276","P00277","2","13800.00","0.04","27600.00","2040.99"
"OI00118277","O0018277","P00278","3","13975.00","0.05","41925.00","3068.02"
"OI00118278","O0018278","P00279","4","14150.00","0.06","56600.00","4098.32"
"OI00118279","O0018279","P00280","5","14325.00","0.00","71625.00","5517.29"
"OI00118280","O0018280","P00281","1","14500.00","0.01","14500.00","1105.77"
"OI00118281","O0018281","P00282","2","14675.00","0.02","29350.00","2215.62"
"OI00118282","O0018282","P00283","3","14850.00","0.03","44550.00","3328.75"
"OI00118283","O0018283","P00284","4","15025.00","0.04","60100.00","4444.34"
"OI00118284","O0018284","P00285","5","15200.00","0.05","76000.00","5561.58"
"OI00118285","O0018285","P00286","1","15375.00","0.06","15375.00","1113.28"
"OI00118286","O0018286","P00287","2","15550.00","0.00","31100.00","2395.64"
"OI00118287","O0018287","P00288","3","15725.00","0.01","47175.00","3597.56"
"OI00118288","O0018288","P00289","4","15900.00","0.02","63600.00","4801.14"
"OI00118289","O0018289","P00290","5","16075.00","0.03","80375.00","6005.57"
"OI00118290","O0018290","P00291","1","16250.00","0.04","16250.00","1201.67"
"OI00118291","O0018291","P00292","2","16425.00","0.05","32850.00","2403.92"
"OI00118292","O0018292","P00293","3","16600.00","0.06","49800.00","3605.94"
"OI00118293","O0018293","P00294","4","16775.00","0.00","67100.00","5168.73"
"OI00118294","O0018294","P00295","5","16950.00","0.01","84750.00","6463.03"
"OI00118295","O0018295","P00296","1","17125.00","0.02","17125.00","1292.76"
"OI00118296","O0018296","P00297","2","17300.00","0.03","34600.00","2585.29"
"OI00118297","O0018297","P00298","3","17475.00","0.04","52425.00","3876.78"
"OI00118298","O0018298","P00299","4","17650.00","0.05","70600.00","5166.42"
"OI00118299","O0018299","P00300","5","17825.00","0.06","89125.00","6453.40"
"OI00118300","O0018300","P00301","1","500.00","0.00","500.00","38.52"
"OI00118301","O0018301","P00302","2","675.00","0.01","1350.00","102.95"
"OI00118302","O0018302","P00303","3","850.00","0.02","2550.00","192.50"
"OI00118303","O0018303","P00304","4","1025.00","0.03","4100.00","306.35"
"OI00118304","O0018304","P00305","5","1200.00","0.04","6000.00","443.69"
"OI00118305","O0018305","P00306","1","1375.00","0.05","1375.00","100.62"
"OI00118306","O0018306","P00307","2","1550.00","0.06","3100.00","224.47"
"OI00118307","O0018307","P00308","3","1725.00","0.00","5175.00","398.63"
"OI00118308","O0018308","P00309","4","1900.00","0.01","7600.00","579.58"
"OI00118309","O0018309","P00310","5","2075.00","0.02","10375.00","783.20"
"OI00118310","O0018310","P00311","1","2250.00","0.03","2250.00","168.12"
"OI00118311","O0018311","P00312","2","2425.00","0.04","4850.00","358.65"
"OI00118312","O0018312","P00313","3","2600.00","0.05","7800.00","570.79"
"OI00118313","O0018313","P00314","4","2775.00","0.06","11100.00","803.73"
"OI00118314","O0018314","P00315","5","2950.00","0.00","14750.00","1136.20"
"OI00118315","O0018315","P00316","1","3125.00","0.01","3125.00","238.31"
"OI00118316","O0018316","P00317","2","3300.00","0.02","6600.00","498.23"
"OI00118317","O0018317","P00318","3","3475.00","0.03","10425.00","778.95"
"OI00118318","O0018318","P00319","4","3650.00","0.04","14600.00","1079.66"
"OI00118319","O0018319","P00320","5","3825.00","0.05","19125.00","1399.54"
"OI00118320","O0018320","P00321","1","4000.00","0.06","4000.00","289.63"
"OI00118321","O0018321","P00322","2","4175.00","0.00","8350.00","643.20"
"OI00118322","O0018322","P00323","3","4350.00","0.01","13050.00","995.19"
"OI00118323","O0018323","P00324","4","4525.00","0.02","18100.00","1366.36"
"OI00118324","O0018324","P00325","5","4700.00","0.03","23500.00","1755.90"
"OI00118325","O0018325","P00326","1","4875.00","0.04","4875.00","360.50"
"OI00118326","O0018326","P00327","2","5050.00","0.05","10100.00","739.11"
"OI00118327","O0018327","P00328","3","5225.00","0.06","15675.00","1135.00"
"OI00118328","O0018328","P00329","4","5400.00","0.00","21600.00","1663.85"
"OI00118329","O0018329","P00330","5","5575.00","0.01","27875.00","2125.75"
"OI00118330","O0018330","P00331","1","5750.00","0.02","5750.00","434.07"
"OI00118331","O0018331","P00332","2","5925.00","0.03","11850.00","885.42"
"OI00118332","O0018332","P00333","3","6100.00","0.04","18300.00","1353.27"
"OI00118333","O0018333","P00334","4","6275.00","0.05","25100.00","1836.79"
"OI00118334","O0018334","P00335","5","6450.00","0.06","32250.00","2335.17"
"OI00118335","O0018335","P00336","1","6625.00","0.00","6625.00","510.33"
"OI00118336","O0018336","P00337","2","6800.00","0.01","13600.00","1037.14"
"OI00118337","O0018337","P00338","3","6975.00","0.02","20925.00","1579.62"
"OI00118338","O0018338","P00339","4","7150.00","0.03","28600.00","2136.97"
"OI00118339","O0018339","P00340","5","7325.00","0.04","36625.00","2708.38"
"OI00118340","O0018340","P00341","1","7500.00","0.05","7500.00","548.84"
"OI00118341","O0018341","P00342","2","7675.00","0.06","15350.00","1111.47"
"OI00118342","O0018342","P00343","3","7850.00","0.00","23550.00","1814.06"
"OI00118343","O0018343","P00344","4","8025.00","0.01","32100.00","2447.94"
"OI00118344","O0018344","P00345","5","8200.00","0.02","41000.00","3095.07"
"OI00118345","O0018345","P00346","1","8375.00","0.03","8375.00","625.77"
"OI00118346","O0018346","P00347","2","8550.00","0.04","17100.00","1264.53"
"OI00118347","O0018347","P00348","3","8725.00","0.05","26175.00","1915.45"
"OI00118348","O0018348","P00349","4","8900.00","0.06","35600.00","2577.74"
"OI00118349","O0018349","P00350","5","9075.00","0.00","45375.00","3495.25"
"OI00118350","O0018350","P00351","1","9250.00","0.01","9250.00","705.40"
"OI00118351","O0018351","P00352","2","9425.00","0.02","18850.00","1422.98"
"OI00118352","O0018352","P00353","3","9600.00","0.03","28800.00","2151.92"
"OI00118353","O0018353","P00354","4","9775.00","0.04","39100.00","2891.41"
"OI00118354","O0018354","P00355","5","9950.00","0.05","49750.00","3640.64"
"OI00118355","O0018355","P00356","1","10125.00","0.06","10125.00","733.14"
"OI00118356","O0018356","P00357","2","10300.00","0.00","20600.00","1586.82"
"OI00118357","O0018357","P00358","3","10475.00","0.01","31425.00","2396.47"
"OI00118358","O0018358","P00359","4","10650.00","0.02","42600.00","3215.86"
"OI00118359","O0018359","P00360","5","10825.00","0.03","54125.00","4044.18"
"OI00118360","O0018360","P00361","1","11000.00","0.04","11000.00","813.44"
"OI00118361","O0018361","P00362","2","11175.00","0.05","22350.00","1635.54"
"OI00118362","O0018362","P00363","3","11350.00","0.06","34050.00","2465.51"
"OI00118363","O0018363","P00364","4","11525.00","0.00","46100.00","3551.09"
"OI00118364","O0018364","P00365","5","11700.00","0.01","58500.00","4461.21"
"OI00118365","O0018365","P00366","1","11875.00","0.02","11875.00","896.44"
"OI00118366","O0018366","P00367","2","12050.00","0.03","24100.00","1800.74"
"OI00118367","O0018367","P00368","3","12225.00","0.04","36675.00","2712.08"
"OI00118368","O0018368","P00369","4","12400.00","0.05","49600.00","3629.66"
"OI00118369","O0018369","P00370","5","12575.00","0.06","62875.00","4552.68"
"OI00118370","O0018370","P00371","1","12750.00","0.00","12750.00","982.14"
"OI00118371","O0018371","P00372","2","12925.00","0.01","25850.00","1971.32"
"OI00118372","O0018372","P00373","3","13100.00","0.02","39300.00","2966.74"
"OI00118373","O0018373","P00374","4","13275.00","0.03","53100.00","3967.60"
"OI00118374","O0018374","P00375","5","13450.00","0.04","67250.00","4973.07"
"OI00118375","O0018375","P00376","1","13625.00","0.05","13625.00","997.06"
"OI00118376","O0018376","P00377","2","13800.00","0.06","27600.00","1998.47"
"OI00118377","O0018377","P00378","3","13975.00","0.00","41925.00","3229.49"
"OI00118378","O0018378","P00379","4","14150.00","0.01","56600.00","4316.31"
"OI00118379","O0018379","P00380","5","14325.00","0.02","71625.00","5406.94"
"OI00118380","O0018380","P00381","1","14500.00","0.03","14500.00","1083.43"
"OI00118381","O0018381","P00382","2","14675.00","0.04","29350.00","2170.40"
"OI00118382","O0018382","P00383","3","14850.00","0.05","44550.00","3260.11"
"OI00118383","O0018383","P00384","4","15025.00","0.06","60100.00","4351.75"
"OI00118384","O0018384","P00385","5","15200.00","0.00","76000.00","5854.30"
"OI00118385","O0018385","P00386","1","15375.00","0.01","15375.00","1172.50"
"OI00118386","O0018386","P00387","2","15550.00","0.02","31100.00","2347.73"
"OI00118387","O0018387","P00388","3","15725.00","0.03","47175.00","3524.88"
"OI00118388","O0018388","P00389","4","15900.00","0.04","63600.00","4703.16"
"OI00118389","O0018389","P00390","5","16075.00","0.05","80375.00","5881.74"
