"Invoice_ID","Order_ID","Customer_ID","Invoice_Date","Due_Date","Invoice_Amount","Tax_Amount","Invoice_Status"
"INV0042694","O0042694","C002695","2026-08-21","2026-09-20","17734.81","3192.27","Issued"
"INV0042695","O0042695","C002696","2026-08-22","2026-09-21","3633.18","653.97","Issued"
"INV0042696","O0042696","C002697","2026-08-23","2026-09-22","7265.46","1307.78","Issued"
"INV0042697","O0042697","C002698","2026-08-24","2026-09-23","11160.27","2008.85","Issued"
"INV0042698","O0042698","C002699","2026-08-25","2026-09-24","14876.02","2677.68","Issued"
"INV0042699","O0042699","C002700","2026-08-26","2026-09-25","18585.79","3345.44","Issued"
"INV0042700","O0042700","C002701","2026-08-27","2026-09-26","105.72","19.03","Issued"
"INV0042701","O0042701","C002702","2026-08-28","2026-09-27","282.50","50.85","Issued"
"INV0042702","O0042702","C002703","2026-08-29","2026-09-28","541.00","97.38","Overdue"
"INV0042703","O0042703","C002704","2026-08-30","2026-09-29","860.94","154.97","Issued"
"INV0042704","O0042704","C002705","2026-08-31","2026-09-30","1277.28","229.91","Issued"
"INV0042705","O0042705","C002706","2025-09-01","2025-10-01","289.72","52.15","Issued"
"INV0042706","O0042706","C002707","2025-09-02","2025-10-02","646.46","116.36","Issued"
"INV0042707","O0042707","C002708","2025-09-03","2025-10-03","1094.16","196.95","Issued"
"INV0042708","O0042708","C002709","2025-09-04","2025-10-04","1590.38","286.27","Issued"
"INV0042709","O0042709","C002710","2025-09-05","2025-10-05","2201.13","396.20","Issued"
"INV0042710","O0042710","C002711","2025-09-06","2025-10-06","472.46","85.04","Issued"
"INV0042711","O0042711","C002712","2025-09-07","2025-10-07","1032.47","185.84","Issued"
"INV0042712","O0042712","C002713","2025-09-08","2025-10-08","1643.53","295.83","Issued"
"INV0042713","O0042713","C002714","2025-09-09","2025-10-09","2314.75","416.66","Overdue"
"INV0042714","O0042714","C002715","2025-09-10","2025-10-10","3118.63","561.35","Issued"
"INV0042715","O0042715","C002716","2025-09-11","2025-10-11","653.94","117.71","Issued"
"INV0042716","O0042716","C002717","2025-09-12","2025-10-12","1400.23","252.04","Issued"
"INV0042717","O0042717","C002718","2025-09-13","2025-10-13","2189.09","394.04","Issued"
"INV0042718","O0042718","C002719","2025-09-14","2025-10-14","3108.06","559.45","Issued"
"INV0042719","O0042719","C002720","2025-09-15","2025-10-15","4029.80","725.36","Issued"
"INV0042720","O0042720","C002721","2025-09-16","2025-10-16","834.14","150.15","Issued"
"INV0042721","O0042721","C002722","2025-09-17","2025-10-17","1765.46","317.78","Issued"
"INV0042722","O0042722","C002723","2025-09-18","2025-10-18","2730.85","491.55","Issued"
"INV0042723","O0042723","C002724","2025-09-19","2025-10-19","3840.04","691.21","Issued"
"INV0042724","O0042724","C002725","2025-09-20","2025-10-20","4934.63","888.23","Overdue"
"INV0042725","O0042725","C002726","2025-09-21","2025-10-21","1037.79","186.80","Issued"
"INV0042726","O0042726","C002727","2025-09-22","2025-10-22","2128.16","383.07","Issued"
"INV0042727","O0042727","C002728","2025-09-23","2025-10-23","3268.81","588.39","Issued"
"INV0042728","O0042728","C002729","2025-09-24","2025-10-24","4566.94","822.05","Issued"
"INV0042729","O0042729","C002730","2025-09-25","2025-10-25","5833.13","1049.96","Issued"
"INV0042730","O0042730","C002731","2025-09-26","2025-10-26","1219.90","219.58","Issued"
"INV0042731","O0042731","C002732","2025-09-27","2025-10-27","2488.32","447.90","Issued"
"INV0042732","O0042732","C002733","2025-09-28","2025-10-28","3895.72","701.23","Issued"
"INV0042733","O0042733","C002734","2025-09-29","2025-10-29","5288.78","951.98","Issued"
"INV0042734","O0042734","C002735","2025-09-30","2025-10-30","6725.29","1210.55","Issued"
"INV0042735","O0042735","C002736","2025-10-01","2025-10-31","1400.74","252.13","Overdue"
"INV0042736","O0042736","C002737","2025-10-02","2025-11-01","2845.94","512.27","Issued"
"INV0042737","O0042737","C002738","2025-10-03","2025-11-02","4439.38","799.09","Issued"
"INV0042738","O0042738","C002739","2025-10-04","2025-11-03","6005.55","1081.00","Issued"
"INV0042739","O0042739","C002740","2025-10-05","2025-11-04","7796.76","1403.42","Issued"
"INV0042740","O0042740","C002741","2025-10-06","2025-11-05","1580.31","284.46","Issued"
"INV0042741","O0042741","C002742","2025-10-07","2025-11-06","3201.03","576.19","Issued"
"INV0042742","O0042742","C002743","2025-10-08","2025-11-07","4979.24","896.26","Issued"
"INV0042743","O0042743","C002744","2025-10-09","2025-11-08","6717.26","1209.11","Issued"
"INV0042744","O0042744","C002745","2025-10-10","2025-11-09","8698.42","1565.72","Issued"
"INV0042745","O0042745","C002746","2025-10-11","2025-11-10","1758.62","316.55","Issued"
"INV0042746","O0042746","C002747","2025-10-12","2025-11-11","3640.26","655.25","Overdue"
"INV0042747","O0042747","C002748","2025-10-13","2025-11-12","5515.29","992.75","Issued"
"INV0042748","O0042748","C002749","2025-10-14","2025-11-13","7423.89","1336.30","Issued"
"INV0042749","O0042749","C002750","2025-10-15","2025-11-14","9593.75","1726.88","Issued"
"INV0042750","O0042750","C002751","2025-10-16","2025-11-15","1935.66","348.42","Issued"
"INV0042751","O0042751","C002752","2025-10-17","2025-11-16","3999.15","719.85","Issued"
"INV0042752","O0042752","C002753","2025-10-18","2025-11-17","6047.55","1088.56","Issued"
"INV0042753","O0042753","C002754","2025-10-19","2025-11-18","8323.64","1498.25","Issued"
"INV0042754","O0042754","C002755","2025-10-20","2025-11-19","10482.75","1886.89","Issued"
"INV0042755","O0042755","C002756","2025-10-21","2025-11-20","2111.43","380.06","Issued"
"INV0042756","O0042756","C002757","2025-10-22","2025-11-21","4355.51","783.99","Issued"
"INV0042757","O0042757","C002758","2025-10-23","2025-11-22","6576.01","1183.68","Overdue"
"INV0042758","O0042758","C002759","2025-10-24","2025-11-23","9037.87","1626.82","Issued"
"INV0042759","O0042759","C002760","2025-10-25","2025-11-24","11365.41","2045.77","Issued"
"INV0042760","O0042760","C002761","2025-10-26","2025-11-25","2341.69","421.50","Issued"
"INV0042761","O0042761","C002762","2025-10-27","2025-11-26","4709.33","847.68","Issued"
"INV0042762","O0042762","C002763","2025-10-28","2025-11-27","7100.66","1278.12","Issued"
"INV0042763","O0042763","C002764","2025-10-29","2025-11-28","9747.04","1754.47","Issued"
"INV0042764","O0042764","C002765","2025-10-30","2025-11-29","12241.73","2203.51","Issued"
"INV0042765","O0042765","C002766","2025-10-31","2025-11-30","2519.36","453.48","Issued"
"INV0042766","O0042766","C002767","2025-11-01","2025-12-01","5060.62","910.91","Issued"
"INV0042767","O0042767","C002768","2025-11-02","2025-12-02","7807.40","1405.33","Issued"
"INV0042768","O0042768","C002769","2025-11-03","2025-12-03","10451.14","1881.21","Overdue"
"INV0042769","O0042769","C002770","2025-11-04","2025-12-04","13111.72","2360.11","Issued"
"INV0042770","O0042770","C002771","2025-11-05","2025-12-05","2695.77","485.24","Issued"
"INV0042771","O0042771","C002772","2025-11-06","2025-12-06","5409.38","973.69","Issued"
"INV0042772","O0042772","C002773","2025-11-07","2025-12-07","8337.76","1500.80","Issued"
"INV0042773","O0042773","C002774","2025-11-08","2025-12-08","11150.17","2007.03","Issued"
"INV0042774","O0042774","C002775","2025-11-09","2025-12-09","14316.23","2576.92","Issued"
"INV0042775","O0042775","C002776","2025-11-10","2025-12-10","2870.90","516.76","Issued"
"INV0042776","O0042776","C002777","2025-11-11","2025-12-11","5755.60","1036.01","Issued"
"INV0042777","O0042777","C002778","2025-11-12","2025-12-12","8864.31","1595.58","Issued"
"INV0042778","O0042778","C002779","2025-11-13","2025-12-13","11844.13","2131.94","Issued"
"INV0042779","O0042779","C002780","2025-11-14","2025-12-14","15195.72","2735.23","Overdue"
"INV0042780","O0042780","C002781","2025-11-15","2025-12-15","3044.77","548.06","Issued"
"INV0042781","O0042781","C002782","2025-11-16","2025-12-16","6248.05","1124.65","Issued"
"INV0042782","O0042782","C002783","2025-11-17","2025-12-17","9387.06","1689.67","Issued"
"INV0042783","O0042783","C002784","2025-11-18","2025-12-18","12533.03","2255.95","Issued"
"INV0042784","O0042784","C002785","2025-11-19","2025-12-19","16068.88","2892.40","Issued"
"INV0042785","O0042785","C002786","2025-11-20","2025-12-20","3217.38","579.13","Issued"
"INV0042786","O0042786","C002787","2025-11-21","2025-12-21","6598.07","1187.65","Issued"
"INV0042787","O0042787","C002788","2025-11-22","2025-12-22","9906.01","1783.08","Issued"
"INV0042788","O0042788","C002789","2025-11-23","2025-12-23","13539.22","2437.06","Issued"
"INV0042789","O0042789","C002790","2025-11-24","2025-12-24","16935.70","3048.43","Issued"
"INV0042790","O0042790","C002791","2025-11-25","2025-12-25","3388.71","609.97","Overdue"
"INV0042791","O0042791","C002792","2025-11-26","2025-12-26","6945.56","1250.20","Issued"
"INV0042792","O0042792","C002793","2025-11-27","2025-12-27","10421.16","1875.81","Issued"
"INV0042793","O0042793","C002794","2025-11-28","2025-12-28","14235.71","2562.43","Issued"
"INV0042794","O0042794","C002795","2025-11-29","2025-12-29","17796.18","3203.31","Issued"
"INV0042795","O0042795","C002796","2025-11-30","2025-12-30","3645.58","656.20","Issued"
"INV0042796","O0042796","C002797","2025-12-01","2025-12-31","7290.51","1312.29","Issued"
"INV0042797","O0042797","C002798","2025-12-02","2026-01-01","10932.51","1967.85","Issued"
"INV0042798","O0042798","C002799","2025-12-03","2026-01-02","14927.14","2686.89","Issued"
"INV0042799","O0042799","C002800","2025-12-04","2026-01-03","18650.33","3357.06","Issued"
"INV0042800","O0042800","C002801","2025-12-05","2026-01-04","106.08","19.09","Issued"
"INV0042801","O0042801","C002802","2025-12-06","2026-01-05","283.48","51.03","Overdue"
"INV0042802","O0042802","C002803","2025-12-07","2026-01-06","542.85","97.71","Issued"
"INV0042803","O0042803","C002804","2025-12-08","2026-01-07","863.90","155.50","Issued"
"INV0042804","O0042804","C002805","2025-12-09","2026-01-08","1251.22","225.22","Issued"
"INV0042805","O0042805","C002806","2025-12-10","2026-01-09","290.72","52.33","Issued"
"INV0042806","O0042806","C002807","2025-12-11","2026-01-10","648.71","116.77","Issued"
"INV0042807","O0042807","C002808","2025-12-12","2026-01-11","1097.91","197.62","Issued"
"INV0042808","O0042808","C002809","2025-12-13","2026-01-12","1595.88","287.26","Issued"
"INV0042809","O0042809","C002810","2025-12-14","2026-01-13","2208.64","397.55","Issued"
"INV0042810","O0042810","C002811","2025-12-15","2026-01-14","474.09","85.34","Issued"
"INV0042811","O0042811","C002812","2025-12-16","2026-01-15","1011.40","182.05","Issued"
"INV0042812","O0042812","C002813","2025-12-17","2026-01-16","1649.17","296.85","Overdue"
"INV0042813","O0042813","C002814","2025-12-18","2026-01-17","2322.79","418.10","Issued"
"INV0042814","O0042814","C002815","2025-12-19","2026-01-18","3129.31","563.28","Issued"
"INV0042815","O0042815","C002816","2025-12-20","2026-01-19","656.20","118.12","Issued"
"INV0042816","O0042816","C002817","2025-12-21","2026-01-20","1405.01","252.90","Issued"
"INV0042817","O0042817","C002818","2025-12-22","2026-01-21","2196.64","395.39","Issued"
"INV0042818","O0042818","C002819","2025-12-23","2026-01-22","3044.63","548.03","Issued"
"INV0042819","O0042819","C002820","2025-12-24","2026-01-23","4043.65","727.86","Issued"
"INV0042820","O0042820","C002821","2025-12-25","2026-01-24","837.04","150.67","Issued"
"INV0042821","O0042821","C002822","2025-12-26","2026-01-25","1771.51","318.87","Issued"
"INV0042822","O0042822","C002823","2025-12-27","2026-01-26","2740.30","493.25","Issued"
"INV0042823","O0042823","C002824","2025-12-28","2026-01-27","3853.14","693.57","Overdue"
"INV0042824","O0042824","C002825","2025-12-29","2026-01-28","4951.65","891.30","Issued"
"INV0042825","O0042825","C002826","2025-12-30","2026-01-29","1016.61","182.99","Issued"
"INV0042826","O0042826","C002827","2025-12-31","2026-01-30","2135.47","384.38","Issued"
"INV0042827","O0042827","C002828","2026-01-01","2026-01-31","3280.16","590.43","Issued"
"INV0042828","O0042828","C002829","2026-01-02","2026-02-01","4582.58","824.87","Issued"
"INV0042829","O0042829","C002830","2026-01-03","2026-02-02","5853.32","1053.60","Issued"
"INV0042830","O0042830","C002831","2026-01-04","2026-02-03","1224.06","220.33","Issued"
"INV0042831","O0042831","C002832","2026-01-05","2026-02-04","2496.90","449.44","Issued"
"INV0042832","O0042832","C002833","2026-01-06","2026-02-05","3816.21","686.92","Issued"
"INV0042833","O0042833","C002834","2026-01-07","2026-02-06","5306.96","955.25","Issued"
"INV0042834","O0042834","C002835","2026-01-08","2026-02-07","6748.65","1214.76","Overdue"
"INV0042835","O0042835","C002836","2026-01-09","2026-02-08","1405.54","253.00","Issued"
"INV0042836","O0042836","C002837","2026-01-10","2026-02-09","2855.79","514.04","Issued"
"INV0042837","O0042837","C002838","2026-01-11","2026-02-10","4454.53","801.82","Issued"
"INV0042838","O0042838","C002839","2026-01-12","2026-02-11","6026.26","1084.73","Issued"
"INV0042839","O0042839","C002840","2026-01-13","2026-02-12","7637.64","1374.78","Issued"
"INV0042840","O0042840","C002841","2026-01-14","2026-02-13","1585.74","285.43","Issued"
"INV0042841","O0042841","C002842","2026-01-15","2026-02-14","3212.15","578.19","Issued"
"INV0042842","O0042842","C002843","2026-01-16","2026-02-15","4996.29","899.33","Issued"
"INV0042843","O0042843","C002844","2026-01-17","2026-02-16","6740.50","1213.29","Issued"
"INV0042844","O0042844","C002845","2026-01-18","2026-02-17","8728.11","1571.06","Issued"
"INV0042845","O0042845","C002846","2026-01-19","2026-02-18","1764.68","317.64","Overdue"
"INV0042846","O0042846","C002847","2026-01-20","2026-02-19","3565.97","641.87","Issued"
"INV0042847","O0042847","C002848","2026-01-21","2026-02-20","5534.25","996.16","Issued"
"INV0042848","O0042848","C002849","2026-01-22","2026-02-21","7449.67","1340.94","Issued"
"INV0042849","O0042849","C002850","2026-01-23","2026-02-22","9626.61","1732.79","Issued"
"INV0042850","O0042850","C002851","2026-01-24","2026-02-23","1942.36","349.62","Issued"
"INV0042851","O0042851","C002852","2026-01-25","2026-02-24","4012.80","722.30","Issued"
"INV0042852","O0042852","C002853","2026-01-26","2026-02-25","6068.40","1092.31","Issued"
"INV0042853","O0042853","C002854","2026-01-27","2026-02-26","8153.77","1467.68","Issued"
"INV0042854","O0042854","C002855","2026-01-28","2026-02-27","10518.77","1893.38","Issued"
"INV0042855","O0042855","C002856","2026-01-29","2026-02-28","2118.76","381.38","Issued"
"INV0042856","O0042856","C002857","2026-01-30","2026-03-01","4370.43","786.68","Overdue"
"INV0042857","O0042857","C002858","2026-01-31","2026-03-02","6598.76","1187.78","Issued"
"INV0042858","O0042858","C002859","2026-02-01","2026-03-03","9068.72","1632.37","Issued"
"INV0042859","O0042859","C002860","2026-02-02","2026-03-04","11404.60","2052.83","Issued"
"INV0042860","O0042860","C002861","2026-02-03","2026-03-05","2293.90","412.90","Issued"
"INV0042861","O0042861","C002862","2026-02-04","2026-03-06","4725.52","850.59","Issued"
"INV0042862","O0042862","C002863","2026-02-05","2026-03-07","7125.31","1282.56","Issued"
"INV0042863","O0042863","C002864","2026-02-06","2026-03-08","9780.42","1760.48","Issued"
"INV0042864","O0042864","C002865","2026-02-07","2026-03-09","12284.09","2211.14","Issued"
"INV0042865","O0042865","C002866","2026-02-08","2026-03-10","2527.96","455.03","Issued"
"INV0042866","O0042866","C002867","2026-02-09","2026-03-11","5078.07","914.05","Issued"
"INV0042867","O0042867","C002868","2026-02-10","2026-03-12","7648.07","1376.65","Overdue"
"INV0042868","O0042868","C002869","2026-02-11","2026-03-13","10487.06","1887.67","Issued"
"INV0042869","O0042869","C002870","2026-02-12","2026-03-14","13157.24","2368.30","Issued"
"INV0042870","O0042870","C002871","2026-02-13","2026-03-15","2705.00","486.90","Issued"
"INV0042871","O0042871","C002872","2026-02-14","2026-03-16","5428.10","977.06","Issued"
"INV0042872","O0042872","C002873","2026-02-15","2026-03-17","8366.21","1505.92","Issued"
"INV0042873","O0042873","C002874","2026-02-16","2026-03-18","11188.62","2013.95","Issued"
"INV0042874","O0042874","C002875","2026-02-17","2026-03-19","14024.06","2524.33","Issued"
"INV0042875","O0042875","C002876","2026-02-18","2026-03-20","2880.77","518.54","Issued"
"INV0042876","O0042876","C002877","2026-02-19","2026-03-21","5775.59","1039.61","Issued"
"INV0042877","O0042877","C002878","2026-02-20","2026-03-22","8894.67","1601.04","Issued"
"INV0042878","O0042878","C002879","2026-02-21","2026-03-23","11885.12","2139.32","Overdue"
"INV0042879","O0042879","C002880","2026-02-22","2026-03-24","15247.58","2744.57","Issued"
"INV0042880","O0042880","C002881","2026-02-23","2026-03-25","3055.27","549.95","Issued"
"INV0042881","O0042881","C002882","2026-02-24","2026-03-26","6120.54","1101.70","Issued"
"INV0042882","O0042882","C002883","2026-02-25","2026-03-27","9419.32","1695.48","Issued"
"INV0042883","O0042883","C002884","2026-02-26","2026-03-28","12576.55","2263.78","Issued"
"INV0042884","O0042884","C002885","2026-02-27","2026-03-29","16123.91","2902.30","Issued"
"INV0042885","O0042885","C002886","2026-02-28","2026-03-30","3228.51","581.13","Issued"
"INV0042886","O0042886","C002887","2026-03-01","2026-03-31","6620.59","1191.71","Issued"
"INV0042887","O0042887","C002888","2026-03-02","2026-04-01","9940.17","1789.23","Issued"
"INV0042888","O0042888","C002889","2026-03-03","2026-04-02","13262.91","2387.32","Issued"
"INV0042889","O0042889","C002890","2026-03-04","2026-04-03","16993.89","3058.90","Overdue"
"INV0042890","O0042890","C002891","2026-03-05","2026-04-04","3400.48","612.09","Issued"
"INV0042891","O0042891","C002892","2026-03-06","2026-04-05","6969.35","1254.48","Issued"
"INV0042892","O0042892","C002893","2026-03-07","2026-04-06","10457.22","1882.30","Issued"
"INV0042893","O0042893","C002894","2026-03-08","2026-04-07","14284.30","2571.17","Issued"
"INV0042894","O0042894","C002895","2026-03-09","2026-04-08","17857.55","3214.36","Issued"
"INV0042895","O0042895","C002896","2026-03-10","2026-04-09","3571.18","642.81","Issued"
"INV0042896","O0042896","C002897","2026-03-11","2026-04-10","7315.57","1316.80","Issued"
"INV0042897","O0042897","C002898","2026-03-12","2026-04-11","10970.47","1974.69","Issued"
"INV0042898","O0042898","C002899","2026-03-13","2026-04-12","14978.26","2696.09","Issued"
"INV0042899","O0042899","C002900","2026-03-14","2026-04-13","18714.86","3368.67","Issued"
"INV0042900","O0042900","C002901","2026-03-15","2026-04-14","106.44","19.16","Overdue"
"INV0042901","O0042901","C002902","2026-03-16","2026-04-15","284.46","51.20","Issued"
"INV0042902","O0042902","C002903","2026-03-17","2026-04-16","531.77","95.72","Issued"
"INV0042903","O0042903","C002904","2026-03-18","2026-04-17","866.87","156.04","Issued"
"INV0042904","O0042904","C002905","2026-03-19","2026-04-18","1255.56","226.00","Issued"
"INV0042905","O0042905","C002906","2026-03-20","2026-04-19","291.72","52.51","Issued"
"INV0042906","O0042906","C002907","2026-03-21","2026-04-20","650.95","117.17","Issued"
"INV0042907","O0042907","C002908","2026-03-22","2026-04-21","1101.66","198.30","Issued"
"INV0042908","O0042908","C002909","2026-03-23","2026-04-22","1601.38","288.25","Issued"
"INV0042909","O0042909","C002910","2026-03-24","2026-04-23","2163.56","389.44","Issued"
"INV0042910","O0042910","C002911","2026-03-25","2026-04-24","475.72","85.63","Issued"
"INV0042911","O0042911","C002912","2026-03-26","2026-04-25","1014.91","182.68","Overdue"
"INV0042912","O0042912","C002913","2026-03-27","2026-04-26","1654.82","297.87","Issued"
"INV0042913","O0042913","C002914","2026-03-28","2026-04-27","2330.83","419.55","Issued"
"INV0042914","O0042914","C002915","2026-03-29","2026-04-28","3139.99","565.20","Issued"
"INV0042915","O0042915","C002916","2026-03-30","2026-04-29","658.46","118.52","Issued"
"INV0042916","O0042916","C002917","2026-03-31","2026-04-30","1376.34","247.74","Issued"
"INV0042917","O0042917","C002918","2026-04-01","2026-05-01","2204.18","396.75","Issued"
"INV0042918","O0042918","C002919","2026-04-02","2026-05-02","3055.20","549.94","Issued"
"INV0042919","O0042919","C002920","2026-04-03","2026-05-03","4057.50","730.35","Issued"
"INV0042920","O0042920","C002921","2026-04-04","2026-05-04","839.94","151.19","Issued"
"INV0042921","O0042921","C002922","2026-04-05","2026-05-05","1777.55","319.96","Issued"
"INV0042922","O0042922","C002923","2026-04-06","2026-05-06","2749.75","494.95","Overdue"
"INV0042923","O0042923","C002924","2026-04-07","2026-05-07","3774.51","679.41","Issued"
"INV0042924","O0042924","C002925","2026-04-08","2026-05-08","4968.67","894.36","Issued"
"INV0042925","O0042925","C002926","2026-04-09","2026-05-09","1020.14","183.63","Issued"
"INV0042926","O0042926","C002927","2026-04-10","2026-05-10","2142.78","385.70","Issued"
"INV0042927","O0042927","C002928","2026-04-11","2026-05-11","3291.51","592.47","Issued"
"INV0042928","O0042928","C002929","2026-04-12","2026-05-12","4598.22","827.68","Issued"
"INV0042929","O0042929","C002930","2026-04-13","2026-05-13","5873.50","1057.23","Issued"
"INV0042930","O0042930","C002931","2026-04-14","2026-05-14","1199.08","215.84","Issued"
"INV0042931","O0042931","C002932","2026-04-15","2026-05-15","2505.48","450.99","Issued"
"INV0042932","O0042932","C002933","2026-04-16","2026-05-16","3829.46","689.30","Issued"
"INV0042933","O0042933","C002934","2026-04-17","2026-05-17","5325.13","958.52","Overdue"
"INV0042934","O0042934","C002935","2026-04-18","2026-05-18","6772.00","1218.96","Issued"
"INV0042935","O0042935","C002936","2026-04-19","2026-05-19","1410.33","253.86","Issued"
"INV0042936","O0042936","C002937","2026-04-20","2026-05-20","2865.64","515.81","Issued"
"INV0042937","O0042937","C002938","2026-04-21","2026-05-21","4363.62","785.45","Issued"
"INV0042938","O0042938","C002939","2026-04-22","2026-05-22","6046.97","1088.45","Issued"
"INV0042939","O0042939","C002940","2026-04-23","2026-05-23","7664.16","1379.55","Issued"
"INV0042940","O0042940","C002941","2026-04-24","2026-05-24","1591.18","286.41","Issued"
"INV0042941","O0042941","C002942","2026-04-25","2026-05-25","3223.26","580.19","Issued"
"INV0042942","O0042942","C002943","2026-04-26","2026-05-26","5013.34","902.40","Issued"
"INV0042943","O0042943","C002944","2026-04-27","2026-05-27","6763.74","1217.47","Issued"
"INV0042944","O0042944","C002945","2026-04-28","2026-05-28","8549.99","1539.00","Overdue"
"INV0042945","O0042945","C002946","2026-04-29","2026-05-29","1770.75","318.73","Issued"
"INV0042946","O0042946","C002947","2026-04-30","2026-05-30","3578.35","644.10","Issued"
"INV0042947","O0042947","C002948","2026-05-01","2026-05-31","5553.20","999.58","Issued"
"INV0042948","O0042948","C002949","2026-05-02","2026-06-01","7475.45","1345.58","Issued"
"INV0042949","O0042949","C002950","2026-05-03","2026-06-02","9659.46","1738.70","Issued"
"INV0042950","O0042950","C002951","2026-05-04","2026-06-03","1949.05","350.83","Issued"
"INV0042951","O0042951","C002952","2026-05-05","2026-06-04","3930.91","707.56","Issued"
"INV0042952","O0042952","C002953","2026-05-06","2026-06-05","6089.26","1096.07","Issued"
"INV0042953","O0042953","C002954","2026-05-07","2026-06-06","8182.08","1472.77","Issued"
"INV0042954","O0042954","C002955","2026-05-08","2026-06-07","10554.79","1899.86","Issued"
"INV0042955","O0042955","C002956","2026-05-09","2026-06-08","2126.09","382.70","Overdue"
"INV0042956","O0042956","C002957","2026-05-10","2026-06-09","4385.34","789.36","Issued"
"INV0042957","O0042957","C002958","2026-05-11","2026-06-10","6621.51","1191.87","Issued"
"INV0042958","O0042958","C002959","2026-05-12","2026-06-11","8883.64","1599.06","Issued"
"INV0042959","O0042959","C002960","2026-05-13","2026-06-12","11443.79","2059.88","Issued"
"INV0042960","O0042960","C002961","2026-05-14","2026-06-13","2301.86","414.34","Issued"
"INV0042961","O0042961","C002962","2026-05-15","2026-06-14","4741.70","853.51","Issued"
"INV0042962","O0042962","C002963","2026-05-16","2026-06-15","7149.97","1286.99","Issued"
"INV0042963","O0042963","C002964","2026-05-17","2026-06-16","9813.80","1766.48","Issued"
"INV0042964","O0042964","C002965","2026-05-18","2026-06-17","12326.45","2218.76","Issued"
"INV0042965","O0042965","C002966","2026-05-19","2026-06-18","2476.37","445.75","Issued"
"INV0042966","O0042966","C002967","2026-05-20","2026-06-19","5095.53","917.19","Overdue"
"INV0042967","O0042967","C002968","2026-05-21","2026-06-20","7674.62","1381.43","Issued"
"INV0042968","O0042968","C002969","2026-05-22","2026-06-21","10522.97","1894.13","Issued"
"INV0042969","O0042969","C002970","2026-05-23","2026-06-22","13202.77","2376.50","Issued"
"INV0042970","O0042970","C002971","2026-05-24","2026-06-23","2714.23","488.56","Issued"
"INV0042971","O0042971","C002972","2026-05-25","2026-06-24","5446.81","980.43","Issued"
"INV0042972","O0042972","C002973","2026-05-26","2026-06-25","8195.47","1475.19","Issued"
"INV0042973","O0042973","C002974","2026-05-27","2026-06-26","11227.07","2020.87","Issued"
"INV0042974","O0042974","C002975","2026-05-28","2026-06-27","14072.76","2533.10","Issued"
"INV0042975","O0042975","C002976","2026-05-29","2026-06-28","2890.63","520.31","Issued"
"INV0042976","O0042976","C002977","2026-05-30","2026-06-29","5795.57","1043.20","Issued"
"INV0042977","O0042977","C002978","2026-05-31","2026-06-30","8925.03","1606.50","Overdue"
"INV0042978","O0042978","C002979","2026-06-01","2026-07-01","11926.10","2146.70","Issued"
"INV0042979","O0042979","C002980","2026-06-02","2026-07-02","14936.41","2688.55","Issued"
"INV0042980","O0042980","C002981","2026-06-03","2026-07-03","3065.77","551.84","Issued"
"INV0042981","O0042981","C002982","2026-06-04","2026-07-04","6141.79","1105.52","Issued"
"INV0042982","O0042982","C002983","2026-06-05","2026-07-05","9451.58","1701.28","Issued"
"INV0042983","O0042983","C002984","2026-06-06","2026-07-06","12620.06","2271.61","Issued"
"INV0042984","O0042984","C002985","2026-06-07","2026-07-07","16178.94","2912.21","Issued"
"INV0042985","O0042985","C002986","2026-06-08","2026-07-08","3239.64","583.14","Issued"
"INV0042986","O0042986","C002987","2026-06-09","2026-07-09","6485.48","1167.39","Issued"
"INV0042987","O0042987","C002988","2026-06-10","2026-07-10","9974.33","1795.38","Issued"
"INV0042988","O0042988","C002989","2026-06-11","2026-07-11","13308.96","2395.61","Overdue"
"INV0042989","O0042989","C002990","2026-06-12","2026-07-12","17052.09","3069.38","Issued"
"INV0042990","O0042990","C002991","2026-06-13","2026-07-13","3412.25","614.20","Issued"
"INV0042991","O0042991","C002992","2026-06-14","2026-07-14","6993.13","1258.76","Issued"
"INV0042992","O0042992","C002993","2026-06-15","2026-07-15","10493.28","1888.79","Issued"
"INV0042993","O0042993","C002994","2026-06-16","2026-07-16","13992.78","2518.70","Issued"
"INV0042994","O0042994","C002995","2026-06-17","2026-07-17","17918.91","3225.40","Issued"
"INV0042995","O0042995","C002996","2026-06-18","2026-07-18","3583.58","645.04","Issued"
"INV0042996","O0042996","C002997","2026-06-19","2026-07-19","7340.62","1321.31","Issued"
"INV0042997","O0042997","C002998","2026-06-20","2026-07-20","11008.43","1981.52","Issued"
"INV0042998","O0042998","C002999","2026-06-21","2026-07-21","15029.38","2705.29","Issued"
"INV0042999","O0042999","C003000","2026-06-22","2026-07-22","18779.40","3380.29","Overdue"
"INV0043000","O0043000","C003001","2026-06-23","2026-07-23","104.27","18.77","Issued"
"INV0043001","O0043001","C003002","2026-06-24","2026-07-24","285.43","51.38","Issued"
"INV0043002","O0043002","C003003","2026-06-25","2026-07-25","533.61","96.05","Issued"
"INV0043003","O0043003","C003004","2026-06-26","2026-07-26","869.84","156.57","Issued"
"INV0043004","O0043004","C003005","2026-06-27","2026-07-27","1259.91","226.78","Issued"
"INV0043005","O0043005","C003006","2026-06-28","2026-07-28","292.71","52.69","Issued"
"INV0043006","O0043006","C003007","2026-06-29","2026-07-29","653.20","117.58","Issued"
