Source_Row,Reject_Reasons,Sale_ID,Order_ID,Order_Item_ID,Sale_Date,Customer_ID,Product_ID,Employee_ID,Region_ID,Quantity,Gross_Sales,Discount,Net_Sales,Product_Cost,Shipping_Cost,Payment_Fee
143842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00143841,O0043841,OI00143841,2025-10-02,C003842,P00842,E00342,R002,2,1114.2,55.71,1058.49,698.28,26.0,19.05
143921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00143920,O0043920,OI00143920,2025-12-20,C003921,P00921,E00421,R001,1,290.34,0.0,290.34,181.47,25.0,5.23
143935,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00143934,O0043934,OI00143934,2026-01-03,C003935,P00935,E00435,R015,5,2340.9,0.0,2340.9,1466.24,39.0,42.14
143988,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00143987,O0043987,OI00143987,2026-02-25,C003988,P00988,E00488,R008,3,3424.25,136.97,3287.28,4083.63,92.0,59.17
143998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00143997,O0043997,OI00143997,2026-03-07,C003998,P00998,E00498,R018,3,3805.33,0.0,3805.33,2388.81,102.0,68.5
144021,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00144020,O0044020,OI00144020,2026-03-30,C004021,P00021,E00021,R001,1,290.34,5.81,284.54,181.47,45.0,5.12
144037,Negative Value: Quantity; Negative Value: Gross_Sales; Negative Value: Net_Sales; Invalid Foreign Key: Order_Item_ID,SA00144036,O0044036,OI00144036,2026-04-15,C004037,P00037,E00037,R017,-2,-987.17,-39.49,-947.69,618.43,61.0,0.0
144136,Invalid Foreign Key: Order_Item_ID,SA00144135,O0044135,OI00144135,2026-07-23,C004136,P00136,E00136,R016,1,480.88,24.04,456.84,301.23,80.0,8.22
144251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00144250,O0044250,OI00144250,2025-11-15,C004251,P00251,E00251,R011,1,671.42,6.71,664.71,421.0,35.0,11.96
144307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00144306,O0044306,OI00144306,2026-01-10,C004307,P00307,E00307,R007,2,225.02,2.25,222.77,139.37,91.0,4.01
144421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00144420,O0044420,OI00144420,2026-05-04,C004421,P00421,E00421,R001,1,290.34,8.71,281.63,181.47,45.0,5.07
144426,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00144425,O0044425,OI00144425,2026-05-09,C004426,P00426,E00426,R006,1,353.86,3.54,350.32,221.39,50.0,6.31
144499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00144498,O0044498,OI00144498,2026-07-21,C004499,P00499,E00499,R019,4,5124.58,204.98,4919.6,3217.02,43.0,88.55
144577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00144576,O0044576,OI00144576,2025-10-07,C004577,P00577,E00077,R017,2,2003.38,100.17,1903.21,1257.19,41.0,34.26
144614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00144613,O0044613,OI00144613,2025-11-13,C004614,P00614,E00114,R014,4,805.71,0.0,805.71,502.3,78.0,14.5
144722,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00144721,O0044721,OI00144721,2026-03-01,C004722,P00722,E00222,R002,2,606.09,18.18,587.91,378.9,26.0,10.58
144751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00144750,O0044750,OI00144750,2026-03-30,C004751,P00751,E00251,R011,1,671.42,26.86,644.57,421.0,55.0,11.6
144842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00144841,O0044841,OI00144841,2026-06-29,C004842,P00842,E00342,R002,2,1114.2,44.57,1069.63,698.28,66.0,19.25
144921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00144920,O0044920,OI00144920,2025-09-16,C004921,P00921,E00421,R001,1,290.34,17.42,272.92,181.47,65.0,4.91
144985,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00144984,O0044984,OI00144984,2025-11-19,C004985,P00985,E00485,R005,5,5516.55,0.0,5516.55,3462.36,49.0,99.3
144998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00144997,O0044997,OI00144997,2025-12-02,C004998,P00998,E00498,R018,3,3805.33,228.32,3577.01,2388.81,62.0,64.39
145088,Invalid Foreign Key: Order_Item_ID,SA00145087,O0045087,OI00145087,2026-03-02,C005088,P00088,E00088,R008,3,3424.25,171.21,3253.04,2149.28,72.0,58.55
145251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00145250,O0045250,OI00145250,2026-08-12,C005251,P00251,E00251,R011,1,671.42,0.0,671.42,421.0,75.0,12.09
145307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00145306,O0045306,OI00145306,2025-10-07,C005307,P00307,E00307,R007,2,225.02,0.0,225.02,139.37,51.0,4.05
145421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00145420,O0045420,OI00145420,2026-01-29,C005421,P00421,E00421,R001,1,290.34,5.81,284.54,181.47,85.0,5.12
145499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00145498,O0045498,OI00145498,2026-04-17,C005499,P00499,E00499,R019,4,5124.58,153.74,4970.85,3217.02,83.0,89.48
145509,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00145508,O0045508,OI00145508,2026-04-27,C005509,P00509,E00009,R009,4,551.65,33.1,518.56,342.61,93.0,9.33
145577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00145576,O0045576,OI00145576,2026-07-04,C005577,P00577,E00077,R017,2,2003.38,80.14,1923.24,1257.19,81.0,34.62
145614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00145613,O0045613,OI00145613,2026-08-10,C005614,P00614,E00114,R014,4,805.71,48.34,757.36,502.3,38.0,13.63
145751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00145750,O0045750,OI00145750,2025-12-25,C005751,P00751,E00251,R011,1,671.42,20.14,651.28,421.0,95.0,11.72
145842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00145841,O0045841,OI00145841,2026-03-26,C005842,P00842,E00342,R002,2,1114.2,33.43,1080.77,698.28,26.0,19.45
145921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00145920,O0045920,OI00145920,2026-06-13,C005921,P00921,E00421,R001,1,290.34,14.52,275.83,181.47,25.0,4.96
145982,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00145981,O0045981,OI00145981,2026-08-13,C005982,P00982,E00482,R002,2,2130.4,63.91,2066.49,1337.04,86.0,37.2
145998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00145997,O0045997,OI00145997,2026-08-29,C005998,P00998,E00498,R018,3,3805.33,190.27,3615.06,2388.81,102.0,65.07
146203,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00146202,O0046202,OI00146202,2026-03-22,C006203,P00203,E00203,R003,3,185.09,0.0,185.09,113.23,67.0,3.33
146222,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00146221,O0046221,OI00146221,2026-04-10,C006222,P00222,E00222,R002,2,606.09,30.3,575.79,378.9,86.0,10.36
146251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00146250,O0046250,OI00146250,2026-05-09,C006251,P00251,E00251,R011,1,671.42,40.29,631.14,421.0,35.0,11.36
146296,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00146295,O0046295,OI00146295,2026-06-23,C006296,P00296,E00296,R016,1,1243.04,24.86,1218.18,780.3,80.0,21.93
146307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00146306,O0046306,OI00146306,2026-07-04,C006307,P00307,E00307,R007,2,225.02,13.5,211.52,139.37,91.0,3.81
146421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00146420,O0046420,OI00146420,2025-10-26,C006421,P00421,E00421,R001,1,290.34,2.9,287.44,181.47,45.0,5.17
146499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00146498,O0046498,OI00146498,2026-01-12,C006499,P00499,E00499,R019,4,5124.58,102.49,5022.09,3217.02,43.0,90.4
146577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00146576,O0046576,OI00146576,2026-03-31,C006577,P00577,E00077,R017,2,2003.38,60.1,1943.28,1257.19,41.0,34.98
146614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00146613,O0046613,OI00146613,2026-05-07,C006614,P00614,E00114,R014,4,805.71,40.29,765.42,502.3,78.0,13.78
146635,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00146634,O0046634,OI00146634,2026-05-28,C006635,P00635,E00135,R015,5,2340.9,117.05,2223.86,1466.24,99.0,40.03
146751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00146750,O0046750,OI00146750,2025-09-21,C006751,P00751,E00251,R011,1,671.42,13.43,657.99,421.0,55.0,11.84
146842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00146841,O0046841,OI00146841,2025-12-21,C006842,P00842,E00342,R002,2,1114.2,22.28,1091.91,698.28,66.0,19.65
146921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00146920,O0046920,OI00146920,2026-03-10,C006921,P00921,E00421,R001,1,290.34,11.61,278.73,181.47,65.0,5.02
146979,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00146978,O0046978,OI00146978,2026-05-07,C006979,P00979,E00479,R019,4,4108.38,246.5,3861.88,2578.26,43.0,69.51
146998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00146997,O0046997,OI00146997,2026-05-26,C006998,P00998,E00498,R018,3,3805.33,152.21,3653.12,2388.81,62.0,65.76
147022,Invalid Foreign Key: Order_Item_ID,SA00147021,O0047021,OI00147021,2026-06-19,C007022,P00022,E00022,R002,2,606.09,0.0,606.09,378.9,86.0,10.91
147083,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00147082,O0047082,OI00147082,2026-08-19,C007083,P00083,E00083,R003,3,3233.71,161.69,3072.03,2029.51,67.0,55.3
147251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00147250,O0047250,OI00147250,2026-02-03,C007251,P00251,E00251,R011,1,671.42,33.57,637.85,421.0,75.0,11.48
147307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00147306,O0047306,OI00147306,2026-03-31,C007307,P00307,E00307,R007,2,225.02,11.25,213.77,139.37,51.0,3.85
147339,Invalid Foreign Key: Order_Item_ID,SA00147338,O0047338,OI00147338,2026-05-02,C007339,P00339,E00339,R019,4,2075.96,41.52,2034.45,1300.74,83.0,36.62
147421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00147420,O0047420,OI00147420,2026-07-23,C007421,P00421,E00421,R001,1,290.34,0.0,290.34,181.47,85.0,5.23
147499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00147498,O0047498,OI00147498,2025-10-09,C007499,P00499,E00499,R019,4,5124.58,51.25,5073.34,3217.02,83.0,91.32
147577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00147576,O0047576,OI00147576,2025-12-26,C007577,P00577,E00077,R017,2,2003.38,40.07,1963.31,1257.19,81.0,35.34
147614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00147613,O0047613,OI00147613,2026-02-01,C007614,P00614,E00114,R014,4,805.71,32.23,773.48,502.3,38.0,13.92
147751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00147750,O0047750,OI00147750,2026-06-18,C007751,P00751,E00251,R011,1,671.42,6.71,664.71,421.0,95.0,11.96
147842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00147841,O0047841,OI00147841,2025-09-17,C007842,P00842,E00342,R002,2,1114.2,11.14,1103.06,698.28,26.0,19.86
147870,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00147869,O0047869,OI00147869,2025-10-15,C007870,P00870,E00370,R010,5,4563.86,45.64,4518.22,2863.52,54.0,81.33
147921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00147920,O0047920,OI00147920,2025-12-05,C007921,P00921,E00421,R001,1,290.34,8.71,281.63,181.47,25.0,5.07
147976,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00147975,O0047975,OI00147975,2026-01-29,C007976,P00976,E00476,R016,1,988.99,19.78,969.21,620.61,80.0,17.45
147980,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00147979,O0047979,OI00147979,2026-02-02,C007980,P00980,E00480,R020,5,5198.99,311.94,4887.05,3262.75,84.0,87.97
147998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00147997,O0047997,OI00147997,2026-02-20,C007998,P00998,E00498,R018,3,3805.33,114.16,3691.17,2388.81,102.0,66.44
148038,Negative Value: Quantity; Negative Value: Gross_Sales; Negative Value: Net_Sales; Invalid Foreign Key: Order_Item_ID,SA00148037,O0048037,OI00148037,2026-04-01,C008038,P00038,E00038,R018,-2,-1012.58,-10.13,-1002.45,634.4,62.0,0.0
148251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00148250,O0048250,OI00148250,2025-10-31,C008251,P00251,E00251,R011,1,671.42,26.86,644.57,421.0,35.0,11.6
148307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00148306,O0048306,OI00148306,2025-12-26,C008307,P00307,E00307,R007,2,225.02,9.0,216.02,139.37,91.0,3.89
148421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00148420,O0048420,OI00148420,2026-04-19,C008421,P00421,E00421,R001,1,290.34,17.42,272.92,181.47,45.0,4.91
148423,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00148422,O0048422,OI00148422,2026-04-21,C008423,P00423,E00423,R003,3,947.25,9.47,937.78,592.3,47.0,16.88
148499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00148498,O0048498,OI00148498,2026-07-06,C008499,P00499,E00499,R019,4,5124.58,0.0,5124.58,3217.02,43.0,92.24
148577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00148576,O0048576,OI00148576,2025-09-22,C008577,P00577,E00077,R017,2,2003.38,20.03,1983.34,1257.19,41.0,35.7
148614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00148613,O0048613,OI00148613,2025-10-29,C008614,P00614,E00114,R014,4,805.71,24.17,781.54,502.3,78.0,14.07
148657,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00148656,O0048656,OI00148656,2025-12-11,C008657,P00657,E00157,R017,2,1495.28,59.81,1435.46,937.81,41.0,25.84
148751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00148750,O0048750,OI00148750,2026-03-15,C008751,P00751,E00251,R011,1,671.42,0.0,671.42,421.0,55.0,12.09
148842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00148841,O0048841,OI00148841,2026-06-14,C008842,P00842,E00342,R002,2,1114.2,0.0,1114.2,698.28,66.0,20.06
148921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00148920,O0048920,OI00148920,2025-09-01,C008921,P00921,E00421,R001,1,290.34,5.81,284.54,181.47,65.0,5.12
148973,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00148972,O0048972,OI00148972,2025-10-23,C008973,P00973,E00473,R013,3,2852.64,142.63,2710.01,1789.98,37.0,48.78
148998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00148997,O0048997,OI00148997,2025-11-17,C008998,P00998,E00498,R018,3,3805.33,76.11,3729.22,2388.81,62.0,67.13
149251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00149250,O0049250,OI00149250,2026-07-28,C009251,P00251,E00251,R011,1,671.42,20.14,651.28,421.0,75.0,11.72
149307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00149306,O0049306,OI00149306,2025-09-22,C009307,P00307,E00307,R007,2,225.02,6.75,218.27,139.37,51.0,3.93
149421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00149420,O0049420,OI00149420,2026-01-14,C009421,P00421,E00421,R001,1,290.34,14.52,275.83,181.47,85.0,4.96
149444,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00149443,O0049443,OI00149443,2026-02-06,C009444,P00444,E00444,R004,4,2330.02,0.0,2330.02,1460.43,28.0,41.94
149499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00149498,O0049498,OI00149498,2026-04-02,C009499,P00499,E00499,R019,4,5124.58,307.48,4817.11,3217.02,83.0,86.71
149577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00149576,O0049576,OI00149576,2026-06-19,C009577,P00577,E00077,R017,2,2003.38,0.0,2003.38,1257.19,81.0,36.06
149614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00149613,O0049613,OI00149613,2026-07-26,C009614,P00614,E00114,R014,4,805.71,16.11,789.59,502.3,38.0,14.21
149751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00149750,O0049750,OI00149750,2025-12-10,C009751,P00751,E00251,R011,1,671.42,40.29,631.14,421.0,95.0,11.36
149757,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00149756,O0049756,OI00149756,2025-12-16,C009757,P00757,E00257,R017,2,1495.28,74.76,1420.51,937.81,101.0,25.57
149842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00149841,O0049841,OI00149841,2026-03-11,C009842,P00842,E00342,R002,2,1114.2,66.85,1047.35,698.28,26.0,18.85
149921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00149920,O0049920,OI00149920,2026-05-29,C009921,P00921,E00421,R001,1,290.34,2.9,287.44,181.47,25.0,5.17
149966,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00149965,O0049965,OI00149965,2026-07-13,C009966,P00966,E00466,R006,1,861.96,34.48,827.48,540.77,70.0,14.89
149970,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00149969,O0049969,OI00149969,2026-07-17,C009970,P00970,E00470,R010,5,4563.86,45.64,4518.22,2863.52,74.0,81.33
149998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00149997,O0049997,OI00149997,2026-08-14,C009998,P00998,E00498,R018,3,3805.33,38.05,3767.28,2388.81,102.0,67.81
150036,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00150035,O0050035,OI00150035,2025-09-21,C010036,P00036,E00036,R016,1,480.88,19.24,461.65,301.23,60.0,8.31
150091,Invalid Foreign Key: Order_Item_ID,SA00150090,O0050090,OI00150090,2025-11-15,C010091,P00091,E00091,R011,1,1179.53,35.39,1144.14,740.38,35.0,20.59
150231,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00150230,O0050230,OI00150230,2026-04-04,C010231,P00231,E00231,R011,1,417.37,12.52,404.85,261.31,95.0,7.29
150251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00150250,O0050250,OI00150250,2026-04-24,C010251,P00251,E00251,R011,1,671.42,13.43,657.99,421.0,35.0,11.84
150307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00150306,O0050306,OI00150306,2026-06-19,C010307,P00307,E00307,R007,2,225.02,4.5,220.52,139.37,91.0,3.97
150421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00150420,O0050420,OI00150420,2025-10-11,C010421,P00421,E00421,R001,1,290.34,11.61,278.73,181.47,45.0,5.02
150499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00150498,O0050498,OI00150498,2025-12-28,C010499,P00499,E00499,R019,4,5124.58,256.23,4868.36,3217.02,43.0,87.63
150542,Invalid Foreign Key: Order_Item_ID,SA00150541,O0050541,OI00150541,2026-02-09,C010542,P00542,E00042,R002,2,1114.2,66.85,1047.35,698.28,86.0,18.85
150577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00150576,O0050576,OI00150576,2026-03-16,C010577,P00577,E00077,R017,2,2003.38,120.2,1883.18,1257.19,41.0,33.9
150614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00150613,O0050613,OI00150613,2026-04-22,C010614,P00614,E00114,R014,4,805.71,8.06,797.65,502.3,78.0,14.36
150624,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00150623,O0050623,OI00150623,2026-05-02,C010624,P00624,E00124,R004,4,1313.81,52.55,1261.26,821.68,88.0,22.7
150751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00150750,O0050750,OI00150750,2025-09-06,C010751,P00751,E00251,R011,1,671.42,33.57,637.85,421.0,55.0,11.48
150842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00150841,O0050841,OI00150841,2025-12-06,C010842,P00842,E00342,R002,2,1114.2,55.71,1058.49,698.28,66.0,19.05
150921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00150920,O0050920,OI00150920,2026-02-23,C010921,P00921,E00421,R001,1,290.34,0.0,290.34,181.47,65.0,5.23
150967,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00150966,O0050966,OI00150966,2026-04-10,C010967,P00967,E00467,R007,2,1749.33,69.97,1679.35,1097.5,31.0,30.23
150998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00150997,O0050997,OI00150997,2026-05-11,C010998,P00998,E00498,R018,3,3805.33,0.0,3805.33,2388.81,62.0,68.5
151018,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00151017,O0051017,OI00151017,2026-05-31,C011018,P00018,E00018,R018,3,756.71,45.4,711.31,472.54,82.0,12.8
151251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00151250,O0051250,OI00151250,2026-01-19,C011251,P00251,E00251,R011,1,671.42,6.71,664.71,421.0,75.0,11.96
151307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00151306,O0051306,OI00151306,2026-03-16,C011307,P00307,E00307,R007,2,225.02,2.25,222.77,139.37,51.0,4.01
151421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00151420,O0051420,OI00151420,2026-07-08,C011421,P00421,E00421,R001,1,290.34,8.71,281.63,181.47,85.0,5.07
151499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00151498,O0051498,OI00151498,2025-09-24,C011499,P00499,E00499,R019,4,5124.58,204.98,4919.6,3217.02,83.0,88.55
151534,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00151533,O0051533,OI00151533,2025-10-29,C011534,P00534,E00034,R014,4,1821.91,72.88,1749.04,1141.05,38.0,31.48
151577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00151576,O0051576,OI00151576,2025-12-11,C011577,P00577,E00077,R017,2,2003.38,100.17,1903.21,1257.19,81.0,34.26
151614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00151613,O0051613,OI00151613,2026-01-17,C011614,P00614,E00114,R014,4,805.71,0.0,805.71,502.3,38.0,14.5
151751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00151750,O0051750,OI00151750,2026-06-03,C011751,P00751,E00251,R011,1,671.42,26.86,644.57,421.0,95.0,11.6
151805,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00151804,O0051804,OI00151804,2026-07-27,C011805,P00805,E00305,R005,5,435.52,8.71,426.81,268.57,69.0,7.68
151842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00151841,O0051841,OI00151841,2025-09-02,C011842,P00842,E00342,R002,2,1114.2,44.57,1069.63,698.28,26.0,19.25
151921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00151920,O0051920,OI00151920,2025-11-20,C011921,P00921,E00421,R001,1,290.34,17.42,272.92,181.47,25.0,4.91
151964,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00151963,O0051963,OI00151963,2026-01-02,C011964,P00964,E00464,R004,4,3346.22,0.0,3346.22,2099.19,68.0,60.23
151998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00151997,O0051997,OI00151997,2026-02-05,C011998,P00998,E00498,R018,3,3805.33,228.32,3577.01,2388.81,102.0,64.39
152039,Negative Value: Quantity; Negative Value: Gross_Sales; Negative Value: Net_Sales; Invalid Foreign Key: Order_Item_ID,SA00152038,O0052038,OI00152038,2026-03-18,C012039,P00039,E00039,R019,-2,-1037.98,-51.9,-986.08,650.37,63.0,0.0
