Source_Row,Reject_Reasons,Order_ID,Customer_ID,Order_Date,Region_ID,Sales_Employee_ID,Channel,Order_Status,Management_Order_Value
83276,Future Date: Order_Date,O0083275,C003276,2027-02-01,R016,E00276,Organic Search,Completed,2057.09
83520,Invalid Foreign Key: Sales_Employee_ID,O0083519,C003520,2026-06-27,R020,E99999,Organic Search,Completed,2916.94
83639,Invalid Foreign Key: Customer_ID,O0083638,C999999,2025-10-24,R019,E00139,Referral,Cancelled,4362.07
83751,Invalid Foreign Key: Sales_Employee_ID,O0083750,C003751,2026-02-13,R011,E00251,Instagram,Completed,1410.81
83935,Invalid Foreign Key: Customer_ID,O0083934,C003935,2026-08-16,R015,E00435,Organic Search,Completed,4819.4
83988,Invalid Foreign Key: Customer_ID,O0083987,C003988,2025-10-08,R008,E00488,Email,Completed,7013.43
84251,Invalid Foreign Key: Sales_Employee_ID,O0084250,C004251,2026-06-28,R011,E00251,Referral,Completed,1368.06
84722,Invalid Foreign Key: Customer_ID,O0084721,C004722,2025-10-12,R002,E00222,Referral,Cancelled,1254.24
84751,Invalid Foreign Key: Sales_Employee_ID,O0084750,C004751,2025-11-10,R011,E00251,Referral,Completed,1375.18
84985,Invalid Foreign Key: Customer_ID,O0084984,C004985,2026-07-02,R005,E00485,Referral,Completed,11357.34
85251,Invalid Foreign Key: Sales_Employee_ID,O0085250,C005251,2026-03-25,R011,E00251,Google Ads,Completed,1382.31
85297,Invalid Foreign Key: Sales_Employee_ID,O0085296,C005297,2026-05-10,R017,E99999,Referral,Completed,5143.92
85509,Invalid Foreign Key: Customer_ID,O0085508,C005509,2025-12-08,R009,E00009,Organic Search,Completed,1147.44
85751,Invalid Foreign Key: Sales_Employee_ID,O0085750,C005751,2026-08-07,R011,E00251,Instagram,Completed,1389.43
85840,Invalid Foreign Key: Customer_ID,O0085839,C999999,2025-11-04,R020,E00340,Google Ads,Returned,5416.77
85982,Invalid Foreign Key: Customer_ID,O0085981,C005982,2026-03-26,R002,E00482,Email,Completed,4408.63
86251,Invalid Foreign Key: Sales_Employee_ID,O0086250,C006251,2025-12-20,R011,E00251,Organic Search,Completed,1396.56
86296,Invalid Foreign Key: Customer_ID,O0086295,C006296,2026-02-03,R016,E00296,Instagram,Completed,2506.37
86607,Future Date: Order_Date,O0086606,C006607,2027-02-01,R007,E00107,Google Ads,Returned,472.81
86751,Invalid Foreign Key: Sales_Employee_ID,O0086750,C006751,2026-05-04,R011,E00251,Instagram,Completed,1353.81
86979,Invalid Foreign Key: Customer_ID,O0086978,C006979,2025-12-18,R019,E00479,Referral,Completed,8545.43
87074,Invalid Foreign Key: Sales_Employee_ID,O0087073,C007074,2026-03-23,R014,E99999,Instagram,Completed,7976.1
87083,Invalid Foreign Key: Customer_ID,O0087082,C007083,2026-04-01,R003,E00083,Email,Completed,6794.76
87251,Invalid Foreign Key: Sales_Employee_ID,O0087250,C007251,2025-09-16,R011,E00251,Email,Completed,1410.81
87751,Invalid Foreign Key: Sales_Employee_ID,O0087750,C007751,2026-01-29,R011,E00251,Referral,Returned,1368.06
87870,Invalid Foreign Key: Customer_ID,O0087869,C007870,2026-05-28,R010,E00370,Referral,Completed,9299.09
87976,Invalid Foreign Key: Customer_ID,O0087975,C007976,2025-09-11,R016,E00476,Google Ads,Completed,1994.12
88041,Invalid Foreign Key: Customer_ID,O0088040,C999999,2025-11-15,R001,E00041,Google Ads,Completed,1115.01
88251,Invalid Foreign Key: Sales_Employee_ID,O0088250,C008251,2026-06-13,R011,E00251,Google Ads,Completed,1375.18
88657,Invalid Foreign Key: Customer_ID,O0088656,C008657,2026-07-24,R017,E00157,Organic Search,Completed,3062.57
88751,Invalid Foreign Key: Sales_Employee_ID,O0088750,C008751,2025-10-26,R011,E00251,Organic Search,Completed,1382.31
88851,Invalid Foreign Key: Sales_Employee_ID,O0088850,C008851,2026-02-03,R011,E99999,Organic Search,Completed,1353.81
88973,Invalid Foreign Key: Customer_ID,O0088972,C008973,2026-06-05,R013,E00473,Organic Search,Returned,5994.03
89251,Invalid Foreign Key: Sales_Employee_ID,O0089250,C009251,2026-03-10,R011,E00251,Organic Search,Completed,1389.43
89444,Invalid Foreign Key: Customer_ID,O0089443,C009444,2025-09-19,R004,E00444,Google Ads,Completed,4796.98
89751,Invalid Foreign Key: Sales_Employee_ID,O0089750,C009751,2026-07-23,R011,E00251,Email,Completed,1396.56
89938,Future Date: Order_Date,O0089937,C009938,2027-02-01,R018,E00438,Referral,Completed,3110.89
89970,Invalid Foreign Key: Customer_ID,O0089969,C009970,2026-02-27,R010,E00470,Google Ads,Completed,9299.09
90064,Duplicate Primary Key,O0090062,C010064,2026-06-01,R004,E00064,Instagram,Completed,6853.61
90231,Invalid Foreign Key: Customer_ID,O0090230,C010231,2025-11-15,R011,E00231,Referral,Completed,863.7
90242,Invalid Foreign Key: Customer_ID,O0090241,C999999,2025-11-26,R002,E00242,Instagram,Completed,2293.88
90251,Invalid Foreign Key: Sales_Employee_ID,O0090250,C010251,2025-12-05,R011,E00251,Referral,Cancelled,1353.81
90628,Invalid Foreign Key: Sales_Employee_ID,O0090627,C010628,2025-12-17,R008,E99999,Email,Completed,2318.3
90751,Invalid Foreign Key: Sales_Employee_ID,O0090750,C010751,2026-04-19,R011,E00251,Referral,Completed,1410.81
90967,Invalid Foreign Key: Customer_ID,O0090966,C010967,2025-11-21,R007,E00467,Google Ads,Completed,3582.91
91018,Invalid Foreign Key: Customer_ID,O0091017,C011018,2026-01-11,R018,E00018,Instagram,Completed,1573.96
91251,Invalid Foreign Key: Sales_Employee_ID,O0091250,C011251,2025-09-01,R011,E00251,Email,Completed,1368.06
91751,Invalid Foreign Key: Sales_Employee_ID,O0091750,C011751,2026-01-14,R011,E00251,Google Ads,Completed,1375.18
91805,Invalid Foreign Key: Customer_ID,O0091804,C011805,2026-03-09,R005,E00305,Instagram,Completed,878.14
91964,Invalid Foreign Key: Customer_ID,O0091963,C011964,2026-08-15,R004,E00464,Instagram,Completed,6889.12
92251,Invalid Foreign Key: Sales_Employee_ID,O0092250,C012251,2026-05-29,R011,E00251,Google Ads,Completed,1382.31
92405,Invalid Foreign Key: Sales_Employee_ID,O0092404,C012405,2025-10-30,R005,E99999,Referral,Returned,896.63
92443,Invalid Foreign Key: Customer_ID,O0092442,C999999,2025-12-07,R003,E00443,Organic Search,Completed,3537.42
92592,Invalid Foreign Key: Customer_ID,O0092591,C012592,2026-05-05,R012,E00092,Organic Search,Completed,5010.28
92751,Invalid Foreign Key: Sales_Employee_ID,O0092750,C012751,2025-10-11,R011,E00251,Instagram,Completed,1389.43
92961,Invalid Foreign Key: Customer_ID,O0092960,C012961,2026-05-09,R001,E00461,Google Ads,Completed,1652.3
93251,Invalid Foreign Key: Sales_Employee_ID,O0093250,C013251,2026-02-23,R011,E00251,Email,Completed,1396.56
93269,Future Date: Order_Date,O0093268,C013269,2027-02-01,R009,E00269,Referral,Completed,7450.36
93379,Invalid Foreign Key: Customer_ID,O0093378,C013379,2026-07-01,R019,E00379,Google Ads,Completed,8371.03
93751,Invalid Foreign Key: Sales_Employee_ID,O0093750,C013751,2026-07-08,R011,E00251,Referral,Completed,1353.81
93958,Invalid Foreign Key: Customer_ID,O0093957,C013958,2026-01-31,R018,E00458,Organic Search,Completed,4744.52
94166,Invalid Foreign Key: Customer_ID,O0094165,C014166,2026-08-27,R006,E00166,Instagram,Completed,1765.44
94182,Invalid Foreign Key: Sales_Employee_ID,O0094181,C014182,2025-09-12,R002,E99999,Google Ads,Completed,4431.24
94251,Invalid Foreign Key: Sales_Employee_ID,O0094250,C014251,2025-11-20,R011,E00251,Email,Returned,1410.81
94644,Invalid Foreign Key: Customer_ID,O0094643,C999999,2025-12-18,R004,E00144,Referral,Completed,4846.43
94751,Invalid Foreign Key: Sales_Employee_ID,O0094750,C014751,2026-04-04,R011,E00251,Referral,Completed,1368.06
94953,Invalid Foreign Key: Customer_ID,O0094952,C014953,2025-10-23,R013,E00453,Organic Search,Returned,4303.83
94955,Invalid Foreign Key: Customer_ID,O0094954,C014955,2025-10-25,R015,E00455,Google Ads,Completed,7281.28
95251,Invalid Foreign Key: Sales_Employee_ID,O0095250,C015251,2026-08-17,R011,E00251,Organic Search,Completed,1375.18
95740,Invalid Foreign Key: Customer_ID,O0095739,C015740,2025-12-19,R020,E00240,Email,Completed,5501.4
95751,Invalid Foreign Key: Sales_Employee_ID,O0095750,C015751,2025-12-30,R011,E00251,Instagram,Completed,1382.31
95952,Invalid Foreign Key: Customer_ID,O0095951,C015952,2026-07-19,R012,E00452,Instagram,Completed,2875.0
95959,Invalid Foreign Key: Sales_Employee_ID,O0095958,C015959,2026-07-26,R019,E99999,Referral,Completed,6497.35
96251,Invalid Foreign Key: Sales_Employee_ID,O0096250,C016251,2026-05-14,R011,E00251,Organic Search,Completed,1389.43
96527,Invalid Foreign Key: Customer_ID,O0096526,C016527,2026-02-14,R007,E00027,Organic Search,Completed,1524.89
96600,Future Date: Order_Date,O0096599,C016600,2027-02-01,R020,E00100,Google Ads,Completed,13044.11
96751,Invalid Foreign Key: Sales_Employee_ID,O0096750,C016751,2025-09-26,R011,E00251,Email,Completed,1396.56
96845,Invalid Foreign Key: Customer_ID,O0096844,C999999,2025-12-29,R005,E00345,Instagram,Completed,6000.66
96949,Invalid Foreign Key: Customer_ID,O0096948,C016949,2026-04-12,R009,E00449,Organic Search,Completed,5265.17
97251,Invalid Foreign Key: Sales_Employee_ID,O0097250,C017251,2026-02-08,R011,E00251,Referral,Completed,1353.81
97314,Invalid Foreign Key: Customer_ID,O0097313,C017314,2026-04-12,R014,E00314,Instagram,Completed,1624.57
97736,Invalid Foreign Key: Sales_Employee_ID,O0097735,C017736,2026-06-08,R016,E99999,Email,Completed,984.93
97751,Invalid Foreign Key: Sales_Employee_ID,O0097750,C017751,2026-06-23,R011,E00251,Organic Search,Completed,1410.81
97946,Invalid Foreign Key: Customer_ID,O0097945,C017946,2026-01-04,R006,E00446,Instagram,Cancelled,1245.1
98101,Invalid Foreign Key: Customer_ID,O0098100,C018101,2026-06-08,R001,E00101,Email,Completed,76.26
98251,Invalid Foreign Key: Sales_Employee_ID,O0098250,C018251,2025-11-05,R011,E00251,Instagram,Completed,1368.06
98751,Invalid Foreign Key: Sales_Employee_ID,O0098750,C018751,2026-03-20,R011,E00251,Referral,Completed,1375.18
98888,Invalid Foreign Key: Customer_ID,O0098887,C018888,2026-08-04,R008,E00388,Instagram,Completed,6977.09
98943,Invalid Foreign Key: Customer_ID,O0098942,C018943,2025-09-28,R003,E00443,Instagram,Completed,3519.28
99046,Invalid Foreign Key: Customer_ID,O0099045,C999999,2026-01-09,R006,E00046,Organic Search,Completed,1277.35
99251,Invalid Foreign Key: Sales_Employee_ID,O0099250,C019251,2026-08-02,R011,E00251,Email,Completed,1382.31
99513,Invalid Foreign Key: Sales_Employee_ID,O0099512,C019513,2026-04-21,R013,E99999,Email,Completed,1171.63
99675,Invalid Foreign Key: Customer_ID,O0099674,C019675,2025-09-30,R015,E00175,Referral,Cancelled,9997.95
99751,Invalid Foreign Key: Sales_Employee_ID,O0099750,C019751,2025-12-15,R011,E00251,Organic Search,Cancelled,1389.43
99931,Future Date: Order_Date,O0099930,C019931,2027-02-01,R011,E00431,Email,Completed,850.41
99940,Invalid Foreign Key: Customer_ID,O0099939,C019940,2026-06-22,R020,E00440,Organic Search,Completed,5501.4
