Source_Row,Reject_Reasons,Purchase_ID,Supplier_ID,Product_ID,Warehouse_ID,Purchase_Date,Quantity,Unit_Cost,Expected_Date,Delivery_Date,Rejected_Quantity
12754,Future Date: Delivery_Date,PU0012753,S00154,P00754,W014,2026-08-10,203,6681.700000000001,2026-08-30,2026-09-19,0
12763,Future Date: Delivery_Date,PU0012762,S00163,P00763,W003,2026-08-19,212,7547.200000000001,2026-09-08,2026-09-28,0
12767,Future Date: Delivery_Date,PU0012766,S00167,P00767,W007,2026-08-23,216,8316.0,2026-09-12,2026-09-16,0
12768,Future Date: Delivery_Date,PU0012767,S00168,P00768,W008,2026-08-24,217,8513.7,2026-09-13,2026-09-18,0
12770,Future Date: Delivery_Date,PU0012769,S00170,P00770,W010,2026-08-26,219,7968.9,2026-09-15,2026-09-16,0
12771,Future Date: Delivery_Date,PU0012770,S00171,P00771,W011,2026-08-27,220,8160.0,2026-09-16,2026-09-18,18
12772,Future Date: Delivery_Date,PU0012771,S00172,P00772,W012,2026-08-28,221,8353.300000000001,2026-09-17,2026-10-07,0
12773,Future Date: Delivery_Date,PU0012772,S00173,P00773,W013,2026-08-29,222,8548.800000000001,2026-09-18,2026-09-22,0
12774,Future Date: Delivery_Date,PU0012773,S00174,P00774,W014,2026-08-30,223,8746.5,2026-09-19,2026-09-24,0
12775,Future Date: Delivery_Date,PU0012774,S00175,P00775,W015,2026-08-31,224,8946.4,2026-09-20,2026-09-20,0
12842,Invalid Foreign Key: Product_ID,PU0012841,S00042,P00842,W002,2025-11-06,291,4858.1,2025-11-26,2025-11-27,0
12921,Invalid Foreign Key: Product_ID,PU0012920,S00121,P00921,W001,2026-01-24,370,2700.0,2026-02-13,2026-02-15,30
12998,Invalid Foreign Key: Product_ID,PU0012997,S00198,P00998,W018,2026-04-11,447,11079.7,2026-05-01,2026-05-02,0
13123,Future Date: Delivery_Date,PU0013122,S00123,P00123,W003,2026-08-14,122,2883.2000000000003,2026-09-03,2026-09-23,0
13132,Future Date: Delivery_Date,PU0013131,S00132,P00132,W012,2026-08-23,131,3821.3,2026-09-12,2026-10-02,0
13133,Future Date: Delivery_Date,PU0013132,S00133,P00133,W013,2026-08-24,132,3972.8,2026-09-13,2026-09-17,0
13134,Future Date: Delivery_Date,PU0013133,S00134,P00134,W014,2026-08-25,133,4126.5,2026-09-14,2026-09-19,0
13136,Future Date: Delivery_Date,PU0013135,S00136,P00136,W016,2026-08-27,135,4440.5,2026-09-16,2026-09-17,0
13137,Future Date: Delivery_Date,PU0013136,S00137,P00137,W017,2026-08-28,136,4600.8,2026-09-17,2026-09-19,0
13138,Future Date: Delivery_Date,PU0013137,S00138,P00138,W018,2026-08-29,137,4763.3,2026-09-18,2026-09-21,0
13139,Future Date: Delivery_Date,PU0013138,S00139,P00139,W019,2026-08-30,138,4928.0,2026-09-19,2026-09-23,0
13140,Future Date: Delivery_Date,PU0013139,S00140,P00140,W020,2026-08-31,139,5094.900000000001,2026-09-20,2026-09-25,0
13307,Invalid Foreign Key: Product_ID,PU0013306,S00107,P00307,W007,2026-02-14,306,1056.0,2026-03-06,2026-03-10,0
13421,Invalid Foreign Key: Product_ID,PU0013420,S00021,P00421,W001,2026-06-08,420,2600.0,2026-06-28,2026-07-02,34
13483,Future Date: Delivery_Date,PU0013482,S00083,P00483,W003,2026-08-09,482,9879.2,2026-08-29,2026-09-18,0
13492,Future Date: Delivery_Date,PU0013491,S00092,P00492,W012,2026-08-18,491,10619.3,2026-09-07,2026-09-27,0
13498,Future Date: Delivery_Date,PU0013497,S00098,P00498,W018,2026-08-24,497,11957.3,2026-09-13,2026-09-16,0
13499,Future Date: Delivery_Date; Invalid Foreign Key: Product_ID,PU0013498,S00099,P00499,W019,2026-08-25,498,12188.000000000002,2026-09-14,2026-09-18,0
13500,Future Date: Delivery_Date,PU0013499,S00100,P00500,W020,2026-08-26,499,12420.9,2026-09-15,2026-09-20,0
13501,Future Date: Delivery_Date,PU0013500,S00101,P00501,W001,2026-08-27,50,300.0,2026-09-16,2026-10-06,4
13502,Future Date: Delivery_Date,PU0013501,S00102,P00502,W002,2026-08-28,51,414.1,2026-09-17,2026-09-18,0
13503,Future Date: Delivery_Date,PU0013502,S00103,P00503,W003,2026-08-29,52,530.4,2026-09-18,2026-09-20,0
13504,Future Date: Delivery_Date,PU0013503,S00104,P00504,W004,2026-08-30,53,648.9,2026-09-19,2026-09-22,0
13505,Future Date: Delivery_Date,PU0013504,S00105,P00505,W005,2026-08-31,54,769.6,2026-09-20,2026-09-24,0
13577,Invalid Foreign Key: Product_ID,PU0013576,S00177,P00577,W017,2025-11-11,126,9006.4,2025-12-01,2025-12-05,0
13614,Invalid Foreign Key: Product_ID,PU0013613,S00014,P00614,W014,2025-12-18,163,1816.5,2026-01-07,2026-01-12,0
13842,Invalid Foreign Key: Product_ID,PU0013841,S00042,P00842,W002,2026-08-03,391,5050.5,2026-08-23,2026-08-28,0
13852,Future Date: Delivery_Date,PU0013851,S00052,P00852,W012,2026-08-13,401,6087.3,2026-09-02,2026-09-22,0
13861,Future Date: Delivery_Date,PU0013860,S00061,P00861,W001,2026-08-22,410,6900.0,2026-09-11,2026-10-01,33
13864,Future Date: Delivery_Date,PU0013863,S00064,P00864,W004,2026-08-25,413,7446.900000000001,2026-09-14,2026-09-17,0
13865,Future Date: Delivery_Date,PU0013864,S00065,P00865,W005,2026-08-26,414,7633.6,2026-09-15,2026-09-19,0
13866,Future Date: Delivery_Date,PU0013865,S00066,P00866,W006,2026-08-27,415,7822.5,2026-09-16,2026-09-21,0
13867,Future Date: Delivery_Date,PU0013866,S00067,P00867,W007,2026-08-28,416,8013.6,2026-09-17,2026-09-17,0
13868,Future Date: Delivery_Date,PU0013867,S00068,P00868,W008,2026-08-29,417,8206.9,2026-09-18,2026-09-19,0
13869,Future Date: Delivery_Date,PU0013868,S00069,P00869,W009,2026-08-30,418,8402.400000000001,2026-09-19,2026-09-21,0
13870,Future Date: Delivery_Date,PU0013869,S00070,P00870,W010,2026-08-31,419,8600.1,2026-09-20,2026-10-10,0
13921,Invalid Foreign Key: Product_ID,PU0013920,S00121,P00921,W001,2025-10-21,470,2500.0,2025-11-10,2025-11-10,38
13998,Invalid Foreign Key: Product_ID,PU0013997,S00198,P00998,W018,2026-01-06,97,11518.5,2026-01-26,2026-01-31,0
14212,Future Date: Delivery_Date,PU0014211,S00012,P00212,W012,2026-08-08,311,1555.3,2026-08-28,2026-09-17,0
14221,Future Date: Delivery_Date,PU0014220,S00021,P00221,W001,2026-08-17,320,2500.0,2026-09-06,2026-09-26,26
14226,Future Date: Delivery_Date,PU0014225,S00026,P00226,W006,2026-08-22,325,3202.5,2026-09-11,2026-09-16,0
14229,Future Date: Delivery_Date,PU0014228,S00029,P00229,W009,2026-08-25,328,3650.4,2026-09-14,2026-09-16,0
14230,Future Date: Delivery_Date,PU0014229,S00030,P00230,W010,2026-08-26,329,3804.1,2026-09-15,2026-10-05,0
14231,Future Date: Delivery_Date,PU0014230,S00031,P00231,W011,2026-08-27,330,3960.000000000001,2026-09-16,2026-09-20,27
14232,Future Date: Delivery_Date,PU0014231,S00032,P00232,W012,2026-08-28,331,4118.1,2026-09-17,2026-09-22,0
14233,Future Date: Delivery_Date,PU0014232,S00033,P00233,W013,2026-08-29,332,3820.0,2026-09-18,2026-09-18,0
14234,Future Date: Delivery_Date,PU0014233,S00034,P00234,W014,2026-08-30,333,3969.3,2026-09-19,2026-09-20,0
14235,Future Date: Delivery_Date,PU0014234,S00035,P00235,W015,2026-08-31,334,4120.8,2026-09-20,2026-09-22,0
14307,Invalid Foreign Key: Product_ID,PU0014306,S00107,P00307,W007,2025-11-11,406,979.2,2025-12-01,2025-12-03,0
14421,Invalid Foreign Key: Product_ID,PU0014420,S00021,P00421,W001,2026-03-05,70,2700.0,2026-03-25,2026-03-27,6
14499,Invalid Foreign Key: Product_ID,PU0014498,S00099,P00499,W019,2026-05-22,148,11301.6,2026-06-11,2026-06-13,0
14577,Invalid Foreign Key: Product_ID,PU0014576,S00177,P00577,W017,2026-08-08,226,9352.8,2026-08-28,2026-08-30,0
14581,Future Date: Delivery_Date,PU0014580,S00181,P00581,W001,2026-08-12,230,9100.0,2026-09-01,2026-09-21,19
14590,Future Date: Delivery_Date,PU0014589,S00190,P00590,W010,2026-08-21,239,10998.1,2026-09-10,2026-09-30,0
14592,Future Date: Delivery_Date,PU0014591,S00192,P00592,W012,2026-08-23,241,11444.1,2026-09-12,2026-09-17,0
14595,Future Date: Delivery_Date,PU0014594,S00195,P00595,W015,2026-08-26,244,10852.8,2026-09-15,2026-09-17,0
14596,Future Date: Delivery_Date,PU0014595,S00196,P00596,W016,2026-08-27,245,11072.5,2026-09-16,2026-09-19,0
14597,Future Date: Delivery_Date,PU0014596,S00197,P00597,W017,2026-08-28,246,11294.4,2026-09-17,2026-09-21,0
14598,Future Date: Delivery_Date,PU0014597,S00198,P00598,W018,2026-08-29,247,11518.5,2026-09-18,2026-09-23,0
14599,Future Date: Delivery_Date,PU0014598,S00199,P00599,W019,2026-08-30,248,11744.8,2026-09-19,2026-10-09,0
14600,Future Date: Delivery_Date,PU0014599,S00200,P00600,W020,2026-08-31,249,11973.3,2026-09-20,2026-09-21,0
14614,Invalid Foreign Key: Product_ID,PU0014613,S00014,P00614,W014,2025-09-14,263,1885.7,2025-10-04,2025-10-07,0
14842,Invalid Foreign Key: Product_ID,PU0014841,S00042,P00842,W002,2026-04-30,491,5242.900000000001,2026-05-20,2026-06-09,0
14921,Invalid Foreign Key: Product_ID,PU0014920,S00121,P00921,W001,2026-07-18,120,2600.0,2026-08-07,2026-08-11,10
14941,Future Date: Delivery_Date,PU0014940,S00141,P00941,W001,2026-08-07,140,4700.0,2026-08-27,2026-09-16,12
14950,Future Date: Delivery_Date,PU0014949,S00150,P00950,W010,2026-08-16,149,6202.1,2026-09-05,2026-09-25,0
14957,Future Date: Delivery_Date,PU0014956,S00157,P00957,W017,2026-08-23,156,6718.400000000001,2026-09-12,2026-09-16,0
14958,Future Date: Delivery_Date,PU0014957,S00158,P00958,W018,2026-08-24,157,6898.5,2026-09-13,2026-09-18,0
14959,Future Date: Delivery_Date,PU0014958,S00159,P00959,W019,2026-08-25,158,7080.8,2026-09-14,2026-10-04,0
14960,Future Date: Delivery_Date,PU0014959,S00160,P00960,W020,2026-08-26,159,7265.3,2026-09-15,2026-09-16,0
14961,Future Date: Delivery_Date,PU0014960,S00161,P00961,W001,2026-08-27,160,7452.000000000001,2026-09-16,2026-09-18,13
14962,Future Date: Delivery_Date,PU0014961,S00162,P00962,W002,2026-08-28,161,7640.900000000001,2026-09-17,2026-09-20,0
14963,Future Date: Delivery_Date,PU0014962,S00163,P00963,W003,2026-08-29,162,7832.000000000001,2026-09-18,2026-09-22,0
14964,Future Date: Delivery_Date,PU0014963,S00164,P00964,W004,2026-08-30,163,8025.300000000001,2026-09-19,2026-09-24,0
14965,Future Date: Delivery_Date,PU0014964,S00165,P00965,W005,2026-08-31,164,7340.0,2026-09-20,2026-09-20,0
14998,Invalid Foreign Key: Product_ID,PU0014997,S00198,P00998,W018,2025-10-03,197,11957.3,2025-10-23,2025-10-26,0
15010,Negative Value: Quantity,PU0015009,S00010,P00010,W010,2025-10-15,-10,1406.1,2025-11-04,2025-11-07,0
15307,Invalid Foreign Key: Product_ID,PU0015306,S00107,P00307,W007,2026-08-08,56,1017.6,2026-08-28,2026-08-28,0
15310,Future Date: Delivery_Date,PU0015309,S00110,P00310,W010,2026-08-11,59,1406.1,2026-08-31,2026-09-20,0
15319,Future Date: Delivery_Date,PU0015318,S00119,P00319,W019,2026-08-20,68,2416.8,2026-09-09,2026-09-29,0
15323,Future Date: Delivery_Date,PU0015322,S00123,P00323,W003,2026-08-24,72,2992.0000000000005,2026-09-13,2026-09-17,0
15324,Future Date: Delivery_Date,PU0015323,S00124,P00324,W004,2026-08-25,73,3141.3,2026-09-14,2026-09-19,0
15326,Future Date: Delivery_Date,PU0015325,S00126,P00326,W006,2026-08-27,75,3080.5,2026-09-16,2026-09-17,0
15327,Future Date: Delivery_Date,PU0015326,S00127,P00327,W007,2026-08-28,76,3223.2000000000003,2026-09-17,2026-09-19,0
15328,Future Date: Delivery_Date,PU0015327,S00128,P00328,W008,2026-08-29,77,3368.1,2026-09-18,2026-10-08,0
15329,Future Date: Delivery_Date,PU0015328,S00129,P00329,W009,2026-08-30,78,3515.2000000000003,2026-09-19,2026-09-23,0
15330,Future Date: Delivery_Date,PU0015329,S00130,P00330,W010,2026-08-31,79,3664.5,2026-09-20,2026-09-25,0
15421,Invalid Foreign Key: Product_ID,PU0015420,S00021,P00421,W001,2025-11-30,170,2500.0,2025-12-20,2025-12-20,14
15499,Invalid Foreign Key: Product_ID,PU0015498,S00099,P00499,W019,2026-02-16,248,11744.8,2026-03-08,2026-03-28,0
15577,Invalid Foreign Key: Product_ID,PU0015576,S00177,P00577,W017,2026-05-05,326,8660.0,2026-05-25,2026-05-25,0
15614,Invalid Foreign Key: Product_ID,PU0015613,S00014,P00614,W014,2026-06-11,363,1747.3,2026-07-01,2026-07-02,0
15679,Future Date: Delivery_Date,PU0015678,S00079,P00679,W019,2026-08-15,428,9412.8,2026-09-04,2026-09-24,0
15688,Future Date: Delivery_Date,PU0015687,S00088,P00688,W008,2026-08-24,437,10166.1,2026-09-13,2026-10-03,0
15689,Future Date: Delivery_Date,PU0015688,S00089,P00689,W009,2026-08-25,438,10379.2,2026-09-14,2026-09-18,0
15690,Future Date: Delivery_Date,PU0015689,S00090,P00690,W010,2026-08-26,439,10594.5,2026-09-15,2026-09-20,0
15691,Future Date: Delivery_Date,PU0015690,S00091,P00691,W011,2026-08-27,440,10812.0,2026-09-16,2026-09-16,36
15692,Future Date: Delivery_Date,PU0015691,S00092,P00692,W012,2026-08-28,441,11031.7,2026-09-17,2026-09-18,0
15693,Future Date: Delivery_Date,PU0015692,S00093,P00693,W013,2026-08-29,442,11253.6,2026-09-18,2026-09-20,0
15694,Future Date: Delivery_Date,PU0015693,S00094,P00694,W014,2026-08-30,443,11477.7,2026-09-19,2026-09-22,0
15695,Future Date: Delivery_Date,PU0015694,S00095,P00695,W015,2026-08-31,444,11704.000000000002,2026-09-20,2026-09-24,0
15842,Invalid Foreign Key: Product_ID,PU0015841,S00042,P00842,W002,2026-01-25,141,4858.1,2026-02-14,2026-02-15,0
15921,Invalid Foreign Key: Product_ID,PU0015920,S00121,P00921,W001,2026-04-14,220,2700.0,2026-05-04,2026-05-06,18
15998,Invalid Foreign Key: Product_ID,PU0015997,S00198,P00998,W018,2026-06-30,297,11079.7,2026-07-20,2026-07-21,0
16005,Invalid Foreign Key: Supplier_ID,PU0016004,S99999,P00005,W005,2026-07-07,304,799.2,2026-07-27,2026-07-29,0
16039,Future Date: Delivery_Date,PU0016038,S00039,P00039,W019,2026-08-10,338,4748.8,2026-08-30,2026-09-19,0
16048,Future Date: Delivery_Date,PU0016047,S00048,P00048,W008,2026-08-19,347,5634.1,2026-09-08,2026-09-28,0
16054,Future Date: Delivery_Date,PU0016053,S00054,P00054,W014,2026-08-25,353,6681.700000000001,2026-09-14,2026-09-17,0
16055,Future Date: Delivery_Date,PU0016054,S00055,P00055,W015,2026-08-26,354,6864.000000000001,2026-09-15,2026-09-19,0
16056,Future Date: Delivery_Date,PU0016055,S00056,P00056,W016,2026-08-27,355,7048.500000000001,2026-09-16,2026-09-21,0
16057,Future Date: Delivery_Date,PU0016056,S00057,P00057,W017,2026-08-28,356,6460.0,2026-09-17,2026-10-07,0
16058,Future Date: Delivery_Date,PU0016057,S00058,P00058,W018,2026-08-29,357,6635.7,2026-09-18,2026-09-19,0
16059,Future Date: Delivery_Date,PU0016058,S00059,P00059,W019,2026-08-30,358,6813.6,2026-09-19,2026-09-21,0
16060,Future Date: Delivery_Date,PU0016059,S00060,P00060,W020,2026-08-31,359,6993.7,2026-09-20,2026-09-23,0
16307,Invalid Foreign Key: Product_ID,PU0016306,S00107,P00307,W007,2026-05-05,156,1056.0,2026-05-25,2026-05-29,0
16408,Future Date: Delivery_Date,PU0016407,S00008,P00408,W008,2026-08-14,257,1102.1,2026-09-03,2026-09-23,0
16416,Future Date: Delivery_Date,PU0016415,S00016,P00416,W016,2026-08-22,265,2164.5,2026-09-11,2026-09-16,0
16417,Future Date: Delivery_Date,PU0016416,S00017,P00417,W017,2026-08-23,266,2060.0,2026-09-12,2026-10-02,0
16419,Future Date: Delivery_Date,PU0016418,S00019,P00419,W019,2026-08-25,268,2325.6,2026-09-14,2026-09-16,0
16420,Future Date: Delivery_Date,PU0016419,S00020,P00420,W020,2026-08-26,269,2461.7000000000003,2026-09-15,2026-09-18,0
16421,Future Date: Delivery_Date; Invalid Foreign Key: Product_ID,PU0016420,S00021,P00421,W001,2026-08-27,270,2600.0,2026-09-16,2026-09-20,22
16422,Future Date: Delivery_Date,PU0016421,S00022,P00422,W002,2026-08-28,271,2740.5,2026-09-17,2026-09-22,0
16423,Future Date: Delivery_Date,PU0016422,S00023,P00423,W003,2026-08-29,272,2883.2000000000003,2026-09-18,2026-09-18,0
16424,Future Date: Delivery_Date,PU0016423,S00024,P00424,W004,2026-08-30,273,3028.1000000000004,2026-09-19,2026-09-20,0
16425,Future Date: Delivery_Date,PU0016424,S00025,P00425,W005,2026-08-31,274,3175.2000000000003,2026-09-20,2026-09-22,0
16499,Invalid Foreign Key: Product_ID,PU0016498,S00099,P00499,W019,2025-11-13,348,12188.000000000002,2025-12-03,2025-12-07,0
16577,Invalid Foreign Key: Product_ID,PU0016576,S00177,P00577,W017,2026-01-30,426,9006.4,2026-02-19,2026-02-23,0
16614,Invalid Foreign Key: Product_ID,PU0016613,S00014,P00614,W014,2026-03-08,463,1816.5,2026-03-28,2026-04-02,0
16768,Future Date: Delivery_Date,PU0016767,S00168,P00768,W008,2026-08-09,167,7900.1,2026-08-29,2026-09-18,0
16777,Future Date: Delivery_Date,PU0016776,S00177,P00777,W017,2026-08-18,176,8660.0,2026-09-07,2026-09-27,0
16782,Future Date: Delivery_Date,PU0016781,S00182,P00782,W002,2026-08-23,181,9670.5,2026-09-12,2026-09-17,0
16785,Future Date: Delivery_Date,PU0016784,S00185,P00785,W005,2026-08-26,184,10303.2,2026-09-15,2026-09-17,0
16786,Future Date: Delivery_Date,PU0016785,S00186,P00786,W006,2026-08-27,185,10518.5,2026-09-16,2026-10-06,0
16787,Future Date: Delivery_Date,PU0016786,S00187,P00787,W007,2026-08-28,186,10736.0,2026-09-17,2026-09-21,0
16788,Future Date: Delivery_Date,PU0016787,S00188,P00788,W008,2026-08-29,187,10955.7,2026-09-18,2026-09-23,0
16789,Future Date: Delivery_Date,PU0016788,S00189,P00789,W009,2026-08-30,188,9980.0,2026-09-19,2026-09-19,0
16790,Future Date: Delivery_Date,PU0016789,S00190,P00790,W010,2026-08-31,189,10190.9,2026-09-20,2026-09-21,0
16842,Invalid Foreign Key: Product_ID,PU0016841,S00042,P00842,W002,2025-10-22,241,5050.5,2025-11-11,2025-11-16,0
16921,Invalid Foreign Key: Product_ID,PU0016920,S00121,P00921,W001,2026-01-09,320,2500.0,2026-01-29,2026-02-18,26
16998,Invalid Foreign Key: Product_ID,PU0016997,S00198,P00998,W018,2026-03-27,397,11518.5,2026-04-16,2026-04-21,0
17137,Future Date: Delivery_Date,PU0017136,S00137,P00137,W017,2026-08-13,86,4260.0,2026-09-02,2026-09-22,0
17146,Future Date: Delivery_Date,PU0017145,S00146,P00146,W006,2026-08-22,95,5722.5,2026-09-11,2026-10-01,0
17147,Future Date: Delivery_Date,PU0017146,S00147,P00147,W007,2026-08-23,96,5896.000000000001,2026-09-12,2026-09-16,0
17148,Future Date: Delivery_Date,PU0017147,S00148,P00148,W008,2026-08-24,97,6071.700000000001,2026-09-13,2026-09-18,0
17150,Future Date: Delivery_Date,PU0017149,S00150,P00150,W010,2026-08-26,99,5746.9,2026-09-15,2026-09-16,0
17151,Future Date: Delivery_Date,PU0017150,S00151,P00151,W011,2026-08-27,100,5916.0,2026-09-16,2026-09-18,8
17152,Future Date: Delivery_Date,PU0017151,S00152,P00152,W012,2026-08-28,101,6087.3,2026-09-17,2026-09-20,0
17153,Future Date: Delivery_Date,PU0017152,S00153,P00153,W013,2026-08-29,102,6260.8,2026-09-18,2026-09-22,0
17154,Future Date: Delivery_Date,PU0017153,S00154,P00154,W014,2026-08-30,103,6436.5,2026-09-19,2026-09-24,0
17155,Future Date: Delivery_Date,PU0017154,S00155,P00155,W015,2026-08-31,104,6614.400000000001,2026-09-20,2026-10-10,0
17307,Invalid Foreign Key: Product_ID,PU0017306,S00107,P00307,W007,2026-01-30,256,979.2,2026-02-19,2026-02-21,0
17421,Invalid Foreign Key: Product_ID,PU0017420,S00021,P00421,W001,2026-05-24,370,2700.0,2026-06-13,2026-06-15,30
17497,Future Date: Delivery_Date,PU0017496,S00097,P00497,W017,2026-08-08,446,10860.0,2026-08-28,2026-09-17,0
17499,Invalid Foreign Key: Product_ID,PU0017498,S00099,P00499,W019,2026-08-10,448,11301.6,2026-08-30,2026-09-01,0
17506,Future Date: Delivery_Date,PU0017505,S00106,P00506,W006,2026-08-17,455,926.5,2026-09-06,2026-09-26,0
17513,Future Date: Delivery_Date,PU0017512,S00113,P00513,W013,2026-08-24,462,1684.8,2026-09-13,2026-09-17,0
17514,Future Date: Delivery_Date,PU0017513,S00114,P00514,W014,2026-08-25,463,1816.5,2026-09-14,2026-09-19,0
17515,Future Date: Delivery_Date,PU0017514,S00115,P00515,W015,2026-08-26,464,1950.4,2026-09-15,2026-10-05,0
17516,Future Date: Delivery_Date,PU0017515,S00116,P00516,W016,2026-08-27,465,2086.5,2026-09-16,2026-09-17,0
17517,Future Date: Delivery_Date,PU0017516,S00117,P00517,W017,2026-08-28,466,2224.8,2026-09-17,2026-09-19,0
17518,Future Date: Delivery_Date,PU0017517,S00118,P00518,W018,2026-08-29,467,2365.3,2026-09-18,2026-09-21,0
17519,Future Date: Delivery_Date,PU0017518,S00119,P00519,W019,2026-08-30,468,2508.0,2026-09-19,2026-09-23,0
17520,Future Date: Delivery_Date,PU0017519,S00120,P00520,W020,2026-08-31,469,2652.9,2026-09-20,2026-09-25,0
17577,Invalid Foreign Key: Product_ID,PU0017576,S00177,P00577,W017,2025-10-27,76,9352.8,2025-11-16,2025-11-18,0
17614,Invalid Foreign Key: Product_ID,PU0017613,S00014,P00614,W014,2025-12-03,113,1885.7,2025-12-23,2026-01-12,0
17842,Invalid Foreign Key: Product_ID,PU0017841,S00042,P00842,W002,2026-07-19,341,5242.900000000001,2026-08-08,2026-08-11,0
17866,Future Date: Delivery_Date,PU0017865,S00066,P00866,W006,2026-08-12,365,8120.500000000001,2026-09-01,2026-09-21,0
17875,Future Date: Delivery_Date,PU0017874,S00075,P00875,W015,2026-08-21,374,8946.4,2026-09-10,2026-09-30,0
17878,Future Date: Delivery_Date,PU0017877,S00078,P00878,W018,2026-08-24,377,9559.3,2026-09-13,2026-09-16,0
17879,Future Date: Delivery_Date,PU0017878,S00079,P00879,W019,2026-08-25,378,9768.0,2026-09-14,2026-09-18,0
17880,Future Date: Delivery_Date,PU0017879,S00080,P00880,W020,2026-08-26,379,9978.9,2026-09-15,2026-09-20,0
17881,Future Date: Delivery_Date,PU0017880,S00081,P00881,W001,2026-08-27,380,9100.0,2026-09-16,2026-09-16,31
17882,Future Date: Delivery_Date,PU0017881,S00082,P00882,W002,2026-08-28,381,9302.1,2026-09-17,2026-09-18,0
17883,Future Date: Delivery_Date,PU0017882,S00083,P00883,W003,2026-08-29,382,9506.4,2026-09-18,2026-09-20,0
17884,Future Date: Delivery_Date,PU0017883,S00084,P00884,W004,2026-08-30,383,9712.9,2026-09-19,2026-10-09,0
17885,Future Date: Delivery_Date,PU0017884,S00085,P00885,W005,2026-08-31,384,9921.6,2026-09-20,2026-09-24,0
17921,Invalid Foreign Key: Product_ID,PU0017920,S00121,P00921,W001,2025-10-06,420,2600.0,2025-10-26,2025-10-30,34
17998,Invalid Foreign Key: Product_ID,PU0017997,S00198,P00998,W018,2025-12-22,497,11957.3,2026-01-11,2026-01-14,0
18226,Future Date: Delivery_Date,PU0018225,S00026,P00226,W006,2026-08-07,275,3324.5000000000005,2026-08-27,2026-09-16,0
18235,Future Date: Delivery_Date,PU0018234,S00035,P00235,W015,2026-08-16,284,4282.400000000001,2026-09-05,2026-09-25,0
18244,Future Date: Delivery_Date,PU0018243,S00044,P00244,W004,2026-08-25,293,5180.900000000001,2026-09-14,2026-10-04,0
18245,Future Date: Delivery_Date,PU0018244,S00045,P00245,W005,2026-08-26,294,5345.6,2026-09-15,2026-09-19,0
18246,Future Date: Delivery_Date,PU0018245,S00046,P00246,W006,2026-08-27,295,5512.5,2026-09-16,2026-09-21,0
18247,Future Date: Delivery_Date,PU0018246,S00047,P00247,W007,2026-08-28,296,5681.6,2026-09-17,2026-09-17,0
18248,Future Date: Delivery_Date,PU0018247,S00048,P00248,W008,2026-08-29,297,5852.900000000001,2026-09-18,2026-09-19,0
18249,Future Date: Delivery_Date,PU0018248,S00049,P00249,W009,2026-08-30,298,6026.400000000001,2026-09-19,2026-09-21,0
18250,Future Date: Delivery_Date,PU0018249,S00050,P00250,W010,2026-08-31,299,6202.1,2026-09-20,2026-09-23,0
18307,Invalid Foreign Key: Product_ID,PU0018306,S00107,P00307,W007,2025-10-27,356,1017.6,2025-11-16,2025-12-06,0
18421,Invalid Foreign Key: Product_ID,PU0018420,S00021,P00421,W001,2026-02-18,470,2500.0,2026-03-10,2026-03-10,38
18499,Invalid Foreign Key: Product_ID,PU0018498,S00099,P00499,W019,2026-05-07,98,11744.8,2026-05-27,2026-05-27,0
18577,Invalid Foreign Key: Product_ID,PU0018576,S00177,P00577,W017,2026-07-24,176,8660.0,2026-08-13,2026-09-02,0
18595,Future Date: Delivery_Date,PU0018594,S00195,P00595,W015,2026-08-11,194,11278.4,2026-08-31,2026-09-20,0
18604,Future Date: Delivery_Date,PU0018603,S00004,P00604,W004,2026-08-20,203,648.9,2026-09-09,2026-09-29,0
18606,Future Date: Delivery_Date,PU0018605,S00006,P00606,W006,2026-08-22,205,892.5,2026-09-11,2026-09-16,0
18609,Future Date: Delivery_Date,PU0018608,S00009,P00609,W009,2026-08-25,208,1274.4,2026-09-14,2026-09-16,0
18610,Future Date: Delivery_Date,PU0018609,S00010,P00610,W010,2026-08-26,209,1406.1,2026-09-15,2026-09-18,0
18611,Future Date: Delivery_Date,PU0018610,S00011,P00611,W011,2026-08-27,210,1540.0000000000002,2026-09-16,2026-09-20,17
18612,Future Date: Delivery_Date,PU0018611,S00012,P00612,W012,2026-08-28,211,1676.1,2026-09-17,2026-09-22,0
18613,Future Date: Delivery_Date,PU0018612,S00013,P00613,W013,2026-08-29,212,1620.0,2026-09-18,2026-10-08,0
18614,Future Date: Delivery_Date; Invalid Foreign Key: Product_ID,PU0018613,S00014,P00614,W014,2026-08-30,213,1747.3,2026-09-19,2026-09-20,0
18615,Future Date: Delivery_Date,PU0018614,S00015,P00615,W015,2026-08-31,214,1876.8,2026-09-20,2026-09-22,0
18842,Invalid Foreign Key: Product_ID,PU0018841,S00042,P00842,W002,2026-04-15,441,4858.1,2026-05-05,2026-05-06,0
18921,Invalid Foreign Key: Product_ID,PU0018920,S00121,P00921,W001,2026-07-03,70,2700.0,2026-07-23,2026-07-25,6
18964,Future Date: Delivery_Date,PU0018963,S00164,P00964,W004,2026-08-15,113,7446.900000000001,2026-09-04,2026-09-24,0
18972,Future Date: Delivery_Date,PU0018971,S00172,P00972,W012,2026-08-23,121,9002.1,2026-09-12,2026-09-17,0
18973,Future Date: Delivery_Date,PU0018972,S00173,P00973,W013,2026-08-24,122,8220.0,2026-09-13,2026-10-03,0
