Source_Row,Reject_Reasons,Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount_Pct,Gross_Amount,Net_Amount
126577,Invalid Foreign Key: Product_ID,OI00126576,O0026576,P00577,2,13800.0,0.02,27600.0,2083.51
126614,Invalid Foreign Key: Product_ID,OI00126613,O0026613,P00614,4,2775.0,0.04,11100.0,820.83
126649,Invalid Foreign Key: Order_ID,OI00126648,O0026648,P00649,4,8900.0,0.04,35600.0,2632.59
126656,Invalid Foreign Key: Order_ID,OI00126655,O0026655,P00656,1,10125.0,0.04,10125.0,748.73
126751,Invalid Foreign Key: Order_ID,OI00126750,O0026750,P00751,1,9250.0,0.01,9250.0,705.4
126842,Invalid Foreign Key: Product_ID,OI00126841,O0026841,P00842,2,7675.0,0.01,15350.0,1170.59
126921,Invalid Foreign Key: Product_ID,OI00126920,O0026920,P00921,1,4000.0,0.03,4000.0,298.88
126979,Invalid Foreign Key: Order_ID,OI00126978,O0026978,P00979,4,14150.0,0.05,56600.0,4141.92
126998,Invalid Foreign Key: Product_ID,OI00126997,O0026997,P00998,3,17475.0,0.03,52425.0,3917.16
127083,Invalid Foreign Key: Order_ID,OI00127082,O0027082,P00083,3,14850.0,0.04,44550.0,3294.43
127251,Invalid Foreign Key: Order_ID,OI00127250,O0027250,P00251,1,9250.0,0.04,9250.0,684.03
127307,Invalid Foreign Key: Product_ID,OI00127306,O0027306,P00307,2,1550.0,0.04,3100.0,229.24
127421,Invalid Foreign Key: Product_ID,OI00127420,O0027420,P00421,1,4000.0,0.06,4000.0,289.63
127499,Invalid Foreign Key: Product_ID,OI00127498,O0027498,P00499,4,17650.0,0.0,70600.0,5438.33
127577,Invalid Foreign Key: Product_ID,OI00127576,O0027576,P00577,2,13800.0,0.01,27600.0,2104.77
127614,Invalid Foreign Key: Product_ID,OI00127613,O0027613,P00614,4,2775.0,0.03,11100.0,829.38
127751,Invalid Foreign Key: Order_ID,OI00127750,O0027750,P00751,1,9250.0,0.0,9250.0,712.53
127842,Invalid Foreign Key: Product_ID,OI00127841,O0027841,P00842,2,7675.0,0.0,15350.0,1182.41
127870,Invalid Foreign Key: Order_ID,OI00127869,O0027869,P00870,5,12575.0,0.0,62875.0,4843.28
127921,Invalid Foreign Key: Product_ID,OI00127920,O0027920,P00921,1,4000.0,0.02,4000.0,301.96
127976,Invalid Foreign Key: Order_ID,OI00127975,O0027975,P00976,1,13625.0,0.01,13625.0,1039.04
127998,Invalid Foreign Key: Product_ID,OI00127997,O0027997,P00998,3,17475.0,0.02,52425.0,3957.54
128033,Negative Value: Quantity; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00128032,O0028032,P00033,-2,6100.0,0.02,-12200.0,-920.97
128121,Invalid Foreign Key: Product_ID,OI00128120,O0028120,P99999,1,4000.0,0.06,4000.0,289.63
128251,Invalid Foreign Key: Order_ID,OI00128250,O0028250,P00251,1,9250.0,0.03,9250.0,691.15
128307,Invalid Foreign Key: Product_ID,OI00128306,O0028306,P00307,2,1550.0,0.03,3100.0,231.63
128421,Invalid Foreign Key: Product_ID,OI00128420,O0028420,P00421,1,4000.0,0.05,4000.0,292.71
128433,Invalid Foreign Key: Order_ID,OI00128432,O0028432,P00433,3,6100.0,0.03,18300.0,1367.36
128499,Invalid Foreign Key: Product_ID,OI00128498,O0028498,P00499,4,17650.0,0.06,70600.0,5112.03
128577,Invalid Foreign Key: Product_ID,OI00128576,O0028576,P00577,2,13800.0,0.0,27600.0,2126.03
128614,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Product_ID,OI00128613,O0028613,P00614,4,2775.0,0.02,11100.0,837.93
128657,Invalid Foreign Key: Order_ID,OI00128656,O0028656,P00657,2,10300.0,0.03,20600.0,1539.22
128751,Invalid Foreign Key: Order_ID,OI00128750,O0028750,P00751,1,9250.0,0.06,9250.0,669.78
128842,Invalid Foreign Key: Product_ID,OI00128841,O0028841,P00842,2,7675.0,0.06,15350.0,1111.47
128921,Invalid Foreign Key: Product_ID,OI00128920,O0028920,P00921,1,4000.0,0.01,4000.0,305.04
128973,Invalid Foreign Key: Order_ID,OI00128972,O0028972,P00973,3,13100.0,0.04,39300.0,2906.2
128998,Invalid Foreign Key: Product_ID,OI00128997,O0028997,P00998,3,17475.0,0.01,52425.0,3997.93
129251,Invalid Foreign Key: Order_ID,OI00129250,O0029250,P00251,1,9250.0,0.02,9250.0,698.28
129307,Invalid Foreign Key: Product_ID,OI00129306,O0029306,P00307,2,1550.0,0.02,3100.0,234.02
129421,Invalid Foreign Key: Product_ID,OI00129420,O0029420,P00421,1,4000.0,0.04,4000.0,295.8
129444,Invalid Foreign Key: Order_ID,OI00129443,O0029443,P00444,4,8025.0,0.06,32100.0,2324.31
129499,Invalid Foreign Key: Product_ID,OI00129498,O0029498,P00499,4,17650.0,0.05,70600.0,5166.42
129577,Invalid Foreign Key: Product_ID,OI00129576,O0029576,P00577,2,13800.0,0.06,27600.0,1998.47
129614,Invalid Foreign Key: Product_ID,OI00129613,O0029613,P00614,4,2775.0,0.01,11100.0,846.49
129751,Invalid Foreign Key: Order_ID,OI00129750,O0029750,P00751,1,9250.0,0.05,9250.0,676.9
129842,Invalid Foreign Key: Product_ID,OI00129841,O0029841,P00842,2,7675.0,0.05,15350.0,1123.29
129921,Invalid Foreign Key: Product_ID,OI00129920,O0029920,P00921,1,4000.0,0.0,4000.0,308.12
129970,Invalid Foreign Key: Order_ID,OI00129969,O0029969,P00970,5,12575.0,0.0,62875.0,4843.28
129980,Invalid Foreign Key: Order_ID,OI00129979,O0029979,P00980,5,14325.0,0.03,71625.0,5351.77
129998,Invalid Foreign Key: Product_ID,OI00129997,O0029997,P00998,3,17475.0,0.0,52425.0,4038.31
130022,Invalid Foreign Key: Order_ID,OI00130021,O0030021,P00022,2,4175.0,0.03,8350.0,623.91
130079,Invalid Foreign Key: Order_ID,OI00130078,O9999999,P00079,4,14150.0,0.04,56600.0,4185.51
130210,Invalid Foreign Key: Order_ID,OI00130209,O0030209,P00210,5,2075.0,0.02,10375.0,783.2
130231,Invalid Foreign Key: Order_ID,OI00130230,O0030230,P00231,1,5750.0,0.02,5750.0,434.07
130251,Invalid Foreign Key: Order_ID,OI00130250,O0030250,P00251,1,9250.0,0.01,9250.0,705.4
130307,Invalid Foreign Key: Product_ID,OI00130306,O0030306,P00307,2,1550.0,0.01,3100.0,236.41
130421,Invalid Foreign Key: Product_ID,OI00130420,O0030420,P00421,1,4000.0,0.03,4000.0,298.88
130499,Invalid Foreign Key: Product_ID,OI00130498,O0030498,P00499,4,17650.0,0.04,70600.0,5220.8
130577,Invalid Foreign Key: Product_ID,OI00130576,O0030576,P00577,2,13800.0,0.05,27600.0,2019.73
130614,Invalid Foreign Key: Product_ID,OI00130613,O0030613,P00614,4,2775.0,0.0,11100.0,855.04
130751,Invalid Foreign Key: Order_ID,OI00130750,O0030750,P00751,1,9250.0,0.04,9250.0,684.03
130815,Invalid Foreign Key: Order_ID,OI00130814,O0030814,P00815,5,2950.0,0.05,14750.0,1079.39
130842,Invalid Foreign Key: Product_ID,OI00130841,O0030841,P00842,2,7675.0,0.04,15350.0,1135.12
130921,Invalid Foreign Key: Product_ID,OI00130920,O0030920,P00921,1,4000.0,0.06,4000.0,289.63
130967,Invalid Foreign Key: Order_ID,OI00130966,O0030966,P00967,2,12050.0,0.03,24100.0,1800.74
130998,Invalid Foreign Key: Product_ID,OI00130997,O0030997,P00998,3,17475.0,0.06,52425.0,3796.01
131018,Invalid Foreign Key: Order_ID,OI00131017,O0031017,P00018,3,3475.0,0.05,10425.0,762.89
131251,Invalid Foreign Key: Order_ID,OI00131250,O0031250,P00251,1,9250.0,0.0,9250.0,712.53
131307,Invalid Foreign Key: Product_ID,OI00131306,O0031306,P00307,2,1550.0,0.0,3100.0,238.79
131324,Invalid Foreign Key: Product_ID,OI00131323,O0031323,P99999,4,4525.0,0.03,18100.0,1352.42
131421,Invalid Foreign Key: Product_ID,OI00131420,O0031420,P00421,1,4000.0,0.02,4000.0,301.96
131499,Invalid Foreign Key: Product_ID,OI00131498,O0031498,P00499,4,17650.0,0.03,70600.0,5275.18
131577,Invalid Foreign Key: Product_ID,OI00131576,O0031576,P00577,2,13800.0,0.04,27600.0,2040.99
131614,Invalid Foreign Key: Product_ID,OI00131613,O0031613,P00614,4,2775.0,0.06,11100.0,803.73
131751,Invalid Foreign Key: Order_ID,OI00131750,O0031750,P00751,1,9250.0,0.03,9250.0,691.15
131805,Invalid Foreign Key: Order_ID,OI00131804,O0031804,P00805,5,1200.0,0.01,6000.0,457.56
131842,Invalid Foreign Key: Product_ID,OI00131841,O0031841,P00842,2,7675.0,0.03,15350.0,1146.94
131921,Invalid Foreign Key: Product_ID,OI00131920,O0031920,P00921,1,4000.0,0.05,4000.0,292.71
131964,Invalid Foreign Key: Order_ID,OI00131963,O0031963,P00964,4,11525.0,0.06,46100.0,3338.03
131987,Invalid Foreign Key: Order_ID,OI00131986,O0031986,P00987,2,15550.0,0.01,31100.0,2371.68
131998,Invalid Foreign Key: Product_ID,OI00131997,O0031997,P00998,3,17475.0,0.05,52425.0,3836.39
132034,Negative Value: Quantity; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00132033,O0032033,P00034,-2,6275.0,0.06,-12550.0,-908.73
132251,Invalid Foreign Key: Order_ID,OI00132250,O0032250,P00251,1,9250.0,0.06,9250.0,669.78
132307,Invalid Foreign Key: Product_ID,OI00132306,O0032306,P00307,2,1550.0,0.06,3100.0,224.47
132421,Invalid Foreign Key: Product_ID,OI00132420,O0032420,P00421,1,4000.0,0.01,4000.0,305.04
132499,Invalid Foreign Key: Product_ID,OI00132498,O0032498,P00499,4,17650.0,0.02,70600.0,5329.57
132577,Invalid Foreign Key: Product_ID,OI00132576,O0032576,P00577,2,13800.0,0.03,27600.0,2062.25
132592,Invalid Foreign Key: Order_ID,OI00132591,O0032591,P00592,2,16425.0,0.04,32850.0,2429.23
132614,Invalid Foreign Key: Product_ID,OI00132613,O0032613,P00614,4,2775.0,0.05,11100.0,812.28
132751,Invalid Foreign Key: Order_ID,OI00132750,O0032750,P00751,1,9250.0,0.02,9250.0,698.28
132842,Invalid Foreign Key: Product_ID,OI00132841,O0032841,P00842,2,7675.0,0.02,15350.0,1158.77
132921,Invalid Foreign Key: Product_ID,OI00132920,O0032920,P00921,1,4000.0,0.04,4000.0,295.8
132961,Invalid Foreign Key: Order_ID,OI00132960,O0032960,P00961,1,11000.0,0.02,11000.0,830.39
132998,Invalid Foreign Key: Product_ID,OI00132997,O0032997,P00998,3,17475.0,0.04,52425.0,3876.78
133016,Invalid Foreign Key: Order_ID,OI00133015,O0033015,P00016,1,3125.0,0.01,3125.0,238.31
133020,Negative Value: Unit_Price; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00133019,O0033019,P00020,5,-500.0,0.05,-2500.0,-182.95
133251,Invalid Foreign Key: Order_ID,OI00133250,O0033250,P00251,1,9250.0,0.05,9250.0,676.9
133307,Invalid Foreign Key: Product_ID,OI00133306,O0033306,P00307,2,1550.0,0.05,3100.0,226.85
133311,Invalid Foreign Key: Order_ID,OI00133310,O0033310,P00311,1,2250.0,0.02,2250.0,169.85
133379,Invalid Foreign Key: Order_ID,OI00133378,O0033378,P00379,4,14150.0,0.0,56600.0,4359.91
133421,Invalid Foreign Key: Product_ID,OI00133420,O0033420,P00421,1,4000.0,0.0,4000.0,308.12
133499,Invalid Foreign Key: Product_ID,OI00133498,O0033498,P00499,4,17650.0,0.01,70600.0,5383.95
133577,Invalid Foreign Key: Product_ID,OI00133576,O0033576,P00577,2,13800.0,0.02,27600.0,2083.51
133614,Invalid Foreign Key: Product_ID,OI00133613,O0033613,P00614,4,2775.0,0.04,11100.0,820.83
133751,Invalid Foreign Key: Order_ID,OI00133750,O0033750,P00751,1,9250.0,0.01,9250.0,705.4
133764,Invalid Foreign Key: Order_ID,OI00133763,O0033763,P00764,4,11525.0,0.0,46100.0,3551.09
133842,Invalid Foreign Key: Product_ID,OI00133841,O0033841,P00842,2,7675.0,0.01,15350.0,1170.59
133921,Invalid Foreign Key: Product_ID,OI00133920,O0033920,P00921,1,4000.0,0.03,4000.0,298.88
133958,Invalid Foreign Key: Order_ID,OI00133957,O0033957,P00958,3,10475.0,0.05,31425.0,2299.64
133998,Invalid Foreign Key: Product_ID,OI00133997,O0033997,P00998,3,17475.0,0.03,52425.0,3917.16
134166,Invalid Foreign Key: Order_ID,OI00134165,O0034165,P00166,1,11875.0,0.03,11875.0,887.29
134251,Invalid Foreign Key: Order_ID,OI00134250,O0034250,P00251,1,9250.0,0.04,9250.0,684.03
134307,Invalid Foreign Key: Product_ID,OI00134306,O0034306,P00307,2,1550.0,0.04,3100.0,229.24
134421,Invalid Foreign Key: Product_ID,OI00134420,O0034420,P00421,1,4000.0,0.06,4000.0,289.63
134499,Invalid Foreign Key: Product_ID,OI00134498,O0034498,P00499,4,17650.0,0.0,70600.0,5438.33
134527,Invalid Foreign Key: Product_ID,OI00134526,O0034526,P99999,2,5050.0,0.0,10100.0,778.01
134577,Invalid Foreign Key: Product_ID,OI00134576,O0034576,P00577,2,13800.0,0.01,27600.0,2104.77
134614,Invalid Foreign Key: Product_ID,OI00134613,O0034613,P00614,4,2775.0,0.03,11100.0,829.38
134751,Invalid Foreign Key: Order_ID,OI00134750,O0034750,P00751,1,9250.0,0.0,9250.0,712.53
134842,Invalid Foreign Key: Product_ID,OI00134841,O0034841,P00842,2,7675.0,0.0,15350.0,1182.41
134921,Invalid Foreign Key: Product_ID,OI00134920,O0034920,P00921,1,4000.0,0.02,4000.0,301.96
134953,Invalid Foreign Key: Order_ID,OI00134952,O0034952,P00953,3,9600.0,0.06,28800.0,2085.36
134955,Invalid Foreign Key: Order_ID,OI00134954,O0034954,P00955,5,9950.0,0.01,49750.0,3793.93
134998,Invalid Foreign Key: Product_ID,OI00134997,O0034997,P00998,3,17475.0,0.02,52425.0,3957.54
135082,Invalid Foreign Key: Order_ID,OI00135081,O9999999,P00082,2,14675.0,0.02,29350.0,2215.62
135217,Invalid Foreign Key: Order_ID,OI00135216,O0035216,P00217,2,3300.0,0.04,6600.0,488.06
135251,Invalid Foreign Key: Order_ID,OI00135250,O0035250,P00251,1,9250.0,0.03,9250.0,691.15
135307,Invalid Foreign Key: Product_ID,OI00135306,O0035306,P00307,2,1550.0,0.03,3100.0,231.63
135421,Invalid Foreign Key: Product_ID,OI00135420,O0035420,P00421,1,4000.0,0.05,4000.0,292.71
135499,Invalid Foreign Key: Product_ID,OI00135498,O0035498,P00499,4,17650.0,0.06,70600.0,5112.03
135541,Invalid Foreign Key: Order_ID,OI00135540,O0035540,P00541,1,7500.0,0.06,7500.0,543.06
135577,Invalid Foreign Key: Product_ID,OI00135576,O0035576,P00577,2,13800.0,0.0,27600.0,2126.03
135614,Invalid Foreign Key: Product_ID,OI00135613,O0035613,P00614,4,2775.0,0.02,11100.0,837.93
135740,Invalid Foreign Key: Order_ID,OI00135739,O0035739,P00740,5,7325.0,0.02,36625.0,2764.81
135751,Invalid Foreign Key: Order_ID,OI00135750,O0035750,P00751,1,9250.0,0.06,9250.0,669.78
135842,Invalid Foreign Key: Product_ID,OI00135841,O0035841,P00842,2,7675.0,0.06,15350.0,1111.47
135921,Invalid Foreign Key: Product_ID,OI00135920,O0035920,P00921,1,4000.0,0.01,4000.0,305.04
135952,Invalid Foreign Key: Order_ID,OI00135951,O0035951,P00952,2,9425.0,0.04,18850.0,1393.94
135998,Invalid Foreign Key: Product_ID,OI00135997,O0035997,P00998,3,17475.0,0.01,52425.0,3997.93
136035,Negative Value: Quantity; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00136034,O0036034,P00035,-2,6450.0,0.03,-12900.0,-963.88
136251,Invalid Foreign Key: Order_ID,OI00136250,O0036250,P00251,1,9250.0,0.02,9250.0,698.28
136307,Invalid Foreign Key: Product_ID,OI00136306,O0036306,P00307,2,1550.0,0.02,3100.0,234.02
136421,Invalid Foreign Key: Product_ID,OI00136420,O0036420,P00421,1,4000.0,0.04,4000.0,295.8
136499,Invalid Foreign Key: Product_ID,OI00136498,O0036498,P00499,4,17650.0,0.05,70600.0,5166.42
136527,Invalid Foreign Key: Order_ID,OI00136526,O0036526,P00527,2,5050.0,0.05,10100.0,739.11
136577,Invalid Foreign Key: Product_ID,OI00136576,O0036576,P00577,2,13800.0,0.06,27600.0,1998.47
136614,Invalid Foreign Key: Product_ID,OI00136613,O0036613,P00614,4,2775.0,0.01,11100.0,846.49
136642,Invalid Foreign Key: Order_ID,OI00136641,O0036641,P00642,2,7675.0,0.01,15350.0,1170.59
136751,Invalid Foreign Key: Order_ID,OI00136750,O0036750,P00751,1,9250.0,0.05,9250.0,676.9
136842,Invalid Foreign Key: Product_ID,OI00136841,O0036841,P00842,2,7675.0,0.05,15350.0,1123.29
136921,Invalid Foreign Key: Product_ID,OI00136920,O0036920,P00921,1,4000.0,0.0,4000.0,308.12
136949,Invalid Foreign Key: Order_ID,OI00136948,O0036948,P00949,4,8900.0,0.0,35600.0,2742.28
136998,Invalid Foreign Key: Product_ID,OI00136997,O0036997,P00998,3,17475.0,0.0,52425.0,4038.31
137251,Invalid Foreign Key: Order_ID,OI00137250,O0037250,P00251,1,9250.0,0.01,9250.0,705.4
137307,Invalid Foreign Key: Product_ID,OI00137306,O0037306,P00307,2,1550.0,0.01,3100.0,236.41
137314,Invalid Foreign Key: Order_ID,OI00137313,O0037313,P00314,4,2775.0,0.01,11100.0,846.49
137318,Invalid Foreign Key: Order_ID,OI00137317,O0037317,P00318,3,3475.0,0.05,10425.0,762.89
137418,Invalid Foreign Key: Order_ID,OI00137417,O0037417,P00418,3,3475.0,0.0,10425.0,803.04
137421,Invalid Foreign Key: Product_ID,OI00137420,O0037420,P00421,1,4000.0,0.03,4000.0,298.88
137499,Invalid Foreign Key: Product_ID,OI00137498,O0037498,P00499,4,17650.0,0.04,70600.0,5220.8
137577,Invalid Foreign Key: Product_ID,OI00137576,O0037576,P00577,2,13800.0,0.05,27600.0,2019.73
137614,Invalid Foreign Key: Product_ID,OI00137613,O0037613,P00614,4,2775.0,0.0,11100.0,855.04
137730,Invalid Foreign Key: Product_ID,OI00137729,O0037729,P99999,5,5575.0,0.04,27875.0,2061.33
137751,Invalid Foreign Key: Order_ID,OI00137750,O0037750,P00751,1,9250.0,0.04,9250.0,684.03
137842,Invalid Foreign Key: Product_ID,OI00137841,O0037841,P00842,2,7675.0,0.04,15350.0,1135.12
137921,Invalid Foreign Key: Product_ID,OI00137920,O0037920,P00921,1,4000.0,0.06,4000.0,289.63
137946,Invalid Foreign Key: Order_ID,OI00137945,O0037945,P00946,1,8375.0,0.03,8375.0,625.77
137998,Invalid Foreign Key: Product_ID,OI00137997,O0037997,P00998,3,17475.0,0.06,52425.0,3796.01
138101,Invalid Foreign Key: Order_ID,OI00138100,O0038100,P00101,1,500.0,0.04,500.0,36.97
138251,Invalid Foreign Key: Order_ID,OI00138250,O0038250,P00251,1,9250.0,0.0,9250.0,712.53
138307,Invalid Foreign Key: Product_ID,OI00138306,O0038306,P00307,2,1550.0,0.0,3100.0,238.79
138421,Invalid Foreign Key: Product_ID,OI00138420,O0038420,P00421,1,4000.0,0.02,4000.0,301.96
138499,Invalid Foreign Key: Product_ID,OI00138498,O0038498,P00499,4,17650.0,0.03,70600.0,5275.18
138577,Invalid Foreign Key: Product_ID,OI00138576,O0038576,P00577,2,13800.0,0.04,27600.0,2040.99
138614,Invalid Foreign Key: Product_ID,OI00138613,O0038613,P00614,4,2775.0,0.06,11100.0,803.73
138751,Invalid Foreign Key: Order_ID,OI00138750,O0038750,P00751,1,9250.0,0.03,9250.0,691.15
138842,Invalid Foreign Key: Product_ID,OI00138841,O0038841,P00842,2,7675.0,0.03,15350.0,1146.94
138888,Invalid Foreign Key: Order_ID,OI00138887,O0038887,P00888,3,15725.0,0.0,47175.0,3633.9
138921,Invalid Foreign Key: Product_ID,OI00138920,O0038920,P00921,1,4000.0,0.05,4000.0,292.71
138943,Invalid Foreign Key: Order_ID,OI00138942,O0038942,P00943,3,7850.0,0.06,23550.0,1705.22
138998,Invalid Foreign Key: Product_ID,OI00138997,O0038997,P00998,3,17475.0,0.05,52425.0,3836.39
139095,Invalid Foreign Key: Order_ID,OI00139094,O0039094,P00095,5,16950.0,0.04,84750.0,6267.18
139251,Invalid Foreign Key: Order_ID,OI00139250,O0039250,P00251,1,9250.0,0.06,9250.0,669.78
139307,Invalid Foreign Key: Product_ID,OI00139306,O0039306,P00307,2,1550.0,0.06,3100.0,224.47
139421,Invalid Foreign Key: Product_ID,OI00139420,O0039420,P00421,1,4000.0,0.01,4000.0,305.04
139499,Invalid Foreign Key: Product_ID,OI00139498,O0039498,P00499,4,17650.0,0.02,70600.0,5329.57
139577,Invalid Foreign Key: Product_ID,OI00139576,O0039576,P00577,2,13800.0,0.03,27600.0,2062.25
139614,Invalid Foreign Key: Product_ID,OI00139613,O0039613,P00614,4,2775.0,0.05,11100.0,812.28
139619,Invalid Foreign Key: Order_ID,OI00139618,O0039618,P00619,4,3650.0,0.03,14600.0,1090.9
139675,Invalid Foreign Key: Order_ID,OI00139674,O0039674,P00675,5,13450.0,0.03,67250.0,5024.87
139751,Invalid Foreign Key: Order_ID,OI00139750,O0039750,P00751,1,9250.0,0.02,9250.0,698.28
139842,Invalid Foreign Key: Product_ID,OI00139841,O0039841,P00842,2,7675.0,0.02,15350.0,1158.77
139921,Invalid Foreign Key: Product_ID,OI00139920,O0039920,P00921,1,4000.0,0.04,4000.0,295.8
139940,Invalid Foreign Key: Order_ID,OI00139939,O0039939,P00940,5,7325.0,0.02,36625.0,2764.81
139973,Invalid Foreign Key: Order_ID,OI00139972,O0039972,P00973,3,13100.0,0.0,39300.0,3027.29
139998,Invalid Foreign Key: Product_ID,OI00139997,O0039997,P00998,3,17475.0,0.04,52425.0,3876.78
140021,Negative Value: Unit_Price; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00140020,O0040020,P00021,1,-500.0,0.06,-500.0,-36.2
140029,Invalid Foreign Key: Order_ID,OI00140028,O0040028,P00029,4,5400.0,0.0,21600.0,1663.85
140036,Negative Value: Quantity; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00140035,O0040035,P00036,-2,6625.0,0.0,-13250.0,-1020.65
140085,Invalid Foreign Key: Order_ID,OI00140084,O9999999,P00085,5,15200.0,0.0,76000.0,5854.3
140251,Invalid Foreign Key: Order_ID,OI00140250,O0040250,P00251,1,9250.0,0.05,9250.0,676.9
140307,Invalid Foreign Key: Product_ID,OI00140306,O0040306,P00307,2,1550.0,0.05,3100.0,226.85
140421,Invalid Foreign Key: Product_ID,OI00140420,O0040420,P00421,1,4000.0,0.0,4000.0,308.12
140499,Invalid Foreign Key: Product_ID,OI00140498,O0040498,P00499,4,17650.0,0.01,70600.0,5383.95
140577,Invalid Foreign Key: Product_ID,OI00140576,O0040576,P00577,2,13800.0,0.02,27600.0,2083.51
140614,Invalid Foreign Key: Product_ID,OI00140613,O0040613,P00614,4,2775.0,0.04,11100.0,820.83
140751,Invalid Foreign Key: Order_ID,OI00140750,O0040750,P00751,1,9250.0,0.01,9250.0,705.4
140787,Invalid Foreign Key: Order_ID,OI00140786,O0040786,P00787,2,15550.0,0.02,31100.0,2347.73
140842,Invalid Foreign Key: Product_ID,OI00140841,O0040841,P00842,2,7675.0,0.01,15350.0,1170.59
140872,Invalid Foreign Key: Order_ID,OI00140871,O0040871,P00872,2,12925.0,0.03,25850.0,1931.49
140921,Invalid Foreign Key: Product_ID,OI00140920,O0040920,P00921,1,4000.0,0.03,4000.0,298.88
140933,Invalid Foreign Key: Product_ID,OI00140932,O0040932,P99999,3,6100.0,0.01,18300.0,1395.56
140997,Invalid Foreign Key: Order_ID,OI00140996,O0040996,P00997,2,17300.0,0.02,34600.0,2611.94
140998,Invalid Foreign Key: Product_ID,OI00140997,O0040997,P00998,3,17475.0,0.03,52425.0,3917.16
141251,Invalid Foreign Key: Order_ID,OI00141250,O0041250,P00251,1,9250.0,0.04,9250.0,684.03
141307,Invalid Foreign Key: Product_ID,OI00141306,O0041306,P00307,2,1550.0,0.04,3100.0,229.24
141421,Invalid Foreign Key: Product_ID,OI00141420,O0041420,P00421,1,4000.0,0.06,4000.0,289.63
141499,Invalid Foreign Key: Product_ID,OI00141498,O0041498,P00499,4,17650.0,0.0,70600.0,5438.33
141574,Invalid Foreign Key: Order_ID,OI00141573,O0041573,P00574,4,13275.0,0.05,53100.0,3885.79
141577,Invalid Foreign Key: Product_ID,OI00141576,O0041576,P00577,2,13800.0,0.01,27600.0,2104.77
141614,Invalid Foreign Key: Product_ID,OI00141613,O0041613,P00614,4,2775.0,0.03,11100.0,829.38
141751,Invalid Foreign Key: Order_ID,OI00141750,O0041750,P00751,1,9250.0,0.0,9250.0,712.53
141820,Invalid Foreign Key: Order_ID,OI00141819,O0041819,P00820,5,3825.0,0.06,19125.0,1384.81
141842,Invalid Foreign Key: Product_ID,OI00141841,O0041841,P00842,2,7675.0,0.0,15350.0,1182.41
141921,Invalid Foreign Key: Product_ID,OI00141920,O0041920,P00921,1,4000.0,0.02,4000.0,301.96
141994,Invalid Foreign Key: Order_ID,OI00141993,O0041993,P00994,4,16775.0,0.05,67100.0,4910.29
141998,Invalid Foreign Key: Product_ID,OI00141997,O0041997,P00998,3,17475.0,0.02,52425.0,3957.54
142251,Invalid Foreign Key: Order_ID,OI00142250,O0042250,P00251,1,9250.0,0.03,9250.0,691.15
142307,Invalid Foreign Key: Product_ID,OI00142306,O0042306,P00307,2,1550.0,0.03,3100.0,231.63
142361,Invalid Foreign Key: Order_ID,OI00142360,O0042360,P00361,1,11000.0,0.01,11000.0,838.86
142421,Invalid Foreign Key: Product_ID,OI00142420,O0042420,P00421,1,4000.0,0.05,4000.0,292.71
142499,Invalid Foreign Key: Product_ID,OI00142498,O0042498,P00499,4,17650.0,0.06,70600.0,5112.03
142577,Invalid Foreign Key: Product_ID,OI00142576,O0042576,P00577,2,13800.0,0.0,27600.0,2126.03
142614,Invalid Foreign Key: Product_ID,OI00142613,O0042613,P00614,4,2775.0,0.02,11100.0,837.93
142649,Invalid Foreign Key: Order_ID,OI00142648,O0042648,P00649,4,8900.0,0.02,35600.0,2687.43
142751,Invalid Foreign Key: Order_ID,OI00142750,O0042750,P00751,1,9250.0,0.06,9250.0,669.78
142842,Invalid Foreign Key: Product_ID,OI00142841,O0042841,P00842,2,7675.0,0.06,15350.0,1111.47
142921,Invalid Foreign Key: Product_ID,OI00142920,O0042920,P00921,1,4000.0,0.01,4000.0,305.04
142991,Invalid Foreign Key: Order_ID,OI00142990,O0042990,P00991,1,16250.0,0.01,16250.0,1239.22
142998,Invalid Foreign Key: Product_ID,OI00142997,O0042997,P00998,3,17475.0,0.01,52425.0,3997.93
143148,Invalid Foreign Key: Order_ID,OI00143147,O0043147,P00148,3,8725.0,0.04,26175.0,1935.62
143251,Invalid Foreign Key: Order_ID,OI00143250,O0043250,P00251,1,9250.0,0.02,9250.0,698.28
143304,Invalid Foreign Key: Order_ID,OI00143303,O0043303,P00304,4,1025.0,0.06,4100.0,296.87
143307,Invalid Foreign Key: Product_ID,OI00143306,O0043306,P00307,2,1550.0,0.02,3100.0,234.02
143421,Invalid Foreign Key: Product_ID,OI00143420,O0043420,P00421,1,4000.0,0.04,4000.0,295.8
143499,Invalid Foreign Key: Product_ID,OI00143498,O0043498,P00499,4,17650.0,0.05,70600.0,5166.42
143577,Invalid Foreign Key: Product_ID,OI00143576,O0043576,P00577,2,13800.0,0.06,27600.0,1998.47
143614,Invalid Foreign Key: Product_ID,OI00143613,O0043613,P00614,4,2775.0,0.01,11100.0,846.49
