Source_Row,Reject_Reasons,Payment_ID,Invoice_ID,Customer_ID,Payment_Date,Payment_Method,Payment_Amount,Payment_Fee,Payment_Status
64722,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0064721,INV0064721,C004722,2026-01-15,Bank Transfer,17657.0,317.83,Successful
64751,Invalid Foreign Key: Invoice_ID,PAY0064750,INV0064750,C004751,2026-02-13,Bank Transfer,21050.0,378.9,Successful
64985,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0064984,INV0064984,C004985,2025-10-05,Wallet,25028.0,450.5,Successful
65040,Future Date: Payment_Date,PAY0065039,INV0065039,C005040,2027-06-01,UPI,8063.0,145.13,Successful
65251,Invalid Foreign Key: Invoice_ID,PAY0065250,INV0065250,C005251,2026-06-28,UPI,9350.0,168.3,Successful
65509,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0065508,INV0065508,C005509,2026-03-13,UPI,16136.0,290.45,Successful
65750,Invalid Foreign Key: Invoice_ID,PAY0065749,INV0065749,C005750,2025-11-09,Card,20933.0,376.79,Successful
65751,Invalid Foreign Key: Invoice_ID,PAY0065750,INV0065750,C005751,2025-11-10,UPI,21050.0,378.9,Successful
65982,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0065981,INV0065981,C005982,2026-06-29,Bank Transfer,24677.0,444.19,Successful
66019,Duplicate Primary Key,PAY0066017,INV0066018,C006019,2026-08-05,Card,5606.0,100.91,Successful
66031,Invalid Foreign Key: Invoice_ID,PAY0066030,INV0066030,C006031,2026-08-17,Bank Transfer,7010.0,126.18,Successful
66251,Invalid Foreign Key: Invoice_ID,PAY0066250,INV0066250,C006251,2026-03-25,UPI,9350.0,168.3,Successful
66296,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0066295,INV0066295,C006296,2026-05-09,UPI,14615.0,263.07,Successful
66621,Invalid Foreign Key: Invoice_ID,PAY0066620,INV0066620,C006621,2026-03-30,Card,5840.0,105.12,Successful
66751,Invalid Foreign Key: Invoice_ID,PAY0066750,INV0066750,C006751,2026-08-07,Card,21050.0,378.9,Successful
66979,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0066978,INV0066978,C006979,2026-03-23,UPI,24326.0,437.87,Successful
67083,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0067082,INV0067082,C007083,2026-07-05,Wallet,13094.0,235.69,Failed
67251,Invalid Foreign Key: Invoice_ID,PAY0067250,INV0067250,C007251,2025-12-20,Wallet,9350.0,168.3,Successful
67527,Invalid Foreign Key: Invoice_ID,PAY0067526,INV0067526,C007527,2025-09-22,Bank Transfer,18242.0,328.36,Successful
67751,Invalid Foreign Key: Invoice_ID,PAY0067750,INV0067750,C007751,2026-05-04,Card,21050.0,378.9,Successful
67870,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0067869,INV0067869,C007870,2026-08-31,UPI,11573.0,208.31,Successful
67976,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0067975,INV0067975,C007976,2025-12-15,Wallet,23975.0,431.55,Successful
68232,Invalid Foreign Key: Invoice_ID,PAY0068231,INV0068231,C008232,2026-08-28,Card,7127.0,128.29,Successful
68251,Invalid Foreign Key: Invoice_ID,PAY0068250,INV0068250,C008251,2025-09-16,Bank Transfer,9350.0,168.3,Successful
68657,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0068656,INV0068656,C008657,2025-10-27,UPI,10052.0,180.94,Successful
68751,Invalid Foreign Key: Invoice_ID,PAY0068750,INV0068750,C008751,2026-01-29,Wallet,21050.0,378.9,Successful
68973,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0068972,INV0068972,C008973,2025-09-08,Wallet,23624.0,425.23,Successful
69251,Invalid Foreign Key: Invoice_ID,PAY0069250,INV0069250,C009251,2026-06-13,Wallet,9350.0,168.3,Successful
69304,Invalid Foreign Key: Invoice_ID,PAY0069303,INV0069303,C009304,2026-08-05,Card,15551.0,279.92,Successful
69444,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0069443,INV0069443,C009444,2025-12-23,Bank Transfer,8531.0,153.56,Successful
69751,Invalid Foreign Key: Invoice_ID,PAY0069750,INV0069750,C009751,2025-10-26,UPI,21050.0,378.9,Successful
69952,Invalid Foreign Key: Invoice_ID,PAY0069951,INV0069951,C009952,2026-05-15,Bank Transfer,21167.0,381.01,Successful
69970,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0069969,INV0069969,C009970,2026-06-02,UPI,23273.0,418.91,Successful
70011,Invalid Foreign Key: Invoice_ID,PAY0070010,INV9999999,C010011,2026-07-13,Card,4670.0,84.06,Successful
70043,Future Date: Payment_Date,PAY0070042,INV0070042,C010043,2027-06-01,Wallet,8414.0,151.45,Successful
70050,Invalid Foreign Key: Invoice_ID,PAY0070049,INV0070049,C010050,2026-08-21,Wallet,9233.0,166.19,Successful
70064,Invalid Foreign Key: Invoice_ID,PAY0070063,INV0070063,C010064,2025-09-04,Card,10871.0,195.68,Successful
70231,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0070230,INV0070230,C010231,2026-02-18,Bank Transfer,7010.0,126.18,Successful
70251,Invalid Foreign Key: Invoice_ID,PAY0070250,INV0070250,C010251,2026-03-10,Card,9350.0,168.3,Successful
70433,Invalid Foreign Key: Invoice_ID,PAY0070432,INV0070432,C010433,2025-09-08,Bank Transfer,7244.0,130.39,Successful
70751,Invalid Foreign Key: Invoice_ID,PAY0070750,INV0070750,C010751,2026-07-23,Bank Transfer,21050.0,378.9,Successful
70967,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0070966,INV0070966,C010967,2026-02-24,Bank Transfer,22922.0,412.6,Successful
71018,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0071017,INV0071017,C011018,2026-04-16,Wallet,5489.0,98.8,Successful
71081,Invalid Foreign Key: Invoice_ID,PAY0071080,INV0071080,C011081,2026-06-18,UPI,12860.0,231.48,Successful
71251,Invalid Foreign Key: Invoice_ID,PAY0071250,INV0071250,C011251,2025-12-05,Card,9350.0,168.3,Successful
71751,Invalid Foreign Key: Invoice_ID,PAY0071750,INV0071750,C011751,2026-04-19,Bank Transfer,21050.0,378.9,Successful
71805,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0071804,INV0071804,C011805,2026-06-12,UPI,3968.0,71.42,Successful
71964,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0071963,INV0071963,C011964,2025-11-18,Bank Transfer,22571.0,406.28,Successful
72251,Invalid Foreign Key: Invoice_ID,PAY0072250,INV0072250,C012251,2025-09-01,Bank Transfer,9350.0,168.3,Failed
72592,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0072591,INV0072591,C012592,2026-08-08,UPI,25847.0,465.25,Successful
72634,Invalid Foreign Key: Invoice_ID,PAY0072633,INV0072633,C012634,2025-09-19,Bank Transfer,7361.0,132.5,Successful
72751,Invalid Foreign Key: Invoice_ID,PAY0072750,INV0072750,C012751,2026-01-14,UPI,21050.0,378.9,Successful
72858,Invalid Foreign Key: Invoice_ID,PAY0072857,INV0072857,C012858,2026-05-01,UPI,10169.0,183.04,Successful
72961,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0072960,INV0072960,C012961,2026-08-12,UPI,22220.0,399.96,Successful
73251,Invalid Foreign Key: Invoice_ID,PAY0073250,INV0073250,C013251,2026-05-29,UPI,9350.0,168.3,Successful
73283,Invalid Foreign Key: Invoice_ID,PAY0073282,INV0073282,C013283,2026-06-30,UPI,13094.0,235.69,Successful
73379,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0073378,INV0073378,C013379,2025-10-04,UPI,24326.0,437.87,Successful
73751,Invalid Foreign Key: Invoice_ID,PAY0073750,INV0073750,C013751,2025-10-11,UPI,21050.0,378.9,Successful
73958,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0073957,INV0073957,C013958,2026-05-06,UPI,21869.0,393.64,Successful
74166,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0074165,INV0074165,C014166,2025-11-30,Wallet,22805.0,410.49,Successful
74251,Invalid Foreign Key: Invoice_ID,PAY0074250,INV0074250,C014251,2026-02-23,Bank Transfer,9350.0,168.3,Successful
74635,Invalid Foreign Key: Invoice_ID,PAY0074634,INV0074634,C014635,2026-03-14,UPI,7478.0,134.6,Successful
74751,Invalid Foreign Key: Invoice_ID,PAY0074750,INV0074750,C014751,2026-07-08,Wallet,21050.0,378.9,Successful
74835,Invalid Foreign Key: Invoice_ID,PAY0074834,INV0074834,C014835,2025-09-30,Wallet,7478.0,134.6,Failed
74953,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0074952,INV0074952,C014953,2026-01-26,Bank Transfer,21284.0,383.11,Successful
74955,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0074954,INV0074954,C014955,2026-01-28,Card,21518.0,387.32,Successful
75046,Future Date: Payment_Date,PAY0075045,INV0075045,C015046,2027-06-01,UPI,8765.0,157.77,Successful
75251,Invalid Foreign Key: Invoice_ID,PAY0075250,INV0075250,C015251,2025-11-20,Bank Transfer,9350.0,168.3,Successful
75740,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0075739,INV0075739,C015740,2026-03-24,Bank Transfer,19763.0,355.73,Successful
75751,Invalid Foreign Key: Invoice_ID,PAY0075750,INV0075750,C015751,2026-04-04,Wallet,21050.0,378.9,Successful
75952,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0075951,INV0075951,C015952,2025-10-22,Card,21167.0,381.01,Successful
76251,Invalid Foreign Key: Invoice_ID,PAY0076250,INV0076250,C016251,2026-08-17,Card,9350.0,168.3,Successful
76412,Invalid Foreign Key: Invoice_ID,PAY0076411,INV0076411,C016412,2026-01-25,Bank Transfer,4787.0,86.17,Successful
76527,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0076526,INV0076526,C016527,2026-05-20,Wallet,18242.0,328.36,Successful
76614,Invalid Foreign Key: Invoice_ID,PAY0076613,INV0076613,C016614,2026-08-15,Bank Transfer,5021.0,90.38,Successful
76751,Invalid Foreign Key: Invoice_ID,PAY0076750,INV0076750,C016751,2025-12-30,UPI,21050.0,378.9,Successful
76949,Invalid Foreign Key: Invoice_ID; Invalid Foreign Key: Customer_ID,PAY0076948,INV0076948,C016949,2026-07-16,Wallet,20816.0,374.69,Successful
