Source_Row,Reject_Reasons,Invoice_ID,Order_ID,Customer_ID,Invoice_Date,Due_Date,Invoice_Amount,Tax_Amount,Invoice_Status
70050,Invalid Foreign Key: Order_ID,INV0070049,O0070049,C010050,2026-08-01,2026-08-31,6406.79,1153.22,Issued
70064,Duplicate Primary Key,INV0070062,O0070063,C010064,2026-08-15,2026-09-14,6509.15,1171.65,Issued
70231,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0070230,O0070230,C010231,2026-01-29,2026-02-28,791.06,142.39,Issued
70251,Invalid Foreign Key: Order_ID,INV0070250,O0070250,C010251,2026-02-18,2026-03-20,1285.97,231.48,Issued
70433,Invalid Foreign Key: Order_ID,INV0070432,O0070432,C010433,2026-08-19,2026-09-18,2544.14,457.95,Issued
70751,Invalid Foreign Key: Order_ID,INV0070750,O0070750,C010751,2026-07-03,2026-08-02,1292.67,232.68,Issued
70967,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0070966,O0070966,C010967,2026-02-04,2026-03-06,3402.83,612.51,Issued
71018,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0071017,O0071017,C011018,2026-03-27,2026-04-26,1494.62,269.03,Issued
71081,Invalid Foreign Key: Order_ID,INV0071080,O0071080,C011081,2026-05-29,2026-06-28,2078.85,374.19,Issued
71251,Invalid Foreign Key: Order_ID,INV0071250,O0071250,C011251,2025-11-15,2025-12-15,1299.37,233.89,Issued
71751,Invalid Foreign Key: Order_ID,INV0071750,O0071750,C011751,2026-03-30,2026-04-29,1306.07,235.09,Issued
71805,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0071804,O0071804,C011805,2026-05-23,2026-06-22,834.14,150.15,Issued
71964,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0071963,O0071963,C011964,2025-10-29,2025-11-28,6542.54,1177.66,Issued
72251,Invalid Foreign Key: Order_ID,INV0072250,O0072250,C012251,2026-08-12,2026-09-11,1312.76,236.3,Issued
72592,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0072591,O0072591,C012592,2026-07-19,2026-08-18,4590.73,826.33,Issued
72634,Invalid Foreign Key: Order_ID,INV0072633,O0072633,C012634,2026-08-30,2026-09-29,3507.68,631.38,Overdue
72751,Invalid Foreign Key: Order_ID,INV0072750,O0072750,C012751,2025-12-25,2026-01-24,1272.58,229.06,Issued
72858,Invalid Foreign Key: Order_ID,INV0072857,O0072857,C012858,2026-04-11,2026-05-11,4391.59,790.49,Issued
72961,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0072960,O0072960,C012961,2026-07-23,2026-08-22,1513.34,272.4,Issued
73251,Invalid Foreign Key: Order_ID,INV0073250,O0073250,C013251,2026-05-09,2026-06-08,1326.16,238.71,Issued
73283,Invalid Foreign Key: Order_ID,INV0073282,O0073282,C013283,2026-06-10,2026-07-10,6129.01,1103.22,Overdue
73379,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0073378,O0073378,C013379,2025-09-14,2025-10-14,7950.73,1431.13,Issued
73751,Invalid Foreign Key: Order_ID,INV0073750,O0073750,C013751,2025-09-21,2025-10-21,1285.97,231.48,Issued
73958,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0073957,O0073957,C013958,2026-04-16,2026-05-16,4505.36,810.96,Issued
74166,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0074165,O0074165,C014166,2025-11-10,2025-12-10,1676.71,301.81,Issued
74251,Invalid Foreign Key: Order_ID,INV0074250,O0074250,C014251,2026-02-03,2026-03-05,1292.67,232.68,Overdue
74635,Invalid Foreign Key: Order_ID,INV0074634,O0074634,C014635,2026-02-22,2026-03-24,4553.58,819.65,Issued
74751,Invalid Foreign Key: Order_ID,INV0074750,O0074750,C014751,2026-06-18,2026-07-18,1299.37,233.89,Issued
74835,Invalid Foreign Key: Order_ID,INV0074834,O0074834,C014835,2025-09-10,2025-10-10,4530.23,815.44,Issued
74953,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0074952,O0074952,C014953,2026-01-06,2026-02-05,4087.31,735.72,Issued
74955,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0074954,O0074954,C014955,2026-01-08,2026-02-07,6916.45,1244.96,Overdue
75251,Invalid Foreign Key: Order_ID,INV0075250,O0075250,C015251,2025-10-31,2025-11-30,1306.07,235.09,Issued
75740,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0075739,O0075739,C015740,2026-03-04,2026-04-03,5038.72,906.97,Issued
75751,Invalid Foreign Key: Order_ID,INV0075750,O0075750,C015751,2026-03-15,2026-04-14,1312.76,236.3,Issued
75952,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0075951,O0075951,C015952,2025-10-02,2025-11-01,2634.25,474.17,Issued
76251,Invalid Foreign Key: Order_ID,INV0076250,O0076250,C016251,2026-07-28,2026-08-27,1272.58,229.06,Issued
76412,Invalid Foreign Key: Order_ID,INV0076411,O0076411,C016412,2026-01-05,2026-02-04,667.24,120.1,Issued
76527,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0076526,O0076526,C016527,2026-04-30,2026-05-30,1448.02,260.64,Issued
76614,Invalid Foreign Key: Order_ID,INV0076613,O0076613,C016614,2026-07-26,2026-08-25,1543.17,277.77,Issued
76751,Invalid Foreign Key: Order_ID,INV0076750,O0076750,C016751,2025-12-10,2026-01-09,1326.16,238.71,Issued
76949,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0076948,O0076948,C016949,2026-06-26,2026-07-26,5000.82,900.15,Issued
77036,Invalid Foreign Key: Order_ID,INV0077035,O0077035,C017036,2025-09-21,2025-10-21,935.43,168.38,Issued
77251,Invalid Foreign Key: Order_ID,INV0077250,O0077250,C017251,2026-04-24,2026-05-24,1285.97,231.48,Issued
77314,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0077313,O0077313,C017314,2026-06-26,2026-07-26,1543.17,277.77,Issued
77751,Invalid Foreign Key: Order_ID,INV0077750,O0077750,C017751,2025-09-06,2025-10-06,1292.67,232.68,Issued
77946,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0077945,O0077945,C017946,2026-03-20,2026-04-19,1182.52,212.85,Issued
78101,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0078100,O0078100,C018101,2026-08-22,2026-09-21,69.87,12.58,Overdue
78189,Invalid Foreign Key: Order_ID,INV0078188,O0078188,C018189,2025-11-18,2025-12-18,8841.94,1591.55,Overdue
78251,Invalid Foreign Key: Order_ID,INV0078250,O0078250,C018251,2026-01-19,2026-02-18,1299.37,233.89,Issued
78751,Invalid Foreign Key: Order_ID,INV0078750,O0078750,C018751,2026-06-03,2026-07-03,1306.07,235.09,Issued
78888,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0078887,O0078887,C018888,2025-10-18,2025-11-17,6626.78,1192.82,Issued
78943,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0078942,O0078942,C018943,2025-12-12,2026-01-11,3342.23,601.6,Issued
79237,Invalid Foreign Key: Order_ID,INV0079236,O0079236,C019237,2025-10-02,2025-11-01,1930.12,347.42,Issued
79251,Invalid Foreign Key: Order_ID,INV0079250,O0079250,C019251,2025-10-16,2025-11-15,1312.76,236.3,Issued
79675,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0079674,O0079674,C019675,2025-12-14,2026-01-13,9495.46,1709.18,Issued
79751,Invalid Foreign Key: Order_ID,INV0079750,O0079750,C019751,2026-02-28,2026-03-30,1272.58,229.06,Overdue
79940,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0079939,O0079939,C019940,2025-09-05,2025-10-05,5038.72,906.97,Issued
79945,Invalid Foreign Key: Order_ID,INV0079944,O0079944,C019945,2025-09-10,2025-10-10,5759.37,1036.69,Issued
79966,Invalid Foreign Key: Order_ID,INV0079965,O0079965,C019966,2025-10-01,2025-10-31,1668.11,300.26,Issued
80057,Invalid Foreign Key: Order_ID,INV0080056,O0080056,C000057,2025-12-31,2026-01-30,2893.73,520.87,Issued
80073,Duplicate Primary Key,INV0080071,O0080072,C000073,2026-01-16,2026-02-15,5406.74,973.21,Issued
80251,Invalid Foreign Key: Order_ID,INV0080250,O0080250,C000251,2026-07-13,2026-08-12,1326.16,238.71,Issued
80751,Invalid Foreign Key: Order_ID,INV0080750,O0080750,C000751,2025-11-25,2025-12-25,1285.97,231.48,Issued
80787,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0080786,O0080786,C000787,2025-12-31,2026-01-30,4278.61,770.15,Issued
80997,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0080996,O0080996,C000997,2026-07-29,2026-08-28,4760.13,856.82,Issued
81251,Invalid Foreign Key: Order_ID,INV0081250,O0081250,C001251,2026-04-09,2026-05-09,1292.67,232.68,Issued
81438,Invalid Foreign Key: Order_ID,INV0081437,O0081437,C001438,2025-10-13,2025-11-12,2878.78,518.18,Issued
81574,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0081573,O0081573,C001574,2026-02-26,2026-03-28,7612.88,1370.32,Issued
81743,Invalid Foreign Key: Order_ID,INV0081742,O0081742,C001743,2026-08-14,2026-09-13,3342.23,601.6,Issued
81751,Invalid Foreign Key: Order_ID,INV0081750,O0081750,C001751,2026-08-22,2026-09-21,1299.37,233.89,Issued
81994,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0081993,O0081993,C001994,2026-04-22,2026-05-22,9620.04,1731.61,Issued
82251,Invalid Foreign Key: Order_ID,INV0082250,O0082250,C002251,2026-01-04,2026-02-03,1306.07,235.09,Issued
82361,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0082360,O0082360,C002361,2026-04-24,2026-05-24,1529.27,275.27,Issued
82751,Invalid Foreign Key: Order_ID,INV0082750,O0082750,C002751,2026-05-19,2026-06-18,1312.76,236.3,Issued
82991,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0082990,O0082990,C002991,2026-01-14,2026-02-13,2259.14,406.65,Issued
83148,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0083147,O0083147,C003148,2026-06-20,2026-07-20,3657.91,658.42,Issued
83251,Invalid Foreign Key: Order_ID,INV0083250,O0083250,C003251,2025-10-01,2025-10-31,1272.58,229.06,Issued
83276,Invalid Foreign Key: Order_ID,INV0083275,O0083275,C003276,2025-10-26,2025-11-25,1933.67,348.06,Issued
83520,Invalid Foreign Key: Order_ID,INV0083519,O0083519,C003520,2026-06-27,2026-07-27,2741.93,493.55,Issued
83639,Invalid Foreign Key: Order_ID,INV0083638,O0083638,C003639,2025-10-24,2025-11-23,4100.34,738.06,Issued
83751,Invalid Foreign Key: Order_ID,INV0083750,O0083750,C003751,2026-02-13,2026-03-15,1326.16,238.71,Issued
83935,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0083934,O0083934,C003935,2026-08-16,2026-09-15,4530.23,815.44,Issued
83988,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0083987,O0083987,C003988,2025-10-08,2025-11-07,6592.62,1186.67,Issued
84251,Invalid Foreign Key: Order_ID,INV0084250,O0084250,C004251,2026-06-28,2026-07-28,1285.97,231.48,Issued
84722,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0084721,O0084721,C004722,2025-10-12,2025-11-11,1178.99,212.22,Issued
84751,Invalid Foreign Key: Order_ID,INV0084750,O0084750,C004751,2025-11-10,2025-12-10,1292.67,232.68,Issued
84985,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0084984,O0084984,C004985,2026-07-02,2026-08-01,10675.9,1921.66,Issued
85251,Invalid Foreign Key: Order_ID,INV0085250,O0085250,C005251,2026-03-25,2026-04-24,1299.37,233.89,Overdue
85297,Invalid Foreign Key: Order_ID,INV0085296,O0085296,C005297,2026-05-10,2026-06-09,4835.29,870.35,Issued
85509,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0085508,O0085508,C005509,2025-12-08,2026-01-07,1078.6,194.15,Issued
85751,Invalid Foreign Key: Order_ID,INV0085750,O0085750,C005751,2026-08-07,2026-09-06,1306.07,235.09,Issued
85840,Invalid Foreign Key: Order_ID,INV0085839,O0085839,C005840,2025-11-04,2025-12-04,5091.76,916.52,Issued
85982,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0085981,O0085981,C005982,2026-03-26,2026-04-25,4144.11,745.94,Issued
86251,Invalid Foreign Key: Order_ID,INV0086250,O0086250,C006251,2025-12-20,2026-01-19,1312.76,236.3,Issued
86296,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0086295,O0086295,C006296,2026-02-03,2026-03-05,2355.99,424.08,Overdue
86607,Invalid Foreign Key: Order_ID,INV0086606,O0086606,C006607,2025-12-11,2026-01-10,444.44,80.0,Issued
86751,Invalid Foreign Key: Order_ID,INV0086750,O0086750,C006751,2026-05-04,2026-06-03,1272.58,229.06,Issued
86979,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0086978,O0086978,C006979,2025-12-18,2026-01-17,8032.7,1445.89,Issued
87074,Invalid Foreign Key: Order_ID,INV0087073,O0087073,C007074,2026-03-23,2026-04-22,7497.53,1349.56,Issued
87083,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0087082,O0087082,C007083,2026-04-01,2026-05-01,6387.07,1149.67,Issued
87251,Invalid Foreign Key: Order_ID,INV0087250,O0087250,C007251,2025-09-16,2025-10-16,1326.16,238.71,Issued
87751,Invalid Foreign Key: Order_ID,INV0087750,O0087750,C007751,2026-01-29,2026-02-28,1285.97,231.48,Issued
87870,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0087869,O0087869,C007870,2026-05-28,2026-06-27,8741.14,1573.41,Issued
87976,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0087975,O0087975,C007976,2025-09-11,2025-10-11,1874.47,337.41,Issued
88041,Invalid Foreign Key: Order_ID,INV0088040,O0088040,C008041,2025-11-15,2025-12-15,1048.11,188.66,Issued
88251,Invalid Foreign Key: Order_ID,INV0088250,O0088250,C008251,2026-06-13,2026-07-13,1292.67,232.68,Issued
88657,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0088656,O0088656,C008657,2026-07-24,2026-08-23,2878.81,518.19,Issued
88751,Invalid Foreign Key: Order_ID,INV0088750,O0088750,C008751,2025-10-26,2025-11-25,1299.37,233.89,Issued
88851,Invalid Foreign Key: Order_ID,INV0088850,O0088850,C008851,2026-02-03,2026-03-05,1272.58,229.06,Issued
88973,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0088972,O0088972,C008973,2026-06-05,2026-07-05,5634.39,1014.19,Issued
89251,Invalid Foreign Key: Order_ID,INV0089250,O0089250,C009251,2026-03-10,2026-04-09,1306.07,235.09,Issued
89444,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0089443,O0089443,C009444,2025-09-19,2025-10-19,4509.16,811.65,Issued
89751,Invalid Foreign Key: Order_ID,INV0089750,O0089750,C009751,2026-07-23,2026-08-22,1312.76,236.3,Issued
89938,Invalid Foreign Key: Order_ID,INV0089937,O0089937,C009938,2026-01-26,2026-02-25,2924.23,526.36,Issued
89970,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0089969,O0089969,C009970,2026-02-27,2026-03-29,8741.14,1573.41,Overdue
90064,Invalid Foreign Key: Order_ID,INV0090063,O0090063,C010064,2026-06-01,2026-07-01,6442.39,1159.63,Issued
90082,Duplicate Primary Key,INV0090080,O0090081,C010082,2026-06-19,2026-07-19,4080.36,734.46,Issued
90231,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0090230,O0090230,C010231,2025-11-15,2025-12-15,811.88,146.14,Issued
90242,Invalid Foreign Key: Order_ID,INV0090241,O0090241,C010242,2025-11-26,2025-12-26,2156.25,388.13,Issued
90251,Invalid Foreign Key: Order_ID,INV0090250,O0090250,C010251,2025-12-05,2026-01-04,1272.58,229.06,Issued
90628,Invalid Foreign Key: Order_ID,INV0090627,O0090627,C010628,2025-12-17,2026-01-16,2179.2,392.26,Issued
90751,Invalid Foreign Key: Order_ID,INV0090750,O0090750,C010751,2026-04-19,2026-05-19,1326.16,238.71,Overdue
90967,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0090966,O0090966,C010967,2025-11-21,2025-12-21,3367.93,606.23,Issued
91018,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0091017,O0091017,C011018,2026-01-11,2026-02-10,1479.52,266.31,Issued
91251,Invalid Foreign Key: Order_ID,INV0091250,O0091250,C011251,2025-09-01,2025-10-01,1285.97,231.48,Issued
91751,Invalid Foreign Key: Order_ID,INV0091750,O0091750,C011751,2026-01-14,2026-02-13,1292.67,232.68,Issued
91805,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0091804,O0091804,C011805,2026-03-09,2026-04-08,825.46,148.58,Issued
91964,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0091963,O0091963,C011964,2026-08-15,2026-09-14,6475.77,1165.64,Issued
92251,Invalid Foreign Key: Order_ID,INV0092250,O0092250,C012251,2026-05-29,2026-06-28,1299.37,233.89,Issued
92405,Invalid Foreign Key: Order_ID,INV0092404,O0092404,C012405,2025-10-30,2025-11-29,842.83,151.71,Issued
92443,Invalid Foreign Key: Order_ID,INV0092442,O0092442,C012443,2025-12-07,2026-01-06,3325.18,598.53,Issued
92592,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0092591,O0092591,C012592,2026-05-05,2026-06-04,4709.66,847.74,Issued
92751,Invalid Foreign Key: Order_ID,INV0092750,O0092750,C012751,2025-10-11,2025-11-10,1306.07,235.09,Issued
92961,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0092960,O0092960,C012961,2026-05-09,2026-06-08,1553.16,279.57,Issued
93251,Invalid Foreign Key: Order_ID,INV0093250,O0093250,C013251,2026-02-23,2026-03-25,1312.76,236.3,Issued
93269,Invalid Foreign Key: Order_ID,INV0093268,O0093268,C013269,2026-03-13,2026-04-12,7003.34,1260.6,Issued
93379,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0093378,O0093378,C013379,2026-07-01,2026-07-31,7868.77,1416.38,Issued
93751,Invalid Foreign Key: Order_ID,INV0093750,O0093750,C013751,2026-07-08,2026-08-07,1272.58,229.06,Issued
93958,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0093957,O0093957,C013958,2026-01-31,2026-03-02,4459.85,802.77,Issued
94166,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0094165,O0094165,C014166,2026-08-27,2026-09-26,1659.51,298.71,Issued
94182,Invalid Foreign Key: Order_ID,INV0094181,O0094181,C014182,2025-09-12,2025-10-12,4165.37,749.77,Issued
94251,Invalid Foreign Key: Order_ID,INV0094250,O0094250,C014251,2025-11-20,2025-12-20,1326.16,238.71,Issued
94644,Invalid Foreign Key: Order_ID,INV0094643,O0094643,C014644,2025-12-18,2026-01-17,4555.65,820.02,Issued
94751,Invalid Foreign Key: Order_ID,INV0094750,O0094750,C014751,2026-04-04,2026-05-04,1285.97,231.48,Issued
94953,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0094952,O0094952,C014953,2025-10-23,2025-11-22,4045.6,728.21,Overdue
94955,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0094954,O0094954,C014955,2025-10-25,2025-11-24,6844.41,1231.99,Issued
95251,Invalid Foreign Key: Order_ID,INV0095250,O0095250,C015251,2026-08-17,2026-09-16,1292.67,232.68,Issued
95740,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0095739,O0095739,C015740,2025-12-19,2026-01-18,5171.32,930.84,Issued
95751,Invalid Foreign Key: Order_ID,INV0095750,O0095750,C015751,2025-12-30,2026-01-29,1299.37,233.89,Issued
95952,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0095951,O0095951,C015952,2026-07-19,2026-08-18,2702.5,486.45,Issued
95959,Invalid Foreign Key: Order_ID,INV0095958,O0095958,C015959,2026-07-26,2026-08-25,6107.51,1099.35,Issued
96251,Invalid Foreign Key: Order_ID,INV0096250,O0096250,C016251,2026-05-14,2026-06-13,1306.07,235.09,Overdue
96527,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0096526,O0096526,C016527,2026-02-14,2026-03-16,1433.4,258.01,Issued
96600,Invalid Foreign Key: Order_ID,INV0096599,O0096599,C016600,2026-04-28,2026-05-28,12261.46,2207.06,Issued
96751,Invalid Foreign Key: Order_ID,INV0096750,O0096750,C016751,2025-09-26,2025-10-26,1312.76,236.3,Issued
96845,Invalid Foreign Key: Order_ID,INV0096844,O0096844,C016845,2025-12-29,2026-01-28,5640.62,1015.31,Overdue
96949,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0096948,O0096948,C016949,2026-04-12,2026-05-12,4949.26,890.87,Issued
97251,Invalid Foreign Key: Order_ID,INV0097250,O0097250,C017251,2026-02-08,2026-03-10,1272.58,229.06,Issued
97314,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0097313,O0097313,C017314,2026-04-12,2026-05-12,1527.09,274.88,Issued
97736,Invalid Foreign Key: Order_ID,INV0097735,O0097735,C017736,2026-06-08,2026-07-08,925.83,166.65,Overdue
97751,Invalid Foreign Key: Order_ID,INV0097750,O0097750,C017751,2026-06-23,2026-07-23,1326.16,238.71,Issued
97946,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0097945,O0097945,C017946,2026-01-04,2026-02-03,1170.39,210.67,Issued
98101,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0098100,O0098100,C018101,2026-06-08,2026-07-08,71.68,12.9,Issued
98251,Invalid Foreign Key: Order_ID,INV0098250,O0098250,C018251,2025-11-05,2025-12-05,1285.97,231.48,Issued
98751,Invalid Foreign Key: Order_ID,INV0098750,O0098750,C018751,2026-03-20,2026-04-19,1292.67,232.68,Issued
98888,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0098887,O0098887,C018888,2026-08-04,2026-09-03,6558.46,1180.52,Issued
98943,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0098942,O0098942,C018943,2025-09-28,2025-10-28,3308.12,595.46,Issued
99046,Invalid Foreign Key: Order_ID,INV0099045,O0099045,C019046,2026-01-09,2026-02-08,1200.71,216.13,Issued
99251,Invalid Foreign Key: Order_ID,INV0099250,O0099250,C019251,2026-08-02,2026-09-01,1299.37,233.89,Issued
99513,Invalid Foreign Key: Order_ID,INV0099512,O0099512,C019513,2026-04-21,2026-05-21,1101.33,198.24,Issued
99675,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0099674,O0099674,C019675,2025-09-30,2025-10-30,9398.07,1691.65,Issued
99751,Invalid Foreign Key: Order_ID,INV0099750,O0099750,C019751,2025-12-15,2026-01-14,1306.07,235.09,Issued
99931,Invalid Foreign Key: Order_ID,INV0099930,O0099930,C019931,2026-06-13,2026-07-13,799.39,143.89,Issued
99940,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0099939,O0099939,C019940,2026-06-22,2026-07-22,5171.32,930.84,Issued
100091,Duplicate Primary Key,INV0100089,O0000090,C000091,2025-11-30,2025-12-30,3388.71,609.97,Issued
100251,Invalid Foreign Key: Order_ID,INV0100250,O0000250,C000251,2026-05-09,2026-06-08,1949.05,350.83,Issued
100751,Invalid Foreign Key: Order_ID,INV0100750,O0000750,C000751,2025-09-21,2025-10-21,1935.66,348.42,Issued
100787,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0100786,O0000786,C000787,2025-10-27,2025-11-26,6598.07,1187.65,Issued
100997,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0100996,O0000996,C000997,2026-05-25,2026-06-24,7340.62,1321.31,Issued
101251,Invalid Foreign Key: Order_ID,INV0101250,O0001250,C001251,2026-02-03,2026-03-05,1969.15,354.45,Issued
101574,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0101573,O0001573,C001574,2025-12-23,2026-01-22,11188.62,2013.95,Issued
101751,Invalid Foreign Key: Order_ID,INV0101750,O0001750,C001751,2026-06-18,2026-07-18,1955.75,352.04,Overdue
101778,Invalid Foreign Key: Order_ID,INV0101777,O0001777,C001778,2026-07-15,2026-08-14,8742.88,1573.72,Issued
101994,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0101993,O0001993,C001994,2026-02-16,2026-03-18,14138.54,2544.94,Issued
