Source_Row,Reject_Reasons,Event_ID,Customer_ID,Session_ID,Event_Time,Channel,Event_Type,Page,Experiment_Group,Converted,Order_ID
166979,Invalid Foreign Key: Customer_ID,EV00166978,C006979,SES00041745,2026-02-21 10:58:00,Referral,Checkout,/product,Treatment,0,
167083,Invalid Foreign Key: Customer_ID,EV00167082,C007083,SES00041771,2026-06-05 18:42:00,Email,Page View,/product,Treatment,0,
167870,Invalid Foreign Key: Customer_ID,EV00167869,C007870,SES00041968,2026-08-01 13:49:00,Organic Search,Product View,/home,Control,0,
167976,Invalid Foreign Key: Customer_ID,EV00167975,C007976,SES00041994,2025-11-15 23:35:00,Google Ads,Page View,/product,Control,0,
168657,Invalid Foreign Key: Customer_ID,EV00168656,C008657,SES00042165,2025-09-27 08:56:00,Instagram,Checkout,/cart,Treatment,0,
168973,Invalid Foreign Key: Customer_ID,EV00168972,C008973,SES00042244,2026-08-09 12:12:00,Email,Checkout,/home,Treatment,0,
169444,Invalid Foreign Key: Customer_ID,EV00169443,C009444,SES00042361,2025-11-23 03:03:00,Referral,Add to Cart,/home,Control,0,
169970,Invalid Foreign Key: Customer_ID,EV00169969,C009970,SES00042493,2026-05-03 01:49:00,Organic Search,Checkout,/product,Control,0,
170231,Invalid Foreign Key: Customer_ID,EV00170230,C010231,SES00042558,2026-01-19 22:10:00,Google Ads,Add to Cart,/home,Treatment,0,
170967,Invalid Foreign Key: Customer_ID,EV00170966,C010967,SES00042742,2026-01-25 14:26:00,Instagram,Checkout,/cart,Treatment,0,
171018,Invalid Foreign Key: Customer_ID,EV00171017,C011018,SES00042755,2026-03-17 17:17:00,Email,Checkout,/product,Control,0,
171805,Invalid Foreign Key: Customer_ID,EV00171804,C011805,SES00042952,2026-05-13 12:24:00,Organic Search,Page View,/checkout,Treatment,0,
171964,Invalid Foreign Key: Customer_ID,EV00171963,C011964,SES00042991,2025-10-19 03:03:00,Referral,Add to Cart,/product,Control,0,
172592,Invalid Foreign Key: Customer_ID,EV00172591,C012592,SES00043148,2026-07-09 07:31:00,Instagram,Page View,/home,Control,0,
172961,Invalid Foreign Key: Customer_ID,EV00172960,C012961,SES00043241,2026-07-13 16:40:00,Google Ads,Purchase,/checkout,Treatment,1,O0072961
173379,Invalid Foreign Key: Customer_ID,EV00173378,C013379,SES00043345,2025-09-04 02:38:00,Referral,Product View,/home,Treatment,0,
173958,Invalid Foreign Key: Customer_ID,EV00173957,C013958,SES00043490,2026-04-06 05:17:00,Email,Page View,/checkout,Control,0,
174953,Invalid Foreign Key: Customer_ID,EV00174952,C014953,SES00043739,2025-12-27 16:52:00,Email,Product View,/product,Treatment,0,
174955,Invalid Foreign Key: Customer_ID,EV00174954,C014955,SES00043739,2025-12-29 18:54:00,Organic Search,Checkout,/cart,Treatment,0,
175740,Invalid Foreign Key: Customer_ID,EV00175739,C015740,SES00043935,2026-02-22 11:59:00,Organic Search,Add to Cart,/home,Control,0,
175951,Invalid Foreign Key: Order_ID,EV00175950,,SES00043988,2025-09-21 06:30:00,Google Ads,Purchase,/checkout,Treatment,1,O0075951
175952,Invalid Foreign Key: Customer_ID,EV00175951,C015952,SES00043988,2025-09-22 07:31:00,Instagram,Checkout,/product,Control,0,
176250,Invalid Foreign Key: Order_ID,EV00176249,C016250,SES00044063,2026-07-17 17:29:00,Organic Search,Purchase,/home,Control,1,O0076250
176411,Invalid Foreign Key: Order_ID,EV00176410,C016411,SES00044103,2025-12-25 10:10:00,Google Ads,Purchase,/product,Treatment,1,O0076411
176526,Invalid Foreign Key: Order_ID,EV00176525,C016526,SES00044132,2026-04-19 05:05:00,Google Ads,Purchase,/home,Control,1,O0076526
176527,Invalid Foreign Key: Customer_ID,EV00176526,C016527,SES00044132,2026-04-20 06:06:00,Instagram,Checkout,/home,Treatment,0,
176949,Invalid Foreign Key: Customer_ID,EV00176948,C016949,SES00044238,2026-06-16 20:08:00,Referral,Product View,/home,Treatment,0,
177314,Invalid Foreign Key: Customer_ID,EV00177313,C017314,SES00044329,2026-06-16 01:13:00,Referral,Page View,/cart,Control,0,
177946,Invalid Foreign Key: Customer_ID,EV00177945,C017946,SES00044487,2026-03-10 09:45:00,Google Ads,Checkout,/home,Control,0,
178101,Invalid Foreign Key: Customer_ID,EV00178100,C018101,SES00044526,2026-08-12 20:20:00,Google Ads,Checkout,/cart,Treatment,0,
178888,Invalid Foreign Key: Customer_ID,EV00178887,C018888,SES00044722,2025-10-08 15:27:00,Email,Checkout,/product,Control,0,
179675,Invalid Foreign Key: Customer_ID,EV00179674,C019675,SES00044919,2025-12-04 10:34:00,Organic Search,Add to Cart,/cart,Treatment,0,
179940,Invalid Foreign Key: Customer_ID,EV00179939,C019940,SES00044985,2026-08-26 11:59:00,Organic Search,Page View,/home,Control,0,
180787,Invalid Foreign Key: Customer_ID,EV00180786,C000787,SES00045197,2025-12-21 18:06:00,Instagram,Checkout,/checkout,Treatment,0,
180997,Invalid Foreign Key: Customer_ID,EV00180996,C000997,SES00045250,2026-07-19 12:36:00,Instagram,Product View,/cart,Treatment,0,
181574,Invalid Foreign Key: Customer_ID,EV00181573,C001574,SES00045394,2026-02-16 13:13:00,Referral,Add to Cart,/checkout,Control,0,
181994,Invalid Foreign Key: Customer_ID,EV00181993,C001994,SES00045499,2026-04-12 01:13:00,Referral,Page View,/home,Control,0,
182361,Invalid Foreign Key: Customer_ID,EV00182360,C002361,SES00045591,2026-04-14 08:20:00,Google Ads,Add to Cart,/checkout,Treatment,0,
182991,Invalid Foreign Key: Customer_ID,EV00182990,C002991,SES00045748,2026-01-04 14:50:00,Google Ads,Page View,/home,Treatment,0,
183148,Invalid Foreign Key: Customer_ID,EV00183147,C003148,SES00045787,2026-06-10 03:27:00,Email,Checkout,/product,Control,0,
183935,Invalid Foreign Key: Customer_ID,EV00183934,C003935,SES00045984,2026-08-06 22:34:00,Organic Search,Add to Cart,/cart,Treatment,0,
183988,Invalid Foreign Key: Customer_ID,EV00183987,C003988,SES00045997,2025-09-28 03:27:00,Email,Add to Cart,/checkout,Control,0,
184722,Invalid Foreign Key: Customer_ID,EV00184721,C004722,SES00046181,2025-10-02 17:41:00,Instagram,Page View,/product,Control,0,
184985,Invalid Foreign Key: Customer_ID,EV00184984,C004985,SES00046247,2026-06-22 16:04:00,Organic Search,Page View,/home,Treatment,0,
185509,Invalid Foreign Key: Customer_ID,EV00185508,C005509,SES00046378,2025-11-28 12:48:00,Referral,Add to Cart,/product,Treatment,0,
185982,Invalid Foreign Key: Customer_ID,EV00185981,C005982,SES00046496,2026-03-16 05:41:00,Instagram,Add to Cart,/home,Control,0,
186296,Invalid Foreign Key: Customer_ID,EV00186295,C006296,SES00046574,2026-01-24 07:55:00,Google Ads,Add to Cart,/cart,Control,0,
186979,Invalid Foreign Key: Customer_ID,EV00186978,C006979,SES00046745,2025-12-08 18:18:00,Referral,Add to Cart,/product,Treatment,0,
187083,Invalid Foreign Key: Customer_ID,EV00187082,C007083,SES00046771,2026-03-22 02:02:00,Email,Purchase,/home,Treatment,1,O0087083
187750,Invalid Foreign Key: Order_ID,EV00187749,C007750,SES00046938,2026-01-18 21:09:00,Organic Search,Purchase,/cart,Control,1,O0087750
187870,Invalid Foreign Key: Customer_ID,EV00187869,C007870,SES00046968,2026-05-18 21:09:00,Organic Search,Product View,/product,Control,0,
187976,Invalid Foreign Key: Customer_ID,EV00187975,C007976,SES00046994,2025-09-01 07:55:00,Google Ads,Checkout,/home,Control,0,
188657,Invalid Foreign Key: Customer_ID,EV00188656,C008657,SES00047165,2026-07-14 16:16:00,Instagram,Page View,/cart,Treatment,0,
189444,Invalid Foreign Key: Customer_ID,EV00189443,C009444,SES00047361,2025-09-09 11:23:00,Referral,Page View,/product,Control,0,
189970,Invalid Foreign Key: Customer_ID,EV00189969,C009970,SES00047493,2026-02-17 09:09:00,Organic Search,Product View,/product,Control,0,
190967,Invalid Foreign Key: Customer_ID,EV00190966,C010967,SES00047742,2025-11-11 22:46:00,Instagram,Add to Cart,/cart,Treatment,0,
191018,Invalid Foreign Key: Customer_ID,EV00191017,C011018,SES00047755,2026-01-01 01:37:00,Email,Page View,/product,Control,0,
191805,Invalid Foreign Key: Customer_ID,EV00191804,C011805,SES00047952,2026-02-27 20:44:00,Organic Search,Checkout,/home,Treatment,0,
191964,Invalid Foreign Key: Customer_ID,EV00191963,C011964,SES00047991,2026-08-05 11:23:00,Referral,Checkout,/checkout,Control,0,
192442,Invalid Foreign Key: Order_ID,EV00192441,C012442,SES00048111,2025-11-26 09:21:00,Instagram,Purchase,/cart,Control,1,O0092442
192592,Invalid Foreign Key: Customer_ID,EV00192591,C012592,SES00048148,2026-04-25 15:51:00,Instagram,Add to Cart,/cart,Control,0,
192961,Invalid Foreign Key: Customer_ID,EV00192960,C012961,SES00048241,2026-04-29 00:00:00,Google Ads,Page View,/checkout,Treatment,0,
193379,Invalid Foreign Key: Customer_ID,EV00193378,C013379,SES00048345,2026-06-21 10:58:00,Referral,Checkout,/cart,Treatment,0,
193958,Invalid Foreign Key: Customer_ID,EV00193957,C013958,SES00048490,2026-01-21 13:37:00,Email,Add to Cart,/home,Control,0,
194166,Invalid Foreign Key: Customer_ID,EV00194165,C014166,SES00048542,2026-08-17 05:05:00,Google Ads,Add to Cart,/product,Control,0,
194953,Invalid Foreign Key: Customer_ID,EV00194952,C014953,SES00048739,2025-10-13 00:12:00,Email,Page View,/product,Treatment,0,
194955,Invalid Foreign Key: Customer_ID,EV00194954,C014955,SES00048739,2025-10-15 02:14:00,Organic Search,Add to Cart,/home,Treatment,0,
195740,Invalid Foreign Key: Customer_ID,EV00195739,C015740,SES00048935,2025-12-09 19:19:00,Organic Search,Product View,/cart,Control,0,
195952,Invalid Foreign Key: Customer_ID,EV00195951,C015952,SES00048988,2026-07-09 15:51:00,Instagram,Add to Cart,/cart,Control,0,
196527,Invalid Foreign Key: Customer_ID,EV00196526,C016527,SES00049132,2026-02-04 14:26:00,Instagram,Product View,/checkout,Treatment,0,
196949,Invalid Foreign Key: Customer_ID,EV00196948,C016949,SES00049238,2026-04-02 04:28:00,Referral,Checkout,/home,Treatment,0,
197314,Invalid Foreign Key: Customer_ID,EV00197313,C017314,SES00049329,2026-04-02 09:33:00,Referral,Checkout,/product,Control,0,
197946,Invalid Foreign Key: Customer_ID,EV00197945,C017946,SES00049487,2025-12-25 17:05:00,Google Ads,Checkout,/home,Control,0,
198100,Invalid Foreign Key: Order_ID,EV00198099,C018100,SES00049525,2026-05-28 03:39:00,Organic Search,Purchase,/cart,Control,1,O0098100
198101,Invalid Foreign Key: Customer_ID,EV00198100,C018101,SES00049526,2026-05-29 04:40:00,Google Ads,Product View,/cart,Treatment,0,
198888,Invalid Foreign Key: Customer_ID,EV00198887,C018888,SES00049722,2026-07-25 23:47:00,Email,Page View,/product,Control,0,
198943,Invalid Foreign Key: Customer_ID,EV00198942,C018943,SES00049736,2025-09-18 06:42:00,Email,Product View,/product,Treatment,0,
199250,Invalid Foreign Key: Order_ID,EV00199249,C019250,SES00049813,2026-07-22 01:49:00,Organic Search,Purchase,/checkout,Control,1,O0099250
199675,Invalid Foreign Key: Customer_ID,EV00199674,C019675,SES00049919,2025-09-20 18:54:00,Organic Search,Add to Cart,/cart,Treatment,0,
199940,Invalid Foreign Key: Customer_ID,EV00199939,C019940,SES00049985,2026-06-12 19:19:00,Organic Search,Purchase,/home,Control,1,O0099940
