Source_Row,Reject_Reasons,Inventory_ID,Snapshot_Date,Warehouse_ID,Product_ID,Opening_Stock,Purchases,Units_Sold,Returns_In,Adjustments,Closing_Stock,Unit_Cost,Stock_Value,Stockout_Flag
54921,Invalid Foreign Key: Product_ID,ST00054920,2026-02-18,W001,P00921,470,20,140,2,2,354,2500,885000.0,0
54998,Invalid Foreign Key: Product_ID,ST00054997,2026-05-06,W018,P00998,547,97,259,7,2,394,10970,4322180.0,0
55307,Invalid Foreign Key: Product_ID,ST00055306,2026-03-11,W007,P00307,356,106,322,1,3,144,960,138240.0,0
55421,Invalid Foreign Key: Product_ID,ST00055420,2026-07-03,W001,P00421,470,220,280,7,-2,415,2500,1037500.0,0
55499,Invalid Foreign Key: Product_ID,ST00055498,2025-09-19,W019,P00499,548,298,406,4,-1,443,11080,4908440.0,0
55577,Invalid Foreign Key: Product_ID,ST00055576,2025-12-06,W017,P00577,126,76,112,1,0,91,8660,788060.0,0
55614,Invalid Foreign Key: Product_ID,ST00055613,2026-01-12,W014,P00614,163,113,371,2,2,-91,1730,-157430.0,1
55842,Invalid Foreign Key: Product_ID,ST00055841,2026-08-28,W002,P00842,391,41,287,5,-1,149,4810,716690.0,0
55921,Invalid Foreign Key: Product_ID,ST00055920,2025-11-15,W001,P00921,470,120,0,3,1,594,2500,1485000.0,0
55998,Invalid Foreign Key: Product_ID,ST00055997,2026-01-31,W018,P00998,547,197,119,8,1,634,10970,6954980.0,0
56307,Invalid Foreign Key: Product_ID,ST00056306,2025-12-06,W007,P00307,356,206,182,2,2,384,960,368640.0,0
56421,Invalid Foreign Key: Product_ID,ST00056420,2026-03-30,W001,P00421,470,20,140,8,-3,355,2500,887500.0,0
56499,Invalid Foreign Key: Product_ID,ST00056498,2026-06-16,W019,P00499,548,98,266,5,-2,383,11080,4243640.0,0
56577,Invalid Foreign Key: Product_ID,ST00056576,2025-09-02,W017,P00577,126,176,392,2,-1,-89,8660,-770740.0,1
56614,Invalid Foreign Key: Product_ID,ST00056613,2025-10-09,W014,P00614,163,213,231,3,1,149,1730,257770.0,0
56842,Invalid Foreign Key: Product_ID,ST00056841,2026-05-25,W002,P00842,391,141,147,6,-2,389,4810,1871090.0,0
56921,Invalid Foreign Key: Product_ID,ST00056920,2026-08-12,W001,P00921,470,220,280,4,0,414,2500,1035000.0,0
56998,Invalid Foreign Key: Product_ID,ST00056997,2025-10-28,W018,P00998,547,297,399,0,0,445,10970,4881650.0,0
57307,Invalid Foreign Key: Product_ID,ST00057306,2025-09-02,W007,P00307,356,6,42,3,1,324,960,311040.0,0
57421,Invalid Foreign Key: Product_ID,ST00057420,2025-12-25,W001,P00421,470,120,0,0,3,593,2500,1482500.0,0
57499,Invalid Foreign Key: Product_ID,ST00057498,2026-03-13,W019,P00499,548,198,126,6,-3,623,11080,6902840.0,0
57577,Invalid Foreign Key: Product_ID,ST00057576,2026-05-30,W017,P00577,126,276,252,3,-2,151,8660,1307660.0,0
57614,Invalid Foreign Key: Product_ID,ST00057613,2026-07-06,W014,P00614,163,13,91,4,0,89,1730,153970.0,0
57842,Invalid Foreign Key: Product_ID,ST00057841,2026-02-19,W002,P00842,391,241,7,7,-3,629,4810,3025490.0,0
57921,Invalid Foreign Key: Product_ID,ST00057920,2026-05-09,W001,P00921,470,20,140,5,-1,354,2500,885000.0,0
57998,Invalid Foreign Key: Product_ID,ST00057997,2026-07-25,W018,P00998,547,97,259,1,-1,385,10970,4223450.0,0
58307,Invalid Foreign Key: Product_ID,ST00058306,2026-05-30,W007,P00307,356,106,322,4,0,144,960,138240.0,0
58421,Invalid Foreign Key: Product_ID,ST00058420,2025-09-21,W001,P00421,470,220,280,1,2,413,2500,1032500.0,0
58499,Invalid Foreign Key: Product_ID,ST00058498,2025-12-08,W019,P00499,548,298,406,7,3,450,11080,4986000.0,0
58577,Invalid Foreign Key: Product_ID,ST00058576,2026-02-24,W017,P00577,126,76,112,4,-3,91,8660,788060.0,0
58614,Invalid Foreign Key: Product_ID,ST00058613,2026-04-02,W014,P00614,163,113,371,5,-1,-91,1730,-157430.0,1
58842,Invalid Foreign Key: Product_ID,ST00058841,2025-11-16,W002,P00842,391,41,287,8,3,156,4810,750360.0,0
58921,Invalid Foreign Key: Product_ID,ST00058920,2026-02-03,W001,P00921,470,120,0,6,-2,594,2500,1485000.0,0
58998,Invalid Foreign Key: Product_ID,ST00058997,2026-04-21,W018,P00998,547,197,119,2,-2,625,10970,6856250.0,0
59307,Invalid Foreign Key: Product_ID,ST00059306,2026-02-24,W007,P00307,356,206,182,5,-1,384,960,368640.0,0
59421,Invalid Foreign Key: Product_ID,ST00059420,2026-06-18,W001,P00421,470,20,140,2,1,353,2500,882500.0,0
59499,Invalid Foreign Key: Product_ID,ST00059498,2025-09-04,W019,P00499,548,98,266,8,2,390,11080,4321200.0,0
59577,Invalid Foreign Key: Product_ID,ST00059576,2025-11-21,W017,P00577,126,176,392,5,3,-82,8660,-710120.0,1
59614,Invalid Foreign Key: Product_ID,ST00059613,2025-12-28,W014,P00614,163,213,231,6,-2,149,1730,257770.0,0
59842,Invalid Foreign Key: Product_ID,ST00059841,2026-08-13,W002,P00842,391,141,147,0,2,387,4810,1861470.0,0
59921,Invalid Foreign Key: Product_ID,ST00059920,2025-10-31,W001,P00921,470,220,280,7,-3,414,2500,1035000.0,0
59998,Invalid Foreign Key: Product_ID,ST00059997,2026-01-16,W018,P00998,547,297,399,3,-3,445,10970,4881650.0,0
60307,Invalid Foreign Key: Product_ID,ST00060306,2025-11-21,W007,P00307,356,6,42,6,-2,324,960,311040.0,0
60421,Invalid Foreign Key: Product_ID,ST00060420,2026-03-15,W001,P00421,470,120,0,3,0,593,2500,1482500.0,0
60499,Invalid Foreign Key: Product_ID,ST00060498,2026-06-01,W019,P00499,548,198,126,0,1,621,11080,6880680.0,0
60577,Invalid Foreign Key: Product_ID,ST00060576,2026-08-18,W017,P00577,126,276,252,6,2,158,8660,1368280.0,0
60614,Invalid Foreign Key: Product_ID,ST00060613,2025-09-24,W014,P00614,163,13,91,7,-3,89,1730,153970.0,0
60842,Invalid Foreign Key: Product_ID,ST00060841,2026-05-10,W002,P00842,391,241,7,1,1,627,4810,3015870.0,0
60921,Invalid Foreign Key: Product_ID,ST00060920,2026-07-28,W001,P00921,470,20,140,8,3,361,2500,902500.0,0
60998,Invalid Foreign Key: Product_ID,ST00060997,2025-10-13,W018,P00998,547,97,259,4,3,392,10970,4300240.0,0
61307,Invalid Foreign Key: Product_ID,ST00061306,2026-08-18,W007,P00307,356,106,322,7,-3,144,960,138240.0,0
61421,Invalid Foreign Key: Product_ID,ST00061420,2025-12-10,W001,P00421,470,220,280,4,-1,413,2500,1032500.0,0
61499,Invalid Foreign Key: Product_ID,ST00061498,2026-02-26,W019,P00499,548,298,406,1,0,441,11080,4886280.0,0
61577,Invalid Foreign Key: Product_ID,ST00061576,2026-05-15,W017,P00577,126,76,112,7,1,98,8660,848680.0,0
61614,Invalid Foreign Key: Product_ID,ST00061613,2026-06-21,W014,P00614,163,113,371,8,3,-84,1730,-145320.0,1
61842,Invalid Foreign Key: Product_ID,ST00061841,2026-02-04,W002,P00842,391,41,287,2,0,147,4810,707070.0,0
61921,Invalid Foreign Key: Product_ID,ST00061920,2026-04-24,W001,P00921,470,120,0,0,2,592,2500,1480000.0,0
61998,Invalid Foreign Key: Product_ID,ST00061997,2026-07-10,W018,P00998,547,197,119,5,2,632,10970,6933040.0,0
62307,Invalid Foreign Key: Product_ID,ST00062306,2026-05-15,W007,P00307,356,206,182,8,3,391,960,375360.0,0
62421,Invalid Foreign Key: Product_ID,ST00062420,2025-09-06,W001,P00421,470,20,140,5,-2,353,2500,882500.0,0
62499,Invalid Foreign Key: Product_ID,ST00062498,2025-11-23,W019,P00499,548,98,266,2,-1,381,11080,4221480.0,0
62577,Invalid Foreign Key: Product_ID,ST00062576,2026-02-09,W017,P00577,126,176,392,8,0,-82,8660,-710120.0,1
62614,Invalid Foreign Key: Product_ID,ST00062613,2026-03-18,W014,P00614,163,213,231,0,2,147,1730,254310.0,0
62842,Invalid Foreign Key: Product_ID,ST00062841,2025-11-01,W002,P00842,391,141,147,3,-1,387,4810,1861470.0,0
62921,Invalid Foreign Key: Product_ID,ST00062920,2026-01-19,W001,P00921,470,220,280,1,1,412,2500,1030000.0,0
62998,Invalid Foreign Key: Product_ID,ST00062997,2026-04-06,W018,P00998,547,297,399,6,1,452,10970,4958440.0,0
63307,Invalid Foreign Key: Product_ID,ST00063306,2026-02-09,W007,P00307,356,6,42,0,2,322,960,309120.0,0
63421,Invalid Foreign Key: Product_ID,ST00063420,2026-06-03,W001,P00421,470,120,0,6,-3,593,2500,1482500.0,0
63499,Invalid Foreign Key: Product_ID,ST00063498,2026-08-20,W019,P00499,548,198,126,3,-2,621,11080,6880680.0,0
63577,Invalid Foreign Key: Product_ID,ST00063576,2025-11-06,W017,P00577,126,276,252,0,-1,149,8660,1290340.0,0
63614,Invalid Foreign Key: Product_ID,ST00063613,2025-12-13,W014,P00614,163,13,91,1,1,87,1730,150510.0,0
63842,Invalid Foreign Key: Product_ID,ST00063841,2026-07-29,W002,P00842,391,241,7,4,-2,627,4810,3015870.0,0
63921,Invalid Foreign Key: Product_ID,ST00063920,2025-10-16,W001,P00921,470,20,140,2,0,352,2500,880000.0,0
63998,Invalid Foreign Key: Product_ID,ST00063997,2026-01-01,W018,P00998,547,97,259,7,0,392,10970,4300240.0,0
64307,Invalid Foreign Key: Product_ID,ST00064306,2025-11-06,W007,P00307,356,106,322,1,1,142,960,136320.0,0
64421,Invalid Foreign Key: Product_ID,ST00064420,2026-02-28,W001,P00421,470,220,280,7,3,420,2500,1050000.0,0
64499,Invalid Foreign Key: Product_ID,ST00064498,2026-05-17,W019,P00499,548,298,406,4,-3,441,11080,4886280.0,0
64577,Invalid Foreign Key: Product_ID,ST00064576,2026-08-03,W017,P00577,126,76,112,1,-2,89,8660,770740.0,0
64614,Invalid Foreign Key: Product_ID,ST00064613,2025-09-09,W014,P00614,163,113,371,2,0,-93,1730,-160890.0,1
64842,Invalid Foreign Key: Product_ID,ST00064841,2026-04-25,W002,P00842,391,41,287,5,-3,147,4810,707070.0,0
64921,Invalid Foreign Key: Product_ID,ST00064920,2026-07-13,W001,P00921,470,120,0,3,-1,592,2500,1480000.0,0
64998,Invalid Foreign Key: Product_ID,ST00064997,2025-09-28,W018,P00998,547,197,119,8,-1,632,10970,6933040.0,0
65307,Invalid Foreign Key: Product_ID,ST00065306,2026-08-03,W007,P00307,356,206,182,2,0,382,960,366720.0,0
65421,Invalid Foreign Key: Product_ID,ST00065420,2025-11-25,W001,P00421,470,20,140,8,2,360,2500,900000.0,0
65499,Invalid Foreign Key: Product_ID,ST00065498,2026-02-11,W019,P00499,548,98,266,5,3,388,11080,4299040.0,0
65577,Invalid Foreign Key: Product_ID,ST00065576,2026-04-30,W017,P00577,126,176,392,2,-3,-91,8660,-788060.0,1
65614,Invalid Foreign Key: Product_ID,ST00065613,2026-06-06,W014,P00614,163,213,231,3,-1,147,1730,254310.0,0
65842,Invalid Foreign Key: Product_ID,ST00065841,2026-01-20,W002,P00842,391,141,147,6,3,394,4810,1895140.0,0
65921,Invalid Foreign Key: Product_ID,ST00065920,2026-04-09,W001,P00921,470,220,280,4,-2,412,2500,1030000.0,0
65998,Invalid Foreign Key: Product_ID,ST00065997,2026-06-25,W018,P00998,547,297,399,0,-2,443,10970,4859710.0,0
66307,Invalid Foreign Key: Product_ID,ST00066306,2026-04-30,W007,P00307,356,6,42,3,-1,322,960,309120.0,0
66421,Invalid Foreign Key: Product_ID,ST00066420,2026-08-22,W001,P00421,470,120,0,0,1,591,2500,1477500.0,0
66499,Invalid Foreign Key: Product_ID,ST00066498,2025-11-08,W019,P00499,548,198,126,6,2,628,11080,6958240.0,0
66577,Invalid Foreign Key: Product_ID,ST00066576,2026-01-25,W017,P00577,126,276,252,3,3,156,8660,1350960.0,0
66614,Invalid Foreign Key: Product_ID,ST00066613,2026-03-03,W014,P00614,163,13,91,4,-2,87,1730,150510.0,0
66842,Invalid Foreign Key: Product_ID,ST00066841,2025-10-17,W002,P00842,391,241,7,7,2,634,4810,3049540.0,0
66921,Invalid Foreign Key: Product_ID,ST00066920,2026-01-04,W001,P00921,470,20,140,5,-3,352,2500,880000.0,0
66998,Invalid Foreign Key: Product_ID,ST00066997,2026-03-22,W018,P00998,547,97,259,1,-3,383,10970,4201510.0,0
67307,Invalid Foreign Key: Product_ID,ST00067306,2026-01-25,W007,P00307,356,106,322,4,-2,142,960,136320.0,0
67421,Invalid Foreign Key: Product_ID,ST00067420,2026-05-19,W001,P00421,470,220,280,1,0,411,2500,1027500.0,0
67499,Invalid Foreign Key: Product_ID,ST00067498,2026-08-05,W019,P00499,548,298,406,7,1,448,11080,4963840.0,0
67577,Invalid Foreign Key: Product_ID,ST00067576,2025-10-22,W017,P00577,126,76,112,4,2,96,8660,831360.0,0
67614,Invalid Foreign Key: Product_ID,ST00067613,2025-11-28,W014,P00614,163,113,371,5,-3,-93,1730,-160890.0,1
67842,Invalid Foreign Key: Product_ID,ST00067841,2026-07-14,W002,P00842,391,41,287,8,1,154,4810,740740.0,0
67921,Invalid Foreign Key: Product_ID,ST00067920,2025-10-01,W001,P00921,470,120,0,6,3,599,2500,1497500.0,0
67998,Invalid Foreign Key: Product_ID,ST00067997,2025-12-17,W018,P00998,547,197,119,2,3,630,10970,6911100.0,0
68307,Invalid Foreign Key: Product_ID,ST00068306,2025-10-22,W007,P00307,356,206,182,5,-3,382,960,366720.0,0
68421,Invalid Foreign Key: Product_ID,ST00068420,2026-02-13,W001,P00421,470,20,140,2,-1,351,2500,877500.0,0
68499,Invalid Foreign Key: Product_ID,ST00068498,2026-05-02,W019,P00499,548,98,266,8,0,388,11080,4299040.0,0
68577,Invalid Foreign Key: Product_ID,ST00068576,2026-07-19,W017,P00577,126,176,392,5,1,-84,8660,-727440.0,1
68614,Invalid Foreign Key: Product_ID,ST00068613,2026-08-25,W014,P00614,163,213,231,6,3,154,1730,266420.0,0
68842,Invalid Foreign Key: Product_ID,ST00068841,2026-04-10,W002,P00842,391,141,147,0,0,385,4810,1851850.0,0
68921,Invalid Foreign Key: Product_ID,ST00068920,2026-06-28,W001,P00921,470,220,280,7,2,419,2500,1047500.0,0
68998,Invalid Foreign Key: Product_ID,ST00068997,2025-09-13,W018,P00998,547,297,399,3,2,450,10970,4936500.0,0
69307,Invalid Foreign Key: Product_ID,ST00069306,2026-07-19,W007,P00307,356,6,42,6,3,329,960,315840.0,0
69421,Invalid Foreign Key: Product_ID,ST00069420,2025-11-10,W001,P00421,470,120,0,3,-2,591,2500,1477500.0,0
69499,Invalid Foreign Key: Product_ID,ST00069498,2026-01-27,W019,P00499,548,198,126,0,-1,619,11080,6858520.0,0
69577,Invalid Foreign Key: Product_ID,ST00069576,2026-04-15,W017,P00577,126,276,252,6,0,156,8660,1350960.0,0
69614,Invalid Foreign Key: Product_ID,ST00069613,2026-05-22,W014,P00614,163,13,91,7,2,94,1730,162620.0,0
69842,Invalid Foreign Key: Product_ID,ST00069841,2026-01-05,W002,P00842,391,241,7,1,-1,625,4810,3006250.0,0
69921,Invalid Foreign Key: Product_ID,ST00069920,2026-03-25,W001,P00921,470,20,140,8,1,359,2500,897500.0,0
69998,Invalid Foreign Key: Product_ID,ST00069997,2026-06-10,W018,P00998,547,97,259,4,1,390,10970,4278300.0,0
70307,Invalid Foreign Key: Product_ID,ST00070306,2026-04-15,W007,P00307,356,106,322,7,2,149,960,143040.0,0
70421,Invalid Foreign Key: Product_ID,ST00070420,2026-08-07,W001,P00421,470,220,280,4,-3,411,2500,1027500.0,0
70499,Invalid Foreign Key: Product_ID,ST00070498,2025-10-24,W019,P00499,548,298,406,1,-2,439,11080,4864120.0,0
70577,Invalid Foreign Key: Product_ID,ST00070576,2026-01-10,W017,P00577,126,76,112,7,-1,96,8660,831360.0,0
70614,Invalid Foreign Key: Product_ID,ST00070613,2026-02-16,W014,P00614,163,113,371,8,1,-86,1730,-148780.0,1
70842,Invalid Foreign Key: Product_ID,ST00070841,2025-10-02,W002,P00842,391,41,287,2,-2,145,4810,697450.0,0
70921,Invalid Foreign Key: Product_ID,ST00070920,2025-12-20,W001,P00921,470,120,0,0,0,590,2500,1475000.0,0
70998,Invalid Foreign Key: Product_ID,ST00070997,2026-03-07,W018,P00998,547,197,119,5,0,630,10970,6911100.0,0
71307,Invalid Foreign Key: Product_ID,ST00071306,2026-01-10,W007,P00307,356,206,182,8,1,389,960,373440.0,0
71421,Invalid Foreign Key: Product_ID,ST00071420,2026-05-04,W001,P00421,470,20,140,5,3,358,2500,895000.0,0
71499,Invalid Foreign Key: Product_ID,ST00071498,2026-07-21,W019,P00499,548,98,266,2,-3,379,11080,4199320.0,0
71577,Invalid Foreign Key: Product_ID,ST00071576,2025-10-07,W017,P00577,126,176,392,8,-2,-84,8660,-727440.0,1
71614,Invalid Foreign Key: Product_ID,ST00071613,2025-11-13,W014,P00614,163,213,231,0,0,145,1730,250850.0,0
71842,Invalid Foreign Key: Product_ID,ST00071841,2026-06-29,W002,P00842,391,141,147,3,-3,385,4810,1851850.0,0
71921,Invalid Foreign Key: Product_ID,ST00071920,2025-09-16,W001,P00921,470,220,280,1,-1,410,2500,1025000.0,0
71998,Invalid Foreign Key: Product_ID,ST00071997,2025-12-02,W018,P00998,547,297,399,6,-1,450,10970,4936500.0,0
72307,Invalid Foreign Key: Product_ID,ST00072306,2025-10-07,W007,P00307,356,6,42,0,0,320,960,307200.0,0
72421,Invalid Foreign Key: Product_ID,ST00072420,2026-01-29,W001,P00421,470,120,0,6,2,598,2500,1495000.0,0
72499,Invalid Foreign Key: Product_ID,ST00072498,2026-04-17,W019,P00499,548,198,126,3,3,626,11080,6936080.0,0
72577,Invalid Foreign Key: Product_ID,ST00072576,2026-07-04,W017,P00577,126,276,252,0,-3,147,8660,1273020.0,0
72614,Invalid Foreign Key: Product_ID,ST00072613,2026-08-10,W014,P00614,163,13,91,1,-1,85,1730,147050.0,0
72842,Invalid Foreign Key: Product_ID,ST00072841,2026-03-26,W002,P00842,391,241,7,4,3,632,4810,3039920.0,0
72921,Invalid Foreign Key: Product_ID,ST00072920,2026-06-13,W001,P00921,470,20,140,2,-2,350,2500,875000.0,0
72998,Invalid Foreign Key: Product_ID,ST00072997,2026-08-29,W018,P00998,547,97,259,7,-2,390,10970,4278300.0,0
73307,Invalid Foreign Key: Product_ID,ST00073306,2026-07-04,W007,P00307,356,106,322,1,-1,140,960,134400.0,0
73421,Invalid Foreign Key: Product_ID,ST00073420,2025-10-26,W001,P00421,470,220,280,7,1,418,2500,1045000.0,0
73499,Invalid Foreign Key: Product_ID,ST00073498,2026-01-12,W019,P00499,548,298,406,4,2,446,11080,4941680.0,0
73577,Invalid Foreign Key: Product_ID,ST00073576,2026-03-31,W017,P00577,126,76,112,1,3,94,8660,814040.0,0
73614,Invalid Foreign Key: Product_ID,ST00073613,2026-05-07,W014,P00614,163,113,371,2,-2,-95,1730,-164350.0,1
73842,Invalid Foreign Key: Product_ID,ST00073841,2025-12-21,W002,P00842,391,41,287,5,2,152,4810,731120.0,0
73921,Invalid Foreign Key: Product_ID,ST00073920,2026-03-10,W001,P00921,470,120,0,3,-3,590,2500,1475000.0,0
73998,Invalid Foreign Key: Product_ID,ST00073997,2026-05-26,W018,P00998,547,197,119,8,-3,630,10970,6911100.0,0
74307,Invalid Foreign Key: Product_ID,ST00074306,2026-03-31,W007,P00307,356,206,182,2,-2,380,960,364800.0,0
74421,Invalid Foreign Key: Product_ID,ST00074420,2026-07-23,W001,P00421,470,20,140,8,0,358,2500,895000.0,0
74499,Invalid Foreign Key: Product_ID,ST00074498,2025-10-09,W019,P00499,548,98,266,5,1,386,11080,4276880.0,0
74577,Invalid Foreign Key: Product_ID,ST00074576,2025-12-26,W017,P00577,126,176,392,2,2,-86,8660,-744760.0,1
74614,Invalid Foreign Key: Product_ID,ST00074613,2026-02-01,W014,P00614,163,213,231,3,-3,145,1730,250850.0,0
74842,Invalid Foreign Key: Product_ID,ST00074841,2025-09-17,W002,P00842,391,141,147,6,1,392,4810,1885520.0,0
74921,Invalid Foreign Key: Product_ID,ST00074920,2025-12-05,W001,P00921,470,220,280,4,3,417,2500,1042500.0,0
74998,Invalid Foreign Key: Product_ID,ST00074997,2026-02-20,W018,P00998,547,297,399,0,3,448,10970,4914560.0,0
75307,Invalid Foreign Key: Product_ID,ST00075306,2025-12-26,W007,P00307,356,6,42,3,-3,320,960,307200.0,0
75421,Invalid Foreign Key: Product_ID,ST00075420,2026-04-19,W001,P00421,470,120,0,0,-1,589,2500,1472500.0,0
75499,Invalid Foreign Key: Product_ID,ST00075498,2026-07-06,W019,P00499,548,198,126,6,0,626,11080,6936080.0,0
75577,Invalid Foreign Key: Product_ID,ST00075576,2025-09-22,W017,P00577,126,276,252,3,1,154,8660,1333640.0,0
75614,Invalid Foreign Key: Product_ID,ST00075613,2025-10-29,W014,P00614,163,13,91,4,3,92,1730,159160.0,0
75842,Invalid Foreign Key: Product_ID,ST00075841,2026-06-14,W002,P00842,391,241,7,7,0,632,4810,3039920.0,0
75921,Invalid Foreign Key: Product_ID,ST00075920,2025-09-01,W001,P00921,470,20,140,5,2,357,2500,892500.0,0
75998,Invalid Foreign Key: Product_ID,ST00075997,2025-11-17,W018,P00998,547,97,259,1,2,388,10970,4256360.0,0
76307,Invalid Foreign Key: Product_ID,ST00076306,2025-09-22,W007,P00307,356,106,322,4,3,147,960,141120.0,0
76421,Invalid Foreign Key: Product_ID,ST00076420,2026-01-14,W001,P00421,470,220,280,1,-2,409,2500,1022500.0,0
76499,Invalid Foreign Key: Product_ID,ST00076498,2026-04-02,W019,P00499,548,298,406,7,-1,446,11080,4941680.0,0
76577,Invalid Foreign Key: Product_ID,ST00076576,2026-06-19,W017,P00577,126,76,112,4,0,94,8660,814040.0,0
76614,Invalid Foreign Key: Product_ID,ST00076613,2026-07-26,W014,P00614,163,113,371,5,2,-88,1730,-152240.0,1
76842,Invalid Foreign Key: Product_ID,ST00076841,2026-03-11,W002,P00842,391,41,287,8,-1,152,4810,731120.0,0
76921,Invalid Foreign Key: Product_ID,ST00076920,2026-05-29,W001,P00921,470,120,0,6,1,597,2500,1492500.0,0
76998,Invalid Foreign Key: Product_ID,ST00076997,2026-08-14,W018,P00998,547,197,119,2,1,628,10970,6889160.0,0
77307,Invalid Foreign Key: Product_ID,ST00077306,2026-06-19,W007,P00307,356,206,182,5,2,387,960,371520.0,0
77421,Invalid Foreign Key: Product_ID,ST00077420,2025-10-11,W001,P00421,470,20,140,2,-3,349,2500,872500.0,0
77499,Invalid Foreign Key: Product_ID,ST00077498,2025-12-28,W019,P00499,548,98,266,8,-2,386,11080,4276880.0,0
77577,Invalid Foreign Key: Product_ID,ST00077576,2026-03-16,W017,P00577,126,176,392,5,-1,-86,8660,-744760.0,1
77614,Invalid Foreign Key: Product_ID,ST00077613,2026-04-22,W014,P00614,163,213,231,6,1,152,1730,262960.0,0
77842,Invalid Foreign Key: Product_ID,ST00077841,2025-12-06,W002,P00842,391,141,147,0,-2,383,4810,1842230.0,0
77921,Invalid Foreign Key: Product_ID,ST00077920,2026-02-23,W001,P00921,470,220,280,7,0,417,2500,1042500.0,0
77998,Invalid Foreign Key: Product_ID,ST00077997,2026-05-11,W018,P00998,547,297,399,3,0,448,10970,4914560.0,0
78307,Invalid Foreign Key: Product_ID,ST00078306,2026-03-16,W007,P00307,356,6,42,6,1,327,960,313920.0,0
78421,Invalid Foreign Key: Product_ID,ST00078420,2026-07-08,W001,P00421,470,120,0,3,3,596,2500,1490000.0,0
78499,Invalid Foreign Key: Product_ID,ST00078498,2025-09-24,W019,P00499,548,198,126,0,-3,617,11080,6836360.0,0
78577,Invalid Foreign Key: Product_ID,ST00078576,2025-12-11,W017,P00577,126,276,252,6,-2,154,8660,1333640.0,0
78614,Invalid Foreign Key: Product_ID,ST00078613,2026-01-17,W014,P00614,163,13,91,7,0,92,1730,159160.0,0
78842,Invalid Foreign Key: Product_ID,ST00078841,2025-09-02,W002,P00842,391,241,7,1,-3,623,4810,2996630.0,0
78921,Invalid Foreign Key: Product_ID,ST00078920,2025-11-20,W001,P00921,470,20,140,8,-1,357,2500,892500.0,0
78998,Invalid Foreign Key: Product_ID,ST00078997,2026-02-05,W018,P00998,547,97,259,4,-1,388,10970,4256360.0,0
79307,Invalid Foreign Key: Product_ID,ST00079306,2025-12-11,W007,P00307,356,106,322,7,0,147,960,141120.0,0
79421,Invalid Foreign Key: Product_ID,ST00079420,2026-04-04,W001,P00421,470,220,280,4,2,416,2500,1040000.0,0
79499,Invalid Foreign Key: Product_ID,ST00079498,2026-06-21,W019,P00499,548,298,406,1,3,444,11080,4919520.0,0
79577,Invalid Foreign Key: Product_ID,ST00079576,2025-09-07,W017,P00577,126,76,112,7,-3,94,8660,814040.0,0
79614,Invalid Foreign Key: Product_ID,ST00079613,2025-10-14,W014,P00614,163,113,371,8,-1,-88,1730,-152240.0,1
79842,Invalid Foreign Key: Product_ID,ST00079841,2026-05-30,W002,P00842,391,41,287,2,3,150,4810,721500.0,0
79921,Invalid Foreign Key: Product_ID,ST00079920,2026-08-17,W001,P00921,470,120,0,0,-2,588,2500,1470000.0,0
79998,Invalid Foreign Key: Product_ID,ST00079997,2025-11-02,W018,P00998,547,197,119,5,-2,628,10970,6889160.0,0
80307,Invalid Foreign Key: Product_ID,ST00080306,2025-09-07,W007,P00307,356,206,182,8,-1,387,960,371520.0,0
80421,Invalid Foreign Key: Product_ID,ST00080420,2025-12-30,W001,P00421,470,20,140,5,1,356,2500,890000.0,0
80499,Invalid Foreign Key: Product_ID,ST00080498,2026-03-18,W019,P00499,548,98,266,2,2,384,11080,4254720.0,0
80577,Invalid Foreign Key: Product_ID,ST00080576,2026-06-04,W017,P00577,126,176,392,8,3,-79,8660,-684140.0,1
80614,Invalid Foreign Key: Product_ID,ST00080613,2026-07-11,W014,P00614,163,213,231,0,-2,143,1730,247390.0,0
80842,Invalid Foreign Key: Product_ID,ST00080841,2026-02-24,W002,P00842,391,141,147,3,2,390,4810,1875900.0,0
80921,Invalid Foreign Key: Product_ID,ST00080920,2026-05-14,W001,P00921,470,220,280,1,-3,408,2500,1020000.0,0
80998,Invalid Foreign Key: Product_ID,ST00080997,2026-07-30,W018,P00998,547,297,399,6,-3,448,10970,4914560.0,0
81307,Invalid Foreign Key: Product_ID,ST00081306,2026-06-04,W007,P00307,356,6,42,0,-2,318,960,305280.0,0
81421,Invalid Foreign Key: Product_ID,ST00081420,2025-09-26,W001,P00421,470,120,0,6,0,596,2500,1490000.0,0
81499,Invalid Foreign Key: Product_ID,ST00081498,2025-12-13,W019,P00499,548,198,126,3,1,624,11080,6913920.0,0
81577,Invalid Foreign Key: Product_ID,ST00081576,2026-03-01,W017,P00577,126,276,252,0,2,152,8660,1316320.0,0
81614,Invalid Foreign Key: Product_ID,ST00081613,2026-04-07,W014,P00614,163,13,91,1,-3,83,1730,143590.0,0
81842,Invalid Foreign Key: Product_ID,ST00081841,2025-11-21,W002,P00842,391,241,7,4,1,630,4810,3030300.0,0
81921,Invalid Foreign Key: Product_ID,ST00081920,2026-02-08,W001,P00921,470,20,140,2,3,355,2500,887500.0,0
81998,Invalid Foreign Key: Product_ID,ST00081997,2026-04-26,W018,P00998,547,97,259,7,3,395,10970,4333150.0,0
82307,Invalid Foreign Key: Product_ID,ST00082306,2026-03-01,W007,P00307,356,106,322,1,-3,138,960,132480.0,0
82421,Invalid Foreign Key: Product_ID,ST00082420,2026-06-23,W001,P00421,470,220,280,7,-1,416,2500,1040000.0,0
