Product_ID,Product_Name,Category,Subcategory,Opening_Stock,Closing_Stock,Closing_Stock_Value,Warehouse_Count,Average_Inventory_Units,Average_Inventory_Value,Inventory_Observations,Stockout_Observations,Stockout_Rate_Percentage,Purchased_Units,Purchase_Orders,Average_Lead_Time_Days,Average_Delivery_Delay_Days,On_Time_Delivery_Rate,On_Time_Delivery_Rate_Percentage,Returned_Units,Units_Sold,Cost_Of_Goods_Sold,Revenue,Net_Profit,First_Sale_Date,Last_Sale_Date,Average_Daily_Demand,Inventory_Turnover,Days_Inventory,Return_Rate_Percentage,Average_Unit_Stock_Value,Target_Stock_Units,Excess_Inventory_Units,Excess_Inventory_Value,Expected_Closing_Stock,Inventory_Reconciliation_Difference,Inventory_Status,Priority,Recommended_Action
P00567,Home Appliances Product 0567,Home Appliances,Subcategory 15,116,202,1527120.0,1,170.96,1292449.32,120,40,33.33,6118,23,23.83,0.0,0.0,0.0,14.0,500.0,276350.52,424124.32,-29157.75,2025-09-02,2026-08-28,1.37,0.21,147.46,2.8,7560.0,123.29,78.71,595065.21,5748.0,-5546.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00568,Accessories Product 0568,Accessories,Subcategory 16,117,144,1104480.0,1,162.58,1246952.88,120,40,33.33,6408,24,25.12,0.0,0.0,0.0,15.0,750.0,420558.88,645479.06,-35730.53,2025-09-03,2026-08-29,2.05,0.34,70.08,2.0,7670.0,184.93,0.0,0.0,5790.0,-5646.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00569,IT Equipment Product 0569,IT Equipment,Subcategory 17,118,196,1524880.0,1,154.41,1201317.26,120,40,33.33,6432,24,23.67,0.0,0.0,0.0,15.0,1000.0,568786.0,873030.42,-41560.03,2025-09-04,2026-08-30,2.74,0.47,71.54,1.5,7780.0,246.58,0.0,0.0,5565.0,-5369.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00570,Electronics Product 0570,Electronics,Subcategory 18,119,122,962580.0,1,146.25,1153885.48,120,40,33.33,6456,24,24.42,0.0,0.0,0.0,15.0,1250.0,721034.36,1106780.64,-46609.63,2025-09-05,2026-08-31,3.42,0.62,35.62,1.2,7890.0,308.22,0.0,0.0,5340.0,-5218.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00571,Furniture Product 0571,Furniture,Subcategory 19,120,-55,-440000.0,1,138.08,1104657.53,120,40,33.33,6800,25,24.32,0.0,0.0,0.0,15.0,250.0,146217.74,224454.91,-25639.67,2025-09-01,2026-08-27,0.68,0.13,-80.3,6.0,0.0,61.64,0.0,0.0,6685.0,-6740.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00572,Office Supplies Product 0572,Office Supplies,Subcategory 20,121,-58,-470380.0,1,129.92,1053633.42,120,40,33.33,6825,25,24.96,0.0,0.0,0.0,15.0,498.0,295279.37,453308.23,-31430.84,2025-09-02,2026-08-28,1.36,0.28,-42.51,3.01,0.0,122.79,0.0,0.0,6463.0,-6521.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00573,Home Appliances Product 0573,Home Appliances,Subcategory 21,122,-61,-501420.0,1,121.75,1000813.15,120,40,33.33,6850,25,24.4,0.0,0.0,0.0,15.0,750.0,450716.94,691764.64,-37659.99,2025-09-03,2026-08-29,2.05,0.45,-29.69,2.0,0.0,184.93,0.0,0.0,6237.0,-6298.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00574,Accessories Product 0574,Accessories,Subcategory 22,123,-64,-533120.0,1,113.59,946196.71,120,40,33.33,6875,25,25.04,0.0,0.0,0.0,15.0,948.0,575377.81,885839.96,-43550.0,2025-09-04,2026-08-30,2.6,0.61,-24.64,1.58,0.0,233.75,0.0,0.0,6065.0,-6129.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00575,IT Equipment Product 0575,IT Equipment,Subcategory 23,124,-83,-700520.0,1,105.21,887934.25,120,40,33.33,6900,25,24.48,0.0,0.0,0.0,15.0,1250.0,768541.82,1183598.2,-51526.46,2025-09-05,2026-08-31,3.42,0.87,-24.24,1.2,0.0,308.22,0.0,0.0,5789.0,-5872.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00576,Electronics Product 0576,Electronics,Subcategory 0,125,160,1368000.0,1,96.92,828647.26,120,40,33.33,6650,24,24.5,0.0,0.0,0.0,15.0,250.0,155711.05,239820.11,-25210.0,2025-09-01,2026-08-27,0.68,0.19,233.6,6.0,8550.0,61.64,98.36,840945.21,6540.0,-6380.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00578,Office Supplies Product 0578,Office Supplies,Subcategory 2,127,92,806840.0,1,80.47,705684.66,120,40,33.33,6698,24,24.25,0.0,0.0,0.0,15.0,750.0,480872.54,738061.65,-41481.62,2025-09-03,2026-08-29,2.05,0.68,44.77,2.0,8770.0,184.93,0.0,0.0,6090.0,-5998.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00579,Home Appliances Product 0579,Home Appliances,Subcategory 3,128,151,1340880.0,1,72.3,642036.16,120,40,33.33,7000,25,23.6,0.0,0.0,0.0,15.0,1000.0,649205.88,996487.2,-51130.13,2025-09-04,2026-08-30,2.74,1.01,55.12,1.5,8880.0,246.58,0.0,0.0,6143.0,-5992.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00580,Accessories Product 0580,Accessories,Subcategory 4,129,77,692230.0,1,64.14,576591.51,120,40,33.33,6746,24,25.21,0.0,0.0,0.0,15.0,1250.0,821560.44,1260755.0,-56012.06,2025-09-05,2026-08-31,3.42,1.42,22.48,1.2,8990.0,308.22,0.0,0.0,5640.0,-5563.0,Critical Product,Critical,"Create urgent purchase order, increase safety stock and reduce supplier lead time."
P00581,IT Equipment Product 0581,IT Equipment,Subcategory 5,130,313,2848300.0,1,286.11,2603597.26,120,0,0.0,6540,23,23.91,0.0,0.0,0.0,15.0,250.0,166321.48,255178.09,-30911.47,2025-09-01,2026-08-27,0.68,0.06,456.98,6.0,9100.0,61.64,251.36,2287341.1,6435.0,-6122.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00582,Electronics Product 0582,Electronics,Subcategory 6,131,310,2855100.0,1,277.85,2558992.19,120,0,0.0,6794,24,25.21,0.0,0.0,0.0,15.0,500.0,336666.66,516558.94,-39766.74,2025-09-02,2026-08-28,1.37,0.13,226.3,3.0,9210.0,123.29,186.71,1719620.55,6440.0,-6130.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00583,Furniture Product 0583,Furniture,Subcategory 7,132,69,643080.0,1,269.68,2513463.56,120,0,0.0,6818,24,24.33,0.0,0.0,0.0,15.0,750.0,511030.62,784143.38,-44488.67,2025-09-03,2026-08-29,2.05,0.2,33.58,2.0,9320.0,184.93,0.0,0.0,6215.0,-6146.0,Normal,Low,Continue normal inventory monitoring.
P00584,Office Supplies Product 0584,Office Supplies,Subcategory 8,133,66,622380.0,1,261.4,2464976.16,120,0,0.0,6842,24,24.96,0.0,0.0,0.0,15.0,1000.0,689415.82,1057932.91,-51470.02,2025-09-04,2026-08-30,2.74,0.28,24.09,1.5,9430.0,246.58,0.0,0.0,5990.0,-5924.0,Normal,Low,Continue normal inventory monitoring.
P00585,Home Appliances Product 0585,Home Appliances,Subcategory 9,134,47,448380.0,1,253.11,2414665.48,120,0,0.0,6866,24,23.75,0.0,0.0,0.0,15.0,1250.0,871822.26,1337928.71,-57476.26,2025-09-05,2026-08-31,3.42,0.36,13.72,1.2,9540.0,308.22,0.0,0.0,5765.0,-5718.0,Normal,Low,Continue normal inventory monitoring.
P00586,Accessories Product 0586,Accessories,Subcategory 10,135,108,1042200.0,1,244.82,2362531.51,120,0,0.0,7175,25,25.04,0.0,0.0,0.0,15.0,250.0,176375.82,270688.3,-28529.87,2025-09-01,2026-08-27,0.68,0.07,157.68,6.0,9650.0,61.64,46.36,447336.99,7075.0,-6967.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00587,IT Equipment Product 0587,IT Equipment,Subcategory 11,136,105,1024800.0,1,236.66,2309777.53,120,0,0.0,7200,25,23.68,0.0,0.0,0.0,15.0,498.0,355353.52,545237.08,-36644.64,2025-09-02,2026-08-28,1.36,0.15,76.96,3.01,9760.0,122.79,0.0,0.0,6853.0,-6748.0,Normal,Low,Continue normal inventory monitoring.
P00588,Electronics Product 0588,Electronics,Subcategory 12,137,102,1006740.0,1,228.49,2255227.4,120,0,0.0,7225,25,24.44,0.0,0.0,0.0,15.0,750.0,539254.35,830210.22,-43288.2,2025-09-03,2026-08-29,2.05,0.24,49.64,2.0,9870.0,184.93,0.0,0.0,6627.0,-6525.0,Normal,Low,Continue normal inventory monitoring.
P00589,Furniture Product 0589,Furniture,Subcategory 13,138,90,898200.0,1,220.23,2197924.11,120,0,0.0,7250,25,24.32,0.0,0.0,0.0,15.0,1000.0,727017.88,1119358.29,-55757.93,2025-09-04,2026-08-30,2.74,0.33,32.85,1.5,9980.0,246.58,0.0,0.0,6403.0,-6313.0,Normal,Low,Continue normal inventory monitoring.
P00590,Office Supplies Product 0590,Office Supplies,Subcategory 14,139,87,877830.0,1,212.07,2139771.1,120,0,0.0,7036,24,24.33,0.0,0.0,0.0,15.0,1250.0,918788.28,1414714.16,-62632.77,2025-09-05,2026-08-31,3.42,0.43,25.4,1.2,10090.0,308.22,0.0,0.0,5940.0,-5853.0,Normal,Low,Continue normal inventory monitoring.
P00591,Home Appliances Product 0591,Home Appliances,Subcategory 15,140,23,234600.0,1,203.9,2079821.92,120,0,0.0,7300,25,24.4,0.0,0.0,0.0,15.0,250.0,186427.68,286046.44,-35169.06,2025-09-01,2026-08-27,0.68,0.09,33.58,6.0,10200.0,61.64,0.0,0.0,7205.0,-7182.0,Normal,Low,Continue normal inventory monitoring.
P00592,Accessories Product 0592,Accessories,Subcategory 16,141,265,2732150.0,1,195.74,2018076.58,120,0,0.0,7084,24,25.04,0.0,0.0,0.0,15.0,476.0,358915.84,550523.33,-41308.26,2025-09-02,2026-08-28,1.3,0.18,203.2,3.15,10310.0,117.37,147.63,1522066.71,6764.0,-6499.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00593,IT Equipment Product 0593,IT Equipment,Subcategory 17,142,17,177140.0,1,187.45,1953250.41,120,0,0.0,7350,25,24.48,0.0,0.0,0.0,15.0,750.0,571344.28,876767.53,-46598.76,2025-09-03,2026-08-29,2.05,0.29,8.27,2.0,10420.0,184.93,0.0,0.0,6757.0,-6740.0,Normal,Low,Continue normal inventory monitoring.
P00594,Electronics Product 0594,Electronics,Subcategory 18,143,5,52650.0,1,179.16,1886600.96,120,0,0.0,7375,25,25.12,0.0,0.0,0.0,15.0,1000.0,769835.7,1181104.29,-59355.05,2025-09-04,2026-08-30,2.74,0.41,1.83,1.5,10530.0,246.58,0.0,0.0,6533.0,-6528.0,Critical Product,Critical,"Create urgent purchase order, increase safety stock and reduce supplier lead time."
P00595,Furniture Product 0595,Furniture,Subcategory 19,144,2,21280.0,1,170.88,1818128.22,120,6,5.0,6962,23,23.74,0.0,0.0,0.0,15.0,1250.0,972345.86,1491474.56,-68754.72,2025-09-05,2026-08-31,3.42,0.53,0.58,1.2,10640.0,308.22,0.0,0.0,5871.0,-5869.0,Normal,Low,Continue normal inventory monitoring.
P00596,Office Supplies Product 0596,Office Supplies,Subcategory 20,145,238,2558500.0,1,162.62,1748126.71,120,24,20.0,7180,24,24.33,0.0,0.0,0.0,15.0,250.0,196479.54,301400.21,-34860.76,2025-09-01,2026-08-27,0.68,0.11,347.48,6.0,10750.0,61.64,176.36,1895828.77,7090.0,-6852.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00597,Home Appliances Product 0597,Home Appliances,Subcategory 21,146,60,651600.0,1,154.45,1677349.32,120,40,33.33,7204,24,23.58,0.0,0.0,0.0,15.0,500.0,396980.34,609009.17,-47739.19,2025-09-02,2026-08-28,1.37,0.24,43.8,3.0,10860.0,123.29,0.0,0.0,6865.0,-6805.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00598,Accessories Product 0598,Accessories,Subcategory 22,147,232,2545040.0,1,146.29,1604775.75,120,40,33.33,7228,24,25.04,0.0,0.0,0.0,15.0,750.0,601502.36,922830.55,-58307.08,2025-09-03,2026-08-29,2.05,0.37,112.91,2.0,10970.0,184.93,47.07,516341.37,6640.0,-6408.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00599,IT Equipment Product 0599,IT Equipment,Subcategory 23,148,38,421040.0,1,138.12,1530406.03,120,40,33.33,7252,24,23.83,0.0,0.0,0.0,15.0,1000.0,810045.64,1242865.52,-66486.2,2025-09-04,2026-08-30,2.74,0.53,13.87,1.5,11080.0,246.58,0.0,0.0,6415.0,-6377.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00600,Electronics Product 0600,Electronics,Subcategory 0,149,217,2428230.0,1,129.96,1454240.14,120,40,33.33,7276,24,25.29,0.0,0.0,0.0,15.0,1240.0,1014487.74,1556823.33,-72904.28,2025-09-05,2026-08-31,3.4,0.7,63.88,1.21,11190.0,305.75,0.0,0.0,6200.0,-5983.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00601,Furniture Product 0601,Furniture,Subcategory 1,150,-22,-6600.0,1,187.55,56264.38,120,40,33.33,6200,25,24.32,0.0,0.0,0.0,15.0,250.0,5484.18,8801.07,-11466.86,2025-09-01,2026-08-27,0.68,0.1,-32.12,6.0,0.0,61.64,0.0,0.0,6115.0,-6137.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00602,Office Supplies Product 0602,Office Supplies,Subcategory 2,151,-25,-10250.0,1,179.26,73496.71,120,40,33.33,6225,25,24.96,0.0,0.0,0.0,15.0,498.0,14874.05,23661.57,-11660.2,2025-09-02,2026-08-28,1.36,0.2,-18.32,3.01,0.0,122.79,0.0,0.0,5893.0,-5918.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00603,Home Appliances Product 0603,Home Appliances,Subcategory 3,152,-37,-19240.0,1,170.88,88855.89,120,40,33.33,6250,25,24.4,0.0,0.0,0.0,15.0,750.0,28409.42,44879.45,-12375.75,2025-09-03,2026-08-29,2.05,0.32,-18.01,2.0,0.0,184.93,0.0,0.0,5667.0,-5704.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00604,Accessories Product 0604,Accessories,Subcategory 4,153,-47,-29610.0,1,162.59,102431.1,120,40,33.33,6072,24,24.42,0.0,0.0,0.0,15.0,988.0,45510.48,71293.98,-13248.02,2025-09-04,2026-08-30,2.71,0.44,-17.36,1.52,0.0,243.62,0.0,0.0,5252.0,-5299.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00605,IT Equipment Product 0605,IT Equipment,Subcategory 5,154,-50,-37000.0,1,154.42,114274.25,120,40,33.33,6300,25,23.68,0.0,0.0,0.0,15.0,1250.0,67625.92,105617.57,-14403.06,2025-09-05,2026-08-31,3.42,0.59,-14.6,1.2,0.0,308.22,0.0,0.0,5219.0,-5269.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00606,Electronics Product 0606,Electronics,Subcategory 6,155,193,164050.0,1,146.26,124321.23,120,40,33.33,6120,24,24.42,0.0,0.0,0.0,15.0,250.0,15536.06,24206.21,-13449.76,2025-09-01,2026-08-27,0.68,0.12,281.78,6.0,850.0,61.64,131.36,111652.74,6040.0,-5847.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00607,Furniture Product 0607,Furniture,Subcategory 7,156,119,114240.0,1,138.1,132572.05,120,40,33.33,6350,25,24.32,0.0,0.0,0.0,15.0,496.0,34814.6,54133.21,-14249.4,2025-09-02,2026-08-28,1.36,0.26,87.57,3.02,960.0,122.3,0.0,0.0,6025.0,-5906.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00608,Office Supplies Product 0608,Office Supplies,Subcategory 8,157,178,190460.0,1,129.93,139026.71,120,40,33.33,6375,25,24.96,0.0,0.0,0.0,15.0,750.0,58669.4,91091.07,-15276.71,2025-09-03,2026-08-29,2.05,0.42,86.63,2.0,1070.0,184.93,0.0,0.0,5797.0,-5619.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00609,Home Appliances Product 0609,Home Appliances,Subcategory 9,158,113,133340.0,1,121.77,143685.21,120,40,33.33,6034,23,23.83,0.0,0.0,0.0,15.0,988.0,85241.35,132149.04,-16449.8,2025-09-04,2026-08-30,2.71,0.59,41.75,1.52,1180.0,243.62,0.0,0.0,5219.0,-5106.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00610,Accessories Product 0610,Accessories,Subcategory 10,159,110,141900.0,1,113.51,146423.84,120,40,33.33,6216,24,25.12,0.0,0.0,0.0,15.0,1245.0,117419.54,181884.48,-18438.06,2025-09-05,2026-08-31,3.41,0.8,32.25,1.2,1290.0,306.99,0.0,0.0,5145.0,-5035.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00611,IT Equipment Product 0611,IT Equipment,Subcategory 11,160,108,151200.0,1,105.22,147306.85,120,40,33.33,6240,24,24.5,0.0,0.0,0.0,15.0,250.0,25587.92,39603.37,-15636.47,2025-09-01,2026-08-27,0.68,0.17,157.68,6.0,1400.0,61.64,46.36,64898.63,6165.0,-6057.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00612,Electronics Product 0612,Electronics,Subcategory 12,161,-86,-129860.0,1,96.93,146366.58,120,40,33.33,6264,24,25.12,0.0,0.0,0.0,15.0,500.0,55197.08,85373.52,-16344.13,2025-09-02,2026-08-28,1.37,0.38,-62.78,3.0,0.0,123.29,0.0,0.0,5940.0,-6026.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00613,Furniture Product 0613,Furniture,Subcategory 13,162,-89,-144180.0,1,88.64,143603.01,120,40,33.33,6288,24,23.67,0.0,0.0,0.0,15.0,750.0,88827.48,137313.77,-18257.96,2025-09-03,2026-08-29,2.05,0.62,-43.31,2.0,0.0,184.93,0.0,0.0,5715.0,-5804.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00615,Home Appliances Product 0615,Home Appliances,Subcategory 15,164,80,147200.0,1,72.32,133059.73,120,40,33.33,6336,24,23.67,0.0,0.0,0.0,15.0,1250.0,168149.54,259631.78,-21952.69,2025-09-05,2026-08-31,3.42,1.26,23.36,1.2,1840.0,308.22,0.0,0.0,5265.0,-5185.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00616,Accessories Product 0616,Accessories,Subcategory 16,165,141,274950.0,1,64.15,125093.84,120,40,33.33,6575,25,25.04,0.0,0.0,0.0,15.0,250.0,35512.39,54995.45,-17373.04,2025-09-01,2026-08-27,0.68,0.28,205.86,6.0,1950.0,61.64,79.36,154744.52,6505.0,-6364.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00617,IT Equipment Product 0617,IT Equipment,Subcategory 17,166,129,265740.0,1,55.89,115134.25,120,40,33.33,6600,25,24.48,0.0,0.0,0.0,15.0,498.0,74735.08,115685.99,-18766.15,2025-09-02,2026-08-28,1.36,0.65,94.55,3.01,2060.0,122.79,6.21,12783.29,6283.0,-6154.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00618,Electronics Product 0618,Electronics,Subcategory 18,167,126,273420.0,1,47.73,103565.48,120,40,33.33,6458,24,24.5,0.0,0.0,0.0,15.0,750.0,118985.56,183494.93,-21391.8,2025-09-03,2026-08-29,2.05,1.15,61.32,2.0,2170.0,184.93,0.0,0.0,5890.0,-5764.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00619,Furniture Product 0619,Furniture,Subcategory 19,168,123,280440.0,1,39.56,90200.55,120,40,33.33,6650,25,24.32,0.0,0.0,0.0,15.0,988.0,164703.09,253918.12,-23670.47,2025-09-04,2026-08-30,2.71,1.83,45.44,1.52,2280.0,243.62,0.0,0.0,5845.0,-5722.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00620,Office Supplies Product 0620,Office Supplies,Subcategory 20,169,120,286800.0,1,31.27,74744.79,120,40,33.33,6675,25,24.96,0.0,0.0,0.0,15.0,1250.0,218411.34,336682.72,-25977.98,2025-09-05,2026-08-31,3.42,2.92,35.04,1.2,2390.0,308.22,0.0,0.0,5609.0,-5489.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00621,Home Appliances Product 0621,Home Appliances,Subcategory 21,170,56,140000.0,1,253.12,632808.22,120,0,0.0,6700,25,24.4,0.0,0.0,0.0,15.0,248.0,45331.18,69862.37,-19614.52,2025-09-01,2026-08-27,0.68,0.07,82.42,6.05,2500.0,61.15,0.0,0.0,6637.0,-6581.0,Normal,Low,Continue normal inventory monitoring.
P00622,Accessories Product 0622,Accessories,Subcategory 22,171,289,754290.0,1,244.84,639020.96,120,0,0.0,6725,25,25.04,0.0,0.0,0.0,15.0,500.0,95407.02,146977.5,-20915.91,2025-09-02,2026-08-28,1.37,0.15,210.97,3.0,2610.0,123.29,165.71,432509.18,6411.0,-6122.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00623,IT Equipment Product 0623,IT Equipment,Subcategory 23,172,279,758880.0,1,236.67,643745.75,120,0,0.0,6750,25,23.68,0.0,0.0,0.0,15.0,750.0,149141.16,229660.49,-24344.84,2025-09-03,2026-08-29,2.05,0.23,135.78,2.0,2720.0,184.93,94.07,255866.3,6187.0,-5908.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00624,Electronics Product 0624,Electronics,Subcategory 0,173,276,781080.0,1,228.41,646403.01,120,0,0.0,6602,24,24.5,0.0,0.0,0.0,14.0,992.0,205255.64,316063.28,-26421.76,2025-09-04,2026-08-30,2.72,0.32,101.55,1.41,2830.0,244.6,31.4,88854.25,5797.0,-5521.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00625,Furniture Product 0625,Furniture,Subcategory 1,174,35,102900.0,1,220.25,647524.93,120,0,0.0,6626,24,24.33,0.0,0.0,0.0,14.0,1245.0,267608.6,411996.12,-29757.77,2025-09-05,2026-08-31,3.41,0.41,10.26,1.12,2940.0,306.99,0.0,0.0,5569.0,-5534.0,Normal,Low,Continue normal inventory monitoring.
P00626,Office Supplies Product 0626,Office Supplies,Subcategory 2,175,87,265350.0,1,212.08,646850.68,120,0,0.0,6650,24,24.96,0.0,0.0,0.0,15.0,250.0,55746.0,85813.9,-21889.65,2025-09-01,2026-08-27,0.68,0.09,127.02,6.0,3050.0,61.64,25.36,77336.3,6590.0,-6503.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00627,Home Appliances Product 0627,Home Appliances,Subcategory 3,176,84,265440.0,1,203.92,644380.27,120,0,0.0,6674,24,23.75,0.0,0.0,0.0,15.0,500.0,115510.74,177803.78,-24285.44,2025-09-02,2026-08-28,1.37,0.18,61.32,3.0,3160.0,123.29,0.0,0.0,6365.0,-6281.0,Normal,Low,Continue normal inventory monitoring.
P00628,Accessories Product 0628,Accessories,Subcategory 4,177,74,241980.0,1,195.75,640113.7,120,0,0.0,6621,23,24.57,0.0,0.0,0.0,15.0,738.0,176450.94,271578.6,-26351.45,2025-09-03,2026-08-29,2.02,0.28,36.6,2.03,3270.0,181.97,0.0,0.0,6075.0,-6001.0,Normal,Low,Continue normal inventory monitoring.
P00629,IT Equipment Product 0629,IT Equipment,Subcategory 5,178,71,239980.0,1,187.47,633634.25,120,0,0.0,6722,24,24.58,0.0,0.0,0.0,15.0,992.0,244262.98,377149.1,-28541.92,2025-09-04,2026-08-30,2.72,0.39,26.12,1.51,3380.0,244.6,0.0,0.0,5923.0,-5852.0,Normal,Low,Continue normal inventory monitoring.
P00630,Electronics Product 0630,Electronics,Subcategory 6,179,250,872500.0,1,179.18,625331.51,120,0,0.0,6746,24,25.21,0.0,0.0,0.0,15.0,1250.0,317797.46,490558.83,-32602.49,2025-09-05,2026-08-31,3.42,0.51,73.0,1.2,3490.0,308.22,0.0,0.0,5690.0,-5440.0,Normal,Low,Continue normal inventory monitoring.
P00631,Furniture Product 0631,Furniture,Subcategory 7,180,2,7200.0,1,170.79,614860.27,120,10,8.33,6950,25,24.32,0.0,0.0,0.0,15.0,250.0,65562.68,101199.98,-24583.37,2025-09-01,2026-08-27,0.68,0.11,2.92,6.0,3600.0,61.64,0.0,0.0,6895.0,-6893.0,Normal,Low,Continue normal inventory monitoring.
P00632,Office Supplies Product 0632,Office Supplies,Subcategory 8,181,-1,-3710.0,1,162.63,603357.81,120,27,22.5,6975,25,24.28,0.0,0.0,0.0,15.0,498.0,135078.37,207716.61,-26252.58,2025-09-02,2026-08-28,1.36,0.22,-0.73,3.01,0.0,122.79,0.0,0.0,6673.0,-6674.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00633,Home Appliances Product 0633,Home Appliances,Subcategory 9,182,-11,-42020.0,1,154.47,590059.18,120,38,31.67,7000,25,23.6,0.0,0.0,0.0,15.0,750.0,209457.3,322132.57,-32380.51,2025-09-03,2026-08-29,2.05,0.35,-5.35,2.0,0.0,184.93,0.0,0.0,6447.0,-6458.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00634,Accessories Product 0634,Accessories,Subcategory 10,183,-14,-55020.0,1,146.3,574964.38,120,40,33.33,7025,25,25.04,0.0,0.0,0.0,15.0,992.0,285034.3,438352.29,-32521.69,2025-09-04,2026-08-30,2.72,0.5,-5.15,1.51,0.0,244.6,0.0,0.0,6231.0,-6245.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00635,IT Equipment Product 0635,IT Equipment,Subcategory 11,184,-17,-68680.0,1,138.14,558073.42,120,40,33.33,7050,25,24.48,0.0,0.0,0.0,14.0,1225.0,361868.04,556386.49,-37657.81,2025-09-05,2026-08-31,3.36,0.65,-5.07,1.14,0.0,302.05,0.0,0.0,6023.0,-6040.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00636,Electronics Product 0636,Electronics,Subcategory 12,185,217,900550.0,1,129.97,539386.3,120,40,33.33,7075,25,25.12,0.0,0.0,0.0,15.0,250.0,75849.72,116614.29,-24137.21,2025-09-01,2026-08-27,0.68,0.14,316.82,6.0,4150.0,61.64,155.36,644728.08,7025.0,-6808.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00637,Furniture Product 0637,Furniture,Subcategory 13,186,214,911640.0,1,121.81,518903.01,120,40,33.33,7014,24,23.67,0.0,0.0,0.0,15.0,500.0,155720.7,239339.93,-30268.15,2025-09-02,2026-08-28,1.37,0.3,156.22,3.0,4260.0,123.29,90.71,386434.52,6715.0,-6501.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00638,Office Supplies Product 0638,Office Supplies,Subcategory 14,187,204,891480.0,1,113.42,495665.75,120,40,33.33,7125,25,24.96,0.0,0.0,0.0,15.0,750.0,239612.9,368279.43,-31612.42,2025-09-03,2026-08-29,2.05,0.48,99.28,2.0,4370.0,184.93,19.07,83329.32,6577.0,-6373.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
